This file was created by using the 202605 CRSP database.  It,,
contains a momentum factor, constructed from six value-weight portfolios formed,
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios,,
minus the average of the returns on two low prior return portfolios.  The portfolios,,
are constructed daily.  Big means a firm is above the median market cap on the NYSE,,
at the end of the previous day; small firms are below the median NYSE market cap.,,
Prior return is measured from day - 250 to - 21.  Firms in the low prior return,,
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above,,
the 70th NYSE percentile.,,
,,
Missing data are indicated by -99.99 or -999.,,
,,
,Mom,
20180611,-0.63,
20180612,0.13,
20180613,0.23,
20180614,-0.2,
20180615,-0.9,
20180618,0.78,
20180619,-0.67,
20180620,0.32,
20180621,-0.33,
20180622,-0.63,
20180625,-1.14,
20180626,0.44,
20180627,-0.34,
20180628,0.49,
20180629,-0.01,
20180702,0.57,
20180703,-0.64,
20180705,-0.32,
20180706,0.1,
20180709,0.48,
20180710,-0.19,
20180711,0.02,
20180712,0.54,
20180713,0.2,
20180716,0.38,
20180717,0.4,
20180718,0.38,
20180719,-0.09,
20180720,0.26,
20180723,0.38,
20180724,-0.36,
20180725,1.14,
20180726,-1,
20180727,-1.33,
20180730,-1.43,
20180731,0.09,
20180801,1.11,
20180802,0.85,
20180803,-0.79,
20180806,0.36,
20180807,0.29,
20180808,0.31,
20180809,0.1,
20180810,0.73,
20180813,0,
20180814,0.38,
20180815,-1.1,
20180816,-0.39,
20180817,-0.34,
20180820,0.14,
20180821,0.14,
20180822,0.97,
20180823,0.64,
20180824,0.29,
20180827,0.01,
20180828,0.18,
20180829,0.44,
20180830,0.28,
20180831,0.28,
20180904,0.72,
20180905,-1.48,
20180906,0.06,
20180907,-0.24,
20180910,0.03,
20180911,0.83,
20180912,-0.82,
20180913,0.19,
20180914,-0.16,
20180917,-1.34,
20180918,0.35,
20180919,-1.16,
20180920,-0.21,
20180921,-0.34,
20180924,1.33,
20180925,1.22,
20180926,0.15,
20180927,0.21,
20180928,0.28,
20181001,-0.13,
20181002,-1.09,
20181003,0.13,
20181004,-0.84,
20181005,0.07,
20181008,-1.23,
20181009,0.43,
20181010,-1.56,
20181011,0.44,
20181012,1.8,
20181015,-0.97,
20181016,1,
20181017,-0.16,
20181018,-0.14,
20181019,-0.56,
20181022,1.26,
20181023,-0.37,
20181024,-0.41,
20181025,1.02,
20181026,-0.15,
20181029,-1.13,
20181030,0.04,
20181031,0.8,
20181101,-0.98,
20181102,-0.08,
20181105,-0.13,
20181106,-0.15,
20181107,1.67,
20181108,0.39,
20181109,0.04,
20181112,-0.21,
20181113,-0.89,
20181114,-0.7,
20181115,0.54,
20181116,0.05,
20181119,-1.04,
20181120,-0.74,
20181121,-0.18,
20181123,0.06,
20181126,0.1,
20181127,0.53,
20181128,1,
20181129,0.29,
20181130,-0.29,
20181203,0.23,
20181204,0.68,
20181206,0.53,
20181207,-0.55,
20181210,0.78,
20181211,0.73,
20181212,-0.07,
20181213,0.51,
20181214,-0.52,
20181217,-1.01,
20181218,0.28,
20181219,0.65,
20181220,-0.54,
20181221,0.4,
20181224,-0.21,
20181226,0.06,
20181227,0.22,
20181228,0.15,
20181231,0.63,
20190102,-2.29,
20190103,-0.75,
20190104,-0.95,
20190107,-0.74,
20190108,0.13,
20190109,-0.82,
20190110,-0.39,
20190111,-0.2,
20190114,-0.57,
20190115,1.15,
20190116,-0.75,
20190117,-0.21,
20190118,-0.83,
20190122,0.94,
20190123,0.98,
20190124,-1.02,
20190125,-1.37,
20190128,-0.09,
20190129,-0.26,
20190130,0.09,
20190131,0.31,
20190201,-0.54,
20190204,-0.13,
20190205,0.09,
20190206,-0.3,
20190207,0.69,
20190208,0.73,
20190211,-0.11,
20190212,-0.51,
20190213,-0.39,
20190214,0.2,
20190215,-0.49,
20190219,-0.43,
20190220,-0.4,
20190221,0.44,
20190222,0.24,
20190225,-0.63,
20190226,0.21,
20190227,0.45,
20190228,0.69,
20190301,-0.21,
20190304,-0.52,
20190305,0.48,
20190306,0.75,
20190307,0.5,
20190308,0.13,
20190311,-0.35,
20190312,-0.07,
20190313,-0.21,
20190314,0.2,
20190315,-0.18,
20190318,-0.58,
20190319,0.47,
20190320,0.57,
20190321,0,
20190322,1.01,
20190325,0.65,
20190326,-0.45,
20190327,-0.37,
20190328,-0.17,
20190329,-0.03,
20190401,-0.95,
20190402,0.24,
20190403,-0.07,
20190404,-1.34,
20190405,-0.65,
20190408,-0.19,
20190409,0.98,
20190410,-0.19,
20190411,-0.1,
20190412,-1.09,
20190415,0.81,
20190416,-0.88,
20190417,-0.83,
20190418,-0.05,
20190422,0.24,
20190423,0.26,
20190424,0.39,
20190425,1.37,
20190426,0.14,
20190429,-0.45,
20190430,0.34,
20190501,0.49,
20190502,0.48,
20190503,-0.25,
20190506,0.29,
20190507,0.27,
20190508,0.13,
20190509,0.6,
20190510,0.6,
20190513,0.98,
20190514,-0.58,
20190515,0.37,
20190516,0.45,
20190517,0.47,
20190520,0.33,
20190521,-0.64,
20190522,1.33,
20190523,1.19,
20190524,0.06,
20190528,1.06,
20190529,-0.41,
20190530,1.43,
20190531,0.57,
20190603,-1.22,
20190604,-1.13,
20190605,1.69,
20190606,0.66,
20190607,0.36,
20190610,-0.37,
20190611,-0.5,
20190612,1.43,
20190613,-1.42,
20190614,0.89,
20190617,-0.26,
20190618,-0.98,
20190619,0.79,
20190620,-0.38,
20190621,-0.08,
20190624,0.73,
20190625,-0.4,
20190626,-1.96,
20190627,-0.04,
20190628,-0.54,
20190701,0.41,
20190702,1.83,
20190703,0.23,
20190705,-0.28,
20190708,0.56,
20190709,0.26,
20190710,-0.11,
20190711,0.26,
20190712,-0.92,
20190715,0.73,
20190716,0.05,
20190717,0.89,
20190718,0.3,
20190719,-1.01,
20190722,0.22,
20190723,-0.79,
20190724,-0.74,
20190725,1.54,
20190726,0.29,
20190729,0.43,
20190730,-1.36,
20190731,0.11,
20190801,2.5,
20190802,0.22,
20190805,0.47,
20190806,1.06,
20190807,0.38,
20190808,0.2,
20190809,1.12,
20190812,0.56,
20190813,0.04,
20190814,1.3,
20190815,1.2,
20190816,-1.08,
20190819,-1.17,
20190820,0.43,
20190821,-0.08,
20190822,-0.03,
20190823,0.95,
20190826,0.39,
20190827,0.92,
20190828,-0.88,
20190829,-0.95,
20190830,-0.26,
20190903,0.54,
20190904,-0.93,
20190905,-2,
20190906,-0.38,
20190909,-3.81,
20190910,-3.15,
20190911,-0.44,
20190912,0.98,
20190913,-0.68,
20190916,-1.89,
20190917,2.41,
20190918,1.01,
20190919,0.55,
20190920,0.05,
20190923,-0.18,
20190924,1.16,
20190925,-0.63,
20190926,0.79,
20190927,-0.68,
20190930,0.23,
20191001,1.15,
20191002,0.82,
20191003,-0.23,
20191004,0.93,
20191007,-0.13,
20191008,0.66,
20191009,0.41,
20191010,-0.38,
20191011,-1.15,
20191014,0.15,
20191015,-0.28,
20191016,-0.16,
20191017,-0.15,
20191018,0.47,
20191021,-0.47,
20191022,-2.07,
20191023,-0.61,
20191024,1.05,
20191025,-0.81,
20191028,-0.17,
20191029,-0.09,
20191030,0.93,
20191031,0.5,
20191101,-1.85,
20191104,-2.59,
20191105,-0.75,
20191106,1.01,
20191107,-1.16,
20191108,-0.16,
20191111,0.8,
20191112,0.49,
20191113,1.07,
20191114,0.51,
20191115,-0.52,
20191118,0.92,
20191119,0.49,
20191120,0,
20191121,-0.95,
20191122,-1.02,
20191125,-0.34,
20191126,0.93,
20191127,-0.21,
20191129,0,
20191202,-0.43,
20191203,0.53,
20191204,-0.33,
20191205,0.57,
20191206,-0.75,
20191209,-0.37,
20191210,-0.05,
20191211,0.42,
20191212,-0.9,
20191213,0.75,
20191216,-0.33,
20191217,-0.1,
20191218,-0.31,
20191219,-0.23,
20191220,0.21,
20191223,-0.71,
20191224,0.15,
20191226,0.3,
20191227,0.38,
20191230,0.03,
20191231,-0.47,
20200102,0.82,
20200103,0,
20200106,-0.68,
20200107,-0.01,
20200108,0.94,
20200109,0.73,
20200110,0.2,
20200113,0.66,
20200114,-0.93,
20200115,0.15,
20200116,0.15,
20200117,0.9,
20200121,0.85,
20200122,0.66,
20200123,0.32,
20200124,0.51,
20200127,0.48,
20200128,0.88,
20200129,0.63,
20200130,0.53,
20200131,-0.28,
20200203,0.33,
20200204,-0.05,
20200205,-1.73,
20200206,0.38,
20200207,0.38,
20200210,0.98,
20200211,-1.05,
20200212,-0.41,
20200213,0.69,
20200214,0.54,
20200218,0.26,
20200219,-0.07,
20200220,-0.56,
20200221,-0.2,
20200224,0.59,
20200225,0.77,
20200226,1.19,
20200227,-0.16,
20200228,-0.48,
20200302,1.92,
20200303,0.82,
20200304,1.06,
20200305,0.45,
20200306,0.53,
20200309,3.62,
20200310,0.36,
20200311,0.25,
20200312,0.07,
20200313,-1,
20200316,-2.26,
20200317,1.29,
20200318,-1.99,
20200319,0.28,
20200320,-0.8,
20200323,1.55,
20200324,0.15,
20200325,-0.18,
20200326,0.43,
20200327,0.96,
20200330,1.89,
20200331,-1.06,
20200401,0.18,
20200402,-0.97,
20200403,-0.26,
20200406,-0.32,
20200407,-1.77,
20200408,-2.1,
20200409,-0.67,
20200413,0.82,
20200414,2.13,
20200415,2.35,
20200416,3.9,
20200417,-5.5,
20200420,1.47,
20200421,-0.38,
20200422,0.37,
20200423,-2.4,
20200424,0.35,
20200427,-2.34,
20200428,-3.34,
20200429,-4.75,
20200430,0.8,
20200501,2.82,
20200504,0.11,
20200505,2.23,
20200506,2.22,
20200507,-2.19,
20200508,-3.47,
20200511,2.5,
20200512,0.93,
20200513,3.15,
20200514,-0.96,
20200515,0.64,
20200518,-6.28,
20200519,1.11,
20200520,-1.48,
20200521,-1.24,
20200522,0.82,
20200526,-4.81,
20200527,-2.55,
20200528,2.21,
20200529,2.38,
20200601,-1.98,
20200602,-1.32,
20200603,-4.82,
20200604,-3.43,
20200605,-5.17,
20200608,-5.04,
20200609,4.3,
20200610,5.98,
20200611,5.11,
20200612,-3.95,
20200615,0.67,
20200616,-0.91,
20200617,2.89,
20200618,-0.09,
20200619,1.19,
20200622,1.48,
20200623,0.29,
20200624,3.01,
20200625,-0.51,
20200626,1.28,
20200629,-2.6,
20200630,1.2,
20200701,2.05,
20200702,0.18,
20200706,-0.07,
20200707,2.63,
20200708,0.73,
20200709,3,
20200710,-2.7,
20200713,-1.3,
20200714,0.72,
20200715,-3.46,
20200716,0.42,
20200717,1.84,
20200720,2.97,
20200721,-3.73,
20200722,0.57,
20200723,-1.82,
20200724,0,
20200727,2.25,
20200728,-0.83,
20200729,-0.85,
20200730,2.48,
20200731,1.15,
20200803,1.78,
20200804,-0.93,
20200805,-1.26,
20200806,0.4,
20200807,-2.08,
20200810,-2.78,
20200811,-2.18,
20200812,1.9,
20200813,1.54,
20200814,-1.24,
20200817,2.34,
20200818,1.71,
20200819,0.03,
20200820,1.38,
20200821,0.8,
20200824,-3.33,
20200825,1.02,
20200826,2.26,
20200827,-2.14,
20200828,-0.92,
20200831,1.79,
20200901,1.32,
20200902,-0.3,
20200903,-3.55,
20200904,-2.31,
20200908,-0.08,
20200909,3.04,
20200910,0.38,
20200911,-0.43,
20200914,-0.08,
20200915,1.13,
20200916,-2.56,
20200917,-0.5,
20200918,0.93,
20200921,2.99,
20200922,1.86,
20200923,0.29,
20200924,-0.06,
20200925,0.73,
20200928,-0.87,
20200929,1.66,
20200930,0.17,
20201001,1.2,
20201002,-2.71,
20201005,0.61,
20201006,-0.05,
20201007,0.1,
20201008,-2.02,
20201009,2.01,
20201012,0.37,
20201013,2.35,
20201014,-0.37,
20201015,-0.98,
20201016,0.08,
20201019,-0.32,
20201020,-1.17,
20201021,-0.51,
20201022,-2.79,
20201023,0.11,
20201026,1.08,
20201027,2.73,
20201028,0.21,
20201029,-1.14,
20201030,-2.37,
20201102,-1.4,
20201103,0.22,
20201104,4.89,
20201105,-0.16,
20201106,1.06,
20201109,-14.39,
20201110,-1.9,
20201111,3.34,
20201112,1.83,
20201113,-2.15,
20201116,-3.3,
20201117,-0.28,
20201118,0.24,
20201119,0.35,
20201120,0.7,
20201123,-2.75,
20201124,-3.85,
20201125,1.54,
20201127,1.78,
20201130,3.07,
20201201,-0.78,
20201202,-2.23,
20201203,-0.57,
20201204,-1.84,
20201207,1.53,
20201208,0.11,
20201209,-1.38,
20201210,-0.19,
20201211,0.65,
20201214,1.1,
20201215,-0.34,
20201216,0.58,
20201217,1.21,
20201218,1.11,
20201221,1.16,
20201222,1.89,
20201223,-2.24,
20201224,0.21,
20201228,-0.49,
20201229,-0.42,
20201230,-0.26,
20201231,-0.58,
20210104,-0.06,
20210105,-0.73,
20210106,-2.59,
20210107,1.54,
20210108,0.86,
20210111,-0.92,
20210112,-0.72,
20210113,0.43,
20210114,-1.07,
20210115,0.61,
20210119,0.63,
20210120,1.28,
20210121,1.21,
20210122,0.83,
20210125,0.33,
20210126,0.26,
20210127,-0.69,
20210128,0.15,
20210129,0.24,
20210201,1.29,
20210202,-0.05,
20210203,-0.99,
20210204,-0.43,
20210205,0.45,
20210208,0.41,
20210209,0.44,
20210210,-0.83,
20210211,0.72,
20210212,0.65,
20210216,-0.65,
20210217,-1.17,
20210218,-0.85,
20210219,0.23,
20210222,-3.25,
20210223,-1.82,
20210224,-0.06,
20210225,-1.88,
20210226,1.96,
20210301,1.51,
20210302,-1.48,
20210303,-3.27,
20210304,-2.85,
20210305,-1.15,
20210308,-3.12,
20210309,4.52,
20210310,-0.49,
20210311,3.05,
20210312,-1.05,
20210315,1,
20210316,-1.35,
20210317,1.49,
20210318,-3.47,
20210319,1.19,
20210322,0.18,
20210323,-2.22,
20210324,-2.83,
20210325,0.72,
20210326,-0.45,
20210329,-2.62,
20210330,2.35,
20210331,1.82,
20210401,0.69,
20210405,-0.48,
20210406,0.67,
20210407,-0.85,
20210408,1.21,
20210409,-0.19,
20210412,-0.23,
20210413,0.91,
20210414,-0.16,
20210415,-0.75,
20210416,-0.3,
20210419,-1.22,
20210420,-2.06,
20210421,2.01,
20210422,-0.13,
20210423,1.8,
20210426,1.47,
20210427,0.05,
20210428,-0.16,
20210429,-0.9,
20210430,-0.46,
20210503,-0.38,
20210504,-0.18,
20210505,0.28,
20210506,-1.06,
20210507,1.26,
20210510,-2.2,
20210511,-0.02,
20210512,-2.56,
20210513,-0.21,
20210514,1.82,
20210517,0.28,
20210518,-0.25,
20210519,-0.59,
20210520,0.23,
20210521,0.22,
20210524,1.13,
20210525,0.22,
20210526,1.72,
20210527,1.59,
20210528,-0.34,
20210601,0.9,
20210602,-0.74,
20210603,-1.07,
20210604,0.38,
20210607,0.66,
20210608,0.43,
20210609,-1.14,
20210610,-1.59,
20210611,0.63,
20210614,-0.88,
20210615,0.07,
20210616,0.35,
20210617,-1.84,
20210618,-0.45,
20210621,1.36,
20210622,0.44,
20210623,1.16,
20210624,0.74,
20210625,-0.55,
20210628,0.05,
20210629,0.12,
20210630,0.75,
20210701,-0.21,
20210702,-0.8,
20210706,-1.48,
20210707,-1.13,
20210708,-0.31,
20210709,1.65,
20210712,0.86,
20210713,-1.21,
20210714,-1.38,
20210715,-0.68,
20210716,-1.54,
20210719,-0.63,
20210720,1.59,
20210721,1.85,
20210722,-0.66,
20210723,0.1,
20210726,1.01,
20210727,-1.08,
20210728,0.62,
20210729,0.8,
20210730,-0.11,
20210802,-0.05,
20210803,0.51,
20210804,-0.21,
20210805,0.85,
20210806,0.49,
20210809,0.62,
20210810,0.41,
20210811,-0.26,
20210812,0.33,
20210813,-0.82,
20210816,-0.48,
20210817,-1.24,
20210818,0.44,
20210819,-0.81,
20210820,0.19,
20210823,0.73,
20210824,0.94,
20210825,0.72,
20210826,-0.33,
20210827,0.96,
20210830,-1.14,
20210831,-0.24,
20210901,-0.61,
20210902,0.22,
20210903,0.26,
20210907,0.23,
20210908,-0.92,
20210909,0.89,
20210910,-0.19,
20210913,0,
20210914,-0.09,
20210915,1.05,
20210916,-0.1,
20210917,-0.78,
20210920,-0.65,
20210921,0.17,
20210922,1.3,
20210923,1.07,
20210924,0.22,
20210927,0.61,
20210928,-0.58,
20210929,-0.48,
20210930,-0.14,
20211001,0.65,
20211004,0.11,
20211005,0.7,
20211006,-0.81,
20211007,0.63,
20211008,0.07,
20211011,0.09,
20211012,-0.06,
20211013,-0.47,
20211014,0.13,
20211015,0.14,
20211018,1.37,
20211019,-0.73,
20211020,0.1,
20211021,0.02,
20211022,0.33,
20211025,1.17,
20211026,-0.2,
20211027,-0.1,
20211028,0.82,
20211029,0.58,
20211101,0.96,
20211102,0.01,
20211103,-0.3,
20211104,-0.46,
20211105,0.83,
20211108,0.46,
20211109,-0.88,
20211110,-0.92,
20211111,0.95,
20211112,-0.21,
20211115,-0.17,
20211116,0.23,
20211117,0.01,
20211118,1.01,
20211119,0.02,
20211122,0.57,
20211123,0.11,
20211124,0.13,
20211126,-0.71,
20211129,1.24,
20211130,-0.18,
20211201,-0.22,
20211202,-0.26,
20211203,-1.12,
20211206,-0.96,
20211207,0.94,
20211208,-0.53,
20211209,0,
20211210,0.77,
20211213,-1.81,
20211214,-0.3,
20211215,0.49,
20211216,-1.13,
20211217,-1.64,
20211220,-0.32,
20211221,0.61,
20211222,0.95,
20211223,0.04,
20211227,1.99,
20211228,-0.54,
20211229,0.44,
20211230,-1.13,
20211231,0.46,
20220103,-1.06,
20220104,0.44,
20220105,-0.75,
20220106,0.75,
20220107,-0.62,
20220110,-0.14,
20220111,-0.11,
20220112,1.24,
20220113,-0.21,
20220114,-0.1,
20220118,0.08,
20220119,-0.38,
20220120,-0.44,
20220121,0.48,
20220124,0.09,
20220125,0.23,
20220126,1.37,
20220127,0.36,
20220128,-0.27,
20220131,-1.77,
20220201,0.02,
20220202,2.44,
20220203,1.27,
20220204,-2.41,
20220207,-0.37,
20220208,-0.18,
20220209,-1.11,
20220210,0.34,
20220211,0.77,
20220214,-0.07,
20220215,-0.96,
20220216,0.63,
20220217,1.23,
20220218,1.15,
20220222,0.5,
20220223,0.93,
20220224,-3.04,
20220225,0.73,
20220228,-0.29,
20220301,0.27,
20220302,1.33,
20220303,1.35,
20220304,1.51,
20220307,0.58,
20220308,-0.9,
20220309,-1.04,
20220310,0.97,
20220311,1.31,
20220314,1.33,
20220315,-0.78,
20220316,-2.16,
20220317,-0.7,
20220318,-1.01,
20220321,1.6,
20220322,-0.87,
20220323,0.79,
20220324,-0.23,
20220325,1.13,
20220328,-0.54,
20220329,-2.02,
20220330,1.04,
20220331,0.41,
20220401,-0.17,
20220404,-1.53,
20220405,1.26,
20220406,1.46,
20220407,1.2,
20220408,0.96,
20220411,-0.85,
20220412,0.95,
20220413,-0.18,
20220414,0.78,
20220418,1.55,
20220419,-1.39,
20220420,2.25,
20220421,0.35,
20220422,-0.33,
20220425,-1.25,
20220426,1.29,
20220427,1.23,
20220428,-0.4,
20220429,0.26,
20220502,-1.78,
20220503,0.8,
20220504,-0.29,
20220505,1.21,
20220506,1.41,
20220509,0.13,
20220510,1.12,
20220511,2.02,
20220512,-2.51,
20220513,-1.44,
20220516,1.58,
20220517,-1.48,
20220518,0.08,
20220519,-1.39,
20220520,-0.08,
20220523,0.95,
20220524,2.33,
20220525,-0.9,
20220526,-0.94,
20220527,-0.72,
20220531,-0.52,
20220601,1.29,
20220602,-2.03,
20220603,0.9,
20220606,-0.03,
20220607,0.33,
20220608,-0.91,
20220609,1.18,
20220610,2.38,
20220613,2.13,
20220614,0.35,
20220615,-2.34,
20220616,0.96,
20220617,-3.4,
20220621,1.33,
20220622,-1.64,
20220623,-3.81,
20220624,-0.99,
20220627,2.42,
20220628,2.93,
20220629,-0.1,
20220630,0.98,
20220701,-1.17,
20220705,-4.8,
20220706,0.21,
20220707,-1.02,
20220708,0.44,
20220711,2.77,
20220712,-0.64,
20220713,-0.04,
20220714,0.56,
20220715,-0.68,
20220718,0.22,
20220719,-1.55,
20220720,-2.84,
20220721,-1,
20220722,2.36,
20220725,2.1,
20220726,2.44,
20220727,-1.83,
20220728,-0.14,
20220729,-0.67,
20220801,-0.5,
20220802,-1.13,
20220803,-3.15,
20220804,-1.5,
20220805,-0.13,
20220808,-0.9,
20220809,2.7,
20220810,-3.1,
20220811,0.69,
20220812,-0.71,
20220815,0.01,
20220816,0.2,
20220817,2.47,
20220818,1.2,
20220819,2.49,
20220822,1.57,
20220823,0.14,
20220824,-0.92,
20220825,-0.77,
20220826,1.96,
20220829,0.61,
20220830,-0.89,
20220831,-0.29,
20220901,0.14,
20220902,0.65,
20220906,0.31,
20220907,-1.95,
20220908,-1.21,
20220909,-1.14,
20220912,-0.11,
20220913,1.75,
20220914,0.47,
20220915,-0.15,
20220916,1.58,
20220919,0.79,
20220920,1.29,
20220921,0.53,
20220922,1.75,
20220923,-0.87,
20220926,0.69,
20220927,-0.13,
20220928,-1.5,
20220929,0.9,
20220930,0.52,
20221003,-0.17,
20221004,-2.36,
20221005,0.51,
20221006,0.02,
20221007,2.1,
20221010,1.35,
20221011,1,
20221012,-0.59,
20221013,0.69,
20221014,0.94,
20221017,-1.85,
20221018,-0.23,
20221019,1.95,
20221020,-0.64,
20221021,0.34,
20221024,0.83,
20221025,-2.97,
20221026,0.6,
20221027,0.6,
20221028,0.01,
20221031,0.74,
20221101,-0.1,
20221102,2.28,
20221103,0.5,
20221104,0.34,
20221107,0.24,
20221108,-0.28,
20221109,1.83,
20221110,-6.68,
20221111,-4.61,
20221114,1.76,
20221115,-1.67,
20221116,2.91,
20221117,1.65,
20221118,1.3,
20221121,1.72,
20221122,-0.05,
20221123,-1.85,
20221125,0.68,
20221128,0.83,
20221129,0.43,
20221130,-2.89,
20221201,-0.63,
20221202,0.22,
20221205,0.72,
20221206,1.59,
20221207,0.56,
20221208,-1.34,
20221209,-0.55,
20221212,0.06,
20221213,-1.24,
20221214,0.32,
20221215,1.7,
20221216,0.37,
20221219,2.13,
20221220,0.67,
20221221,-0.09,
20221222,1.02,
20221223,0.93,
20221227,2.23,
20221228,-0.33,
20221229,-2.81,
20221230,-0.28,
20230103,-1.11,
20230104,-2.11,
20230105,1.27,
20230106,-0.18,
20230109,-2.1,
20230110,-1.02,
20230111,-1.8,
20230112,-0.58,
20230113,-0.24,
20230117,-0.72,
20230118,-0.31,
20230119,0.64,
20230120,-2.23,
20230123,-2.15,
20230124,1.18,
20230125,0.11,
20230126,-1.27,
20230127,-2.53,
20230130,1.39,
20230131,-0.79,
20230201,-2.59,
20230202,-4.66,
20230203,1.56,
20230206,1,
20230207,-0.81,
20230208,0.92,
20230209,1.11,
20230210,2.29,
20230213,-0.47,
20230214,-0.97,
20230215,-1.69,
20230216,1.44,
20230217,0.5,
20230221,1.51,
20230222,-0.65,
20230223,0.48,
20230224,1.29,
20230227,-0.33,
20230228,-0.4,
20230301,1.57,
20230302,-0.33,
20230303,-0.77,
20230306,0.62,
20230307,0.24,
20230308,-0.05,
20230309,1.1,
20230310,0.54,
20230313,-0.57,
20230314,-0.19,
20230315,-1.94,
20230316,-0.56,
20230317,-0.09,
20230320,1.41,
20230321,-1.28,
20230322,0.78,
20230323,-0.46,
20230324,0.37,
20230327,0.73,
20230328,0.74,
20230329,-1.14,
20230330,-0.38,
20230331,-1.08,
20230403,1.12,
20230404,-1.24,
20230405,0.92,
20230406,-0.95,
20230410,0.45,
20230411,0.03,
20230412,1.34,
20230413,-1.19,
20230414,0.57,
20230417,-0.38,
20230418,1.09,
20230419,-0.18,
20230420,1.74,
20230421,-0.53,
20230424,0.52,
20230425,1.16,
20230426,-0.59,
20230427,-0.67,
20230428,0.01,
20230501,1.61,
20230502,0.89,
20230503,-0.26,
20230504,0.38,
20230505,-1.27,
20230508,0.27,
20230509,0.63,
20230510,0.11,
20230511,0.17,
20230512,0.54,
20230515,-0.96,
20230516,0.73,
20230517,-1.71,
20230518,-0.31,
20230519,0.42,
20230522,-2.13,
20230523,-0.93,
20230524,0.96,
20230525,1.7,
20230526,-0.6,
20230530,-0.63,
20230531,0.18,
20230601,0.07,
20230602,-1.33,
20230605,0.34,
20230606,-1.65,
20230607,-1.47,
20230608,0.41,
20230609,0.1,
20230612,-0.06,
20230613,-1.11,
20230614,1.07,
20230615,-0.62,
20230616,-0.64,
20230620,0.57,
20230621,1.3,
20230622,0.44,
20230623,0.19,
20230626,-0.59,
20230627,-0.33,
20230628,0.22,
20230629,-0.34,
20230630,0.82,
20230703,-1.12,
20230705,-0.09,
20230706,0.41,
20230707,-0.68,
20230710,0.52,
20230711,-0.8,
20230712,0.07,
20230713,0.16,
20230714,0.76,
20230717,0.9,
20230718,-0.49,
20230719,-1.85,
20230720,-0.01,
20230721,-0.79,
20230724,-0.48,
20230725,0.93,
20230726,-1.61,
20230727,0.95,
20230728,0.52,
20230731,-0.05,
20230801,0.62,
20230802,-0.28,
20230803,0.15,
20230804,-0.43,
20230807,0.41,
20230808,0.36,
20230809,-0.29,
20230810,-0.31,
20230811,-0.26,
20230814,1.13,
20230815,1.05,
20230816,-0.17,
20230817,-1.11,
20230818,0.5,
20230821,0.44,
20230822,0.45,
20230823,0.73,
20230824,-0.28,
20230825,-0.5,
20230828,0.09,
20230829,0.01,
20230830,0.34,
20230831,0.21,
20230901,0.33,
20230905,-0.41,
20230906,0.72,
20230907,0.14,
20230908,0.09,
20230911,-0.5,
20230912,-0.67,
20230913,0.19,
20230914,-0.4,
20230915,-0.62,
20230918,1.27,
20230919,-0.08,
20230920,-0.39,
20230921,0.05,
20230922,0.68,
20230925,0.13,
20230926,0.39,
20230927,1.15,
20230928,0.26,
20230929,-0.93,
20231002,1.32,
20231003,-0.76,
20231004,0.93,
20231005,-0.15,
20231006,0.7,
20231009,0.08,
20231010,-0.6,
20231011,0.62,
20231012,0.25,
20231013,-0.75,
20231016,-0.28,
20231017,-0.61,
20231018,0.25,
20231019,-0.09,
20231020,0.43,
20231023,0.87,
20231024,0.6,
20231025,-0.73,
20231026,-1.4,
20231027,1.53,
20231030,0.13,
20231031,-0.58,
20231101,1.75,
20231102,-1.21,
20231103,-1.01,
20231106,1.05,
20231107,0.76,
20231108,1.07,
20231109,1,
20231110,1.22,
20231113,0.22,
20231114,-2.02,
20231115,-1.62,
20231116,0.91,
20231117,-0.54,
20231120,0.56,
20231121,0.7,
20231122,-0.19,
20231124,-0.31,
20231127,0.77,
20231128,-0.58,
20231129,-0.93,
20231130,0.16,
20231201,-1.6,
20231204,-0.71,
20231205,1.23,
20231206,-1.37,
20231207,-0.09,
20231208,0.61,
20231211,-0.08,
20231212,0.6,
20231213,-2.08,
20231214,-1.61,
20231215,0.92,
20231218,1.02,
20231219,-0.5,
20231220,0.59,
20231221,-0.21,
20231222,-0.48,
20231226,-0.21,
20231227,0.11,
20231228,-0.47,
20231229,0.08,
20240102,-2.11,
20240103,0.59,
20240104,-0.3,
20240105,-0.25,
20240108,0.9,
20240109,0.98,
20240110,0.95,
20240111,0.98,
20240112,0.64,
20240116,1.14,
20240117,0.59,
20240118,0.93,
20240119,0.84,
20240122,-0.02,
20240123,-0.63,
20240124,0.57,
20240125,-0.27,
20240126,-0.12,
20240129,0.33,
20240130,0.46,
20240131,-0.39,
20240201,0.32,
20240202,1.66,
20240205,1.24,
20240206,-1.44,
20240207,0.91,
20240208,-0.04,
20240209,0.88,
20240212,-1.4,
20240213,1.16,
20240214,0,
20240215,-1.24,
20240216,0.06,
20240220,-0.43,
20240221,-0.31,
20240222,2.14,
20240223,0.08,
20240226,1.06,
20240227,-0.95,
20240228,-0.06,
20240229,0.41,
20240301,0.72,
20240304,0.07,
20240305,-0.94,
20240306,-0.05,
20240307,0.05,
20240308,-0.77,
20240311,-1.49,
20240312,1.83,
20240313,-0.01,
20240314,0.65,
20240315,-0.56,
