covariate,fcc_mean,fcc_sd,non_fcc_mean,non_fcc_sd,difference,t_stat,p_value,cohens_d
firm_size_log,11.119104848558429,1.3297142434047484,10.318958837141874,1.2111534465256044,0.8001460114165546,6.497001846568603,6.45608604439267e-10,0.6478596427774571
leverage,0.7256643517065204,0.14297259930830417,0.7188507869860592,0.2614981009001826,0.00681356472046124,0.4190959753724009,0.6753747805770792,0.028033320230840517
roa,0.007033179725889807,0.00980920530281599,0.010725606402374799,0.03953424006078138,-0.0036924266764849917,-2.0050470475311495,0.04533414174166388,-0.10327859097716185
