form,filingDate,items,accessionNumber,primaryDocument,size,primaryDocDescription,final_cik,breach_date,days,treated,is502
8-K,2019-04-29,"5.03,5.07,9.01",0000004904-19-000023,aepshrhldrsmtng8k04-2019.htm,76418,AEP 8-K 2019 ANNUAL MEETING OF SHAREHOLDERS,4904,2018-12-09,141,0,False
8-K,2019-04-25,"2.02,9.01",0000004904-19-000016,a1q20198-kpressrelease.htm,431704,1Q 2019 8-K PRESS RELEASE,4904,2018-12-09,137,0,False
8-K,2019-03-19,"1.01,2.03,9.01",0001193125-19-079714,d715837d8k.htm,1407678,8-K,4904,2018-12-09,100,0,False
8-K,2019-01-24,"2.02,9.01",0000004904-19-000003,a4q20188kpressrelease.htm,688846,4Q 2018 8-K PRESS RELEASE,4904,2018-12-09,46,0,False
8-K,2019-07-25,"2.02,9.01",0000004904-19-000037,a2q20198-kpressrelease.htm,879302,2Q 2019 8-K PRESS RELEASE,4904,2019-02-18,157,0,False
8-K,2019-04-29,"5.03,5.07,9.01",0000004904-19-000023,aepshrhldrsmtng8k04-2019.htm,76418,AEP 8-K 2019 ANNUAL MEETING OF SHAREHOLDERS,4904,2019-02-18,70,0,False
8-K,2019-04-25,"2.02,9.01",0000004904-19-000016,a1q20198-kpressrelease.htm,431704,1Q 2019 8-K PRESS RELEASE,4904,2019-02-18,66,0,False
8-K,2019-03-19,"1.01,2.03,9.01",0001193125-19-079714,d715837d8k.htm,1407678,8-K,4904,2019-02-18,29,0,False
8-K,2013-08-07,5.02,0000950142-13-001766,eh1301002_8k.htm,29332,FORM 8-K,8670,2013-04-29,100,0,True
8-K,2013-08-01,"2.02,9.01",0001171843-13-003118,document.htm,250393,FORM 8-K FILING DOCUMENT,8670,2013-04-29,94,0,False
8-K,2013-06-20,"1.01,2.03,9.01",0000950142-13-001519,eh1300882_8k.htm,1463647,FORM 8-K,8670,2013-04-29,52,0,False
8-K,2013-05-03,"2.02,9.01",0001171843-13-001760,document.htm,239152,FORM 8-K FILING DOCUMENT,8670,2013-04-29,4,0,False
8-K,2017-05-03,5.07,0000012927-17-000028,a201705may18-kdocument.htm,56974,8-K,12927,2016-11-21,163,0,False
8-K,2017-04-26,"2.02,9.01",0000950123-17-003588,a201703mar318-k.htm,1414617,FORM 8-K,12927,2016-11-21,156,0,False
8-K,2017-02-16,"8.01,9.01",0001193125-17-046619,d349747d8k.htm,274730,FORM 8-K,12927,2016-11-21,87,0,False
8-K,2017-01-25,"2.02,9.01",0000950123-17-000426,a201612dec318-k.htm,1710499,8-K,12927,2016-11-21,65,0,False
8-K,2016-12-12,"8.01,9.01",0000012927-16-000170,a201612dec128kdocument.htm,846194,FORM 8-K,12927,2016-11-21,21,0,False
8-K,2014-06-02,"5.02,5.03,5.07,9.01",0001193125-14-221590,d734946d8k.htm,227414,8-K,18926,2013-12-27,157,1,True
8-K,2014-05-07,"2.02,9.01",0001445305-14-001927,ctl20148-kearningsreleasex.htm,701905,8-K,18926,2013-12-27,131,1,False
8-K,2014-02-27,"5.03,8.01,9.01",0001445305-14-000666,a8-kbylawamendments.htm,277593,8-K,18926,2013-12-27,62,1,False
8-K,2014-02-21,"1.01,8.01",0001445305-14-000550,a8-kkpnqwestlitigationsett.htm,41868,8-K,18926,2013-12-27,56,1,False
8-K,2014-02-12,2.02,0001445305-14-000425,ctlq420138-kearningsrelease.htm,1279593,8-K,18926,2013-12-27,47,1,False
8-K,2017-06-22,"8.01,9.01",0000018926-17-000046,ctlform8-kctlxannouncesadd.htm,120756,8-K,18926,2017-01-30,143,1,False
8-K,2017-06-20,"1.01,2.03,9.01",0001193125-17-208224,d414013d8k.htm,1939278,8-K,18926,2017-01-30,141,1,False
8-K,2017-06-01,"5.02,8.01,9.01",0001193125-17-191355,d370866d8k.htm,227501,FORM 8-K,18926,2017-01-30,122,1,True
8-K,2017-05-31,5.07,0000018926-17-000031,ctlform8-kxsubmissionofmat.htm,95579,8-K,18926,2017-01-30,121,1,False
8-K,2017-05-23,"8.01,9.01",0000018926-17-000027,ctlform8-kxtermloanbpressr.htm,114145,8-K,18926,2017-01-30,113,1,False
8-K,2017-05-05,"8.01,9.01",0001193125-17-160263,d390687d8k.htm,35520,8-K,18926,2017-01-30,95,1,False
8-K,2017-05-03,"2.02,9.01",0000018926-17-000021,ctl20178-kearningsreleasex.htm,741583,8-K,18926,2017-01-30,93,1,False
8-K,2017-04-28,"8.01,9.01",0001193125-17-148097,d386357d8k.htm,59520,FORM 8-K,18926,2017-01-30,88,1,False
8-K,2017-04-27,"8.01,9.01",0001193125-17-141568,d383050d8k.htm,256776,8-K,18926,2017-01-30,87,1,False
8-K,2017-04-19,"8.01,9.01",0001193125-17-128577,d355300d8k.htm,42219,8-K,18926,2017-01-30,79,1,False
8-K,2017-03-16,"5.07,8.01,9.01",0001193125-17-085552,d346877d8k.htm,132238,FORM 8-K,18926,2017-01-30,45,1,False
8-K,2017-02-27,"8.01,9.01",0001193125-17-059239,d345830d8k.htm,38674,FORM 8-K,18926,2017-01-30,28,1,False
8-K,2017-02-23,"5.02,9.01",0001193125-17-053977,d354377d8k.htm,42532,FORM 8-K,18926,2017-01-30,24,1,True
8-K,2017-02-16,8.01,0000018926-17-000010,ctl20168-kxtomasulosettlem.htm,65348,8-K,18926,2017-01-30,17,1,False
8-K,2017-02-14,8.01,0001193125-17-043790,d349122d8k.htm,28495,8-K,18926,2017-01-30,15,1,False
8-K,2017-02-09,"7.01,9.01",0001193125-17-036249,d279249d8k.htm,188662,FORM 8-K,18926,2017-01-30,10,1,False
8-K,2017-02-08,"2.02,8.01,9.01",0000018926-17-000006,ctl20168-kearningsreleasex.htm,1206827,8-K EARNINGS RELEASE,18926,2017-01-30,9,1,False
8-K,2017-08-24,"5.03,9.01",0001193125-17-266971,d324409d8k.htm,226114,FORM 8-K,18926,2017-02-28,177,1,False
8-K,2017-08-02,"2.02,9.01",0000018926-17-000051,ctl20178-kearningsreleasex.htm,947315,8-K,18926,2017-02-28,155,1,False
8-K,2017-06-22,"8.01,9.01",0000018926-17-000046,ctlform8-kctlxannouncesadd.htm,120756,8-K,18926,2017-02-28,114,1,False
8-K,2017-06-20,"1.01,2.03,9.01",0001193125-17-208224,d414013d8k.htm,1939278,8-K,18926,2017-02-28,112,1,False
8-K,2017-06-01,"5.02,8.01,9.01",0001193125-17-191355,d370866d8k.htm,227501,FORM 8-K,18926,2017-02-28,93,1,True
8-K,2017-05-31,5.07,0000018926-17-000031,ctlform8-kxsubmissionofmat.htm,95579,8-K,18926,2017-02-28,92,1,False
8-K,2017-05-23,"8.01,9.01",0000018926-17-000027,ctlform8-kxtermloanbpressr.htm,114145,8-K,18926,2017-02-28,84,1,False
8-K,2017-05-05,"8.01,9.01",0001193125-17-160263,d390687d8k.htm,35520,8-K,18926,2017-02-28,66,1,False
8-K,2017-05-03,"2.02,9.01",0000018926-17-000021,ctl20178-kearningsreleasex.htm,741583,8-K,18926,2017-02-28,64,1,False
8-K,2017-04-28,"8.01,9.01",0001193125-17-148097,d386357d8k.htm,59520,FORM 8-K,18926,2017-02-28,59,1,False
8-K,2017-04-27,"8.01,9.01",0001193125-17-141568,d383050d8k.htm,256776,8-K,18926,2017-02-28,58,1,False
8-K,2017-04-19,"8.01,9.01",0001193125-17-128577,d355300d8k.htm,42219,8-K,18926,2017-02-28,50,1,False
8-K,2017-03-16,"5.07,8.01,9.01",0001193125-17-085552,d346877d8k.htm,132238,FORM 8-K,18926,2017-02-28,16,1,False
8-K,2021-02-10,"2.02,7.01,9.01",0000018926-21-000004,ctl-20210210.htm,917487,8-K,18926,2020-08-20,174,1,False
8-K,2021-02-02,"8.01,9.01",0001193125-21-024804,d120512d8k.htm,283842,8-K,18926,2020-08-20,166,1,False
8-K,2021-01-26,"5.03,8.01,9.01",0001193125-21-017712,d246960d8k.htm,1016734,8-K,18926,2020-08-20,159,1,False
8-K,2021-01-20,"5.02,9.01",0001193125-21-011905,d53156d8k.htm,185864,8-K,18926,2020-08-20,153,1,True
8-K,2021-01-13,"1.01,2.03,8.01,9.01",0001193125-21-008172,d51372d8k.htm,1260390,8-K,18926,2020-08-20,146,1,False
8-K,2021-01-12,"8.01,9.01",0001193125-21-006475,d110827d8k.htm,268288,8-K,18926,2020-08-20,145,1,False
8-K,2020-12-14,"8.01,9.01",0001193125-20-316965,d14040d8k.htm,284953,8-K,18926,2020-08-20,116,1,False
8-K,2020-11-27,"1.01,2.03,8.01,9.01",0001193125-20-304586,d71866d8k.htm,769676,8-K,18926,2020-08-20,99,1,False
8-K,2020-11-25,"1.01,3.03,8.01,9.01",0001193125-20-303096,d60853d8k.htm,235396,8-K,18926,2020-08-20,97,1,False
8-K,2020-11-24,"8.01,9.01",0001193125-20-301620,d87862d8k.htm,255182,8-K,18926,2020-08-20,96,1,False
8-K,2020-11-19,"8.01,9.01",0001193125-20-298123,d70585d8k.htm,183712,8-K,18926,2020-08-20,91,1,False
8-K,2020-11-04,"2.02,9.01",0000018926-20-000025,ctl-20201104.htm,642640,8-K,18926,2020-08-20,76,1,False
8-K,2020-10-26,"8.01,9.01",0001193125-20-276956,d21581d8k.htm,289190,8-K,18926,2020-08-20,67,1,False
8-K,2020-10-13,"7.01,9.01",0001193125-20-268462,d92687d8k.htm,309655,8-K,18926,2020-08-20,54,1,False
8-K,2020-09-16,"7.01,9.01",0001193125-20-247184,d47952d8k.htm,285265,8-K,18926,2020-08-20,27,1,False
8-K,2020-09-11,"7.01,9.01",0001193125-20-244126,d945480d8k.htm,282261,8-K,18926,2020-08-20,22,1,False
8-K,2020-08-27,"7.01,9.01",0001193125-20-233143,d97085d8k.htm,344317,8-K,18926,2020-08-20,7,1,False
8-K,2022-09-07,"7.01,9.01",0001193125-22-239624,d349333d8k.htm,809299,8-K,18926,2022-03-15,176,1,False
8-K,2022-08-23,"5.07,8.01",0001193125-22-227525,d384283d8k.htm,215470,8-K,18926,2022-03-15,161,1,False
8-K,2022-08-22,"8.01,9.01",0001193125-22-226596,d245376d8k.htm,235419,8-K,18926,2022-03-15,160,1,False
8-K,2022-08-09,"5.07,8.01,9.01",0001193125-22-216214,d367478d8k.htm,296686,8-K,18926,2022-03-15,147,1,False
8-K,2022-08-03,"2.02,9.01",0000018926-22-000028,lumn-20220803.htm,667694,8-K,18926,2022-03-15,141,1,False
8-K,2022-08-01,"8.01,9.01",0001193125-22-208798,d385590d8k.htm,248779,8-K,18926,2022-03-15,139,1,False
8-K,2022-07-26,"8.01,9.01",0001193125-22-201125,d368196d8k.htm,270332,8-K,18926,2022-03-15,133,1,False
8-K,2022-06-30,8.01,0001193125-22-186318,d373548d8k.htm,217545,8-K,18926,2022-03-15,107,1,False
8-K,2022-05-19,5.07,0001193125-22-155157,d305420d8k.htm,201716,8-K,18926,2022-03-15,65,1,False
8-K,2022-05-04,"2.02,9.01",0000018926-22-000021,lumn-20220504.htm,632638,8-K,18926,2022-03-15,50,1,False
8-K,2022-04-22,8.01,0001193125-22-115219,d142274d8k.htm,195183,8-K,18926,2022-03-15,38,1,False
8-K,2022-03-28,"5.02,9.01",0001193125-22-085992,d280485d8k.htm,279232,8-K,18926,2022-03-15,13,1,True
8-K,2022-08-05,"2.02,9.01",0001140361-22-028254,brhc10040270_8k.htm,6033700,8-K,20520,2022-02-24,162,1,False
8-K,2022-06-24,5.02,0001140361-22-023997,brhc10039037_8k.htm,159970,8-K,20520,2022-02-24,120,1,True
8-K,2022-05-20,5.07,0001140361-22-020081,brhc10037946_8k.htm,187464,8-K,20520,2022-02-24,85,1,False
8-K,2022-05-16,"1.01,2.03,9.01",0001140361-22-019346,brhc10037597_8k.htm,4215107,8-K,20520,2022-02-24,81,1,False
8-K,2022-05-09,"7.01,9.01",0001140361-22-018194,brhc10037355_8k.htm,494143,8-K,20520,2022-02-24,74,1,False
8-K,2022-05-06,"2.02,9.01",0001140361-22-018015,brhc10037196_8k.htm,3907533,8-K,20520,2022-02-24,71,1,False
8-K,2024-06-07,"8.01,9.01",0001193125-24-156741,d846912d8k.htm,156157,8-K,20520,2023-12-18,172,1,False
8-K,2024-06-03,"8.01,9.01",0001193125-24-152385,d768316d8k.htm,158898,8-K,20520,2023-12-18,168,1,False
8-K,2024-05-23,"1.01,2.03,9.01",0001193125-24-145448,d841460d8k.htm,2044304,8-K,20520,2023-12-18,157,1,False
8-K,2024-05-20,"5.02,5.07,9.01",0001140361-24-026861,ef20029460_8k.htm,330497,8-K,20520,2023-12-18,154,1,True
8-K,2024-05-03,"2.02,9.01",0001140361-24-024209,ef20028229_8k.htm,851062,8-K,20520,2023-12-18,137,1,False
8-K,2024-04-18,"1.05,9.01",0001193125-24-100764,d784189d8k.htm,145225,8-K,20520,2023-12-18,122,1,False
8-K,2024-02-23,"2.02,9.01",0001140361-24-009145,ef20021912_8k.htm,1312184,8-K,20520,2023-12-18,67,1,False
8-K,2024-02-05,"5.02,7.01,9.01",0000950157-24-000104,form8-k.htm,192729,CURRENT REPORT,20520,2023-12-18,49,1,True
8-K,2024-09-05,"1.01,8.01,9.01",0001140361-24-040148,ef20035469_8k.htm,1559704,8-K,20520,2024-04-13,145,1,False
8-K,2024-08-02,"2.02,9.01",0001140361-24-035432,ef20033094_8k.htm,1404814,8-K,20520,2024-04-13,111,1,False
8-K,2024-07-01,"1.01,2.03,9.01",0001193125-24-173364,d835609d8k.htm,3350120,8-K,20520,2024-04-13,79,1,False
8-K,2024-06-07,"8.01,9.01",0001193125-24-156741,d846912d8k.htm,156157,8-K,20520,2024-04-13,55,1,False
8-K,2024-06-03,"8.01,9.01",0001193125-24-152385,d768316d8k.htm,158898,8-K,20520,2024-04-13,51,1,False
8-K,2024-05-23,"1.01,2.03,9.01",0001193125-24-145448,d841460d8k.htm,2044304,8-K,20520,2024-04-13,40,1,False
8-K,2024-05-20,"5.02,5.07,9.01",0001140361-24-026861,ef20029460_8k.htm,330497,8-K,20520,2024-04-13,37,1,True
8-K,2024-05-03,"2.02,9.01",0001140361-24-024209,ef20028229_8k.htm,851062,8-K,20520,2024-04-13,20,1,False
8-K,2024-04-18,"1.05,9.01",0001193125-24-100764,d784189d8k.htm,145225,8-K,20520,2024-04-13,5,1,False
8-K,2024-11-14,"5.07,9.01",0001140361-24-046932,ef20038735_8k.htm,175993,8-K,20520,2024-06-10,157,1,False
8-K,2024-11-13,"8.01,9.01",0001140361-24-046489,ef20038577_8k.htm,199698,8-K,20520,2024-06-10,156,1,False
8-K,2024-11-06,8.01,0001140361-24-045427,ef20037967_8k.htm,248629,8-K,20520,2024-06-10,149,1,False
8-K,2024-11-05,"2.02,9.01",0001140361-24-045266,ef20038038_8k.htm,1267898,8-K,20520,2024-06-10,148,1,False
8-K,2024-10-25,"8.01,9.01",0001140361-24-044225,ef20037635_8k.htm,7509162,8-K,20520,2024-06-10,137,1,False
8-K,2024-09-05,"1.01,8.01,9.01",0001140361-24-040148,ef20035469_8k.htm,1559704,8-K,20520,2024-06-10,87,1,False
8-K,2024-08-02,"2.02,9.01",0001140361-24-035432,ef20033094_8k.htm,1404814,8-K,20520,2024-06-10,53,1,False
8-K,2024-07-01,"1.01,2.03,9.01",0001193125-24-173364,d835609d8k.htm,3350120,8-K,20520,2024-06-10,21,1,False
8-K,2018-01-11,"2.02,9.01",0001683168-18-000110,delta_8k.htm,363816,FORM 8-K,27904,2017-09-01,132,0,False
8-K,2018-01-03,"7.01,9.01",0001683168-18-000029,delta_8k.htm,1018877,FORM 8-K,27904,2017-09-01,124,0,False
8-K,2017-12-18,1.01,0001683168-17-003337,delta_8k.htm,18582,FORM 8-K,27904,2017-09-01,108,0,False
8-K,2017-12-14,"7.01,9.01",0001683168-17-003304,delta_8k.htm,16309604,FORM 8-K,27904,2017-09-01,104,0,False
8-K,2017-12-13,"7.01,9.01",0001683168-17-003297,delta_8k.htm,6841119,FORM 8-K,27904,2017-09-01,103,0,False
8-K,2017-12-05,"2.03,8.01,9.01",0001193125-17-361559,d498335d8k.htm,173120,FORM 8-K,27904,2017-09-01,95,0,False
8-K,2017-12-04,"8.01,9.01",0001193125-17-360238,d505873d8k.htm,224442,FORM 8-K,27904,2017-09-01,94,0,False
8-K,2017-11-28,"8.01,9.01",0001683168-17-003157,delta_8k.htm,46542,FORM 8-K,27904,2017-09-01,88,0,False
8-K,2017-10-23,"5.02,9.01",0001683168-17-002723,delta_8k.htm,31185,FORM 8-K,27904,2017-09-01,52,0,True
8-K,2017-10-11,"2.02,9.01",0001683168-17-002616,delta_8k.htm,357718,FORM 8-K,27904,2017-09-01,40,0,False
8-K,2017-10-03,"7.01,9.01",0001683168-17-002553,delta_8k.htm,1072984,FORM 8-K,27904,2017-09-01,32,0,False
8-K,2017-09-15,1.01,0001683168-17-002393,delta_8k.htm,16762,FORM 8-K,27904,2017-09-01,14,0,False
8-K,2017-09-05,"7.01,9.01",0001683168-17-002301,delta_8k.htm,80682,FORM 8-K,27904,2017-09-01,4,0,False
8-K,2018-03-13,"7.01,9.01",0000027904-18-000009,dal31320188k.htm,1194537,8-K,27904,2017-09-26,168,0,False
8-K,2018-03-13,"7.01,9.01",0001683168-18-000643,delta_8k.htm,2096521,FORM 8-K,27904,2017-09-26,168,0,False
8-K,2018-01-11,"2.02,9.01",0001683168-18-000110,delta_8k.htm,363816,FORM 8-K,27904,2017-09-26,107,0,False
8-K,2018-01-03,"7.01,9.01",0001683168-18-000029,delta_8k.htm,1018877,FORM 8-K,27904,2017-09-26,99,0,False
8-K,2017-12-18,1.01,0001683168-17-003337,delta_8k.htm,18582,FORM 8-K,27904,2017-09-26,83,0,False
8-K,2017-12-14,"7.01,9.01",0001683168-17-003304,delta_8k.htm,16309604,FORM 8-K,27904,2017-09-26,79,0,False
8-K,2017-12-13,"7.01,9.01",0001683168-17-003297,delta_8k.htm,6841119,FORM 8-K,27904,2017-09-26,78,0,False
8-K,2017-12-05,"2.03,8.01,9.01",0001193125-17-361559,d498335d8k.htm,173120,FORM 8-K,27904,2017-09-26,70,0,False
8-K,2017-12-04,"8.01,9.01",0001193125-17-360238,d505873d8k.htm,224442,FORM 8-K,27904,2017-09-26,69,0,False
8-K,2017-11-28,"8.01,9.01",0001683168-17-003157,delta_8k.htm,46542,FORM 8-K,27904,2017-09-26,63,0,False
8-K,2017-10-23,"5.02,9.01",0001683168-17-002723,delta_8k.htm,31185,FORM 8-K,27904,2017-09-26,27,0,True
8-K,2017-10-11,"2.02,9.01",0001683168-17-002616,delta_8k.htm,357718,FORM 8-K,27904,2017-09-26,15,0,False
8-K,2017-10-03,"7.01,9.01",0001683168-17-002553,delta_8k.htm,1072984,FORM 8-K,27904,2017-09-26,7,0,False
8-K,2014-07-23,"2.02,9.01",0001144204-14-044444,v384403_8k.htm,373511,8-K,33185,2014-01-31,173,0,False
8-K,2014-05-12,"5.02,9.01",0001144204-14-029598,v378250_8k.htm,53804,8-K,33185,2014-01-31,101,0,True
8-K,2014-05-07,5.07,0001144204-14-028269,v377529_8k.htm,37912,8-K,33185,2014-01-31,96,0,False
8-K,2014-04-23,"2.02,9.01",0001144204-14-024287,v375551_8k.htm,228718,CURRENT REPORT,33185,2014-01-31,82,0,False
8-K,2014-02-13,"2.02,9.01",0001144204-14-008569,v367939_8k.htm,481795,FORM 8-K,33185,2014-01-31,13,0,False
8-K,2016-05-20,1.02,0001193125-16-596914,d196695d8k.htm,12895,8-K,33185,2016-01-01,140,0,False
8-K,2016-05-12,"8.01,9.01",0001193125-16-588951,d165110d8k.htm,899729,8-K,33185,2016-01-01,132,0,False
8-K,2016-05-10,5.07,0001193125-16-585741,d184925d8k.htm,22958,FORM 8-K,33185,2016-01-01,130,0,False
8-K/A,2016-04-28,9.01,0000033185-16-000044,a8-kacover.htm,3588210,8-K/A,33185,2016-01-01,118,0,False
8-K,2016-04-27,"2.02,9.01",0000033185-16-000042,a8-kcoverx03312016.htm,633803,8-K,33185,2016-01-01,117,0,False
8-K,2016-02-29,"2.01,7.01,9.01",0001144204-16-085019,v432955_8k.htm,82457,8-K,33185,2016-01-01,59,0,False
8-K,2016-02-10,"2.02,9.01",0000033185-16-000032,a2015q48-kcover.htm,1407551,8-K COVER,33185,2016-01-01,40,0,False
8-K,2016-09-19,"5.02,9.01",0001193125-16-713479,d257536d8k.htm,37223,FORM 8-K,33185,2016-04-18,154,0,True
8-K,2016-07-27,"2.02,9.01",0000033185-16-000051,a8-kcoverx06302016.htm,931307,8-K,33185,2016-04-18,100,0,False
8-K,2016-05-20,1.02,0001193125-16-596914,d196695d8k.htm,12895,8-K,33185,2016-04-18,32,0,False
8-K,2016-05-12,"8.01,9.01",0001193125-16-588951,d165110d8k.htm,899729,8-K,33185,2016-04-18,24,0,False
8-K,2016-05-10,5.07,0001193125-16-585741,d184925d8k.htm,22958,FORM 8-K,33185,2016-04-18,22,0,False
8-K/A,2016-04-28,9.01,0000033185-16-000044,a8-kacover.htm,3588210,8-K/A,33185,2016-04-18,10,0,False
8-K,2016-04-27,"2.02,9.01",0000033185-16-000042,a8-kcoverx03312016.htm,633803,8-K,33185,2016-04-18,9,0,False
8-K,2017-07-26,"2.02,9.01",0000033185-17-000021,a8-kcoverx20170630.htm,586805,8-K,33185,2017-03-09,139,0,False
8-K,2017-05-09,5.07,0001193125-17-164294,d394055d8k.htm,24374,FORM 8-K,33185,2017-03-09,61,0,False
8-K,2017-04-26,"2.02,9.01",0000033185-17-000013,a8-kcoverx20170331.htm,601897,8-K,33185,2017-03-09,48,0,False
8-K,2023-05-05,"5.02,9.01",0001193125-23-137156,d408002d8k.htm,203219,8-K,40704,2022-11-18,168,0,True
8-K,2023-04-13,"8.01,9.01",0001193125-23-099852,d484583d8k.htm,597082,8-K,40704,2022-11-18,146,0,False
8-K,2023-03-29,"8.01,9.01",0001193125-23-082990,d491684d8k.htm,514295,8-K,40704,2022-11-18,131,0,False
8-K,2023-03-23,"2.02,9.01",0001193125-23-077267,d816383d8k.htm,740247,8-K,40704,2022-11-18,125,0,False
8-K,2022-12-20,"2.02,9.01",0001193125-22-308741,d229190d8k.htm,733999,8-K,40704,2022-11-18,32,0,False
8-K,2016-08-04,"2.02,9.01",0001437749-16-036399,gtn20160803_8k.htm,1022647,FORM 8-K,43196,2016-02-16,170,0,False
8-K,2016-06-30,"5.02,9.01",0001437749-16-034694,gtn20160630_8k.htm,84707,FORM 8-K,43196,2016-02-16,135,0,True
8-K,2016-06-15,"1.01,2.03,8.01,9.01",0001437749-16-033856,gtn20160613_8k.htm,1008511,FORM 8-K,43196,2016-02-16,120,0,False
8-K,2016-06-09,5.07,0001437749-16-033620,gtn20160609_8k.htm,56050,FORM 8-K,43196,2016-02-16,114,0,False
8-K,2016-06-07,"8.01,9.01",0001437749-16-033449,gtn20160607_8k.htm,59115,FORM 8-K,43196,2016-02-16,112,0,False
8-K,2016-05-17,"7.01,9.01",0001437749-16-032084,gtn20160516_8k.htm,8052453,FORM 8-K,43196,2016-02-16,91,0,False
8-K,2016-05-09,"2.02,9.01",0001437749-16-031164,gtn20160506_8k.htm,621759,FORM 8-K,43196,2016-02-16,83,0,False
8-K/A,2016-04-25,9.01,0001437749-16-029943,gtn20160425_8ka.htm,532497,FORM 8-K/A,43196,2016-02-16,69,0,False
8-K,2016-04-15,"7.01,9.01",0001437749-16-029569,gtn20160414_8k.htm,7585552,FORM 8-K,43196,2016-02-16,59,0,False
8-K,2016-02-26,"2.02,9.01",0001437749-16-026109,gtn20160225_8k.htm,1085243,FORM 8-K,43196,2016-02-16,10,0,False
8-K,2016-02-17,"1.01,2.01,2.03,7.01,9.01",0001437749-16-025491,gtn20160215_8k.htm,195394,FORM 8-K,43196,2016-02-16,1,0,False
8-K,2017-01-20,"2.02,5.02,7.01,9.01",0001437749-17-000933,gtn20170120_8k.htm,122721,FORM 8-K,43196,2016-08-08,165,0,True
8-K,2016-11-08,"7.01,8.01,9.01",0001437749-16-041369,gtn20161107b_8k.htm,7827105,FORM 8-K,43196,2016-08-08,92,0,False
8-K,2016-11-08,"2.02,9.01",0001437749-16-041310,gtn20161107_8k.htm,1026468,FORM 8-K,43196,2016-08-08,92,0,False
8-K,2016-09-21,"5.02,7.01,9.01",0001437749-16-038936,gtn20160920_8k.htm,95970,FORM 8-K,43196,2016-08-08,44,0,True
8-K,2016-09-14,"1.01,2.03,8.01,9.01",0001437749-16-038694,gtn20160914_8k.htm,996856,FORM 8-K,43196,2016-08-08,37,0,False
8-K,2016-09-08,"7.01,9.01",0001437749-16-038463,gtn20160907_8k.htm,5049711,FORM 8-K,43196,2016-08-08,31,0,False
8-K,2016-09-08,"8.01,9.01",0001437749-16-038442,gtn20160906b_8k.htm,60738,FORM 8-K,43196,2016-08-08,31,0,False
8-K,2016-09-07,"8.01,9.01",0001437749-16-038381,gtn20160906_8k.htm,73659,FORM 8-K,43196,2016-08-08,30,0,False
8-K,2022-02-25,"7.01,9.01",0001437749-22-004461,gtn20220224c_8k.htm,4431831,FORM 8-K,43196,2021-09-01,177,0,False
8-K,2022-02-25,"2.02,9.01",0001437749-22-004394,gtn20220224_8k.htm,1223496,FORM 8-K,43196,2021-09-01,177,0,False
8-K,2022-02-24,"8.01,9.01",0001437749-22-004340,gtn20220224b_8k.htm,195137,FORM 8-K,43196,2021-09-01,176,0,False
8-K,2021-12-01,"1.01,2.01,2.03,8.01,9.01",0001193125-21-345550,d236219d8k.htm,3107305,8-K,43196,2021-09-01,91,0,False
8-K,2021-11-09,"1.01,2.03,8.01,9.01",0001193125-21-324156,d203086d8k.htm,1092915,8-K,43196,2021-09-01,69,0,False
8-K,2021-11-04,"8.01,9.01",0001437749-21-025195,gtn20211103b_8k.htm,196365,FORM 8-K,43196,2021-09-01,64,0,False
8-K,2021-11-04,"2.02,9.01",0001437749-21-025194,gtn20211103_8k.htm,859030,FORM 8-K,43196,2021-09-01,64,0,False
8-K,2021-10-26,"8.01,9.01",0001193125-21-307980,d216149d8k.htm,207705,8-K,43196,2021-09-01,55,0,False
8-K,2021-10-25,"7.01,8.01,9.01",0001193125-21-306052,d248554d8k.htm,1697686,8-K,43196,2021-09-01,54,0,False
8-K,2021-10-20,"2.02,7.01,9.01",0001193125-21-302594,d245925d8k.htm,12543600,8-K,43196,2021-09-01,49,0,False
8-K,2021-10-08,"1.01,9.01",0001193125-21-295462,d237079d8k.htm,238743,FORM 8-K,43196,2021-09-01,37,0,False
8-K,2024-02-08,"2.02,2.05,9.01",0000047111-24-000004,hsy-20240202.htm,1328882,"FORM 8-K DATED FEBRUARY 2, 2024",47111,2023-09-03,158,0,False
8-K,2023-10-26,"2.02,9.01",0000047111-23-000063,hsy-20231026.htm,1220594,"FORM 8-K DATED OCTOBER 26, 2023",47111,2023-09-03,53,0,False
8-K,2007-11-19,"5.03,8.01,9.01",0001104659-07-084122,a07-29599_18k.htm,165064,8-K,47217,2007-07-01,141,0,False
8-K,2007-11-19,"2.02,9.01",0000047217-07-000218,q4form8-k_1107.htm,871303,,47217,2007-07-01,141,0,False
8-K,2007-09-21,"5.03,8.01,9.01",0001104659-07-070413,a07-24166_18k.htm,184557,8-K,47217,2007-07-01,82,0,False
8-K,2007-08-16,"2.02,9.01",0000047217-07-000178,q3form8-k_081607.htm,772013,,47217,2007-07-01,46,0,False
8-K,2007-07-23,"8.01,9.01",0001047469-07-005776,a2178943z8-k.htm,454829,8-K,47217,2007-07-01,22,0,False
8-K,2008-01-24,"5.02,9.01",0001104659-08-004386,a08-3596_18k.htm,169193,8-K,47217,2007-08-16,161,0,True
8-K,2007-11-19,"5.03,8.01,9.01",0001104659-07-084122,a07-29599_18k.htm,165064,8-K,47217,2007-08-16,95,0,False
8-K,2007-11-19,"2.02,9.01",0000047217-07-000218,q4form8-k_1107.htm,871303,,47217,2007-08-16,95,0,False
