form,filingDate,items,accessionNumber,primaryDocument,size,primaryDocDescription,final_cik,breach_date,days,treated,is502
8-K,2017-02-23,"2.02,7.01,8.01,9.01",0000896878-17-000028,fy17q2earnings8kshell.htm,645941,8-K,896878,2017-02-13,10,0,False
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-02-20,151,0,True
8-K,2017-05-23,"2.02,8.01,9.01",0000896878-17-000047,fy17q3earnings8kshell.htm,620959,8-K,896878,2017-02-20,92,0,False
8-K,2017-04-27,"7.01,9.01",0000896878-17-000040,fy17q3taxunits8kshell.htm,73454,8-K,896878,2017-02-20,66,0,False
8-K,2017-02-23,"2.02,7.01,8.01,9.01",0000896878-17-000028,fy17q2earnings8kshell.htm,645941,8-K,896878,2017-02-20,3,0,False
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-02-28,175,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-02-28,143,0,True
8-K,2017-05-23,"2.02,8.01,9.01",0000896878-17-000047,fy17q3earnings8kshell.htm,620959,8-K,896878,2017-02-28,84,0,False
8-K,2017-04-27,"7.01,9.01",0000896878-17-000040,fy17q3taxunits8kshell.htm,73454,8-K,896878,2017-02-28,58,0,False
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-03-12,163,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-03-12,131,0,True
8-K,2017-05-23,"2.02,8.01,9.01",0000896878-17-000047,fy17q3earnings8kshell.htm,620959,8-K,896878,2017-03-12,72,0,False
8-K,2017-04-27,"7.01,9.01",0000896878-17-000040,fy17q3taxunits8kshell.htm,73454,8-K,896878,2017-03-12,46,0,False
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-04-02,142,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-04-02,110,0,True
8-K,2017-05-23,"2.02,8.01,9.01",0000896878-17-000047,fy17q3earnings8kshell.htm,620959,8-K,896878,2017-04-02,51,0,False
8-K,2017-04-27,"7.01,9.01",0000896878-17-000040,fy17q3taxunits8kshell.htm,73454,8-K,896878,2017-04-02,25,0,False
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-04-17,127,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-04-17,95,0,True
8-K,2017-05-23,"2.02,8.01,9.01",0000896878-17-000047,fy17q3earnings8kshell.htm,620959,8-K,896878,2017-04-17,36,0,False
8-K,2017-04-27,"7.01,9.01",0000896878-17-000040,fy17q3taxunits8kshell.htm,73454,8-K,896878,2017-04-17,10,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-04-30,172,0,True
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-04-30,114,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-04-30,82,0,True
8-K,2017-05-23,"2.02,8.01,9.01",0000896878-17-000047,fy17q3earnings8kshell.htm,620959,8-K,896878,2017-04-30,23,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-06-01,172,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-06-01,140,0,True
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-06-01,82,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-06-01,50,0,True
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-06-14,159,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-06-14,127,0,True
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-06-14,69,0,True
8-K,2017-07-21,"5.02,9.01",0000896878-17-000080,a8-kshelldeborahliuonboard.htm,63394,8-K,896878,2017-06-14,37,0,True
8-K,2018-01-23,"5.02,5.07,8.01,9.01",0000896878-18-000025,a8-kshell012318.htm,120338,8-K,896878,2017-07-30,177,0,True
8-K,2018-01-08,"7.01,9.01",0000896878-18-000002,a8-kshell.htm,48283,8-K,896878,2017-07-30,162,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-07-30,113,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-07-30,81,0,True
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-07-30,23,0,True
8-K,2018-01-23,"5.02,5.07,8.01,9.01",0000896878-18-000025,a8-kshell012318.htm,120338,8-K,896878,2017-08-08,168,0,True
8-K,2018-01-08,"7.01,9.01",0000896878-18-000002,a8-kshell.htm,48283,8-K,896878,2017-08-08,153,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-08-08,104,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-08-08,72,0,True
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-08-08,14,0,True
8-K,2018-02-09,"2.02,9.01",0000896878-18-000030,fy18q2earningsupdate8-kshe.htm,122476,8-K,896878,2017-08-16,177,0,False
8-K,2018-01-23,"5.02,5.07,8.01,9.01",0000896878-18-000025,a8-kshell012318.htm,120338,8-K,896878,2017-08-16,160,0,True
8-K,2018-01-08,"7.01,9.01",0000896878-18-000002,a8-kshell.htm,48283,8-K,896878,2017-08-16,145,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-08-16,96,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-08-16,64,0,True
8-K,2017-08-22,"2.02,5.02,8.01,9.01",0000896878-17-000117,fy17q4earnings8-kshell.htm,824703,8-K,896878,2017-08-16,6,0,True
8-K,2018-02-09,"2.02,9.01",0000896878-18-000030,fy18q2earningsupdate8-kshe.htm,122476,8-K,896878,2017-08-25,168,0,False
8-K,2018-01-23,"5.02,5.07,8.01,9.01",0000896878-18-000025,a8-kshell012318.htm,120338,8-K,896878,2017-08-25,151,0,True
8-K,2018-01-08,"7.01,9.01",0000896878-18-000002,a8-kshell.htm,48283,8-K,896878,2017-08-25,136,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-08-25,87,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-08-25,55,0,True
8-K,2018-02-22,"2.02,8.01,9.01",0000896878-18-000034,fy18q2earnings8-kshell.htm,622825,8-K,896878,2017-09-01,174,0,False
8-K,2018-02-09,"2.02,9.01",0000896878-18-000030,fy18q2earningsupdate8-kshe.htm,122476,8-K,896878,2017-09-01,161,0,False
8-K,2018-01-23,"5.02,5.07,8.01,9.01",0000896878-18-000025,a8-kshell012318.htm,120338,8-K,896878,2017-09-01,144,0,True
8-K,2018-01-08,"7.01,9.01",0000896878-18-000002,a8-kshell.htm,48283,8-K,896878,2017-09-01,129,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-09-01,80,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-09-01,48,0,True
8-K,2018-02-22,"2.02,8.01,9.01",0000896878-18-000034,fy18q2earnings8-kshell.htm,622825,8-K,896878,2017-10-17,128,0,False
8-K,2018-02-09,"2.02,9.01",0000896878-18-000030,fy18q2earningsupdate8-kshe.htm,122476,8-K,896878,2017-10-17,115,0,False
8-K,2018-01-23,"5.02,5.07,8.01,9.01",0000896878-18-000025,a8-kshell012318.htm,120338,8-K,896878,2017-10-17,98,0,True
8-K,2018-01-08,"7.01,9.01",0000896878-18-000002,a8-kshell.htm,48283,8-K,896878,2017-10-17,83,0,False
8-K,2017-11-20,"2.02,8.01,9.01",0000896878-17-000168,fy18q1earnings8-kshell.htm,521830,8-K,896878,2017-10-17,34,0,False
8-K,2017-10-19,"5.02,8.01,9.01",0000896878-17-000162,a8-kshellboardann101917.htm,54797,8-K,896878,2017-10-17,2,0,True
8-K,2018-07-18,"2.02,9.01",0000896878-18-000109,fy18q4projectchalk8-kshell.htm,116348,8-K,896878,2018-02-06,162,0,False
8-K,2018-05-22,"2.02,5.02,8.01,9.01",0000896878-18-000073,fy18q3earnings8-kshell.htm,609265,8-K,896878,2018-02-06,105,0,True
8-K,2018-04-25,"7.01,9.01",0000896878-18-000058,fy18q3taxunits8kshell.htm,72533,8-K,896878,2018-02-06,78,0,False
8-K,2018-02-22,"2.02,8.01,9.01",0000896878-18-000034,fy18q2earnings8-kshell.htm,622825,8-K,896878,2018-02-06,16,0,False
8-K,2018-02-09,"2.02,9.01",0000896878-18-000030,fy18q2earningsupdate8-kshe.htm,122476,8-K,896878,2018-02-06,3,0,False
8-K,2018-08-23,"2.02,5.02,8.01,9.01",0000896878-18-000162,fy18q4earnings8-kshell.htm,1388809,8-K,896878,2018-03-14,162,0,True
8-K,2018-07-18,"2.02,9.01",0000896878-18-000109,fy18q4projectchalk8-kshell.htm,116348,8-K,896878,2018-03-14,126,0,False
8-K,2018-05-22,"2.02,5.02,8.01,9.01",0000896878-18-000073,fy18q3earnings8-kshell.htm,609265,8-K,896878,2018-03-14,69,0,True
8-K,2018-04-25,"7.01,9.01",0000896878-18-000058,fy18q3taxunits8kshell.htm,72533,8-K,896878,2018-03-14,42,0,False
8-K,2018-08-23,"2.02,5.02,8.01,9.01",0000896878-18-000162,fy18q4earnings8-kshell.htm,1388809,8-K,896878,2018-04-26,119,0,True
8-K,2018-07-18,"2.02,9.01",0000896878-18-000109,fy18q4projectchalk8-kshell.htm,116348,8-K,896878,2018-04-26,83,0,False
8-K,2018-05-22,"2.02,5.02,8.01,9.01",0000896878-18-000073,fy18q3earnings8-kshell.htm,609265,8-K,896878,2018-04-26,26,0,True
8-K,2018-11-05,"5.02,8.01",0000896878-18-000207,a8-kshell110518.htm,36773,8-K,896878,2018-05-16,173,0,True
8-K,2018-08-23,"2.02,5.02,8.01,9.01",0000896878-18-000162,fy18q4earnings8-kshell.htm,1388809,8-K,896878,2018-05-16,99,0,True
8-K,2018-07-18,"2.02,9.01",0000896878-18-000109,fy18q4projectchalk8-kshell.htm,116348,8-K,896878,2018-05-16,63,0,False
8-K,2018-05-22,"2.02,5.02,8.01,9.01",0000896878-18-000073,fy18q3earnings8-kshell.htm,609265,8-K,896878,2018-05-16,6,0,True
8-K,2018-11-19,"2.02,8.01,9.01",0000896878-18-000209,fy19q1earnings8-kshell.htm,566995,8-K,896878,2018-06-15,157,0,False
8-K,2018-11-05,"5.02,8.01",0000896878-18-000207,a8-kshell110518.htm,36773,8-K,896878,2018-06-15,143,0,True
8-K,2018-08-23,"2.02,5.02,8.01,9.01",0000896878-18-000162,fy18q4earnings8-kshell.htm,1388809,8-K,896878,2018-06-15,69,0,True
8-K,2018-07-18,"2.02,9.01",0000896878-18-000109,fy18q4projectchalk8-kshell.htm,116348,8-K,896878,2018-06-15,33,0,False
8-K,2019-05-23,"2.02,8.01,9.01",0000896878-19-000076,fy19q3earnings8-kshell.htm,639329,8-K,896878,2019-01-29,114,0,False
8-K,2019-05-03,1.01,0000896878-19-000065,a8-kfiledmay2019xshell.htm,36312,8-K,896878,2019-01-29,94,0,False
8-K,2019-04-25,"7.01,9.01",0000896878-19-000062,fy19q3taxunits8kshell.htm,70746,8-K,896878,2019-01-29,86,0,False
8-K,2019-02-21,"2.02,8.01,9.01",0000896878-19-000040,fy19q2earnings8-kshell.htm,657400,8-K,896878,2019-01-29,23,0,False
8-K,2019-05-23,"2.02,8.01,9.01",0000896878-19-000076,fy19q3earnings8-kshell.htm,639329,8-K,896878,2019-02-21,91,0,False
8-K,2019-05-03,1.01,0000896878-19-000065,a8-kfiledmay2019xshell.htm,36312,8-K,896878,2019-02-21,71,0,False
8-K,2019-04-25,"7.01,9.01",0000896878-19-000062,fy19q3taxunits8kshell.htm,70746,8-K,896878,2019-02-21,63,0,False
8-K,2019-08-22,"2.02,8.01,9.01",0000896878-19-000128,fy19q4earnings8-kshell.htm,662074,8-K,896878,2019-03-21,154,0,False
8-K,2019-05-23,"2.02,8.01,9.01",0000896878-19-000076,fy19q3earnings8-kshell.htm,639329,8-K,896878,2019-03-21,63,0,False
8-K,2019-05-03,1.01,0000896878-19-000065,a8-kfiledmay2019xshell.htm,36312,8-K,896878,2019-03-21,43,0,False
8-K,2019-04-25,"7.01,9.01",0000896878-19-000062,fy19q3taxunits8kshell.htm,70746,8-K,896878,2019-03-21,35,0,False
8-K,2019-08-22,"2.02,8.01,9.01",0000896878-19-000128,fy19q4earnings8-kshell.htm,662074,8-K,896878,2019-03-26,149,0,False
8-K,2019-05-23,"2.02,8.01,9.01",0000896878-19-000076,fy19q3earnings8-kshell.htm,639329,8-K,896878,2019-03-26,58,0,False
8-K,2019-05-03,1.01,0000896878-19-000065,a8-kfiledmay2019xshell.htm,36312,8-K,896878,2019-03-26,38,0,False
8-K,2019-04-25,"7.01,9.01",0000896878-19-000062,fy19q3taxunits8kshell.htm,70746,8-K,896878,2019-03-26,30,0,False
8-K,2019-08-22,"2.02,8.01,9.01",0000896878-19-000128,fy19q4earnings8-kshell.htm,662074,8-K,896878,2019-04-07,137,0,False
8-K,2019-05-23,"2.02,8.01,9.01",0000896878-19-000076,fy19q3earnings8-kshell.htm,639329,8-K,896878,2019-04-07,46,0,False
8-K,2019-05-03,1.01,0000896878-19-000065,a8-kfiledmay2019xshell.htm,36312,8-K,896878,2019-04-07,26,0,False
8-K,2019-04-25,"7.01,9.01",0000896878-19-000062,fy19q3taxunits8kshell.htm,70746,8-K,896878,2019-04-07,18,0,False
8-K,2019-08-22,"2.02,8.01,9.01",0000896878-19-000128,fy19q4earnings8-kshell.htm,662074,8-K,896878,2019-04-16,128,0,False
8-K,2019-05-23,"2.02,8.01,9.01",0000896878-19-000076,fy19q3earnings8-kshell.htm,639329,8-K,896878,2019-04-16,37,0,False
8-K,2019-05-03,1.01,0000896878-19-000065,a8-kfiledmay2019xshell.htm,36312,8-K,896878,2019-04-16,17,0,False
8-K,2019-04-25,"7.01,9.01",0000896878-19-000062,fy19q3taxunits8kshell.htm,70746,8-K,896878,2019-04-16,9,0,False
8-K,2020-02-24,"1.01,8.01,9.01",0001193125-20-046491,d802959d8k.htm,1195744,8-K,896878,2019-09-20,157,0,False
8-K,2020-02-24,"2.02,8.01,9.01",0001193125-20-046463,d802957d8k.htm,441261,8-K,896878,2019-09-20,157,0,False
8-K,2020-01-27,5.07,0000896878-20-000020,a8-kshellshmtg01232020.htm,237348,8-K,896878,2019-09-20,129,0,False
8-K,2019-11-21,"2.02,8.01,9.01",0000896878-19-000172,fy20q1earnings8-kshell.htm,545534,8-K,896878,2019-09-20,62,0,False
8-K,2020-08-25,"2.02,8.01,9.01",0000896878-20-000143,fy20q4earnings8-kshell.htm,787118,8-K,896878,2020-03-31,147,0,False
8-K,2020-06-29,"1.01,9.01",0001193125-20-182608,d82931d8k.htm,1160417,8-K,896878,2020-03-31,90,0,False
8-K,2020-05-21,"2.02,8.01,9.01",0000896878-20-000063,fy20q3earnings8-kshell.htm,740805,8-K,896878,2020-03-31,51,0,False
8-K,2020-05-07,"2.02,2.03,9.01",0000896878-20-000053,fy20q3-guidanceupdate8.htm,288020,8-K,896878,2020-03-31,37,0,False
8-K,2020-04-01,8.01,0001193125-20-093299,d908700d8k.htm,150569,8-K,896878,2020-03-31,1,0,False
8-K,2020-08-25,"2.02,8.01,9.01",0000896878-20-000143,fy20q4earnings8-kshell.htm,787118,8-K,896878,2020-04-12,135,0,False
8-K,2020-06-29,"1.01,9.01",0001193125-20-182608,d82931d8k.htm,1160417,8-K,896878,2020-04-12,78,0,False
8-K,2020-05-21,"2.02,8.01,9.01",0000896878-20-000063,fy20q3earnings8-kshell.htm,740805,8-K,896878,2020-04-12,39,0,False
8-K,2020-05-07,"2.02,2.03,9.01",0000896878-20-000053,fy20q3-guidanceupdate8.htm,288020,8-K,896878,2020-04-12,25,0,False
8-K,2022-05-24,"2.02,5.02,8.01,9.01",0000896878-22-000019,intu-20220524.htm,649045,8-K,896878,2022-02-06,107,0,True
8-K,2022-05-04,1.01,0000896878-22-000016,intu-20220504.htm,172837,8-K,896878,2022-02-06,87,0,False
8-K,2022-02-24,"2.02,8.01,9.01",0000896878-22-000007,intu-20220224.htm,635015,8-K,896878,2022-02-06,18,0,False
8-K,2022-02-14,"2.02,9.01",0000896878-22-000005,intu-20220214.htm,199629,8-K,896878,2022-02-06,8,0,False
8-K,2022-08-23,"2.02,8.01,9.01",0000896878-22-000025,intu-20220823.htm,687754,8-K,896878,2022-04-15,130,0,False
8-K,2022-05-24,"2.02,5.02,8.01,9.01",0000896878-22-000019,intu-20220524.htm,649045,8-K,896878,2022-04-15,39,0,True
8-K,2022-05-04,1.01,0000896878-22-000016,intu-20220504.htm,172837,8-K,896878,2022-04-15,19,0,False
8-K,2023-05-23,"2.02,8.01,9.01",0000896878-23-000019,intu-20230523.htm,634664,8-K,896878,2023-01-01,142,0,False
8-K,2023-05-04,"5.02,9.01",0000896878-23-000016,intu-20230504.htm,192407,8-K,896878,2023-01-01,123,0,True
8-K,2023-02-23,"2.02,5.02,8.01,9.01",0000896878-23-000009,intu-20230223.htm,655385,8-K,896878,2023-01-01,53,0,True
8-K,2023-01-23,5.07,0000896878-23-000003,intu-20230119.htm,197215,8-K,896878,2023-01-01,22,0,False
8-K,2023-11-28,"2.02,8.01,9.01",0000896878-23-000039,intu-20231128.htm,594102,8-K,896878,2023-06-04,177,0,False
8-K,2023-09-15,"1.01,8.01,9.01",0001193125-23-236201,d506610d8k.htm,661175,8-K,896878,2023-06-04,103,0,False
8-K,2023-08-24,"2.02,8.01,9.01",0000896878-23-000031,intu-20230824.htm,662850,8-K,896878,2023-06-04,81,0,False
8-K,2023-08-14,"5.02,9.01",0000896878-23-000028,intu-20230814.htm,190322,8-K,896878,2023-06-04,71,0,True
8-K,2023-08-02,5.03,0000896878-23-000026,intu-20230727.htm,422896,8-K,896878,2023-06-04,59,0,False
8-K,2024-05-23,"2.02,8.01",0000896878-24-000024,intu-20240523.htm,622166,8-K,896878,2023-12-01,174,0,False
8-K,2024-05-02,"5.02,9.01",0000896878-24-000021,intu-20240502.htm,165077,8-K,896878,2023-12-01,153,0,True
8-K,2024-02-22,"2.02,8.01",0000896878-24-000009,intu-20240222.htm,616255,8-K,896878,2023-12-01,83,0,False
8-K,2024-01-22,5.07,0000896878-24-000003,intu-20240118.htm,191202,8-K,896878,2023-12-01,52,0,False
8-K,2024-07-25,"5.02,9.01",0000896878-24-000032,intu-20240724.htm,164964,8-K,896878,2024-01-29,178,0,True
8-K,2024-07-10,"2.05,7.01",0000896878-24-000030,intu-20240710.htm,191703,8-K,896878,2024-01-29,163,0,False
8-K,2024-05-23,"2.02,8.01",0000896878-24-000024,intu-20240523.htm,622166,8-K,896878,2024-01-29,115,0,False
8-K,2024-05-02,"5.02,9.01",0000896878-24-000021,intu-20240502.htm,165077,8-K,896878,2024-01-29,94,0,True
8-K,2024-02-22,"2.02,8.01",0000896878-24-000009,intu-20240222.htm,616255,8-K,896878,2024-01-29,24,0,False
8-K,2024-08-22,"2.02,8.01",0000896878-24-000035,intu-20240822.htm,714144,8-K,896878,2024-03-05,170,0,False
8-K,2024-07-25,"5.02,9.01",0000896878-24-000032,intu-20240724.htm,164964,8-K,896878,2024-03-05,142,0,True
8-K,2024-07-10,"2.05,7.01",0000896878-24-000030,intu-20240710.htm,191703,8-K,896878,2024-03-05,127,0,False
8-K,2024-05-23,"2.02,8.01",0000896878-24-000024,intu-20240523.htm,622166,8-K,896878,2024-03-05,79,0,False
8-K,2024-05-02,"5.02,9.01",0000896878-24-000021,intu-20240502.htm,165077,8-K,896878,2024-03-05,58,0,True
8-K,2025-06-16,5.02,0000896878-25-000027,intu-20250612.htm,141621,8-K,896878,2024-12-20,178,0,True
8-K,2025-05-22,"2.02,8.01,9.01",0000896878-25-000020,intu-20250522.htm,653961,8-K,896878,2024-12-20,153,0,False
8-K,2025-02-25,"2.02,8.01,9.01",0000896878-25-000013,intu-20250225.htm,651279,8-K,896878,2024-12-20,67,0,False
8-K,2025-01-31,"1.01,2.03,9.01",0000896878-25-000006,intu-20250130.htm,924244,8-K,896878,2024-12-20,42,0,False
8-K,2025-01-27,"5.03,5.07",0000896878-25-000003,intu-20250123.htm,187801,8-K,896878,2024-12-20,38,0,False
8-K,2012-08-17,8.01,0000930413-12-004634,c70696_8k.htm,18403,,908937,2012-03-19,151,0,False
8-K,2012-08-14,"1.01,2.03,9.01",0001193125-12-354541,d397350d8k.htm,621662,FORM 8-K,908937,2012-03-19,148,0,False
8-K,2012-08-07,"2.02,9.01",0000930413-12-004355,c70593_8-k.htm,487535,,908937,2012-03-19,141,0,False
8-K,2012-05-31,8.01,0001193125-12-255230,d361603d8k.htm,17500,FORM 8-K,908937,2012-03-19,73,0,False
8-K,2012-05-24,5.07,0000930413-12-003285,c69816_8k.htm,20516,,908937,2012-03-19,66,0,False
8-K,2012-05-22,"7.01,9.01",0000930413-12-003219,c69788_8k.htm,3303051,,908937,2012-03-19,64,0,False
8-K,2012-05-01,"2.02,9.01",0000930413-12-002672,c69531_8k.htm,290408,,908937,2012-03-19,43,0,False
8-K,2012-04-17,8.01,0000930413-12-002232,c68338_8k.htm,13088,,908937,2012-03-19,29,0,False
8-K,2012-08-17,8.01,0000930413-12-004634,c70696_8k.htm,18403,,908937,2012-04-12,127,0,False
8-K,2012-08-14,"1.01,2.03,9.01",0001193125-12-354541,d397350d8k.htm,621662,FORM 8-K,908937,2012-04-12,124,0,False
8-K,2012-08-07,"2.02,9.01",0000930413-12-004355,c70593_8-k.htm,487535,,908937,2012-04-12,117,0,False
8-K,2012-05-31,8.01,0001193125-12-255230,d361603d8k.htm,17500,FORM 8-K,908937,2012-04-12,49,0,False
8-K,2012-05-24,5.07,0000930413-12-003285,c69816_8k.htm,20516,,908937,2012-04-12,42,0,False
8-K,2012-05-22,"7.01,9.01",0000930413-12-003219,c69788_8k.htm,3303051,,908937,2012-04-12,40,0,False
8-K,2012-05-01,"2.02,9.01",0000930413-12-002672,c69531_8k.htm,290408,,908937,2012-04-12,19,0,False
8-K,2012-04-17,8.01,0000930413-12-002232,c68338_8k.htm,13088,,908937,2012-04-12,5,0,False
8-K,2016-07-26,"2.02,7.01,9.01",0000908937-16-000019,siri-20160630xearningsrele.htm,550676,8-K,908937,2016-02-01,176,0,False
8-K,2016-05-26,"8.01,9.01",0000930413-16-007255,c85154_8k.htm,154388,,908937,2016-02-01,115,0,False
8-K,2016-05-26,5.07,0000930413-16-007253,c85152_8k.htm,35956,,908937,2016-02-01,115,0,False
8-K,2016-05-24,"1.01,2.03,9.01",0001193125-16-600705,d181185d8k.htm,465500,8-K,908937,2016-02-01,113,0,False
8-K,2016-05-13,"8.01,9.01",0000930413-16-007113,c85017_8k.htm,82183,,908937,2016-02-01,102,0,False
8-K,2016-04-28,"2.02,7.01,9.01",0000930413-16-006751,c84851_8k.htm,232619,,908937,2016-02-01,87,0,False
8-K,2016-04-11,"2.02,9.01",0000930413-16-006365,c84672_8k.htm,44237,,908937,2016-02-01,70,0,False
8-K,2016-04-08,8.01,0000930413-16-006351,c84661_8k.htm,16681,,908937,2016-02-01,67,0,False
8-K,2016-02-22,5.02,0000930413-16-005595,c84068_8k.htm,16467,,908937,2016-02-01,21,0,True
8-K,2016-02-02,"2.02,7.01,9.01",0000930413-16-005228,c83806_8k.htm,387648,,908937,2016-02-01,1,0,False
8-K,2016-07-26,"2.02,7.01,9.01",0000908937-16-000019,siri-20160630xearningsrele.htm,550676,8-K,908937,2016-04-05,112,0,False
8-K,2016-05-26,"8.01,9.01",0000930413-16-007255,c85154_8k.htm,154388,,908937,2016-04-05,51,0,False
8-K,2016-05-26,5.07,0000930413-16-007253,c85152_8k.htm,35956,,908937,2016-04-05,51,0,False
8-K,2016-05-24,"1.01,2.03,9.01",0001193125-16-600705,d181185d8k.htm,465500,8-K,908937,2016-04-05,49,0,False
8-K,2016-05-13,"8.01,9.01",0000930413-16-007113,c85017_8k.htm,82183,,908937,2016-04-05,38,0,False
8-K,2016-04-28,"2.02,7.01,9.01",0000930413-16-006751,c84851_8k.htm,232619,,908937,2016-04-05,23,0,False
8-K,2016-04-11,"2.02,9.01",0000930413-16-006365,c84672_8k.htm,44237,,908937,2016-04-05,6,0,False
8-K,2016-04-08,8.01,0000930413-16-006351,c84661_8k.htm,16681,,908937,2016-04-05,3,0,False
8-K,2017-02-02,"2.02,7.01,9.01",0000908937-17-000007,siri-20161231x8xk.htm,612383,8-K,908937,2016-08-20,166,0,False
8-K,2017-01-05,"2.02,9.01",0000908937-17-000003,siri-201701058xk.htm,86483,8-K,908937,2016-08-20,138,0,False
8-K,2016-10-27,"2.02,7.01,9.01",0000908937-16-000025,siri-20160930x8xk.htm,595480,8-K,908937,2016-08-20,68,0,False
8-K,2017-02-02,"2.02,7.01,9.01",0000908937-17-000007,siri-20161231x8xk.htm,612383,8-K,908937,2016-09-26,129,0,False
8-K,2017-01-05,"2.02,9.01",0000908937-17-000003,siri-201701058xk.htm,86483,8-K,908937,2016-09-26,101,0,False
8-K,2016-10-27,"2.02,7.01,9.01",0000908937-16-000025,siri-20160930x8xk.htm,595480,8-K,908937,2016-09-26,31,0,False
8-K,2017-02-02,"2.02,7.01,9.01",0000908937-17-000007,siri-20161231x8xk.htm,612383,8-K,908937,2016-10-04,121,0,False
8-K,2017-01-05,"2.02,9.01",0000908937-17-000003,siri-201701058xk.htm,86483,8-K,908937,2016-10-04,93,0,False
8-K,2016-10-27,"2.02,7.01,9.01",0000908937-16-000025,siri-20160930x8xk.htm,595480,8-K,908937,2016-10-04,23,0,False
8-K,2017-04-27,"2.02,7.01,9.01",0000908937-17-000013,siri-20170331x8xk.htm,415767,8-K,908937,2016-10-31,178,0,False
8-K,2017-02-02,"2.02,7.01,9.01",0000908937-17-000007,siri-20161231x8xk.htm,612383,8-K,908937,2016-10-31,94,0,False
8-K,2017-01-05,"2.02,9.01",0000908937-17-000003,siri-201701058xk.htm,86483,8-K,908937,2016-10-31,66,0,False
