org_name,breach_date,cik,resolved_cik,resolution_source,resolution_category
Hewlett-Packard Company,2008-12-04,1645590,47217.0,SEC name: HEWLETT PACKARD CO,CIK_CORRECTED
Holden International,2021-04-01,5272,,,LOST_RESOLUTION
Home Box Office,2017-05-15,1755336,1457937.0,"SEC name: HOME BOX OFFICE, INC.",CIK_CORRECTED
"Home Box Office, Inc.",2017-05-15,1755336,1457937.0,"SEC name: HOME BOX OFFICE, INC.",CIK_CORRECTED
"Home Box Office, Inc.",2017-07-23,1755336,1457937.0,"SEC name: HOME BOX OFFICE, INC.",CIK_CORRECTED
"Home Box Office, Inc.",2017-10-30,1755336,1457937.0,"SEC name: HOME BOX OFFICE, INC.",CIK_CORRECTED
Honeywell International Inc.,2021-02-16,773840,773840.0,SEC name: ALLIED SIGNAL INC,CIK_UNCHANGED
Honeywell International Inc.,2023-06-03,773840,773840.0,SEC name: ALLIED SIGNAL INC,CIK_UNCHANGED
Honeywell International Inc.,2023-05-27,773840,773840.0,SEC name: ALLIED SIGNAL INC,CIK_UNCHANGED
"Honeywell International, Inc.",2023-05-27,773840,773840.0,SEC name: ALLIED SIGNAL INC,CIK_UNCHANGED
Horizon Healthcare RCM,2024-12-26,1932393,,,LOST_RESOLUTION
"Hoya Optical Labs of America, Inc.",2021-03-15,70858,,,LOST_RESOLUTION
HP Enterprise Services,2012-12-28,1645590,,,LOST_RESOLUTION
HP Enterprise Services LLC,2016-09-16,1645590,,,LOST_RESOLUTION
"HP Enterprise Services, LLC",2016-11-07,1645590,,,LOST_RESOLUTION
"HTI Technology & Industries, Inc.",2022-08-18,1324404,,,LOST_RESOLUTION
Huntington Hospitality Financial Services Corp,2025-07-18,713676,,,LOST_RESOLUTION
"Huntington Ingalls Industries, Inc.",2022-03-01,1501585,1501585.0,"SEC name: HUNTINGTON INGALLS INDUSTRIES, INC.",CIK_UNCHANGED
Huntwood Industries,2025-08-09,1324404,,,LOST_RESOLUTION
IBM,2007-02-23,51143,,,LOST_RESOLUTION
IBM,2011-04-14,51143,,,LOST_RESOLUTION
"IES Communications, LLC",2025-03-07,1034054,,,LOST_RESOLUTION
iHeart Media Inc,2017-08-31,1437107,,,LOST_RESOLUTION
"iHeartMedia + Entertainment, Inc.",2024-12-24,1437107,1457738.0,"SEC name: CLEAR CHANNEL BROADCASTING, INC.",CIK_CORRECTED
"iHeartMedia + Entertainment, Inc.",2025-04-30,1437107,1457738.0,"SEC name: CLEAR CHANNEL BROADCASTING, INC.",CIK_CORRECTED
"IMA Financial Group, Inc.",2022-10-19,713676,1673769.0,"SEC name: IMA FINANCIAL GROUP, INC.",CIK_CORRECTED
"IMA Financial Group, Inc.",2022-10-18,713676,1673769.0,"SEC name: IMA FINANCIAL GROUP, INC.",CIK_CORRECTED
Impact Mobile Home Communities,2019-07-01,1283699,,,LOST_RESOLUTION
Impact Mobile Home Communities,2018-10-03,1283699,,,LOST_RESOLUTION
"Indian Industries, Inc. d/b/a RAVE Sports",2021-01-05,1324404,,,LOST_RESOLUTION
InterActive Financial Marketing Group,2007-11-01,713676,,,LOST_RESOLUTION
International Paper Company,2023-05-30,51434,1283246.0,SEC name: INTERNATIONAL PAPER CO,CIK_CORRECTED
"Intuit, Inc.",2008-05-26,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2008-09-24,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2014-04-18,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2014-04-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2014-02-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2015-04-07,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2015-04-14,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2015-05-20,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2015-09-18,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2015-10-12,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2015-12-07,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2015-12-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2015-12-31,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2015-12-08,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-01-21,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-02-04,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-03-03,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-03-08,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-03-09,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-03-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-02-24,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-02-29,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-02-24,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-03-17,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2016-03-07,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-04-14,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-03-22,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2016-03-23,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-04-29,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-04-06,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-05-02,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-05-27,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-05-17,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-04-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-06-09,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2016-06-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-08-03,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-08-22,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-09-12,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-09-26,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-03-29,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2016-10-18,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-10-30,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2016-10-23,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2016-12-05,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2016-11-22,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2016-12-13,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-01-12,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2017-01-27,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2017-02-13,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-01-30,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2017-03-02,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-02-20,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-02-28,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-03-12,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2017-04-04,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2017-04-02,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2017-04-17,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2017-04-30,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2017-02-28,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-01-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-04-19,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2017-06-14,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-06-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-08-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-08-08,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2017-07-30,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-08-16,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2017-08-25,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2017-09-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2017-10-17,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2018-02-06,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2018-03-14,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2018-04-26,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2018-05-16,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2018-06-15,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2019-02-22,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2019-01-29,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2019-01-30,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2019-02-21,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
"Intuit, Inc.",2019-03-26,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2019-04-16,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2019-04-07,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2019-09-20,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit,2020-03-31,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2020-04-12,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2022-02-06,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2022-04-15,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2023-01-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2023-06-04,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2023-12-01,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2024-01-29,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc,2024-03-05,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2024-12-20,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
Intuit Inc.,2025-01-21,896878,896878.0,SEC name: INTUIT INC,CIK_UNCHANGED
J&M Brown Company Inc.,2021-05-27,79282,,,LOST_RESOLUTION
"J.B. Hunt Transport, Inc.",2020-08-17,728535,1501362.0,"SEC name: J.B. HUNT TRANSPORT, INC.",CIK_CORRECTED
"J.B. Hunt Transport, Inc.",2020-08-01,728535,1501362.0,"SEC name: J.B. HUNT TRANSPORT, INC.",CIK_CORRECTED
"Jet Industries, Inc.",2021-10-16,1324404,,,LOST_RESOLUTION
Johnson Engineering,2023-07-25,200406,,,LOST_RESOLUTION
"Johnson Matthey, Inc.",2020-01-01,200406,,,LOST_RESOLUTION
"Johnson Oâ€™Hare Company, Inc.",2022-06-01,200406,,,LOST_RESOLUTION
"Johnson, Lauder & Savidge, LLP",2018-05-21,200406,,,LOST_RESOLUTION
KeraLink International,2017-04-06,5272,1826210.0,"SEC name: KERALINK INTERNATIONAL, INC.",CIK_CORRECTED
"King Industries, Inc.",2025-03-12,1324404,,,LOST_RESOLUTION
Lavelle Industries Inc.,2024-03-10,1324404,,,LOST_RESOLUTION
Lawrence Semiconductor Research Laboratory,2024-03-20,1097864,,,LOST_RESOLUTION
"LC Industries, Inc.",2015-06-02,1324404,,,LOST_RESOLUTION
LCS Financial Services,2023-02-24,713676,,,LOST_RESOLUTION
"Leidos, Inc.",2022-09-30,1336920,353394.0,"SEC name: LEIDOS, INC.",CIK_CORRECTED
Lennar Corporation,2023-07-20,920760,,,LOST_RESOLUTION
"Livingston Street Capital, LLC",2023-05-02,927628,,,LOST_RESOLUTION
LPL Financial LLC,2018-07-10,713676,,,LOST_RESOLUTION
"LX/JT Intermediate Holdings, Inc. d/b/a Bevolution Group",2022-12-14,1973266,,,LOST_RESOLUTION
Marathon Petroleum Company LP,2018-11-28,1510295,,,LOST_RESOLUTION
"Mark Dunning Industries, Inc.",2023-11-07,1324404,,,LOST_RESOLUTION
"Marking Services, Inc.",2021-06-01,1136893,,,LOST_RESOLUTION
"Marriott International, Inc.",2020-01-01,1048286,905036.0,SEC name: MARRIOTT INTERNATIONAL INC,CIK_CORRECTED
"Marsh & McLennan Companies, Inc.",2013-06-01,62709,62709.0,SEC name: MARSH & MCLENNAN COMPANIES INC,CIK_UNCHANGED
Martin Showers Smith & McDonald LLP,2025-05-29,63908,,,LOST_RESOLUTION
MD2 International,2023-06-12,5272,,,LOST_RESOLUTION
"Mead Johnson & Company, LLC",2020-11-07,200406,,,LOST_RESOLUTION
Mediacom Communications Corporation,2022-07-18,1034054,,,LOST_RESOLUTION
Mediant Communications Inc.,2019-04-01,1034054,1567336.0,SEC name: MEDIANT COMMUNICATIONS INC.,CIK_CORRECTED
"Medical Healthcare Solutions, Inc.",2021-10-01,1932393,,,LOST_RESOLUTION
Merlin Information Services,2011-03-22,1136893,,,LOST_RESOLUTION
Merlin Information Services,2010-09-16,1136893,,,LOST_RESOLUTION
MGM Resorts International,2023-09-08,789570,789570.0,SEC name: MGM GRAND INC,CIK_UNCHANGED
MGM Resorts International,2019-07-07,789570,789570.0,SEC name: MGM GRAND INC,CIK_UNCHANGED
Microsoft Corporation,2017-07-05,789019,,,LOST_RESOLUTION
Microsoft Corporation,2022-03-01,789019,,,LOST_RESOLUTION
Microsoft Corporation,2022-09-24,789019,,,LOST_RESOLUTION
Microsoft Corporation,2019-12-05,789019,,,LOST_RESOLUTION
MNP Corporation,2016-03-06,1841666,,,LOST_RESOLUTION
"Morgan Brown & Joy, LLP",2021-04-12,19617,,,LOST_RESOLUTION
"Morgan Industrial, Inc.",2022-10-22,19617,,,LOST_RESOLUTION
"Morgan Industrial, Inc. dba Omega Morgan",2022-10-23,19617,,,LOST_RESOLUTION
"Morgan Truck Body, LLC",2021-07-16,19617,,,LOST_RESOLUTION
Motorola Mobility Inc.,2012-02-07,68505,,,LOST_RESOLUTION
"Motorola Mobility, Inc.",2011-03-01,68505,,,LOST_RESOLUTION
"Motorola, Inc.",2009-02-17,68505,68505.0,SEC name: MOTOROLA INC,CIK_UNCHANGED
"Motorola, Inc.",2009-01-01,68505,68505.0,SEC name: MOTOROLA INC,CIK_UNCHANGED
MSX International Inc.,2023-02-02,5272,,,LOST_RESOLUTION
MSX International Inc.,2023-02-06,5272,,,LOST_RESOLUTION
"MW Industries, Inc.",2020-10-02,1324404,,,LOST_RESOLUTION
"National Presto Industries, Inc.",2025-03-01,1324404,80172.0,SEC name: NATIONAL PRESTO INDUSTRIES INC,CIK_CORRECTED
NBC Sports Group,2012-08-24,1166691,,,LOST_RESOLUTION
NBC Sports Group,2013-08-24,1166691,,,LOST_RESOLUTION
NBC Sports Group,2013-10-15,1166691,,,LOST_RESOLUTION
NBCUniversal,2022-01-04,1166691,1512267.0,"SEC name: NBCUNIVERSAL, LLC",CIK_CORRECTED
NCH Corporation,2016-01-01,1402057,,,LOST_RESOLUTION
NCH Corporation,2018-11-30,1402057,,,LOST_RESOLUTION
NCH Corporation,2021-03-02,1402057,,,LOST_RESOLUTION
"NCO Financial Systems, Inc.",2014-03-29,713676,1396897.0,"SEC name: NCO FINANCIAL SYSTEMS, INC.",CIK_CORRECTED
"Newcourse Communications, Inc.",2022-04-27,1034054,,,LOST_RESOLUTION
"Newcourse Communications, Inc.",2022-04-01,1034054,,,LOST_RESOLUTION
"NextGen Healthcare, Inc.",2023-03-29,1932393,708818.0,"SEC name: NEXTGEN HEALTHCARE, INC.",CIK_CORRECTED
Nokia Inc.,2013-07-22,924613,,,LOST_RESOLUTION
"Nokia Networks and Solutions US, LLC",2017-04-01,924613,,,LOST_RESOLUTION
"Nokia Networks and Solutions US, LLC",2017-05-17,924613,,,LOST_RESOLUTION
Northrop Grumman Systems Corporation,2016-04-18,1133421,,,LOST_RESOLUTION
NSi Industries LLC,2023-10-11,1324404,,,LOST_RESOLUTION
Nuance Communications Inc,2023-05-28,1034054,,,LOST_RESOLUTION
"Nuance Communications, Inc.",2023-05-28,1034054,,,LOST_RESOLUTION
"Nuance Communications, Inc.",2014-12-10,1034054,,,LOST_RESOLUTION
Nucor Corporation,2025-05-03,73309,,,LOST_RESOLUTION
Nucor Corporation,2023-05-26,73309,,,LOST_RESOLUTION
"NVR Settlement Services of Maryland, Inc.",2021-06-25,906163,,,LOST_RESOLUTION
"Oceaneering International, Inc.",2024-01-01,5272,73756.0,SEC name: OCEANEERING INTERNATIONAL INC,CIK_CORRECTED
Okta Inc,2023-11-02,1660134,1660134.0,"SEC name: OKTA, INC.",CIK_UNCHANGED
"Okta, Inc",2023-09-23,1660134,1660134.0,"SEC name: OKTA, INC.",CIK_UNCHANGED
"Okta, Inc.",2023-09-23,1660134,1660134.0,"SEC name: OKTA, INC.",CIK_UNCHANGED
"Okta, Inc.",2023-11-07,1660134,1660134.0,"SEC name: OKTA, INC.",CIK_UNCHANGED
"On Q Financial, LLC",2024-02-20,713676,,,LOST_RESOLUTION
"oneZero Financial Systems, LLC",2024-02-29,713676,,,LOST_RESOLUTION
Oracle Corporation,2013-07-10,777676,,,LOST_RESOLUTION
"Oracle USA, Inc.",2007-11-28,777676,,,LOST_RESOLUTION
"Oracle USA, Inc.",2007-12-03,777676,,,LOST_RESOLUTION
"Orbus Visual Communications, LLC",2023-10-30,1034054,,,LOST_RESOLUTION
PACCAR,2018-01-22,75362,75362.0,SEC name: PACCAR INC,CIK_UNCHANGED
Pallet Logistics of America,2024-07-25,70858,,,LOST_RESOLUTION
Paramount,2023-01-01,2041610,,,LOST_RESOLUTION
Paramount Global,2023-08-10,813828,813828.0,SEC name: CBS CORP,CIK_UNCHANGED
Parker-Hannifin Corporation,2022-03-11,76334,,,LOST_RESOLUTION
"Paycom Payroll, LLC",2023-05-28,1590955,,,LOST_RESOLUTION
PayPal Inc.,2019-08-08,1633917,1103415.0,SEC name: PAYPAL INC,CIK_CORRECTED
"PayPal, Inc.",2022-12-06,1633917,1103415.0,SEC name: PAYPAL INC,CIK_CORRECTED
Paysafe Group Holdings Limited,2020-11-06,1973266,,,LOST_RESOLUTION
"Pendrick Capital Partner Holdings, LLC",2021-04-12,927628,,,LOST_RESOLUTION
"PepsiCo, Inc.",2021-02-24,77476,77476.0,SEC name: PEPSICO INC,CIK_UNCHANGED
"Perry Johnson & Associates, Inc.",2023-03-27,200406,,,LOST_RESOLUTION
"Perry Johnson, Inc.",2023-03-01,200406,,,LOST_RESOLUTION
Pfizer Inc,2006-12-01,78003,78003.0,SEC name: PFIZER INC,CIK_UNCHANGED
PNC,2014-12-10,713676,,,LOST_RESOLUTION
Polaris Industries Inc.,2013-05-08,1324404,,,LOST_RESOLUTION
Prime Communications,2019-12-11,1034054,1570434.0,SEC name: PRIME COMMUNICATIONS INC,CIK_CORRECTED
"Professional Compounding Centers of America, Inc.",2023-12-02,70858,1558044.0,"SEC name: PROFESSIONAL COMPOUNDING CENTERS OF AMERICA, INC.",CIK_CORRECTED
Professional Golfers' Association of America,2018-12-07,70858,,,LOST_RESOLUTION
PULAU Corporation,2020-06-11,1841666,,,LOST_RESOLUTION
"Regeneron Pharmaceuticals, Inc.",2010-06-18,872589,872589.0,SEC name: REGENERON PHARMACEUTICALS INC,CIK_UNCHANGED
Republic Services,2013-08-11,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
Republic Services,2013-08-26,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
Republic Services,2013-08-10,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
"Republic Services, Inc",2019-02-02,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
"Republic Services, Inc.",2022-04-09,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
"Republic Services, Inc.",2021-09-20,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
"Republic Services, Inc.",2019-02-01,1060391,1060391.0,SEC name: REPUBLIC SERVICES INC,CIK_UNCHANGED
"Robinson Waters & O'Dorisio, P.C.",2023-12-06,1043277,,,LOST_RESOLUTION
"Rochester Industries Placement, Inc.",2019-10-16,1324404,,,LOST_RESOLUTION
Roku Inc,2023-12-28,1428439,,,LOST_RESOLUTION
Roku Inc.,2023-12-01,1428439,,,LOST_RESOLUTION
"Roku, Inc.",2024-02-29,1428439,,,LOST_RESOLUTION
"Roku, Inc.",2023-12-28,1428439,,,LOST_RESOLUTION
"S&G Financial, LLC",2023-04-27,713676,,,LOST_RESOLUTION
SAE International,2023-06-06,5272,,,LOST_RESOLUTION
salesforce.com,2008-02-07,1108524,1108524.0,SEC name: SALESFORCE COM INC,CIK_UNCHANGED
Salesforce.com,2008-02-07,1108524,1108524.0,SEC name: SALESFORCE COM INC,CIK_UNCHANGED
SCM Group,2024-11-07,1156375,,,LOST_RESOLUTION
Seagate Technology LLC,2017-07-08,1137789,,,LOST_RESOLUTION
Seagate US LLC,2016-02-29,1137789,1137785.0,SEC name: SEAGATE US LLC,CIK_CORRECTED
Seagate US LLC,2016-03-14,1137789,1137785.0,SEC name: SEAGATE US LLC,CIK_CORRECTED
"Seim Johnson, LLP",2015-12-11,200406,,,LOST_RESOLUTION
ServiceNow Inc.,2024-05-14,1373715,1373715.0,SEC name: SERVICE-NOW.COM,CIK_UNCHANGED
Shawmut Communications Group,2021-10-26,1034054,,,LOST_RESOLUTION
Sierra Pacific Industries,2022-06-10,1324404,90143.0,SEC name: SIERRA PACIFIC INDUSTRIES,CIK_CORRECTED
Sierra Pacific Industries,2022-06-11,1324404,90143.0,SEC name: SIERRA PACIFIC INDUSTRIES,CIK_CORRECTED
"Sinclair Broadcast Group, Inc",2021-06-23,912752,912752.0,SEC name: SINCLAIR BROADCAST GROUP INC,CIK_UNCHANGED
"Sinclair Broadcast Group, Inc.",2021-06-23,912752,912752.0,SEC name: SINCLAIR BROADCAST GROUP INC,CIK_UNCHANGED
"Sinclair Broadcast Group, Inc.",2021-12-16,912752,912752.0,SEC name: SINCLAIR BROADCAST GROUP INC,CIK_UNCHANGED
"Sinclair Broadcast Group, Inc.",2020-05-01,912752,912752.0,SEC name: SINCLAIR BROADCAST GROUP INC,CIK_UNCHANGED
Sirius XM Radio Inc,2016-12-04,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc,2016-10-31,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc,2016-09-26,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2016-10-31,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2016-08-20,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2016-02-01,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2016-04-05,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2016-11-15,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2012-03-19,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2017-08-06,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2017-09-18,908937,,,LOST_RESOLUTION
Sirius XM Radio Inc.,2017-01-06,908937,,,LOST_RESOLUTION
"Sirius XM Radio, Inc.",2016-10-04,908937,,,LOST_RESOLUTION
"Sirius XM Radio, Inc.",2017-01-25,908937,,,LOST_RESOLUTION
"Sirius XM Radio, Inc.",2016-12-19,908937,,,LOST_RESOLUTION
Sirius XM Satellite Radio,2012-04-12,908937,,,LOST_RESOLUTION
Snap Inc.,2022-03-01,1564408,,,LOST_RESOLUTION
Snap-on Incorporated,2022-03-01,91440,,,LOST_RESOLUTION
Snap-on Incorporated,2022-03-03,91440,,,LOST_RESOLUTION
"Snap-on, Inc.",2022-03-01,91440,91440.0,SEC name: SNAP ON INC,CIK_UNCHANGED
Snowflake Inc.,2024-03-01,1640147,1640147.0,"SEC name: SNOWFLAKE COMPUTING, INC.",CIK_UNCHANGED
Snowflake Inc.,2024-04-14,1640147,1640147.0,"SEC name: SNOWFLAKE COMPUTING, INC.",CIK_UNCHANGED
Sony Card Marketing & Services Company,2009-05-13,313838,,,LOST_RESOLUTION
Sony Corporation of America,2009-06-02,313838,,,LOST_RESOLUTION
Sony Electronics Inc.,2010-05-01,313838,,,LOST_RESOLUTION
Sony Interactive Entertainment,2023-05-28,313838,,,LOST_RESOLUTION
Sony Interactive Entertainment,2023-10-03,313838,,,LOST_RESOLUTION
Sony Interactive Entertainment LLC,2023-05-28,313838,,,LOST_RESOLUTION
"Sony Interactive Entertainment, LLC",2023-05-28,313838,,,LOST_RESOLUTION
Sony Network Entertainment America Inc.,2011-04-01,313838,,,LOST_RESOLUTION
Sony Online Entertainment,2011-05-05,313838,,,LOST_RESOLUTION
Sony Online Entertainment,2011-04-17,313838,,,LOST_RESOLUTION
Sony Online Entertainment LLC,2011-04-16,313838,,,LOST_RESOLUTION
Sony Pictures,2014-11-01,313838,,,LOST_RESOLUTION
Sony Pictures Entertainment Inc,2014-11-24,313838,,,LOST_RESOLUTION
Sony Pictures Entertainment Inc.,2014-11-01,313838,,,LOST_RESOLUTION
"Sony Pictures Entertainment, Inc.",2011-06-02,313838,,,LOST_RESOLUTION
"Sony Pictures Entertainment, Inc.",2014-11-24,313838,,,LOST_RESOLUTION
Sorenson Communications,2014-02-20,1034054,,,LOST_RESOLUTION
SOS International,2016-09-13,5272,,,LOST_RESOLUTION
Southwest Airlines Co.,2018-03-01,92380,92380.0,SEC name: SOUTHWEST AIRLINES CO,CIK_UNCHANGED
Southwest Airlines Co.,2017-10-01,92380,92380.0,SEC name: SOUTHWEST AIRLINES CO,CIK_UNCHANGED
