Window,N,N_Months,H1_Coef,H1_SE_Clustered,H1_P_Clustered,H2_Coef,H2_SE_Clustered,H2_P_Clustered,H3_Coef,H3_SE_Clustered,H3_P_Clustered,H4_Coef,H4_SE_Clustered,H4_P_Clustered,R2
60-day CAR,643,163,2.0379919675409393,1.7238145961189637,0.23754622827215943,-3.8578837853390042,2.911948423384869,0.18569872153493616,0.22063442576292097,0.11661582539681574,0.05894877774388152,-2.883280825012582,3.487908010678673,0.40874570172658964,0.028754194812764422
90-day CAR,641,162,1.0224975442005524,2.4006261783119895,0.6703039920746314,-5.408178282162717,3.754452584311419,0.15022874026385957,0.2580335641255404,0.17684102587153624,0.1450261178300647,-8.149563474371433,3.4027173563642292,0.01690929409572739,0.04514784701117358
