Window,Base_rate_pct,N_changes,FCC_Coefficient,FCC_AME_pp,AME_SE,p_value,Pred_Prob
30d,20.123839009287924,130,0.1333798206413307,2.13302476230695,4.070085688108917,0.600408456487245,0.19986852866172045
90d,46.28482972136223,299,0.34030929169036783,8.458819035929348,5.26080350101201,0.1083506114482311,0.462088027155694
180d,71.9814241486068,465,0.07702133214374171,1.5354733904378965,4.866360765823046,0.752463445965474,0.7250402216758777
