Model,Window,N,FCC_Coef,FCC_SE,FCC_P,R_squared
Market Model,car_30d,648,-2.059303403269971,1.0850741618962472,0.05771640248306609,0.020157915638966184
Market Model,bhar_5d,648,-0.6567549754051218,0.49738300976426825,0.18669449318684828,0.01886004227661975
Market Model,bhar_30d,648,-1.9987468393007557,1.011735248112059,0.0482042795486421,0.021732615465792082
