Quartile,Coefficient,Std_Error,p_value
Q1,3.144418323466365,3.683734793283963,0.39332932115806696
Q2,5.198556529293817,2.285845588572636,0.02295169037933755
Q3,-2.5863711010521233,1.7322405435727803,0.1354166414317818
