Window,N,FCC_Coef,FCC_SE,FCC_P,H1_Coef,H1_P,R_squared
bhar_5d,648,-0.6567549754051218,0.49738300976426825,0.18669449318684828,-0.08127952862326585,0.8602039461434361,0.01886004227661975
bhar_30d,648,-1.9987468393007557,1.011735248112059,0.0482042795486421,0.7554399659199307,0.39857794747116315,0.021732615465792082
