final_cik,breach_date,org_name,treated,gvkey,matched_ticker,firm_size_log,firm_size_log_tic,firm_size_log_v3,leverage,leverage_tic,leverage_v3,roa,roa_tic,roa_v3,op_margin,op_margin_tic,op_margin_v3
896878,2015-05-20,Intuit,0,027928,INTU,8.5566,8.5566,8.5566,0.4082,0.4082,0.4082,0.1744,0.1744,0.1744,0.3353,0.3353,0.3353
896878,2015-09-18,Intuit Inc,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2015-10-12,Intuit Inc,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2015-12-01,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2015-12-07,Intuit Inc.,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2015-12-31,"Intuit, Inc.",0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-01-21,Intuit Inc.,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-02-04,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-02-24,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-02-29,Intuit Inc,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-03-07,"Intuit, Inc.",0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-03-17,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-03-22,Intuit Inc.,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-03-29,Intuit Inc,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-04-06,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-04-14,Intuit Inc.,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-04-29,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-05-17,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-05-27,Intuit,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-06-01,"Intuit, Inc.",0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-06-09,Intuit Inc,0,027928,INTU,8.5108,8.5108,8.5108,0.5306,0.5306,0.5306,0.0735,0.0735,0.0735,0.2595,0.2595,0.2595
896878,2016-08-03,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-08-22,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-09-12,Intuit Inc,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-09-26,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-10-18,Intuit,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-10-23,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-10-30,Intuit Inc,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-11-22,Intuit Inc,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-12-05,"Intuit, Inc.",0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2016-12-13,"Intuit, Inc.",0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-01-01,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-01-12,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-01-27,Intuit,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-02-13,"Intuit, Inc.",0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-02-20,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-02-28,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-03-12,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-04-02,"Intuit, Inc.",0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-04-17,Intuit Inc,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-04-30,Intuit Inc,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-06-01,Intuit Inc.,0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-06-14,"Intuit, Inc.",0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-07-30,"Intuit, Inc.",0,027928,INTU,8.3547,8.3547,8.3547,0.7268,0.7268,0.7268,0.2304,0.2304,0.2304,0.3153,0.3153,0.3153
896878,2017-08-08,Intuit Inc.,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2017-08-16,Intuit Inc.,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2017-08-25,Intuit Inc.,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2017-09-01,Intuit Inc,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2017-10-17,Intuit,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2018-02-06,Intuit Inc.,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2018-03-14,Intuit Inc.,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2018-04-26,Intuit,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2018-05-16,Intuit,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2018-06-15,Intuit Inc,0,027928,INTU,8.3109,8.3109,8.3109,0.6672,0.6672,0.6672,0.2387,0.2387,0.2387,0.315,0.315,0.315
896878,2019-01-29,"Intuit, Inc.",0,027928,INTU,8.5522,8.5522,8.5522,0.5454,0.5454,0.5454,0.2339,0.2339,0.2339,0.307,0.307,0.307
896878,2019-02-21,"Intuit, Inc.",0,027928,INTU,8.5522,8.5522,8.5522,0.5454,0.5454,0.5454,0.2339,0.2339,0.2339,0.307,0.307,0.307
896878,2019-03-21,Intuit Inc.,0,027928,INTU,8.5522,8.5522,8.5522,0.5454,0.5454,0.5454,0.2339,0.2339,0.2339,0.307,0.307,0.307
896878,2019-03-26,"Intuit, Inc.",0,027928,INTU,8.5522,8.5522,8.5522,0.5454,0.5454,0.5454,0.2339,0.2339,0.2339,0.307,0.307,0.307
896878,2019-04-07,Intuit Inc.,0,027928,INTU,8.5522,8.5522,8.5522,0.5454,0.5454,0.5454,0.2339,0.2339,0.2339,0.307,0.307,0.307
896878,2019-04-16,Intuit,0,027928,INTU,8.5522,8.5522,8.5522,0.5454,0.5454,0.5454,0.2339,0.2339,0.2339,0.307,0.307,0.307
896878,2019-09-20,Intuit Inc,0,027928,INTU,8.7456,8.7456,8.7456,0.4033,0.4033,0.4033,0.2478,0.2478,0.2478,0.3066,0.3066,0.3066
896878,2020-03-31,Intuit,0,027928,INTU,8.7456,8.7456,8.7456,0.4033,0.4033,0.4033,0.2478,0.2478,0.2478,0.3066,0.3066,0.3066
896878,2020-04-12,Intuit Inc.,0,027928,INTU,8.7456,8.7456,8.7456,0.4033,0.4033,0.4033,0.2478,0.2478,0.2478,0.3066,0.3066,0.3066
896878,2022-02-06,Intuit Inc,0,027928,INTU,9.6496,9.6496,9.6496,0.3639,0.3639,0.3639,0.1329,0.1329,0.1329,0.2995,0.2995,0.2995
896878,2022-04-15,Intuit Inc.,0,027928,INTU,9.6496,9.6496,9.6496,0.3639,0.3639,0.3639,0.1329,0.1329,0.1329,0.2995,0.2995,0.2995
896878,2023-01-01,Intuit Inc.,0,027928,INTU,10.2304,10.2304,10.2304,0.4072,0.4072,0.4072,0.0745,0.0745,0.0745,0.2771,0.2771,0.2771
896878,2023-06-04,Intuit Inc,0,027928,INTU,10.2304,10.2304,10.2304,0.4072,0.4072,0.4072,0.0745,0.0745,0.0745,0.2771,0.2771,0.2771
896878,2023-12-01,Intuit Inc.,0,027928,INTU,10.2321,10.2321,10.2321,0.3784,0.3784,0.3784,0.0858,0.0858,0.0858,0.275,0.275,0.275
896878,2024-01-29,Intuit Inc.,0,027928,INTU,10.2321,10.2321,10.2321,0.3784,0.3784,0.3784,0.0858,0.0858,0.0858,0.275,0.275,0.275
896878,2024-03-05,Intuit Inc,0,027928,INTU,10.2321,10.2321,10.2321,0.3784,0.3784,0.3784,0.0858,0.0858,0.0858,0.275,0.275,0.275
896878,2024-12-20,Intuit Inc.,0,027928,INTU,10.3776,10.3776,10.3776,0.4262,0.4262,0.4262,0.0922,0.0922,0.0922,0.285,0.285,0.285
896878,2025-01-21,Intuit Inc.,0,027928,INTU,10.3776,10.3776,10.3776,0.4262,0.4262,0.4262,0.0922,0.0922,0.0922,0.285,0.285,0.285
905036,2020-01-01,"Marriott International, Inc.",0,066684,,,,,,,,,,,,,
908937,2012-03-19,Sirius XM Radio Inc.,0,030662,SIRI,8.9221,8.9221,8.9221,0.9061,0.9061,0.9061,0.057,0.057,0.057,0.3131,0.3131,0.3131
908937,2012-04-12,Sirius XM Satellite Radio,0,030662,SIRI,8.9221,8.9221,8.9221,0.9061,0.9061,0.9061,0.057,0.057,0.057,0.3131,0.3131,0.3131
908937,2016-02-01,Sirius XM Radio Inc.,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-04-05,Sirius XM Radio Inc.,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-08-20,Sirius XM Radio Inc.,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-09-26,Sirius XM Radio Inc,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-10-04,"Sirius XM Radio, Inc.",0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-10-31,Sirius XM Radio Inc.,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-11-15,Sirius XM Radio Inc.,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-12-04,Sirius XM Radio Inc,0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2016-12-19,"Sirius XM Radio, Inc.",0,030662,SIRI,8.993,8.993,8.993,1.0207,1.0207,1.0207,0.0633,0.0633,0.0633,0.343,0.343,0.343
908937,2017-01-06,Sirius XM Radio Inc.,0,030662,SIRI,8.9876,8.9876,8.9876,1.099,1.099,1.099,0.0932,0.0932,0.0932,0.3508,0.3508,0.3508
908937,2017-01-25,"Sirius XM Radio, Inc.",0,030662,SIRI,8.9876,8.9876,8.9876,1.099,1.099,1.099,0.0932,0.0932,0.0932,0.3508,0.3508,0.3508
908937,2017-08-06,Sirius XM Radio Inc.,0,030662,SIRI,8.9876,8.9876,8.9876,1.099,1.099,1.099,0.0932,0.0932,0.0932,0.3508,0.3508,0.3508
908937,2017-09-18,Sirius XM Radio Inc.,0,030662,SIRI,8.9876,8.9876,8.9876,1.099,1.099,1.099,0.0932,0.0932,0.0932,0.3508,0.3508,0.3508
911167,2024-06-20,Ariel Corporation,0,031455,,,,,,,,,,,,,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,060800,,9.7625,,,0.8404,,,0.0027,,,0.2118,,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,060800,,9.5017,,,1.0744,,,-0.1804,,,0.346,,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,060800,,9.5017,,,1.0744,,,-0.1804,,,0.346,,
920522,2013-08-13,"Essex Property Trust, Inc.",0,030293,ESS,8.4862,8.4862,8.4862,0.6112,0.6112,0.6112,0.0258,0.0258,0.0258,0.3748,0.3748,0.3748
924613,2013-07-22,Nokia Inc.,0,023671,NOK,10.5838,10.5838,10.5838,0.6846,0.6846,0.6846,-0.1037,-0.1037,-0.1037,0.0231,0.0231,0.0231
1744489,2008-07-29,The Walt Disney Company,0,003980,DIS,11.0174,11.0174,11.0174,0.474,0.474,0.474,0.0769,0.0769,0.0769,0.235,0.235,0.235
943452,2022-03-15,Wabtec Corporation,0,060979,WAB,9.823,9.823,9.823,0.4452,0.4452,0.4452,0.0302,0.0302,0.0302,0.184,0.184,0.184
1000228,2023-09-27,"Henry Schein, Inc.",0,061494,HSIC,9.0603,9.0603,9.0603,0.4573,0.4573,0.4573,0.0625,0.0625,0.0625,0.0848,0.0848,0.0848
1000564,2020-01-18,Communications & Power Industries LLC,0,,,,,,,,,,,,,,
1001082,2023-02-22,"DISH Network, LLC",1,060900,DISH,10.8706,10.8706,10.8706,0.6501,0.6501,0.6501,0.0438,0.0438,0.0438,0.1656,0.1656,0.1656
1001082,2023-05-17,"DISH Network, LLC",1,060900,DISH,10.8706,10.8706,10.8706,0.6501,0.6501,0.6501,0.0438,0.0438,0.0438,0.1656,0.1656,0.1656
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,061567,EL,9.948,9.948,9.948,0.6924,0.6924,0.6924,0.1143,0.1143,0.1143,0.2369,0.2369,0.2369
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,061567,EL,9.948,9.948,9.948,0.6924,0.6924,0.6924,0.1143,0.1143,0.1143,0.2369,0.2369,0.2369
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,061567,EL,10.0611,10.0611,10.0611,0.7259,0.7259,0.7259,0.043,0.043,0.043,0.1604,0.1604,0.1604
1002517,2014-12-10,"Nuance Communications, Inc.",0,061685,,8.6691,,,0.5564,,,-0.0258,,,0.1269,,
1011006,2012-07-11,Yahoo! Voices,0,062634,YHOO,9.6012,,,,,,0.0709,,,0.2955,,
1011006,2013-08-01,Yahoo! Inc.,0,062634,YHOO,9.747,,,,,,0.2307,,,0.2922,,
1011006,2014-12-01,Yahoo,0,062634,YHOO,9.7294,,,0.2186,,,0.0813,,,0.2577,,
1011006,2016-08-13,Yahoo Inc.,0,062634,YHOO,10.7189,,,0.3567,,,-0.0964,,,0.0955,,
1041061,2023-01-13,"Yum! Brands, Inc.",0,065417,YUM,8.6735,8.6735,8.6735,2.5183,2.5183,2.5183,0.2267,0.2267,0.2267,0.3534,0.3534,0.3534
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,004598,FDX,10.1227,10.1227,10.1227,0.4454,0.4454,0.4454,0.0475,0.0475,0.0475,0.1129,0.1129,0.1129
1051470,2013-10-31,Crown Castle,0,113490,CCI,9.6859,9.6859,9.6859,0.8166,0.8166,0.8166,0.0117,0.0117,0.0117,0.6143,0.6143,0.6143
1051470,2013-11-19,Crown Castle,0,113490,CCI,9.6859,9.6859,9.6859,0.8166,0.8166,0.8166,0.0117,0.0117,0.0117,0.6143,0.6143,0.6143
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,111864,CTSH,9.693,9.693,9.693,0.3198,0.3198,0.3198,0.1137,0.1137,0.1137,0.1978,0.1978,0.1978
1060391,2013-08-10,Republic Services,0,112168,RSG,9.8841,9.8841,9.8841,0.6072,0.6072,0.6072,0.0291,0.0291,0.0291,0.2823,0.2823,0.2823
1060391,2013-08-26,Republic Services,0,112168,RSG,9.8841,9.8841,9.8841,0.6072,0.6072,0.6072,0.0291,0.0291,0.0291,0.2823,0.2823,0.2823
1060391,2019-02-01,"Republic Services, Inc.",0,112168,RSG,9.9812,9.9812,9.9812,0.6332,0.6332,0.6332,0.048,0.048,0.048,0.2792,0.2792,0.2792
1060391,2021-09-20,"Republic Services, Inc.",0,112168,RSG,10.0619,10.0619,10.0619,0.6378,0.6378,0.6378,0.0413,0.0413,0.0413,0.2979,0.2979,0.2979
1060391,2022-04-09,"Republic Services, Inc.",0,112168,RSG,10.1248,10.1248,10.1248,0.6402,0.6402,0.6402,0.0517,0.0517,0.0517,0.2958,0.2958,0.2958
1067837,2019-08-04,"Audacy, Inc",0,117902,,8.2991,,,0.6681,,,-0.0899,,,0.2017,,
1067837,2019-09-18,Entercom Communications Corp.,0,117902,,8.2991,,,0.6681,,,-0.0899,,,0.2017,,
1091411,2009-06-02,Sony Corporation of America,0,,,,,,,,,,,,,,
1091667,2008-07-14,"Charter Communications, Inc.",1,126136,CHTR,9.5933,9.5933,9.5933,1.5242,1.5242,1.5242,-0.1102,-0.1102,-0.1102,0.3487,0.3487,0.3487
1091667,2008-08-11,Charter Communications,1,126136,CHTR,9.5933,9.5933,9.5933,1.5242,1.5242,1.5242,-0.1102,-0.1102,-0.1102,0.3487,0.3487,0.3487
1091667,2013-04-26,"Charter Communications, Inc.",1,126136,CHTR,9.655,9.655,9.655,0.9904,0.9904,0.9904,-0.0195,-0.0195,-0.0195,0.3497,0.3497,0.3497
1091667,2014-01-21,"Charter Communications, Inc.",1,126136,CHTR,9.7582,9.7582,9.7582,0.9913,0.9913,0.9913,-0.0098,-0.0098,-0.0098,0.3501,0.3501,0.3501
1091667,2014-09-30,Charter Communication,1,126136,CHTR,9.7582,9.7582,9.7582,0.9913,0.9913,0.9913,-0.0098,-0.0098,-0.0098,0.3501,0.3501,0.3501
1091667,2022-12-21,Charter Communications,1,126136,CHTR,11.867,11.867,11.867,0.8726,0.8726,0.8726,0.0327,0.0327,0.0327,0.3909,0.3909,0.3909
1091667,2023-01-01,"Charter Communications, Inc.",1,126136,CHTR,11.8812,11.8812,11.8812,0.9132,0.9132,0.9132,0.035,0.035,0.035,0.3914,0.3914,0.3914
1091667,2023-09-01,"Charter Communications, Inc.",1,126136,CHTR,11.8812,11.8812,11.8812,0.9132,0.9132,0.9132,0.035,0.035,0.035,0.3914,0.3914,0.3914
1098659,2022-07-18,Mediacom Communications Corporation,1,129442,,,,,,,,,,,,,
1103415,2019-08-08,PayPal Inc.,0,145471,,,,,,,,,,,,,
1103415,2022-12-06,"PayPal, Inc.",0,145471,,,,,,,,,,,,,
1105705,2006-12-01,Time Warner Inc.,0,025056,,11.7157,,,0.4412,,,0.0238,,,0.2474,,
1105705,2015-01-28,Time Warner Inc.,0,025056,,11.055,,,0.6131,,,0.0605,,,0.2524,,
1105705,2015-02-19,TimeWarner,0,025056,,11.055,,,0.6131,,,0.0605,,,0.2524,,
1105705,2016-08-10,Time Warner Inc.,0,025056,,11.0643,,,0.6296,,,0.06,,,0.2726,,
1105705,2017-05-15,"Home Box Office, Inc.",0,025056,,11.0969,,,0.6306,,,0.0595,,,0.2861,,
1105705,2017-07-20,Time Warner Inc.,0,025056,,11.0969,,,0.6306,,,0.0595,,,0.2861,,
1105705,2017-07-23,"Home Box Office, Inc.",0,025056,,11.0969,,,0.6306,,,0.0595,,,0.2861,,
1105705,2017-10-30,"Home Box Office, Inc.",0,025056,,11.0969,,,0.6306,,,0.0595,,,0.2861,,
1108524,2008-02-07,Salesforce.com,0,157855,CRM,6.9936,6.9936,6.9936,0.5769,0.5769,0.5769,0.0168,0.0168,0.0168,0.0598,0.0598,0.0598
1123360,2012-06-22,"Global Payments, Inc.",0,141913,GPN,7.8966,7.8966,7.8966,0.4623,0.4623,0.4623,0.07,0.07,0.07,0.2297,0.2297,0.2297
1123360,2012-07-25,Global Payments Inc.,0,141913,GPN,7.8966,7.8966,7.8966,0.4623,0.4623,0.4623,0.07,0.07,0.07,0.2297,0.2297,0.2297
1124610,2015-07-02,"VMware, Inc.",0,178083,,9.6301,,,0.5014,,,0.0582,,,0.2542,,
1124610,2015-08-19,Vmware Inc,0,178083,,9.6301,,,0.5014,,,0.0582,,,0.2542,,
1125259,2019-04-01,Carnival Corporation & PLC,0,140821,,9.6173,,,0.4317,,,0.0775,,,0.2403,,
1125259,2019-04-11,Carnival Corporation & PLC,0,140821,,9.6173,,,0.4317,,,0.0775,,,0.2403,,
1125259,2020-08-15,Carnival Corporation & plc,0,140821,,,,,,,,,,,,,
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,165993,FIS,8.9399,8.9399,8.9399,0.5864,0.5864,0.5864,0.034,0.034,0.034,0.2409,0.2409,0.2409
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-05-27,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-06-21,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-06-26,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-07-17,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-07-21,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-09-08,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-09-19,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-10-04,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-11-09,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1136893,2023-11-20,"Fidelity National Information Services, Inc.",0,165993,FIS,11.0553,11.0553,11.0553,0.5669,0.5669,0.5669,-0.2642,-0.2642,-0.2642,0.3705,0.3705,0.3705
1137789,2016-02-29,Seagate US LLC,0,150937,,9.1947,,,0.6934,,,0.1769,,,0.1717,,
1137789,2016-03-14,Seagate US LLC,0,150937,,9.1947,,,0.6934,,,0.1769,,,0.1717,,
1137789,2017-07-08,Seagate Technology LLC,0,150937,STX,9.1343,9.1343,9.1343,0.8528,0.8528,0.8528,0.0833,0.0833,0.0833,0.1839,0.1839,0.1839
1140859,2024-02-21,"Cencora, Inc.",0,031673,COR,11.0439,11.0439,11.0439,0.9893,0.9893,0.9893,0.0279,0.0279,0.0279,0.0134,0.0134,0.0134
1140859,2024-04-10,"Cencora, Inc.",0,031673,COR,11.0439,11.0439,11.0439,0.9893,0.9893,0.9893,0.0279,0.0279,0.0279,0.0134,0.0134,0.0134
1140859,2024-05-08,"Cencora, Inc.",0,031673,COR,11.0439,11.0439,11.0439,0.9893,0.9893,0.9893,0.0279,0.0279,0.0279,0.0134,0.0134,0.0134
1145813,2010-02-08,Fox Group,0,,,,,,,,,,,,,,
1166691,2008-01-29,Comcast,1,003226,CMCSA,11.6388,11.6388,11.6388,0.6333,0.6333,0.6333,0.0228,0.0228,0.0228,0.3828,0.3828,0.3828
1166691,2009-05-11,"Comcast Cable Communications, Inc.",1,003226,CMCSA,11.6353,11.6353,11.6353,0.6395,0.6395,0.6395,0.0225,0.0225,0.0225,0.3882,0.3882,0.3882
