final_cik,breach_date,org_name,treated,gvkey,variable,v3_value,v4_value,change,delta
320193,2015-09-18,Apple Inc.,0,001690,op_margin,0.3307,0.3307,identical,0.0
320193,2019-02-02,Apple Inc.,0,001690,firm_size_log,12.8096,12.8096,identical,0.0
320193,2019-02-02,Apple Inc.,0,001690,leverage,0.707,0.707,identical,0.0
320193,2019-02-02,Apple Inc.,0,001690,roa,0.1628,0.1628,identical,0.0
320193,2019-02-02,Apple Inc.,0,001690,op_margin,0.3013,0.3013,identical,0.0
320193,2020-11-01,Apple Inc.,0,001690,firm_size_log,12.6882,12.6882,identical,0.0
320193,2020-11-01,Apple Inc.,0,001690,leverage,0.7983,0.7983,identical,0.0
320193,2020-11-01,Apple Inc.,0,001690,roa,0.1773,0.1773,identical,0.0
320193,2020-11-01,Apple Inc.,0,001690,op_margin,0.2768,0.2768,identical,0.0
1336920,2022-09-30,"Leidos, Inc.",0,165123,firm_size_log,,9.4926,gained,
1336920,2022-09-30,"Leidos, Inc.",0,165123,leverage,,0.6724,gained,
1336920,2022-09-30,"Leidos, Inc.",0,165123,roa,,0.0568,gained,
1336920,2022-09-30,"Leidos, Inc.",0,165123,op_margin,,0.108,gained,
354190,2017-06-01,Gallagher NAC,0,004973,firm_size_log,9.3492,9.3492,identical,0.0
354190,2017-06-01,Gallagher NAC,0,004973,leverage,0.6818,0.6818,identical,0.0
354190,2017-06-01,Gallagher NAC,0,004973,roa,0.0361,0.0361,identical,0.0
354190,2017-06-01,Gallagher NAC,0,004973,op_margin,0.1711,0.1711,identical,0.0
354190,2017-06-18,Gallagher NAC,0,004973,firm_size_log,9.3492,9.3492,identical,0.0
354190,2017-06-18,Gallagher NAC,0,004973,leverage,0.6818,0.6818,identical,0.0
354190,2017-06-18,Gallagher NAC,0,004973,roa,0.0361,0.0361,identical,0.0
354190,2017-06-18,Gallagher NAC,0,004973,op_margin,0.1711,0.1711,identical,0.0
354950,2014-02-10,The Home Depot,0,005680,firm_size_log,10.6095,10.6095,identical,0.0
354950,2014-02-10,The Home Depot,0,005680,leverage,0.691,0.691,identical,0.0
354950,2014-02-10,The Home Depot,0,005680,roa,0.1329,0.1329,identical,0.0
354950,2014-02-10,The Home Depot,0,005680,op_margin,0.1369,0.1369,identical,0.0
708818,2023-03-29,"NextGen Healthcare, Inc.",0,008858,firm_size_log,,6.442,gained,
708818,2023-03-29,"NextGen Healthcare, Inc.",0,008858,leverage,,0.326,gained,
708818,2023-03-29,"NextGen Healthcare, Inc.",0,008858,roa,,0.0026,gained,
708818,2023-03-29,"NextGen Healthcare, Inc.",0,008858,op_margin,,0.1132,gained,
723254,2020-09-16,Cintas Corporation,0,003062,firm_size_log,8.9451,8.9451,identical,0.0
723254,2020-09-16,Cintas Corporation,0,003062,leverage,0.5782,0.5782,identical,0.0
723254,2020-09-16,Cintas Corporation,0,003062,roa,0.1142,0.1142,identical,0.0
723254,2020-09-16,Cintas Corporation,0,003062,op_margin,0.2022,0.2022,identical,0.0
731766,2024-02-12,Change Healthcare Inc.,0,010903,firm_size_log,,12.5199,gained,
731766,2024-02-12,Change Healthcare Inc.,0,010903,leverage,,0.6386,gained,
731766,2024-02-12,Change Healthcare Inc.,0,010903,roa,,0.0818,gained,
731766,2024-02-12,Change Healthcare Inc.,0,010903,op_margin,,0.0978,gained,
732712,2008-06-27,Verizon,1,002136,firm_size_log,12.1386,12.1386,identical,0.0
732712,2008-06-27,Verizon,1,002136,leverage,0.5568,0.5568,identical,0.0
732712,2008-06-27,Verizon,1,002136,roa,0.0295,0.0295,identical,0.0
732712,2008-06-27,Verizon,1,002136,op_margin,0.3326,0.3326,identical,0.0
732712,2014-01-20,Verizon Corporate Services Group Inc.,1,002136,firm_size_log,12.5212,12.5212,identical,0.0
732712,2014-01-20,Verizon Corporate Services Group Inc.,1,002136,leverage,0.6519,0.6519,identical,0.0
732712,2014-01-20,Verizon Corporate Services Group Inc.,1,002136,roa,0.0419,0.0419,identical,0.0
732712,2014-01-20,Verizon Corporate Services Group Inc.,1,002136,op_margin,0.4029,0.4029,identical,0.0
732712,2014-02-26,Verizon,1,002136,firm_size_log,12.5212,12.5212,identical,0.0
732712,2014-02-26,Verizon,1,002136,leverage,0.6519,0.6519,identical,0.0
732712,2014-02-26,Verizon,1,002136,roa,0.0419,0.0419,identical,0.0
732712,2014-02-26,Verizon,1,002136,op_margin,0.4029,0.4029,identical,0.0
732712,2016-08-10,Verizon,1,002136,firm_size_log,12.4075,12.4075,identical,0.0
732712,2016-08-10,Verizon,1,002136,leverage,0.9271,0.9271,identical,0.0
732712,2016-08-10,Verizon,1,002136,roa,0.0731,0.0731,identical,0.0
732712,2016-08-10,Verizon,1,002136,op_margin,0.3729,0.3729,identical,0.0
732712,2017-07-20,Verizon,1,002136,firm_size_log,12.4057,12.4057,identical,0.0
732712,2017-07-20,Verizon,1,002136,leverage,0.9016,0.9016,identical,0.0
732712,2017-07-20,Verizon,1,002136,roa,0.0538,0.0538,identical,0.0
732712,2017-07-20,Verizon,1,002136,op_margin,0.3332,0.3332,identical,0.0
732712,2019-03-12,Verizon Media,0,002136,firm_size_log,12.4868,12.4868,identical,0.0
732712,2019-03-12,Verizon Media,0,002136,leverage,0.7934,0.7934,identical,0.0
732712,2019-03-12,Verizon Media,0,002136,roa,0.0586,0.0586,identical,0.0
732712,2019-03-12,Verizon Media,0,002136,op_margin,0.3605,0.3605,identical,0.0
732712,2019-04-24,Verizon,1,002136,firm_size_log,12.4868,12.4868,identical,0.0
732712,2019-04-24,Verizon,1,002136,leverage,0.7934,0.7934,identical,0.0
732712,2019-04-24,Verizon,1,002136,roa,0.0586,0.0586,identical,0.0
732712,2019-04-24,Verizon,1,002136,op_margin,0.3605,0.3605,identical,0.0
732712,2019-06-03,Verizon,1,002136,firm_size_log,12.4868,12.4868,identical,0.0
732712,2019-06-03,Verizon,1,002136,leverage,0.7934,0.7934,identical,0.0
732712,2019-06-03,Verizon,1,002136,roa,0.0586,0.0586,identical,0.0
732712,2019-06-03,Verizon,1,002136,op_margin,0.3605,0.3605,identical,0.0
732712,2023-05-11,Verizon,1,002136,firm_size_log,12.8471,12.8471,identical,0.0
732712,2023-05-11,Verizon,1,002136,leverage,0.7565,0.7565,identical,0.0
732712,2023-05-11,Verizon,1,002136,roa,0.056,0.056,identical,0.0
732712,2023-05-11,Verizon,1,002136,op_margin,0.3477,0.3477,identical,0.0
732712,2023-09-21,Verizon Communications Inc.,1,002136,firm_size_log,12.8471,12.8471,identical,0.0
732712,2023-09-21,Verizon Communications Inc.,1,002136,leverage,0.7565,0.7565,identical,0.0
732712,2023-09-21,Verizon Communications Inc.,1,002136,roa,0.056,0.056,identical,0.0
732712,2023-09-21,Verizon Communications Inc.,1,002136,op_margin,0.3477,0.3477,identical,0.0
732712,2024-02-06,Verizon Communications Inc.,1,002136,firm_size_log,12.8486,12.8486,identical,0.0
732712,2024-02-06,Verizon Communications Inc.,1,002136,leverage,0.7533,0.7533,identical,0.0
732712,2024-02-06,Verizon Communications Inc.,1,002136,roa,0.0305,0.0305,identical,0.0
732712,2024-02-06,Verizon Communications Inc.,1,002136,op_margin,0.3527,0.3527,identical,0.0
732717,2008-05-23,AT&T,1,009899,firm_size_log,12.5269,12.5269,identical,0.0
732717,2008-05-23,AT&T,1,009899,leverage,0.5815,0.5815,identical,0.0
732717,2008-05-23,AT&T,1,009899,roa,0.0434,0.0434,identical,0.0
732717,2008-05-23,AT&T,1,009899,op_margin,0.353,0.353,identical,0.0
732717,2012-01-01,AT&T,1,009899,firm_size_log,12.5075,12.5075,identical,0.0
732717,2012-01-01,AT&T,1,009899,leverage,0.6087,0.6087,identical,0.0
732717,2012-01-01,AT&T,1,009899,roa,0.0146,0.0146,identical,0.0
732717,2012-01-01,AT&T,1,009899,op_margin,0.2737,0.2737,identical,0.0
732717,2013-01-01,AT&T,1,009899,firm_size_log,12.5147,12.5147,identical,0.0
732717,2013-01-01,AT&T,1,009899,leverage,0.6596,0.6596,identical,0.0
732717,2013-01-01,AT&T,1,009899,roa,0.0267,0.0267,identical,0.0
732717,2013-01-01,AT&T,1,009899,op_margin,0.2444,0.2444,identical,0.0
732717,2013-11-05,AT&T,1,009899,firm_size_log,12.5147,12.5147,identical,0.0
732717,2013-11-05,AT&T,1,009899,leverage,0.6596,0.6596,identical,0.0
732717,2013-11-05,AT&T,1,009899,roa,0.0267,0.0267,identical,0.0
732717,2013-11-05,AT&T,1,009899,op_margin,0.2444,0.2444,identical,0.0
732717,2014-02-01,AT&T,1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-02-01,AT&T,1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-02-01,AT&T,1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-02-01,AT&T,1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-04-01,AT&T,1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-04-01,AT&T,1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-04-01,AT&T,1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-04-01,AT&T,1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-04-09,"AT&T Services, Inc.",1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-04-09,"AT&T Services, Inc.",1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-04-09,"AT&T Services, Inc.",1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-04-09,"AT&T Services, Inc.",1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-06-05,"AT&T Services, Inc.",1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-06-05,"AT&T Services, Inc.",1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-06-05,"AT&T Services, Inc.",1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-06-05,"AT&T Services, Inc.",1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-06-11,AT&T,1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-06-11,AT&T,1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-06-11,AT&T,1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-06-11,AT&T,1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-08-05,ATT-Breach Notification,0,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-08-05,ATT-Breach Notification,0,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-08-05,ATT-Breach Notification,0,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-08-05,ATT-Breach Notification,0,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-08-11,"AT&T Services, Inc.",1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-08-11,"AT&T Services, Inc.",1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-08-11,"AT&T Services, Inc.",1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-08-11,"AT&T Services, Inc.",1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-10-09,AT&T,1,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-10-09,AT&T,1,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-10-09,AT&T,1,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-10-09,AT&T,1,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2014-10-16,ATT-Breach Notification,0,009899,firm_size_log,12.5346,12.5346,identical,0.0
732717,2014-10-16,ATT-Breach Notification,0,009899,leverage,0.6707,0.6707,identical,0.0
732717,2014-10-16,ATT-Breach Notification,0,009899,roa,0.0657,0.0657,identical,0.0
732717,2014-10-16,ATT-Breach Notification,0,009899,op_margin,0.3835,0.3835,identical,0.0
732717,2017-01-01,"AT&T Services, Inc.",1,009899,firm_size_log,12.9087,12.9087,identical,0.0
732717,2017-01-01,"AT&T Services, Inc.",1,009899,leverage,0.6927,0.6927,identical,0.0
732717,2017-01-01,"AT&T Services, Inc.",1,009899,roa,0.0321,0.0321,identical,0.0
732717,2017-01-01,"AT&T Services, Inc.",1,009899,op_margin,0.3063,0.3063,identical,0.0
732717,2017-01-25,AT&T,1,009899,firm_size_log,12.9087,12.9087,identical,0.0
732717,2017-01-25,AT&T,1,009899,leverage,0.6927,0.6927,identical,0.0
732717,2017-01-25,AT&T,1,009899,roa,0.0321,0.0321,identical,0.0
732717,2017-01-25,AT&T,1,009899,op_margin,0.3063,0.3063,identical,0.0
732717,2017-02-01,AT&T Services,1,009899,firm_size_log,12.9087,12.9087,identical,0.0
732717,2017-02-01,AT&T Services,1,009899,leverage,0.6927,0.6927,identical,0.0
732717,2017-02-01,AT&T Services,1,009899,roa,0.0321,0.0321,identical,0.0
732717,2017-02-01,AT&T Services,1,009899,op_margin,0.3063,0.3063,identical,0.0
732717,2018-08-17,Cricket Wireless LLC,1,009899,firm_size_log,13.0038,13.0038,identical,0.0
732717,2018-08-17,Cricket Wireless LLC,1,009899,leverage,0.6802,0.6802,identical,0.0
732717,2018-08-17,Cricket Wireless LLC,1,009899,roa,0.0663,0.0663,identical,0.0
732717,2018-08-17,Cricket Wireless LLC,1,009899,op_margin,0.307,0.307,identical,0.0
732717,2018-08-21,Cricket Wireless LLC,1,009899,firm_size_log,13.0038,13.0038,identical,0.0
732717,2018-08-21,Cricket Wireless LLC,1,009899,leverage,0.6802,0.6802,identical,0.0
732717,2018-08-21,Cricket Wireless LLC,1,009899,roa,0.0663,0.0663,identical,0.0
732717,2018-08-21,Cricket Wireless LLC,1,009899,op_margin,0.307,0.307,identical,0.0
732717,2019-01-01,"AT&T, Inc.",1,009899,firm_size_log,13.1841,13.1841,identical,0.0
732717,2019-01-01,"AT&T, Inc.",1,009899,leverage,0.6355,0.6355,identical,0.0
732717,2019-01-01,"AT&T, Inc.",1,009899,roa,0.0364,0.0364,identical,0.0
732717,2019-01-01,"AT&T, Inc.",1,009899,op_margin,0.3312,0.3312,identical,0.0
732717,2022-06-01,AT&T,1,009899,firm_size_log,13.2206,13.2206,identical,0.0
732717,2022-06-01,AT&T,1,009899,leverage,0.6667,0.6667,identical,0.0
732717,2022-06-01,AT&T,1,009899,roa,0.0364,0.0364,identical,0.0
732717,2022-06-01,AT&T,1,009899,op_margin,0.3048,0.3048,identical,0.0
732717,2022-08-30,"AT&T Services, Inc.",1,009899,firm_size_log,13.2206,13.2206,identical,0.0
732717,2022-08-30,"AT&T Services, Inc.",1,009899,leverage,0.6667,0.6667,identical,0.0
732717,2022-08-30,"AT&T Services, Inc.",1,009899,roa,0.0364,0.0364,identical,0.0
732717,2022-08-30,"AT&T Services, Inc.",1,009899,op_margin,0.3048,0.3048,identical,0.0
732717,2023-03-01,"AT&T Services, Inc.",1,009899,firm_size_log,12.9063,12.9063,identical,0.0
732717,2023-03-01,"AT&T Services, Inc.",1,009899,leverage,0.7357,0.7357,identical,0.0
732717,2023-03-01,"AT&T Services, Inc.",1,009899,roa,-0.0195,-0.0195,identical,0.0
732717,2023-03-01,"AT&T Services, Inc.",1,009899,op_margin,0.3434,0.3434,identical,0.0
732717,2024-03-17,AT&T Inc.,1,009899,firm_size_log,12.9167,12.9167,identical,0.0
732717,2024-03-17,AT&T Inc.,1,009899,leverage,0.7066,0.7066,identical,0.0
732717,2024-03-17,AT&T Inc.,1,009899,roa,0.0354,0.0354,identical,0.0
732717,2024-03-17,AT&T Inc.,1,009899,op_margin,0.3555,0.3555,identical,0.0
732717,2024-03-26,AT&T Inc.,1,009899,firm_size_log,12.9167,12.9167,identical,0.0
732717,2024-03-26,AT&T Inc.,1,009899,leverage,0.7066,0.7066,identical,0.0
732717,2024-03-26,AT&T Inc.,1,009899,roa,0.0354,0.0354,identical,0.0
732717,2024-03-26,AT&T Inc.,1,009899,op_margin,0.3555,0.3555,identical,0.0
732717,2024-04-09,AT&T Inc,1,009899,firm_size_log,12.9167,12.9167,identical,0.0
732717,2024-04-09,AT&T Inc,1,009899,leverage,0.7066,0.7066,identical,0.0
732717,2024-04-09,AT&T Inc,1,009899,roa,0.0354,0.0354,identical,0.0
732717,2024-04-09,AT&T Inc,1,009899,op_margin,0.3555,0.3555,identical,0.0
732717,2024-04-14,AT&T Inc.,1,009899,firm_size_log,12.9167,12.9167,identical,0.0
732717,2024-04-14,AT&T Inc.,1,009899,leverage,0.7066,0.7066,identical,0.0
732717,2024-04-14,AT&T Inc.,1,009899,roa,0.0354,0.0354,identical,0.0
732717,2024-04-14,AT&T Inc.,1,009899,op_margin,0.3555,0.3555,identical,0.0
764180,2006-12-01,"Altria Group, Inc.",0,008543,firm_size_log,11.5894,11.5894,identical,0.0
764180,2006-12-01,"Altria Group, Inc.",0,008543,leverage,0.6309,0.6309,identical,0.0
764180,2006-12-01,"Altria Group, Inc.",0,008543,roa,0.0967,0.0967,identical,0.0
764180,2006-12-01,"Altria Group, Inc.",0,008543,op_margin,0.2737,0.2737,identical,0.0
771497,2018-01-08,ABM Industries Incorporated,0,001410,firm_size_log,,8.2461,gained,
771497,2018-01-08,ABM Industries Incorporated,0,001410,leverage,,0.6392,gained,
771497,2018-01-08,ABM Industries Incorporated,0,001410,roa,,0.001,gained,
771497,2018-01-08,ABM Industries Incorporated,0,001410,op_margin,,0.0314,gained,
773840,2021-02-16,Honeywell International Inc.,0,001300,firm_size_log,11.0758,11.0758,identical,0.0
773840,2021-02-16,Honeywell International Inc.,0,001300,leverage,0.7244,0.7244,identical,0.0
773840,2021-02-16,Honeywell International Inc.,0,001300,roa,0.074,0.074,identical,0.0
773840,2021-02-16,Honeywell International Inc.,0,001300,op_margin,0.2228,0.2228,identical,0.0
773840,2023-05-27,"Honeywell International, Inc.",0,001300,firm_size_log,11.0393,11.0393,identical,0.0
773840,2023-05-27,"Honeywell International, Inc.",0,001300,leverage,0.7218,0.7218,identical,0.0
773840,2023-05-27,"Honeywell International, Inc.",0,001300,roa,0.0797,0.0797,identical,0.0
773840,2023-05-27,"Honeywell International, Inc.",0,001300,op_margin,0.234,0.234,identical,0.0
773840,2023-06-03,Honeywell International Inc.,0,001300,firm_size_log,11.0393,11.0393,identical,0.0
773840,2023-06-03,Honeywell International Inc.,0,001300,leverage,0.7218,0.7218,identical,0.0
773840,2023-06-03,Honeywell International Inc.,0,001300,roa,0.0797,0.0797,identical,0.0
773840,2023-06-03,Honeywell International Inc.,0,001300,op_margin,0.234,0.234,identical,0.0
789019,2017-07-05,Microsoft Corporation,0,012141,firm_size_log,12.3929,12.3929,identical,0.0
789019,2017-07-05,Microsoft Corporation,0,012141,leverage,0.6997,0.6997,identical,0.0
789019,2017-07-05,Microsoft Corporation,0,012141,roa,0.088,0.088,identical,0.0
789019,2017-07-05,Microsoft Corporation,0,012141,op_margin,0.3383,0.3383,identical,0.0
789019,2019-12-05,Microsoft Corporation,0,012141,firm_size_log,12.5657,12.5657,identical,0.0
789019,2019-12-05,Microsoft Corporation,0,012141,leverage,0.6429,0.6429,identical,0.0
789019,2019-12-05,Microsoft Corporation,0,012141,roa,0.1369,0.1369,identical,0.0
789019,2019-12-05,Microsoft Corporation,0,012141,op_margin,0.4335,0.4335,identical,0.0
789019,2022-03-01,Microsoft Corporation,0,012141,firm_size_log,12.7182,12.7182,identical,0.0
789019,2022-03-01,Microsoft Corporation,0,012141,leverage,0.5746,0.5746,identical,0.0
789019,2022-03-01,Microsoft Corporation,0,012141,roa,0.1836,0.1836,identical,0.0
789019,2022-03-01,Microsoft Corporation,0,012141,op_margin,0.4808,0.4808,identical,0.0
789019,2022-09-24,Microsoft Corporation,0,012141,firm_size_log,12.8072,12.8072,identical,0.0
789019,2022-09-24,Microsoft Corporation,0,012141,leverage,0.5435,0.5435,identical,0.0
789019,2022-09-24,Microsoft Corporation,0,012141,roa,0.1994,0.1994,identical,0.0
789019,2022-09-24,Microsoft Corporation,0,012141,op_margin,0.4948,0.4948,identical,0.0
789019,2023-05-28,"Nuance Communications, Inc.",0,012141,firm_size_log,12.8072,12.8072,identical,0.0
789019,2023-05-28,"Nuance Communications, Inc.",0,012141,leverage,0.5435,0.5435,identical,0.0
789019,2023-05-28,"Nuance Communications, Inc.",0,012141,roa,0.1994,0.1994,identical,0.0
789019,2023-05-28,"Nuance Communications, Inc.",0,012141,op_margin,0.4948,0.4948,identical,0.0
789570,2019-07-07,MGM Resorts International,0,014418,firm_size_log,10.316,10.316,identical,0.0
789570,2019-07-07,MGM Resorts International,0,014418,leverage,0.6501,0.6501,identical,0.0
789570,2019-07-07,MGM Resorts International,0,014418,roa,0.0147,0.0147,identical,0.0
789570,2019-07-07,MGM Resorts International,0,014418,op_margin,0.2067,0.2067,identical,0.0
789570,2023-09-08,MGM Resorts International,0,014418,firm_size_log,10.7297,10.7297,identical,0.0
789570,2023-09-08,MGM Resorts International,0,014418,leverage,0.8825,0.8825,identical,0.0
789570,2023-09-08,MGM Resorts International,0,014418,roa,0.0315,0.0315,identical,0.0
789570,2023-09-08,MGM Resorts International,0,014418,op_margin,0.1355,0.1355,identical,0.0
790070,2014-01-07,EMC Corporation,0,012053,firm_size_log,,10.7331,gained,
790070,2014-01-07,EMC Corporation,0,012053,leverage,,0.4812,gained,
790070,2014-01-07,EMC Corporation,0,012053,roa,,0.063,gained,
790070,2014-01-07,EMC Corporation,0,012053,op_margin,,0.2608,gained,
796343,2013-09-11,Adobe Systems Incorporated,0,012540,firm_size_log,9.2078,9.2078,identical,0.0
796343,2013-09-11,Adobe Systems Incorporated,0,012540,leverage,0.3318,0.3318,identical,0.0
796343,2013-09-11,Adobe Systems Incorporated,0,012540,roa,0.0835,0.0835,identical,0.0
796343,2013-09-11,Adobe Systems Incorporated,0,012540,op_margin,0.3311,0.3311,identical,0.0
796343,2013-09-17,Adobe Systems Incorporated,0,012540,firm_size_log,9.2078,9.2078,identical,0.0
796343,2013-09-17,Adobe Systems Incorporated,0,012540,leverage,0.3318,0.3318,identical,0.0
796343,2013-09-17,Adobe Systems Incorporated,0,012540,roa,0.0835,0.0835,identical,0.0
796343,2013-09-17,Adobe Systems Incorporated,0,012540,op_margin,0.3311,0.3311,identical,0.0
796343,2019-10-19,Adobe Systems Incorporated,0,012540,firm_size_log,9.8399,9.8399,identical,0.0
796343,2019-10-19,Adobe Systems Incorporated,0,012540,leverage,0.5012,0.5012,identical,0.0
796343,2019-10-19,Adobe Systems Incorporated,0,012540,roa,0.138,0.138,identical,0.0
796343,2019-10-19,Adobe Systems Incorporated,0,012540,op_margin,0.3522,0.3522,identical,0.0
798354,2008-12-02,"Fiserv, Inc.",0,012635,firm_size_log,,9.3797,gained,
798354,2008-12-02,"Fiserv, Inc.",0,012635,leverage,,0.7917,gained,
798354,2008-12-02,"Fiserv, Inc.",0,012635,roa,,0.0371,gained,
798354,2008-12-02,"Fiserv, Inc.",0,012635,op_margin,,0.2239,gained,
798354,2021-09-25,Fiserv,0,012635,firm_size_log,,11.2202,gained,
798354,2021-09-25,Fiserv,0,012635,leverage,,0.5533,gained,
798354,2021-09-25,Fiserv,0,012635,roa,,0.0128,gained,
798354,2021-09-25,Fiserv,0,012635,op_margin,,0.3297,gained,
798354,2023-12-06,Fiserv,0,012635,firm_size_log,,11.337,gained,
798354,2023-12-06,Fiserv,0,012635,leverage,,0.6222,gained,
798354,2023-12-06,Fiserv,0,012635,roa,,0.0302,gained,
798354,2023-12-06,Fiserv,0,012635,op_margin,,0.3767,gained,
2041610,2023-01-01,Paramount,0,013714,firm_size_log,,10.975,gained,
2041610,2023-01-01,Paramount,0,013714,leverage,,0.5957,gained,
2041610,2023-01-01,Paramount,0,013714,roa,,0.0189,gained,
2041610,2023-01-01,Paramount,0,013714,op_margin,,0.1086,gained,
2041610,2023-08-10,Paramount Global,0,013714,firm_size_log,,10.975,gained,
2041610,2023-08-10,Paramount Global,0,013714,leverage,,0.5957,gained,
2041610,2023-08-10,Paramount Global,0,013714,roa,,0.0189,gained,
2041610,2023-08-10,Paramount Global,0,013714,op_margin,,0.1086,gained,
815097,2020-12-25,Carnival Corporation,0,013498,firm_size_log,10.8892,10.8892,identical,0.0
815097,2020-12-25,Carnival Corporation,0,013498,leverage,0.6165,0.6165,identical,0.0
815097,2020-12-25,Carnival Corporation,0,013498,roa,-0.191,-0.191,identical,0.0
815097,2020-12-25,Carnival Corporation,0,013498,op_margin,-0.4685,-0.4685,identical,0.0
815097,2021-03-19,Carnival Corporation,0,013498,firm_size_log,10.8892,10.8892,identical,0.0
815097,2021-03-19,Carnival Corporation,0,013498,leverage,0.6165,0.6165,identical,0.0
815097,2021-03-19,Carnival Corporation,0,013498,roa,-0.191,-0.191,identical,0.0
815097,2021-03-19,Carnival Corporation,0,013498,op_margin,-0.4685,-0.4685,identical,0.0
823768,2021-01-21,"USA Waste-Management Resources, LLC",0,014477,firm_size_log,10.2869,10.2869,identical,0.0
823768,2021-01-21,"USA Waste-Management Resources, LLC",0,014477,leverage,0.746,0.746,identical,0.0
823768,2021-01-21,"USA Waste-Management Resources, LLC",0,014477,roa,0.051,0.051,identical,0.0
823768,2021-01-21,"USA Waste-Management Resources, LLC",0,014477,op_margin,0.2909,0.2909,identical,0.0
831259,2023-08-08,Freeport-McMoRan Inc.,0,014590,firm_size_log,10.8414,10.8414,identical,0.0
831259,2023-08-08,Freeport-McMoRan Inc.,0,014590,leverage,0.5132,0.5132,identical,0.0
831259,2023-08-08,Freeport-McMoRan Inc.,0,014590,roa,0.0679,0.0679,identical,0.0
831259,2023-08-08,Freeport-McMoRan Inc.,0,014590,op_margin,0.4169,0.4169,identical,0.0
858877,2012-03-26,"Cisco Systems, Inc.",0,020779,firm_size_log,11.3748,11.3748,identical,0.0
858877,2012-03-26,"Cisco Systems, Inc.",0,020779,leverage,0.4574,0.4574,identical,0.0
858877,2012-03-26,"Cisco Systems, Inc.",0,020779,roa,0.0745,0.0745,identical,0.0
858877,2012-03-26,"Cisco Systems, Inc.",0,020779,op_margin,0.248,0.248,identical,0.0
858877,2012-04-13,"Cisco Systems, Inc.",0,020779,firm_size_log,11.3748,11.3748,identical,0.0
858877,2012-04-13,"Cisco Systems, Inc.",0,020779,leverage,0.4574,0.4574,identical,0.0
858877,2012-04-13,"Cisco Systems, Inc.",0,020779,roa,0.0745,0.0745,identical,0.0
858877,2012-04-13,"Cisco Systems, Inc.",0,020779,op_margin,0.248,0.248,identical,0.0
860731,2020-09-21,"Tyler Technologies, Inc.",0,010789,firm_size_log,7.6924,7.6924,identical,0.0
860731,2020-09-21,"Tyler Technologies, Inc.",0,010789,leverage,0.2622,0.2622,identical,0.0
860731,2020-09-21,"Tyler Technologies, Inc.",0,010789,roa,0.0669,0.0669,identical,0.0
860731,2020-09-21,"Tyler Technologies, Inc.",0,010789,op_margin,0.2151,0.2151,identical,0.0
872589,2010-06-18,"Regeneron Pharmaceuticals, Inc.",0,023812,firm_size_log,6.6083,6.6083,identical,0.0
872589,2010-06-18,"Regeneron Pharmaceuticals, Inc.",0,023812,leverage,0.4647,0.4647,identical,0.0
872589,2010-06-18,"Regeneron Pharmaceuticals, Inc.",0,023812,roa,-0.0915,-0.0915,identical,0.0
872589,2010-06-18,"Regeneron Pharmaceuticals, Inc.",0,023812,op_margin,-0.1578,-0.1578,identical,0.0
877890,2013-04-26,Citrix Systems Inc.,0,061676,firm_size_log,,8.4756,gained,
877890,2013-04-26,Citrix Systems Inc.,0,061676,leverage,,0.3491,gained,
877890,2013-04-26,Citrix Systems Inc.,0,061676,roa,,0.0735,gained,
877890,2013-04-26,Citrix Systems Inc.,0,061676,op_margin,,0.2376,gained,
877890,2016-11-15,Citrix Systems,0,061676,firm_size_log,,8.6091,gained,
877890,2016-11-15,Citrix Systems,0,061676,leverage,,0.64,gained,
877890,2016-11-15,Citrix Systems,0,061676,roa,,0.0583,gained,
