final_cik,breach_date,org_name,treated,gvkey,variable,v3_value,v4_value,change,delta
877890,2016-11-15,Citrix Systems,0,061676,op_margin,,0.2574,gained,
877890,2018-10-13,"Citrix Systems, Inc.",0,061676,firm_size_log,,8.6691,gained,
877890,2018-10-13,"Citrix Systems, Inc.",0,061676,leverage,,0.8295,gained,
877890,2018-10-13,"Citrix Systems, Inc.",0,061676,roa,,-0.0036,gained,
877890,2018-10-13,"Citrix Systems, Inc.",0,061676,op_margin,,0.2882,gained,
892553,2009-07-23,"Chart Industries, Inc.",0,025964,firm_size_log,,6.8128,gained,
892553,2009-07-23,"Chart Industries, Inc.",0,025964,leverage,,0.5542,gained,
892553,2009-07-23,"Chart Industries, Inc.",0,025964,roa,,0.0868,gained,
892553,2009-07-23,"Chart Industries, Inc.",0,025964,op_margin,,0.2066,gained,
896878,2008-05-26,"Intuit, Inc.",0,027928,firm_size_log,8.3552,8.3552,identical,0.0
896878,2008-05-26,"Intuit, Inc.",0,027928,leverage,0.5211,0.5211,identical,0.0
896878,2008-05-26,"Intuit, Inc.",0,027928,roa,0.1035,0.1035,identical,0.0
896878,2008-05-26,"Intuit, Inc.",0,027928,op_margin,0.2914,0.2914,identical,0.0
896878,2008-09-24,Intuit,0,027928,firm_size_log,8.4482,8.4482,identical,0.0
896878,2008-09-24,Intuit,0,027928,leverage,0.5543,0.5543,identical,0.0
896878,2008-09-24,Intuit,0,027928,roa,0.1022,0.1022,identical,0.0
896878,2008-09-24,Intuit,0,027928,op_margin,0.29,0.29,identical,0.0
896878,2014-02-01,"Intuit, Inc.",0,027928,firm_size_log,8.61,8.61,identical,0.0
896878,2014-02-01,"Intuit, Inc.",0,027928,leverage,0.3564,0.3564,identical,0.0
896878,2014-02-01,"Intuit, Inc.",0,027928,roa,0.1564,0.1564,identical,0.0
896878,2014-02-01,"Intuit, Inc.",0,027928,op_margin,0.3512,0.3512,identical,0.0
896878,2014-04-01,Intuit Inc.,0,027928,firm_size_log,8.61,8.61,identical,0.0
896878,2014-04-01,Intuit Inc.,0,027928,leverage,0.3564,0.3564,identical,0.0
896878,2014-04-01,Intuit Inc.,0,027928,roa,0.1564,0.1564,identical,0.0
896878,2014-04-01,Intuit Inc.,0,027928,op_margin,0.3512,0.3512,identical,0.0
896878,2014-04-18,Intuit Inc.,0,027928,firm_size_log,8.61,8.61,identical,0.0
896878,2014-04-18,Intuit Inc.,0,027928,leverage,0.3564,0.3564,identical,0.0
896878,2014-04-18,Intuit Inc.,0,027928,roa,0.1564,0.1564,identical,0.0
896878,2014-04-18,Intuit Inc.,0,027928,op_margin,0.3512,0.3512,identical,0.0
896878,2015-04-07,Intuit,0,027928,firm_size_log,8.5566,8.5566,identical,0.0
896878,2015-04-07,Intuit,0,027928,leverage,0.4082,0.4082,identical,0.0
896878,2015-04-07,Intuit,0,027928,roa,0.1744,0.1744,identical,0.0
896878,2015-04-07,Intuit,0,027928,op_margin,0.3353,0.3353,identical,0.0
896878,2015-04-14,Intuit,0,027928,firm_size_log,8.5566,8.5566,identical,0.0
896878,2015-04-14,Intuit,0,027928,leverage,0.4082,0.4082,identical,0.0
896878,2015-04-14,Intuit,0,027928,roa,0.1744,0.1744,identical,0.0
896878,2015-04-14,Intuit,0,027928,op_margin,0.3353,0.3353,identical,0.0
896878,2015-05-20,Intuit,0,027928,firm_size_log,8.5566,8.5566,identical,0.0
896878,2015-05-20,Intuit,0,027928,leverage,0.4082,0.4082,identical,0.0
896878,2015-05-20,Intuit,0,027928,roa,0.1744,0.1744,identical,0.0
896878,2015-05-20,Intuit,0,027928,op_margin,0.3353,0.3353,identical,0.0
896878,2015-09-18,Intuit Inc,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2015-09-18,Intuit Inc,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2015-09-18,Intuit Inc,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2015-09-18,Intuit Inc,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2015-10-12,Intuit Inc,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2015-10-12,Intuit Inc,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2015-10-12,Intuit Inc,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2015-10-12,Intuit Inc,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2015-12-01,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2015-12-01,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2015-12-01,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2015-12-01,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2015-12-07,Intuit Inc.,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2015-12-07,Intuit Inc.,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2015-12-07,Intuit Inc.,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2015-12-07,Intuit Inc.,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2015-12-31,"Intuit, Inc.",0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2015-12-31,"Intuit, Inc.",0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2015-12-31,"Intuit, Inc.",0,027928,roa,0.0735,0.0735,identical,0.0
896878,2015-12-31,"Intuit, Inc.",0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-01-21,Intuit Inc.,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-01-21,Intuit Inc.,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-01-21,Intuit Inc.,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-01-21,Intuit Inc.,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-02-04,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-02-04,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-02-04,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-02-04,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-02-24,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-02-24,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-02-24,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-02-24,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-02-29,Intuit Inc,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-02-29,Intuit Inc,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-02-29,Intuit Inc,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-02-29,Intuit Inc,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-03-07,"Intuit, Inc.",0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-03-07,"Intuit, Inc.",0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-03-07,"Intuit, Inc.",0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-03-07,"Intuit, Inc.",0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-03-17,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-03-17,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-03-17,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-03-17,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-03-22,Intuit Inc.,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-03-22,Intuit Inc.,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-03-22,Intuit Inc.,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-03-22,Intuit Inc.,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-03-29,Intuit Inc,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-03-29,Intuit Inc,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-03-29,Intuit Inc,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-03-29,Intuit Inc,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-04-06,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-04-06,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-04-06,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-04-06,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-04-14,Intuit Inc.,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-04-14,Intuit Inc.,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-04-14,Intuit Inc.,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-04-14,Intuit Inc.,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-04-29,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-04-29,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-04-29,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-04-29,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-05-17,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-05-17,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-05-17,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-05-17,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-05-27,Intuit,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-05-27,Intuit,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-05-27,Intuit,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-05-27,Intuit,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-06-01,"Intuit, Inc.",0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-06-01,"Intuit, Inc.",0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-06-01,"Intuit, Inc.",0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-06-01,"Intuit, Inc.",0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-06-09,Intuit Inc,0,027928,firm_size_log,8.5108,8.5108,identical,0.0
896878,2016-06-09,Intuit Inc,0,027928,leverage,0.5306,0.5306,identical,0.0
896878,2016-06-09,Intuit Inc,0,027928,roa,0.0735,0.0735,identical,0.0
896878,2016-06-09,Intuit Inc,0,027928,op_margin,0.2595,0.2595,identical,0.0
896878,2016-08-03,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-08-03,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-08-03,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-08-03,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-08-22,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-08-22,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-08-22,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-08-22,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-09-12,Intuit Inc,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-09-12,Intuit Inc,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-09-12,Intuit Inc,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-09-12,Intuit Inc,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-09-26,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-09-26,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-09-26,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-09-26,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-10-18,Intuit,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-10-18,Intuit,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-10-18,Intuit,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-10-18,Intuit,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-10-23,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-10-23,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-10-23,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-10-23,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-10-30,Intuit Inc,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-10-30,Intuit Inc,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-10-30,Intuit Inc,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-10-30,Intuit Inc,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-11-22,Intuit Inc,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-11-22,Intuit Inc,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-11-22,Intuit Inc,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-11-22,Intuit Inc,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-12-05,"Intuit, Inc.",0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-12-05,"Intuit, Inc.",0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-12-05,"Intuit, Inc.",0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-12-05,"Intuit, Inc.",0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2016-12-13,"Intuit, Inc.",0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2016-12-13,"Intuit, Inc.",0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2016-12-13,"Intuit, Inc.",0,027928,roa,0.2304,0.2304,identical,0.0
896878,2016-12-13,"Intuit, Inc.",0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-01-01,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-01-01,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-01-01,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-01-01,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-01-12,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-01-12,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-01-12,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-01-12,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-01-27,Intuit,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-01-27,Intuit,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-01-27,Intuit,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-01-27,Intuit,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-02-13,"Intuit, Inc.",0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-02-13,"Intuit, Inc.",0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-02-13,"Intuit, Inc.",0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-02-13,"Intuit, Inc.",0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-02-20,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-02-20,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-02-20,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-02-20,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-02-28,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-02-28,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-02-28,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-02-28,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-03-12,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-03-12,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-03-12,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-03-12,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-04-02,"Intuit, Inc.",0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-04-02,"Intuit, Inc.",0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-04-02,"Intuit, Inc.",0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-04-02,"Intuit, Inc.",0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-04-17,Intuit Inc,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-04-17,Intuit Inc,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-04-17,Intuit Inc,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-04-17,Intuit Inc,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-04-30,Intuit Inc,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-04-30,Intuit Inc,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-04-30,Intuit Inc,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-04-30,Intuit Inc,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-06-01,Intuit Inc.,0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-06-01,Intuit Inc.,0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-06-01,Intuit Inc.,0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-06-01,Intuit Inc.,0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-06-14,"Intuit, Inc.",0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-06-14,"Intuit, Inc.",0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-06-14,"Intuit, Inc.",0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-06-14,"Intuit, Inc.",0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-07-30,"Intuit, Inc.",0,027928,firm_size_log,8.3547,8.3547,identical,0.0
896878,2017-07-30,"Intuit, Inc.",0,027928,leverage,0.7268,0.7268,identical,0.0
896878,2017-07-30,"Intuit, Inc.",0,027928,roa,0.2304,0.2304,identical,0.0
896878,2017-07-30,"Intuit, Inc.",0,027928,op_margin,0.3153,0.3153,identical,0.0
896878,2017-08-08,Intuit Inc.,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2017-08-08,Intuit Inc.,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2017-08-08,Intuit Inc.,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2017-08-08,Intuit Inc.,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2017-08-16,Intuit Inc.,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2017-08-16,Intuit Inc.,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2017-08-16,Intuit Inc.,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2017-08-16,Intuit Inc.,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2017-08-25,Intuit Inc.,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2017-08-25,Intuit Inc.,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2017-08-25,Intuit Inc.,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2017-08-25,Intuit Inc.,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2017-09-01,Intuit Inc,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2017-09-01,Intuit Inc,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2017-09-01,Intuit Inc,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2017-09-01,Intuit Inc,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2017-10-17,Intuit,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2017-10-17,Intuit,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2017-10-17,Intuit,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2017-10-17,Intuit,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2018-02-06,Intuit Inc.,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2018-02-06,Intuit Inc.,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2018-02-06,Intuit Inc.,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2018-02-06,Intuit Inc.,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2018-03-14,Intuit Inc.,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2018-03-14,Intuit Inc.,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2018-03-14,Intuit Inc.,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2018-03-14,Intuit Inc.,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2018-04-26,Intuit,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2018-04-26,Intuit,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2018-04-26,Intuit,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2018-04-26,Intuit,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2018-05-16,Intuit,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2018-05-16,Intuit,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2018-05-16,Intuit,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2018-05-16,Intuit,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2018-06-15,Intuit Inc,0,027928,firm_size_log,8.3109,8.3109,identical,0.0
896878,2018-06-15,Intuit Inc,0,027928,leverage,0.6672,0.6672,identical,0.0
896878,2018-06-15,Intuit Inc,0,027928,roa,0.2387,0.2387,identical,0.0
896878,2018-06-15,Intuit Inc,0,027928,op_margin,0.315,0.315,identical,0.0
896878,2019-01-29,"Intuit, Inc.",0,027928,firm_size_log,8.5522,8.5522,identical,0.0
896878,2019-01-29,"Intuit, Inc.",0,027928,leverage,0.5454,0.5454,identical,0.0
896878,2019-01-29,"Intuit, Inc.",0,027928,roa,0.2339,0.2339,identical,0.0
896878,2019-01-29,"Intuit, Inc.",0,027928,op_margin,0.307,0.307,identical,0.0
896878,2019-02-21,"Intuit, Inc.",0,027928,firm_size_log,8.5522,8.5522,identical,0.0
896878,2019-02-21,"Intuit, Inc.",0,027928,leverage,0.5454,0.5454,identical,0.0
896878,2019-02-21,"Intuit, Inc.",0,027928,roa,0.2339,0.2339,identical,0.0
896878,2019-02-21,"Intuit, Inc.",0,027928,op_margin,0.307,0.307,identical,0.0
896878,2019-03-21,Intuit Inc.,0,027928,firm_size_log,8.5522,8.5522,identical,0.0
896878,2019-03-21,Intuit Inc.,0,027928,leverage,0.5454,0.5454,identical,0.0
896878,2019-03-21,Intuit Inc.,0,027928,roa,0.2339,0.2339,identical,0.0
896878,2019-03-21,Intuit Inc.,0,027928,op_margin,0.307,0.307,identical,0.0
896878,2019-03-26,"Intuit, Inc.",0,027928,firm_size_log,8.5522,8.5522,identical,0.0
896878,2019-03-26,"Intuit, Inc.",0,027928,leverage,0.5454,0.5454,identical,0.0
896878,2019-03-26,"Intuit, Inc.",0,027928,roa,0.2339,0.2339,identical,0.0
896878,2019-03-26,"Intuit, Inc.",0,027928,op_margin,0.307,0.307,identical,0.0
896878,2019-04-07,Intuit Inc.,0,027928,firm_size_log,8.5522,8.5522,identical,0.0
896878,2019-04-07,Intuit Inc.,0,027928,leverage,0.5454,0.5454,identical,0.0
896878,2019-04-07,Intuit Inc.,0,027928,roa,0.2339,0.2339,identical,0.0
896878,2019-04-07,Intuit Inc.,0,027928,op_margin,0.307,0.307,identical,0.0
896878,2019-04-16,Intuit,0,027928,firm_size_log,8.5522,8.5522,identical,0.0
896878,2019-04-16,Intuit,0,027928,leverage,0.5454,0.5454,identical,0.0
896878,2019-04-16,Intuit,0,027928,roa,0.2339,0.2339,identical,0.0
896878,2019-04-16,Intuit,0,027928,op_margin,0.307,0.307,identical,0.0
896878,2019-09-20,Intuit Inc,0,027928,firm_size_log,8.7456,8.7456,identical,0.0
896878,2019-09-20,Intuit Inc,0,027928,leverage,0.4033,0.4033,identical,0.0
896878,2019-09-20,Intuit Inc,0,027928,roa,0.2478,0.2478,identical,0.0
896878,2019-09-20,Intuit Inc,0,027928,op_margin,0.3066,0.3066,identical,0.0
896878,2020-03-31,Intuit,0,027928,firm_size_log,8.7456,8.7456,identical,0.0
896878,2020-03-31,Intuit,0,027928,leverage,0.4033,0.4033,identical,0.0
896878,2020-03-31,Intuit,0,027928,roa,0.2478,0.2478,identical,0.0
896878,2020-03-31,Intuit,0,027928,op_margin,0.3066,0.3066,identical,0.0
896878,2020-04-12,Intuit Inc.,0,027928,firm_size_log,8.7456,8.7456,identical,0.0
896878,2020-04-12,Intuit Inc.,0,027928,leverage,0.4033,0.4033,identical,0.0
896878,2020-04-12,Intuit Inc.,0,027928,roa,0.2478,0.2478,identical,0.0
896878,2020-04-12,Intuit Inc.,0,027928,op_margin,0.3066,0.3066,identical,0.0
896878,2022-02-06,Intuit Inc,0,027928,firm_size_log,9.6496,9.6496,identical,0.0
896878,2022-02-06,Intuit Inc,0,027928,leverage,0.3639,0.3639,identical,0.0
896878,2022-02-06,Intuit Inc,0,027928,roa,0.1329,0.1329,identical,0.0
896878,2022-02-06,Intuit Inc,0,027928,op_margin,0.2995,0.2995,identical,0.0
896878,2022-04-15,Intuit Inc.,0,027928,firm_size_log,9.6496,9.6496,identical,0.0
896878,2022-04-15,Intuit Inc.,0,027928,leverage,0.3639,0.3639,identical,0.0
896878,2022-04-15,Intuit Inc.,0,027928,roa,0.1329,0.1329,identical,0.0
896878,2022-04-15,Intuit Inc.,0,027928,op_margin,0.2995,0.2995,identical,0.0
896878,2023-01-01,Intuit Inc.,0,027928,firm_size_log,10.2304,10.2304,identical,0.0
896878,2023-01-01,Intuit Inc.,0,027928,leverage,0.4072,0.4072,identical,0.0
896878,2023-01-01,Intuit Inc.,0,027928,roa,0.0745,0.0745,identical,0.0
896878,2023-01-01,Intuit Inc.,0,027928,op_margin,0.2771,0.2771,identical,0.0
896878,2023-06-04,Intuit Inc,0,027928,firm_size_log,10.2304,10.2304,identical,0.0
896878,2023-06-04,Intuit Inc,0,027928,leverage,0.4072,0.4072,identical,0.0
896878,2023-06-04,Intuit Inc,0,027928,roa,0.0745,0.0745,identical,0.0
896878,2023-06-04,Intuit Inc,0,027928,op_margin,0.2771,0.2771,identical,0.0
896878,2023-12-01,Intuit Inc.,0,027928,firm_size_log,10.2321,10.2321,identical,0.0
896878,2023-12-01,Intuit Inc.,0,027928,leverage,0.3784,0.3784,identical,0.0
896878,2023-12-01,Intuit Inc.,0,027928,roa,0.0858,0.0858,identical,0.0
896878,2023-12-01,Intuit Inc.,0,027928,op_margin,0.275,0.275,identical,0.0
896878,2024-01-29,Intuit Inc.,0,027928,firm_size_log,10.2321,10.2321,identical,0.0
896878,2024-01-29,Intuit Inc.,0,027928,leverage,0.3784,0.3784,identical,0.0
896878,2024-01-29,Intuit Inc.,0,027928,roa,0.0858,0.0858,identical,0.0
