final_cik,breach_date,org_name,candidate_rank,candidate_cik,n_8k_in_window,status,win_lo,win_hi,predecessor_term,predecessor_name,resolution
896878,2024-03-05,Intuit Inc,final_cik,896878.0,28.0,ok,2022-03-06,2025-06-18,,,
896878,2024-12-20,Intuit Inc.,final_cik,896878.0,23.0,ok,2022-12-21,2025-06-18,,,
896878,2025-01-21,Intuit Inc.,final_cik,896878.0,24.0,ok,2023-01-22,2025-11-05,,,
905036,2020-01-01,"Marriott International, Inc.",final_cik,905036.0,0.0,ok,2018-01-01,2020-09-27,,,
908937,2012-03-19,Sirius XM Radio Inc.,final_cik,908937.0,31.0,ok,2010-03-20,2012-10-03,,,
908937,2012-04-12,Sirius XM Satellite Radio,final_cik,908937.0,31.0,ok,2010-04-13,2012-10-09,,,
908937,2016-02-01,Sirius XM Radio Inc.,final_cik,908937.0,36.0,ok,2014-02-01,2016-09-13,,,
908937,2016-04-05,Sirius XM Radio Inc.,final_cik,908937.0,35.0,ok,2014-04-06,2016-10-02,,,
908937,2016-08-20,Sirius XM Radio Inc.,final_cik,908937.0,30.0,ok,2014-08-21,2017-03-13,,,
908937,2016-09-26,Sirius XM Radio Inc,final_cik,908937.0,30.0,ok,2014-09-27,2017-04-01,,,
908937,2016-10-04,"Sirius XM Radio, Inc.",final_cik,908937.0,30.0,ok,2014-10-05,2017-04-02,,,
908937,2016-10-31,Sirius XM Radio Inc.,final_cik,908937.0,30.0,ok,2014-11-01,2017-05-09,,,
908937,2016-11-15,Sirius XM Radio Inc.,final_cik,908937.0,30.0,ok,2014-11-16,2017-05-14,,,
908937,2016-12-04,Sirius XM Radio Inc,final_cik,908937.0,33.0,ok,2014-12-05,2017-06-14,,,
908937,2016-12-19,"Sirius XM Radio, Inc.",final_cik,908937.0,32.0,ok,2014-12-20,2017-06-17,,,
908937,2017-01-06,Sirius XM Radio Inc.,final_cik,908937.0,33.0,ok,2015-01-07,2017-07-24,,,
908937,2017-01-25,"Sirius XM Radio, Inc.",final_cik,908937.0,32.0,ok,2015-01-26,2017-07-24,,,
908937,2017-08-06,Sirius XM Radio Inc.,final_cik,908937.0,31.0,ok,2015-08-07,2018-02-27,,,
908937,2017-09-18,Sirius XM Radio Inc.,final_cik,908937.0,30.0,ok,2015-09-19,2018-03-17,,,
911167,2024-06-20,Ariel Corporation,final_cik,911167.0,0.0,ok,2022-06-21,2025-06-01,,,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",final_cik,1971213.0,0.0,ok,2018-05-02,2021-04-03,,,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",orig_cik,912752.0,40.0,ok,2018-05-02,2021-04-03,,,
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",predecessor,912752.0,,duplicate_of_higher_rank,2018-05-02,2021-04-03,SBG,"Sinclair Broadcast Group, Inc.",SEC name index exact unique match
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",final_cik,1971213.0,0.0,ok,2019-06-24,2022-09-20,,,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",orig_cik,912752.0,57.0,ok,2019-06-24,2022-09-20,,,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",predecessor,912752.0,,duplicate_of_higher_rank,2019-06-24,2022-09-20,SBG,"Sinclair Broadcast Group, Inc.",SEC name index exact unique match
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",final_cik,1971213.0,0.0,ok,2019-12-17,2022-06-14,,,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",orig_cik,912752.0,47.0,ok,2019-12-17,2022-06-14,,,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",predecessor,912752.0,,duplicate_of_higher_rank,2019-12-17,2022-06-14,SBG,"Sinclair Broadcast Group, Inc.",SEC name index exact unique match
920522,2013-08-13,"Essex Property Trust, Inc.",final_cik,920522.0,73.0,ok,2011-08-14,2015-09-28,,,
924613,2013-07-22,Nokia Inc.,final_cik,924613.0,0.0,ok,2011-07-23,2014-01-18,,,
1744489,2008-07-29,The Walt Disney Company,final_cik,1744489.0,0.0,ok,2006-07-30,2009-01-25,,,
1744489,2008-07-29,The Walt Disney Company,orig_cik,926480.0,0.0,ok,2006-07-30,2009-01-25,,,
1744489,2008-07-29,The Walt Disney Company,predecessor,1001039.0,28.0,ok,2006-07-30,2009-01-25,Old Disney,TWDC Enterprises 18 Corp.,SEC name index exact unique match
943452,2022-03-15,Wabtec Corporation,final_cik,943452.0,43.0,ok,2020-03-15,2023-06-28,,,
1000228,2023-09-27,"Henry Schein, Inc.",final_cik,1000228.0,27.0,ok,2021-09-27,2024-06-03,,,
1000564,2020-01-18,Communications & Power Industries LLC,final_cik,1000564.0,0.0,ok,2018-01-18,2020-10-21,,,
1001082,2023-02-22,"DISH Network, LLC",final_cik,1001082.0,29.0,ok,2021-02-22,2023-11-11,,,
1001082,2023-05-17,"DISH Network, LLC",final_cik,1001082.0,27.0,ok,2021-05-17,2023-11-13,,,
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,final_cik,1001250.0,29.0,ok,2021-05-01,2024-04-16,,,
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,final_cik,1001250.0,28.0,ok,2021-05-30,2024-04-15,,,
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,final_cik,1001250.0,28.0,ok,2021-07-11,2024-02-27,,,
1002517,2014-12-10,"Nuance Communications, Inc.",final_cik,1002517.0,36.0,ok,2012-12-10,2015-09-16,,,
1011006,2012-07-11,Yahoo! Voices,final_cik,1011006.0,56.0,ok,2010-07-12,2013-01-08,,,
1011006,2013-08-01,Yahoo! Inc.,final_cik,1011006.0,112.0,ok,2011-08-02,2017-06-12,,,
1011006,2014-12-01,Yahoo,final_cik,1011006.0,70.0,ok,2012-12-01,2017-03-21,,,
1011006,2016-08-13,Yahoo Inc.,final_cik,1011006.0,46.0,ok,2014-08-14,2017-06-12,,,
1041061,2023-01-13,"Yum! Brands, Inc.",final_cik,1041061.0,28.0,ok,2021-01-13,2023-10-04,,,
1048911,2011-05-01,"FedEx Ground Package System, Inc.",final_cik,1048911.0,25.0,ok,2009-05-01,2011-12-21,,,
1051470,2013-10-31,Crown Castle,final_cik,1051470.0,56.0,ok,2011-11-01,2014-05-14,,,
1051470,2013-11-19,Crown Castle,final_cik,1051470.0,56.0,ok,2011-11-20,2014-05-18,,,
1058290,2020-04-09,Cognizant Technology Solutions Corporation,final_cik,1058290.0,28.0,ok,2018-04-10,2020-12-28,,,
1060391,2013-08-10,Republic Services,final_cik,1060391.0,29.0,ok,2011-08-11,2014-02-22,,,
1060391,2013-08-26,Republic Services,final_cik,1060391.0,28.0,ok,2011-08-27,2014-02-22,,,
1060391,2019-02-01,"Republic Services, Inc.",final_cik,1060391.0,63.0,ok,2017-02-01,2022-03-18,,,
1060391,2021-09-20,"Republic Services, Inc.",final_cik,1060391.0,36.0,ok,2019-09-21,2022-03-19,,,
1060391,2022-04-09,"Republic Services, Inc.",final_cik,1060391.0,37.0,ok,2020-04-09,2022-11-30,,,
1067837,2019-08-04,"Audacy, Inc",final_cik,1067837.0,43.0,ok,2017-08-04,2020-08-28,,,
1067837,2019-09-18,Entercom Communications Corp.,final_cik,1067837.0,42.0,ok,2017-09-18,2021-01-20,,,
1091411,2009-06-02,Sony Corporation of America,final_cik,1091411.0,0.0,ok,2007-06-03,2009-11-29,,,
1091667,2008-07-14,"Charter Communications, Inc.",final_cik,1091667.0,56.0,ok,2006-07-15,2009-02-01,,,
1091667,2008-08-11,Charter Communications,final_cik,1091667.0,53.0,ok,2006-08-12,2009-02-07,,,
1091667,2013-04-26,"Charter Communications, Inc.",final_cik,1091667.0,52.0,ok,2011-04-27,2013-10-23,,,
1091667,2014-01-21,"Charter Communications, Inc.",final_cik,1091667.0,44.0,ok,2012-01-22,2014-07-20,,,
1091667,2014-09-30,Charter Communication,final_cik,1091667.0,38.0,ok,2012-09-30,2015-03-29,,,
1091667,2022-12-21,Charter Communications,final_cik,1091667.0,36.0,ok,2020-12-21,2023-08-09,,,
1091667,2023-01-01,"Charter Communications, Inc.",final_cik,1091667.0,34.0,ok,2021-01-01,2023-06-30,,,
1091667,2023-09-01,"Charter Communications, Inc.",final_cik,1091667.0,32.0,ok,2021-09-01,2024-02-28,,,
1098659,2022-07-18,Mediacom Communications Corporation,final_cik,1098659.0,0.0,ok,2020-07-18,2023-02-26,,,
1103415,2019-08-08,PayPal Inc.,final_cik,1103415.0,0.0,ok,2017-08-08,2020-03-07,,,
1103415,2022-12-06,"PayPal, Inc.",final_cik,1103415.0,0.0,ok,2020-12-06,2023-07-12,,,
1105705,2006-12-01,Time Warner Inc.,final_cik,1105705.0,52.0,ok,2004-12-01,2007-07-25,,,
1105705,2015-01-28,Time Warner Inc.,final_cik,1105705.0,33.0,ok,2013-01-28,2015-08-18,,,
1105705,2015-02-19,TimeWarner,final_cik,1105705.0,32.0,ok,2013-02-19,2015-08-18,,,
1105705,2016-08-10,Time Warner Inc.,final_cik,1105705.0,39.0,ok,2014-08-11,2018-01-16,,,
1105705,2017-05-15,"Home Box Office, Inc.",final_cik,1105705.0,35.0,ok,2015-05-16,2018-04-28,,,
1105705,2017-07-20,Time Warner Inc.,final_cik,1105705.0,29.0,ok,2015-07-21,2018-01-16,,,
1105705,2017-07-23,"Home Box Office, Inc.",final_cik,1105705.0,31.0,ok,2015-07-24,2018-04-28,,,
1105705,2017-10-30,"Home Box Office, Inc.",final_cik,1105705.0,29.0,ok,2015-10-31,2018-04-28,,,
1108524,2008-02-07,Salesforce.com,final_cik,1108524.0,32.0,ok,2006-02-07,2008-08-05,,,
1123360,2012-06-22,"Global Payments, Inc.",final_cik,1123360.0,23.0,ok,2010-06-23,2012-12-19,,,
1123360,2012-07-25,Global Payments Inc.,final_cik,1123360.0,25.0,ok,2010-07-26,2013-01-21,,,
1124610,2015-07-02,"VMware, Inc.",final_cik,1124610.0,32.0,ok,2013-07-02,2016-02-15,,,
1124610,2015-08-19,Vmware Inc,final_cik,1124610.0,30.0,ok,2013-08-19,2016-02-15,,,
1125259,2019-04-01,Carnival Corporation & PLC,final_cik,1125259.0,18.0,ok,2017-04-01,2019-09-28,,,
1125259,2019-04-11,Carnival Corporation & PLC,final_cik,1125259.0,43.0,ok,2017-04-11,2020-08-29,,,
1125259,2020-08-15,Carnival Corporation & plc,final_cik,1125259.0,51.0,ok,2018-08-16,2021-04-18,,,
1136893,2007-09-24,"Fidelity National Information Services, Inc.",final_cik,1136893.0,39.0,ok,2005-09-24,2008-03-25,,,
1136893,2023-05-01,"Fidelity National Information Services, Inc.",final_cik,1136893.0,45.0,ok,2021-05-01,2024-04-01,,,
1136893,2023-05-27,"Fidelity National Information Services, Inc.",final_cik,1136893.0,37.0,ok,2021-05-27,2024-02-07,,,
1136893,2023-06-21,"Fidelity National Information Services, Inc.",final_cik,1136893.0,34.0,ok,2021-06-21,2023-12-18,,,
1136893,2023-06-26,"Fidelity National Information Services, Inc.",final_cik,1136893.0,34.0,ok,2021-06-26,2023-12-23,,,
1136893,2023-07-17,"Fidelity National Information Services, Inc.",final_cik,1136893.0,34.0,ok,2021-07-17,2024-01-13,,,
1136893,2023-07-21,"Fidelity National Information Services, Inc.",final_cik,1136893.0,34.0,ok,2021-07-21,2024-01-17,,,
1136893,2023-09-08,"Fidelity National Information Services, Inc.",final_cik,1136893.0,36.0,ok,2021-09-08,2024-03-06,,,
1136893,2023-09-19,"Fidelity National Information Services, Inc.",final_cik,1136893.0,37.0,ok,2021-09-19,2024-03-17,,,
1136893,2023-10-04,"Fidelity National Information Services, Inc.",final_cik,1136893.0,36.0,ok,2021-10-04,2024-04-01,,,
1136893,2023-11-09,"Fidelity National Information Services, Inc.",final_cik,1136893.0,38.0,ok,2021-11-09,2024-05-07,,,
1136893,2023-11-20,"Fidelity National Information Services, Inc.",final_cik,1136893.0,38.0,ok,2021-11-20,2024-05-18,,,
1137789,2016-02-29,Seagate US LLC,final_cik,1137789.0,49.0,ok,2014-03-01,2016-09-05,,,
1137789,2016-02-29,Seagate US LLC,orig_cik,1137785.0,0.0,ok,2014-03-01,2016-09-05,,,
1137789,2016-03-14,Seagate US LLC,final_cik,1137789.0,49.0,ok,2014-03-15,2016-09-10,,,
1137789,2016-03-14,Seagate US LLC,orig_cik,1137785.0,0.0,ok,2014-03-15,2016-09-10,,,
1137789,2017-07-08,Seagate Technology LLC,final_cik,1137789.0,40.0,ok,2015-07-09,2018-01-04,,,
1140859,2024-02-21,"Cencora, Inc.",final_cik,1140859.0,61.0,ok,2022-02-21,2024-11-11,,,
1140859,2024-04-10,"Cencora, Inc.",final_cik,1140859.0,58.0,ok,2022-04-11,2024-11-11,,,
1140859,2024-05-08,"Cencora, Inc.",final_cik,1140859.0,58.0,ok,2022-05-09,2024-12-17,,,
1145813,2010-02-08,Fox Group,final_cik,1145813.0,0.0,ok,2008-02-09,2010-08-07,,,
1166691,2008-01-29,Comcast,final_cik,1166691.0,32.0,ok,2006-01-29,2008-07-27,,,
1166691,2009-05-11,"Comcast Cable Communications, Inc.",final_cik,1166691.0,26.0,ok,2007-05-12,2009-11-07,,,
1166691,2009-06-22,"Comcast Cable Communications, Inc.",final_cik,1166691.0,26.0,ok,2007-06-23,2009-12-19,,,
1166691,2012-08-24,NBC Sports Group,final_cik,1166691.0,47.0,ok,2010-08-25,2014-04-12,,,
1166691,2013-08-24,NBC Sports Group,final_cik,1166691.0,35.0,ok,2011-08-25,2014-04-12,,,
1166691,2013-10-15,NBC Sports Group,final_cik,1166691.0,34.0,ok,2011-10-16,2014-04-13,,,
1166691,2014-09-29,Comcast,final_cik,1166691.0,33.0,ok,2012-09-29,2015-03-28,,,
1166691,2022-01-04,NBCUniversal,final_cik,1166691.0,33.0,ok,2020-01-05,2022-10-18,,,
1166691,2023-10-16,Comcast Cable Communications LLC,final_cik,1166691.0,34.0,ok,2021-10-16,2024-06-15,,,
1166691,2024-01-26,Comcast Cable Communications LLC,final_cik,1166691.0,33.0,ok,2022-01-26,2024-07-24,,,
1166691,2024-02-14,Comcast Cable Communications LLC,final_cik,1166691.0,37.0,ok,2022-02-14,2025-04-01,,,
1166691,2024-10-04,Comcast Cable Communications LLC,final_cik,1166691.0,34.0,ok,2022-10-05,2025-04-02,,,
1168812,2023-05-14,"HBP, Inc.",final_cik,1168812.0,0.0,ok,2021-05-14,2024-01-22,,,
1180262,2022-02-01,"Herbalife International of America, Inc.",final_cik,1180262.0,29.0,ok,2020-02-02,2022-09-13,,,
1180262,2022-02-01,"Herbalife International of America, Inc.",orig_cik,1205274.0,0.0,ok,2020-02-02,2022-09-13,,,
1260451,2023-11-01,Vulcan Industries,final_cik,1260451.0,0.0,ok,2021-11-01,2024-08-24,,,
51434,2023-05-30,International Paper Company,final_cik,51434.0,39.0,ok,2021-05-30,2024-05-15,,,
51434,2023-05-30,International Paper Company,orig_cik,1283246.0,0.0,ok,2021-05-30,2024-05-15,,,
1283699,2009-09-03,"T-Mobile USA, Inc.",final_cik,1283699.0,43.0,ok,2007-09-04,2010-03-02,,,
1283699,2009-10-05,"T-Mobile USA, Inc.",final_cik,1283699.0,42.0,ok,2007-10-06,2010-04-03,,,
1283699,2009-10-08,T-Mobile,final_cik,1283699.0,43.0,ok,2007-10-09,2010-04-06,,,
1283699,2011-10-21,T-Mobile USA Inc.,final_cik,1283699.0,35.0,ok,2009-10-21,2012-04-18,,,
1283699,2012-05-08,T-Mobile,final_cik,1283699.0,35.0,ok,2010-05-09,2012-11-04,,,
1283699,2012-08-28,T-Mobile,final_cik,1283699.0,38.0,ok,2010-08-29,2013-02-24,,,
1283699,2013-11-01,T-Mobile,final_cik,1283699.0,50.0,ok,2011-11-02,2014-06-29,,,
1283699,2013-11-26,"T-Mobile USA, Inc.",final_cik,1283699.0,50.0,ok,2011-11-27,2014-06-28,,,
1283699,2014-01-02,"T-Mobile USA, Inc.",final_cik,1283699.0,50.0,ok,2012-01-03,2014-07-01,,,
1283699,2015-09-14,"T-Mobile USA, Inc.",final_cik,1283699.0,41.0,ok,2013-09-14,2016-03-29,,,
1283699,2015-10-01,T-Mobile USA Inc.,final_cik,1283699.0,41.0,ok,2013-10-01,2016-03-29,,,
1283699,2015-11-04,T-Mobile USA Inc,final_cik,1283699.0,43.0,ok,2013-11-04,2016-05-02,,,
1283699,2017-04-01,T-Mobile,final_cik,1283699.0,47.0,ok,2015-04-02,2017-12-06,,,
1283699,2017-08-24,"T-Mobile USA, Inc.",final_cik,1283699.0,50.0,ok,2015-08-25,2018-03-13,,,
1283699,2017-09-16,"T-Mobile USA, Inc.",final_cik,1283699.0,51.0,ok,2015-09-17,2018-03-31,,,
1283699,2018-08-20,T-Mobile USA Inc.,final_cik,1283699.0,46.0,ok,2016-08-20,2019-02-19,,,
1283699,2019-11-26,T-Mobile USA,final_cik,1283699.0,71.0,ok,2017-11-26,2020-08-29,,,
1283699,2020-04-02,Sprint,final_cik,1283699.0,63.0,ok,2018-04-03,2020-09-29,,,
1283699,2020-04-15,Sprint,final_cik,1283699.0,64.0,ok,2018-04-16,2020-10-12,,,
1283699,2020-08-27,"T-Mobile US, Inc.",final_cik,1283699.0,73.0,ok,2018-08-28,2021-06-06,,,
1283699,2020-08-31,T-Mobile,final_cik,1283699.0,68.0,ok,2018-09-01,2021-04-07,,,
1283699,2021-01-18,T-Mobile,final_cik,1283699.0,69.0,ok,2019-01-19,2021-08-08,,,
1283699,2021-02-12,"T-Mobile USA, Inc.",final_cik,1283699.0,73.0,ok,2019-02-13,2021-09-12,,,
1283699,2021-02-20,T-Mobile,final_cik,1283699.0,74.0,ok,2019-02-21,2021-09-27,,,
1283699,2021-03-01,"T-Mobile USA, Inc.",final_cik,1283699.0,78.0,ok,2019-03-02,2022-02-12,,,
1283699,2021-03-31,T-Mobile,final_cik,1283699.0,72.0,ok,2019-04-01,2021-09-27,,,
1283699,2021-08-13,"T-Mobile USA, Inc.",final_cik,1283699.0,69.0,ok,2019-08-14,2022-02-12,,,
1283699,2021-08-17,T-Mobile USA,final_cik,1283699.0,69.0,ok,2019-08-18,2022-02-15,,,
1283699,2021-08-26,T-Mobile USA,final_cik,1283699.0,69.0,ok,2019-08-27,2022-02-22,,,
1283699,2022-03-08,T-Mobile,final_cik,1283699.0,71.0,ok,2020-03-08,2022-09-04,,,
1283699,2022-11-25,T-Mobile USA,final_cik,1283699.0,57.0,ok,2020-11-25,2023-07-18,,,
1283699,2023-02-01,"T-Mobile USA, Inc.",final_cik,1283699.0,64.0,ok,2021-02-01,2023-10-25,,,
1283699,2023-02-24,T-Mobile,final_cik,1283699.0,62.0,ok,2021-02-24,2023-10-25,,,
1283699,2023-04-28,T-Mobile USA,final_cik,1283699.0,57.0,ok,2021-04-28,2023-10-25,,,
1652044,2008-06-27,"Google, Inc.",final_cik,1652044.0,0.0,ok,2006-06-28,2008-12-24,,,
1652044,2008-06-27,"Google, Inc.",orig_cik,1288776.0,29.0,ok,2006-06-28,2008-12-24,,,
1652044,2008-06-27,"Google, Inc.",predecessor,,,predecessor_unresolved,2006-06-28,2008-12-24,Google,"Explanatory Note On August 10, 2015, Google Inc.",not found in SEC name index
1308161,2009-04-09,Fox Entertainment Group,final_cik,1308161.0,92.0,ok,2007-04-10,2009-10-06,,,
1308161,2009-04-15,Fox Entertainment Group Inc.,final_cik,1308161.0,92.0,ok,2007-04-16,2009-10-12,,,
1316644,2018-10-29,AeroGrow International,final_cik,1316644.0,21.0,ok,2016-10-29,2019-10-01,,,
1316644,2019-03-04,"AeroGrow International, Inc.",final_cik,1316644.0,18.0,ok,2017-03-04,2019-10-02,,,
1319161,2020-08-05,Warner Music Group,final_cik,1319161.0,40.0,ok,2018-08-06,2021-03-03,,,
1319161,2020-09-09,Warner Music Group,final_cik,1319161.0,39.0,ok,2018-09-10,2021-03-08,,,
1326160,2014-03-24,Duke Energy Corporation,final_cik,1326160.0,105.0,ok,2012-03-24,2014-10-07,,,
1326160,2017-11-10,Duke Energy,final_cik,1326160.0,53.0,ok,2015-11-11,2018-05-09,,,
1326160,2021-05-28,Duke Energy Corporation,final_cik,1326160.0,55.0,ok,2019-05-29,2022-02-02,,,
1326801,2008-06-09,"Facebook, Inc.",final_cik,1326801.0,0.0,ok,2006-06-10,2008-12-06,,,
1326801,2013-11-24,Facebook,final_cik,1326801.0,23.0,ok,2011-11-25,2014-06-01,,,
1326801,2018-03-01,Facebook,final_cik,1326801.0,22.0,ok,2016-03-01,2018-09-13,,,
1326801,2018-09-01,Facebook,final_cik,1326801.0,23.0,ok,2016-09-01,2019-03-27,,,
1327811,2025-08-06,Workday Inc.,final_cik,1327811.0,30.0,ok,2023-08-07,2026-02-11,,,
1341439,2013-07-10,Oracle Corporation,final_cik,1341439.0,20.0,ok,2011-07-11,2014-01-27,,,
1373715,2024-05-14,ServiceNow Inc.,final_cik,1373715.0,15.0,ok,2022-05-15,2024-11-10,,,
1387467,2022-02-22,Alpha & Omega Semiconductor,final_cik,1387467.0,25.0,ok,2020-02-23,2023-01-17,,,
1113169,2007-12-24,"T. Rowe Price Retirement Plan Services, Inc.",final_cik,1113169.0,14.0,ok,2005-12-24,2008-07-21,,,
1113169,2007-12-24,"T. Rowe Price Retirement Plan Services, Inc.",orig_cik,1387793.0,0.0,ok,2005-12-24,2008-07-21,,,
1113169,2023-05-29,"T. Rowe Price Retirement Plan Services, Inc.",final_cik,1113169.0,20.0,ok,2021-05-29,2024-01-23,,,
1113169,2023-05-29,"T. Rowe Price Retirement Plan Services, Inc.",orig_cik,1387793.0,0.0,ok,2021-05-29,2024-01-23,,,
1396897,2014-03-29,"NCO Financial Systems, Inc.",final_cik,1396897.0,0.0,ok,2012-03-29,2014-10-19,,,
1397911,2018-07-10,LPL Financial LLC,final_cik,1397911.0,33.0,ok,2016-07-10,2019-09-08,,,
1418091,2013-02-01,"Twitter, Inc.",final_cik,1418091.0,0.0,ok,2011-02-02,2013-07-31,,,
1428439,2023-12-01,Roku Inc.,final_cik,1428439.0,24.0,ok,2021-12-01,2024-09-04,,,
1428439,2023-12-28,Roku Inc,final_cik,1428439.0,23.0,ok,2021-12-28,2024-06-25,,,
1428439,2024-02-29,"Roku, Inc.",final_cik,1428439.0,22.0,ok,2022-03-01,2024-08-27,,,
1431473,2014-05-13,Uber,final_cik,1431473.0,0.0,ok,2012-05-13,2015-08-26,,,
1447669,2022-08-04,Twilio,final_cik,1447669.0,33.0,ok,2020-08-04,2023-01-31,,,
1447669,2024-04-01,Twilio,final_cik,1447669.0,28.0,ok,2022-04-02,2024-09-28,,,
1400891,2024-12-24,"iHeartMedia + Entertainment, Inc.",final_cik,1400891.0,26.0,ok,2022-12-25,2025-10-08,,,
1400891,2024-12-24,"iHeartMedia + Entertainment, Inc.",orig_cik,1457738.0,0.0,ok,2022-12-25,2025-10-08,,,
1400891,2025-04-30,"iHeartMedia + Entertainment, Inc.",final_cik,1400891.0,25.0,ok,2023-05-01,2025-10-27,,,
1400891,2025-04-30,"iHeartMedia + Entertainment, Inc.",orig_cik,1457738.0,0.0,ok,2023-05-01,2025-10-27,,,
1472787,2023-12-18,First American Financial Corporation,final_cik,1472787.0,27.0,ok,2021-12-18,2024-12-04,,,
1497060,2018-02-01,Capital Integration Systems LLC,final_cik,1497060.0,0.0,ok,2016-02-02,2018-12-22,,,
728535,2020-08-01,"J.B. Hunt Transport, Inc.",final_cik,728535.0,42.0,ok,2018-08-02,2022-04-18,,,
728535,2020-08-01,"J.B. Hunt Transport, Inc.",orig_cik,1501362.0,1.0,ok,2018-08-02,2022-04-18,,,
728535,2020-08-17,"J.B. Hunt Transport, Inc.",final_cik,728535.0,42.0,ok,2018-08-18,2022-04-18,,,
728535,2020-08-17,"J.B. Hunt Transport, Inc.",orig_cik,1501362.0,1.0,ok,2018-08-18,2022-04-18,,,
1501585,2022-03-01,"Huntington Ingalls Industries, Inc.",final_cik,1501585.0,44.0,ok,2020-03-01,2023-10-15,,,
1510295,2018-11-28,Marathon Petroleum Company LP,final_cik,1510295.0,59.0,ok,2016-11-28,2019-10-05,,,
1512673,2016-02-01,"Block and Company, Inc.",final_cik,1512673.0,10.0,ok,2014-02-01,2016-09-27,,,
1512673,2016-02-09,"Block and Company, Inc.",final_cik,1512673.0,10.0,ok,2014-02-09,2016-09-27,,,
1512673,2016-03-21,"Block and Company, Inc.",final_cik,1512673.0,12.0,ok,2014-03-22,2016-11-09,,,
1512673,2023-01-12,Block Inc,final_cik,1512673.0,44.0,ok,2021-01-12,2024-03-20,,,
1718512,2023-02-07,Gates Corporation,final_cik,1718512.0,31.0,ok,2021-02-07,2024-01-03,,,
1718512,2023-02-07,Gates Corporation,orig_cik,1516658.0,0.0,ok,2021-02-07,2024-01-03,,,
1718512,2023-02-11,Gates Corporation,final_cik,1718512.0,30.0,ok,2021-02-11,2023-12-30,,,
1718512,2023-02-11,Gates Corporation,orig_cik,1516658.0,0.0,ok,2021-02-11,2023-12-30,,,
1535527,2022-04-01,"CrowdStrike Holdings, Inc.",final_cik,1535527.0,28.0,ok,2020-04-01,2022-11-11,,,
1535527,2024-07-19,CrowdStrike Holdings Inc.,final_cik,1535527.0,16.0,ok,2022-07-20,2025-01-15,,,
1543151,2014-05-13,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2012-05-13,2015-08-25,,,
1543151,2015-03-04,Uber Technologies,final_cik,1543151.0,0.0,ok,2013-03-04,2015-08-31,,,
1543151,2016-06-16,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2014-06-17,2016-12-13,,,
1543151,2016-10-01,Uber Technologies Inc.,final_cik,1543151.0,0.0,ok,2014-10-02,2018-05-20,,,
1543151,2016-10-13,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2014-10-14,2018-05-20,,,
1543151,2016-11-01,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2014-11-02,2018-04-30,,,
1543151,2017-11-01,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2015-11-02,2018-05-30,,,
1543151,2017-11-28,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2015-11-29,2018-05-27,,,
1543151,2017-12-18,"Uber Technologies, Inc.",final_cik,1543151.0,0.0,ok,2015-12-19,2018-06-16,,,
1543151,2018-08-30,Uber Technologies Inc.,final_cik,1543151.0,0.0,ok,2016-08-30,2019-04-22,,,
1543151,2018-12-06,Uber Technologies Inc,final_cik,1543151.0,3.0,ok,2016-12-06,2019-06-04,,,
1543151,2019-10-28,"Uber Technologies, Inc.",final_cik,1543151.0,18.0,ok,2017-10-28,2020-04-25,,,
1543151,2023-01-23,"Uber Technologies, Inc.",final_cik,1543151.0,38.0,ok,2021-01-23,2023-09-26,,,
1543151,2023-03-31,"Uber Technologies, Inc.",final_cik,1543151.0,32.0,ok,2021-03-31,2023-09-27,,,
1543151,2024-08-23,"Uber Technologies, Inc.",final_cik,1543151.0,27.0,ok,2022-08-24,2025-02-19,,,
1553023,2017-10-18,"CyrusOne, Inc.",final_cik,1553023.0,52.0,ok,2015-10-19,2018-07-07,,,
1558044,2023-12-02,"Professional Compounding Centers of America, Inc.",final_cik,1558044.0,0.0,ok,2021-12-02,2024-07-30,,,
1560142,2019-05-03,EatStreet,final_cik,1560142.0,0.0,ok,2017-05-03,2019-12-11,,,
1564408,2022-03-01,Snap Inc.,final_cik,1564408.0,29.0,ok,2020-03-01,2023-03-07,,,
1567336,2019-04-01,Mediant Communications Inc.,final_cik,1567336.0,0.0,ok,2017-04-01,2019-11-24,,,
1570434,2019-12-11,Prime Communications,final_cik,1570434.0,0.0,ok,2017-12-11,2020-11-14,,,
1590895,2023-08-23,"Caesars Entertainment, Inc.",final_cik,1590895.0,38.0,ok,2021-08-23,2024-04-03,,,
