outcome_cik,final_cik,org_name,breach_date,treated,accession,filing_date,form,items,primary_doc,on_disk,win_lo,win_hi,submissions_cached
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000079,2014-11-07,8-K,"5.02,9.01",form8k20141105.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000066,2014-10-09,8-K/A,5.02,form8-ka20141003.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000064,2014-10-09,8-K,5.02,form8-k20141003.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0001193125-14-297076,2014-08-06,8-K,"5.02,9.01",d772298d8k.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000049,2014-08-04,8-K,5.02,elfman8-kfinal.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000021,2014-03-12,8-K,5.02,a8-k20140306.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000019,2014-02-24,8-K/A,5.02,a8-ka20140219.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000015,2014-02-24,8-K,5.02,a8-k20140218sti.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-14-000002,2014-01-16,8-K,"5.02,9.01",a8-k20140116.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-13-000053,2013-12-19,8-K,"5.02,5.08",a8-k20131218.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0001193125-13-372972,2013-09-20,8-K/A,5.02,d598899d8ka.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0001193125-13-372950,2013-09-20,8-K,"5.02,9.01",d598884d8k.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0001193125-13-364138,2013-09-11,8-K,"5.02,9.01",d596894d8k.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2015-08-17,1,0000101830-13-000041,2013-09-06,8-K,"5.02,9.01",form8-k20130906.htm,1,2013-08-17,2020-10-06,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-17-000003,2017-01-24,8-K,"5.02,9.01",form8-k20170118.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-16-000096,2016-12-12,8-K/A,5.02,form8-ka20161208.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-16-000094,2016-12-01,8-K,"5.02,9.01",form8-k20161201.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-16-000092,2016-11-03,8-K,"5.02,5.07",form8-k20161101.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-16-000070,2016-06-24,8-K,5.02,form8-k20160622.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-16-000063,2016-05-06,8-K,5.02,a8-k20160503.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-16-000056,2016-03-01,8-K,5.02,a8-k20160225.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-15-000043,2015-11-12,8-K,"5.02,9.01",form8-k20151106.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-15-000030,2015-10-15,8-K,5.02,schwartzform8-k.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-15-000025,2015-08-11,8-K,"5.02,9.01",a8-k20150807.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0000101830-15-000024,2015-08-11,8-K,"5.02,5.07",a8-k20150810.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint Corporation,2017-05-01,1,0001193125-15-275046,2015-08-03,8-K,"5.02,9.01",d98547d8k.htm,1,2015-05-02,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-17-000003,2017-01-24,8-K,"5.02,9.01",form8-k20170118.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-16-000096,2016-12-12,8-K/A,5.02,form8-ka20161208.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-16-000094,2016-12-01,8-K,"5.02,9.01",form8-k20161201.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-16-000092,2016-11-03,8-K,"5.02,5.07",form8-k20161101.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-16-000070,2016-06-24,8-K,5.02,form8-k20160622.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-16-000063,2016-05-06,8-K,5.02,a8-k20160503.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-16-000056,2016-03-01,8-K,5.02,a8-k20160225.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-15-000043,2015-11-12,8-K,"5.02,9.01",form8-k20151106.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-15-000030,2015-10-15,8-K,5.02,schwartzform8-k.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-15-000025,2015-08-11,8-K,"5.02,9.01",a8-k20150807.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0000101830-15-000024,2015-08-11,8-K,"5.02,5.07",a8-k20150810.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint,2017-05-07,1,0001193125-15-275046,2015-08-03,8-K,"5.02,9.01",d98547d8k.htm,1,2015-05-08,2018-03-19,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-17-000003,2017-01-24,8-K,"5.02,9.01",form8-k20170118.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-16-000096,2016-12-12,8-K/A,5.02,form8-ka20161208.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-16-000094,2016-12-01,8-K,"5.02,9.01",form8-k20161201.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-16-000092,2016-11-03,8-K,"5.02,5.07",form8-k20161101.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-16-000070,2016-06-24,8-K,5.02,form8-k20160622.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2018-03-02,1,0000101830-16-000063,2016-05-06,8-K,5.02,a8-k20160503.htm,1,2016-03-02,2018-09-26,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-19-000017,2019-05-22,8-K,5.02,form8-xk20190516.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-18-000057,2018-12-06,8-K,5.02,form8-k20181203.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-03-14,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2017-03-14,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-19-000017,2019-05-22,8-K,5.02,form8-xk20190516.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-18-000057,2018-12-06,8-K,5.02,form8-k20181203.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint Corporation,2019-05-09,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2017-05-09,2019-11-05,1
101830,101830,Sprint,2019-06-02,1,0000101830-19-000017,2019-05-22,8-K,5.02,form8-xk20190516.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-02,1,0000101830-18-000057,2018-12-06,8-K,5.02,form8-k20181203.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-02,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-02,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-02,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-02,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-02,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2017-06-02,2020-01-07,1
101830,101830,Sprint,2019-06-08,1,0000101830-19-000017,2019-05-22,8-K,5.02,form8-xk20190516.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-08,1,0000101830-18-000057,2018-12-06,8-K,5.02,form8-k20181203.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-08,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-08,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-08,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-08,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-08,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2017-06-08,2019-12-05,1
101830,101830,Sprint,2019-06-22,1,0000101830-19-000017,2019-05-22,8-K,5.02,form8-xk20190516.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint,2019-06-22,1,0000101830-18-000057,2018-12-06,8-K,5.02,form8-k20181203.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint,2019-06-22,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint,2019-06-22,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint,2019-06-22,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint,2019-06-22,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint,2019-06-22,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2017-06-22,2020-01-07,1
101830,101830,Sprint Corporation,2019-08-13,1,0001193125-20-093630,2020-04-01,8-K,"1.01,1.02,2.01,2.03,3.01,5.01,5.02,5.03,9.01",d853508d8k.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-19-000017,2019-05-22,8-K,5.02,form8-xk20190516.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-18-000057,2018-12-06,8-K,5.02,form8-k20181203.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-18-000029,2018-07-02,8-K,"5.02,9.01",form8-k20180629.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-18-000027,2018-05-30,8-K,5.02,form8-k20180523.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-18-000021,2018-05-02,8-K,5.02,form8-k20180501.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-18-000005,2018-01-17,8-K,5.02,form8-k20180116.htm,1,2017-08-13,2020-09-27,1
101830,101830,Sprint Corporation,2019-08-13,1,0000101830-18-000003,2018-01-04,8-K,5.02,form8-k20180102.htm,1,2017-08-13,2020-09-27,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-24-148178,2024-05-28,8-K,"5.02,5.07,9.01",d803316d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-24-069299,2024-03-15,8-K,"5.02,9.01",d761588d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-24-007505,2024-01-12,8-K,"5.02,9.01",d719218d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-24-003451,2024-01-05,8-K,"5.02,7.01,9.01",d105522d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-23-244902,2023-09-28,8-K,"1.01,1.02,5.02,8.01,9.01",d546628d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-23-109413,2023-04-21,8-K,"5.02,9.01",d480296d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-23-071477,2023-03-15,8-K,5.02,d487423d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001214659-22-013995,2022-11-18,8-K,"5.02,7.01,9.01",r11162208k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0000899140-22-000629,2022-08-03,8-K,"5.02,7.01,9.01",x8ka.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-22-203586,2022-07-27,8-K,"5.02,7.01,9.01",d385786d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-22-187967,2022-07-05,8-K,"5.02,8.01,9.01",d367622d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-22-151952,2022-05-16,8-K,5.02,d360810d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-22-106872,2022-04-15,8-K,"5.02,9.01",d343265d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-22-083286,2022-03-24,8-K,"5.02,9.01",d339981d8k.htm,1,2021-12-10,2024-08-18,1
1770450,1770450,Xerox Corporation,2023-12-10,0,0001193125-22-012572,2022-01-19,8-K,5.02,d477752d8k.htm,1,2021-12-10,2024-08-18,1
277135,277135,"W.W. Grainger, Inc.",2017-08-23,0,0000277135-17-000044,2017-12-13,8-K,"5.02,9.01",gww121220178kbodelection.htm,1,2015-08-24,2018-03-17,1
277135,277135,"W.W. Grainger, Inc.",2017-08-23,0,0000277135-17-000028,2017-08-02,8-K,"5.02,9.01",gww080220178kchairman.htm,1,2015-08-24,2018-03-17,1
277135,277135,"W.W. Grainger, Inc.",2017-08-23,0,0000277135-17-000023,2017-07-25,8-K,"5.02,9.01",gww063020178kbodelection.htm,1,2015-08-24,2018-03-17,1
277135,277135,"W.W. Grainger, Inc.",2017-08-23,0,0000277135-17-000020,2017-07-19,8-K,"2.02,5.02,9.01",gww063020178k.htm,1,2015-08-24,2018-03-17,1
277135,277135,"W.W. Grainger, Inc.",2017-08-23,0,0000277135-16-000057,2016-10-03,8-K,5.02,form8-k93016.htm,1,2015-08-24,2018-03-17,1
277135,277135,"W.W. Grainger, Inc.",2017-08-23,0,0001104659-16-137921,2016-08-08,8-K,"5.02,5.03,9.01",a16-15974_18k.htm,1,2015-08-24,2018-03-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0001104659-18-021832,2018-04-02,8-K,"5.02,9.01",a18-9445_18k.htm,1,2015-09-27,2018-10-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0000277135-17-000044,2017-12-13,8-K,"5.02,9.01",gww121220178kbodelection.htm,1,2015-09-27,2018-10-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0000277135-17-000028,2017-08-02,8-K,"5.02,9.01",gww080220178kchairman.htm,1,2015-09-27,2018-10-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0000277135-17-000023,2017-07-25,8-K,"5.02,9.01",gww063020178kbodelection.htm,1,2015-09-27,2018-10-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0000277135-17-000020,2017-07-19,8-K,"2.02,5.02,9.01",gww063020178k.htm,1,2015-09-27,2018-10-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0000277135-16-000057,2016-10-03,8-K,5.02,form8-k93016.htm,1,2015-09-27,2018-10-17,1
277135,277135,W.W. Grainger Inc.,2017-09-26,0,0001104659-16-137921,2016-08-08,8-K,"5.02,5.03,9.01",a16-15974_18k.htm,1,2015-09-27,2018-10-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-21-223710,2021-07-26,8-K,"1.01,1.02,5.02,7.01,9.01",d208525d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-21-206409,2021-07-01,8-K,5.02,d55212d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-21-022598,2021-01-29,8-K,5.02,d116873d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-20-282544,2020-10-30,8-K,"1.01,5.02,9.01",d873218d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-20-178023,2020-06-25,8-K,"5.02,5.07,9.01",d947905d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-20-120011,2020-04-27,8-K,"5.02,7.01,9.01",d922389d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-20-093512,2020-04-01,8-K12B,"1.01,2.03,3.01,3.02,3.03,5.02,5.03,8.01,9.01",d867242d8k12b.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-20-045455,2020-02-24,8-K,5.02,d863960d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-19-181180,2019-06-25,8-K,"5.02,9.01",d721968d8k.htm,1,2018-12-18,2021-11-17,1
315293,315293,Aon Corporation,2020-12-17,0,0001193125-19-165112,2019-06-04,8-K,"5.02,9.01",d756679d8k.htm,1,2018-12-18,2021-11-17,1
318154,318154,Amgen Inc.,2021-04-21,0,0001193125-21-229599,2021-07-30,8-K,"5.02,9.01",d198092d8k.htm,1,2019-04-22,2021-12-19,1
318154,318154,Amgen Inc.,2021-04-21,0,0001193125-20-197806,2020-07-23,8-K,5.02,d931570d8k.htm,1,2019-04-22,2021-12-19,1
318154,318154,Amgen Inc.,2021-04-21,0,0001193125-20-197795,2020-07-23,8-K,5.02,d931562d8k.htm,1,2019-04-22,2021-12-19,1
318154,318154,Amgen Inc.,2021-04-21,0,0001193125-19-272011,2019-10-23,8-K,"5.02,9.01",d822516d8k.htm,1,2019-04-22,2021-12-19,1
318154,318154,Amgen Inc.,2023-08-16,0,0001193125-24-153221,2024-06-03,8-K,"5.02,5.07",d827769d8k.htm,1,2021-08-16,2025-03-24,1
318154,318154,Amgen Inc.,2023-08-16,0,0001193125-23-295027,2023-12-14,8-K,"5.02,9.01",d598661d8k.htm,1,2021-08-16,2025-03-24,1
318154,318154,Amgen Inc.,2023-08-16,0,0001193125-23-203033,2023-08-04,8-K,5.02,d525761d8k.htm,1,2021-08-16,2025-03-24,1
318154,318154,Amgen Inc.,2023-08-16,0,0001193125-22-211269,2022-08-03,8-K,"5.02,9.01",d386700d8k.htm,1,2021-08-16,2025-03-24,1
319687,319687,United Airlines,2013-01-01,0,0001104659-17-025203,2017-04-21,8-K,"5.02,9.01",a17-11675_18k.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001193125-16-696990,2016-08-30,8-K,"5.02,9.01",d240884d8k.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001193125-16-685286,2016-08-18,8-K,"5.02,9.01",d244666d8k.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001104659-16-112678,2016-04-20,8-K,"5.02,9.01",a16-8741_18k.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001104659-16-105862,2016-03-17,8-K,5.02,a16-5927_78k.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001104659-16-088696,2016-01-07,8-K/A,"5.02,9.01",a16-1427_18ka.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001193125-15-347459,2015-10-20,8-K,"5.02,9.01",d31772d8k.htm,1,2011-01-02,2018-01-02,1
319687,319687,United Airlines,2013-01-01,0,0001104659-15-064079,2015-09-08,8-K,"5.02,9.01",a15-19109_18k.htm,1,2011-01-02,2018-01-02,1
320193,320193,Apple Inc.,2010-06-01,0,0001181431-10-056327,2010-11-17,8-K,"5.02,5.03,9.01",rrd291195.htm,1,2008-06-01,2010-12-06,1
320193,320193,Apple Inc.,2010-06-01,0,0001181431-10-016054,2010-03-12,8-K,5.02,rrd269693.htm,1,2008-06-01,2010-12-06,1
320193,320193,Apple Inc.,2010-06-01,0,0001193125-10-044765,2010-03-01,8-K,"5.02,5.07,9.01",d8k.htm,1,2008-06-01,2010-12-06,1
320193,320193,Apple Inc.,2010-06-01,0,0001181431-09-037492,2009-08-04,8-K,5.02,rrd249632.htm,1,2008-06-01,2010-12-06,1
320193,320193,Apple Inc.,2010-06-01,0,0001181431-09-003017,2009-01-16,8-K,5.02,rrd229456.htm,1,2008-06-01,2010-12-06,1
320193,320193,Apple Inc.,2013-07-18,0,0001181431-13-041847,2013-07-30,8-K,5.02,rrd386884.htm,1,2011-07-19,2014-01-17,1
320193,320193,Apple Inc.,2013-07-18,0,0001193125-13-267629,2013-06-21,8-K,5.02,d556626d8k.htm,1,2011-07-19,2014-01-17,1
320193,320193,Apple Inc.,2013-07-18,0,0001181431-12-038301,2012-06-28,8-K,5.02,rrd349607.htm,1,2011-07-19,2014-01-17,1
320193,320193,Apple Inc.,2013-07-18,0,0001181431-12-032458,2012-05-24,8-K,5.02,rrd346000.htm,1,2011-07-19,2014-01-17,1
320193,320193,Apple Inc.,2013-07-18,0,0001181431-11-056354,2011-11-16,8-K,5.02,rrd325897.htm,1,2011-07-19,2014-01-17,1
320193,320193,Apple Inc.,2013-07-18,0,0001181431-11-047179,2011-08-26,8-K,5.02,rrd320651.htm,1,2011-07-19,2014-01-17,1
320193,320193,Apple Inc.,2014-08-31,0,0001193125-14-271698,2014-07-17,8-K,5.02,d758295d8k.htm,1,2012-08-31,2015-02-27,1
320193,320193,Apple Inc.,2014-08-31,0,0001181431-14-021923,2014-05-30,8-K,5.02,rrd410610.htm,1,2012-08-31,2015-02-27,1
320193,320193,Apple Inc.,2014-08-31,0,0001193125-14-084697,2014-03-05,8-K,"5.02,5.03,5.07,9.01",d684095d8k.htm,1,2012-08-31,2015-02-27,1
320193,320193,Apple Inc.,2014-08-31,0,0001181431-13-041847,2013-07-30,8-K,5.02,rrd386884.htm,1,2012-08-31,2015-02-27,1
320193,320193,Apple Inc.,2014-08-31,0,0001193125-13-267629,2013-06-21,8-K,5.02,d556626d8k.htm,1,2012-08-31,2015-02-27,1
320193,320193,Apple Inc.,2015-07-01,0,0001193125-15-406279,2015-12-17,8-K,5.02,d107635d8k.htm,1,2013-07-01,2016-02-21,1
320193,320193,Apple Inc.,2015-07-01,0,0001193125-15-336615,2015-10-02,8-K,5.02,d10101d8k.htm,1,2013-07-01,2016-02-21,1
320193,320193,Apple Inc.,2015-07-01,0,0001193125-14-271698,2014-07-17,8-K,5.02,d758295d8k.htm,1,2013-07-01,2016-02-21,1
320193,320193,Apple Inc.,2015-07-01,0,0001181431-14-021923,2014-05-30,8-K,5.02,rrd410610.htm,1,2013-07-01,2016-02-21,1
320193,320193,Apple Inc.,2015-07-01,0,0001193125-14-084697,2014-03-05,8-K,"5.02,5.03,5.07,9.01",d684095d8k.htm,1,2013-07-01,2016-02-21,1
320193,320193,Apple Inc.,2015-07-01,0,0001181431-13-041847,2013-07-30,8-K,5.02,rrd386884.htm,1,2013-07-01,2016-02-21,1
320193,320193,Apple Inc.,2015-09-18,0,0001193125-16-488223,2016-03-01,8-K,"5.02,5.07,9.01",d150918d8k.htm,1,2013-09-16,2016-03-16,1
