outcome_cik,final_cik,org_name,breach_date,treated,accession,filing_date,form,items,primary_doc,on_disk,win_lo,win_hi,submissions_cached
908937,908937,Sirius XM Radio Inc.,2012-03-19,0,0000930413-11-004876,2011-07-22,8-K,"5.02,9.01",c66342_8k.htm,1,2010-03-20,2012-10-03,1
908937,908937,Sirius XM Radio Inc.,2012-03-19,0,0000950123-11-034955,2011-04-12,8-K,5.02,y90820e8vk.htm,1,2010-03-20,2012-10-03,1
908937,908937,Sirius XM Radio Inc.,2012-03-19,0,0000930413-11-001085,2011-02-15,8-K,"2.02,5.02,9.01",c64388_8k.htm,1,2010-03-20,2012-10-03,1
908937,908937,Sirius XM Satellite Radio,2012-04-12,0,0000930413-12-001340,2012-03-05,8-K,"5.02,9.01",c68784_8k.htm,1,2010-04-13,2012-10-09,1
908937,908937,Sirius XM Satellite Radio,2012-04-12,0,0000930413-11-005668,2011-08-24,8-K,"5.02,9.01",c66772_8-k.htm,1,2010-04-13,2012-10-09,1
908937,908937,Sirius XM Satellite Radio,2012-04-12,0,0000930413-11-004876,2011-07-22,8-K,"5.02,9.01",c66342_8k.htm,1,2010-04-13,2012-10-09,1
908937,908937,Sirius XM Satellite Radio,2012-04-12,0,0000950123-11-034955,2011-04-12,8-K,5.02,y90820e8vk.htm,1,2010-04-13,2012-10-09,1
908937,908937,Sirius XM Satellite Radio,2012-04-12,0,0000930413-11-001085,2011-02-15,8-K,"2.02,5.02,9.01",c64388_8k.htm,1,2010-04-13,2012-10-09,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-02-01,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-02-01,2016-09-13,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-04-05,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-04-06,2016-10-02,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc.,2016-08-20,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-08-21,2017-03-13,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,Sirius XM Radio Inc,2016-09-26,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-09-27,2017-04-01,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,"Sirius XM Radio, Inc.",2016-10-04,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-10-05,2017-04-02,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-10-31,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-11-01,2017-05-09,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc.,2016-11-15,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-11-16,2017-05-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,Sirius XM Radio Inc,2016-12-04,0,0000930413-14-004831,2014-12-11,8-K,5.02,c79487_8k.htm,1,2014-12-05,2017-06-14,1
908937,908937,"Sirius XM Radio, Inc.",2016-12-19,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2014-12-20,2017-06-17,1
908937,908937,"Sirius XM Radio, Inc.",2016-12-19,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2014-12-20,2017-06-17,1
908937,908937,"Sirius XM Radio, Inc.",2016-12-19,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2014-12-20,2017-06-17,1
908937,908937,"Sirius XM Radio, Inc.",2016-12-19,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2014-12-20,2017-06-17,1
908937,908937,"Sirius XM Radio, Inc.",2016-12-19,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2014-12-20,2017-06-17,1
908937,908937,"Sirius XM Radio, Inc.",2016-12-19,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2014-12-20,2017-06-17,1
908937,908937,Sirius XM Radio Inc.,2017-01-06,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2015-01-07,2017-07-24,1
908937,908937,Sirius XM Radio Inc.,2017-01-06,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2015-01-07,2017-07-24,1
908937,908937,Sirius XM Radio Inc.,2017-01-06,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2015-01-07,2017-07-24,1
908937,908937,Sirius XM Radio Inc.,2017-01-06,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2015-01-07,2017-07-24,1
908937,908937,Sirius XM Radio Inc.,2017-01-06,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2015-01-07,2017-07-24,1
908937,908937,Sirius XM Radio Inc.,2017-01-06,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2015-01-07,2017-07-24,1
908937,908937,"Sirius XM Radio, Inc.",2017-01-25,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2015-01-26,2017-07-24,1
908937,908937,"Sirius XM Radio, Inc.",2017-01-25,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2015-01-26,2017-07-24,1
908937,908937,"Sirius XM Radio, Inc.",2017-01-25,0,0000930413-15-003027,2015-07-08,8-K,"5.02,9.01",c81935_8k.htm,1,2015-01-26,2017-07-24,1
908937,908937,"Sirius XM Radio, Inc.",2017-01-25,0,0000930413-15-002950,2015-06-30,8-K,"5.02,9.01",c81858_8k.htm,1,2015-01-26,2017-07-24,1
908937,908937,"Sirius XM Radio, Inc.",2017-01-25,0,0000930413-15-002882,2015-06-23,8-K,"5.02,9.01",c81795_8k.htm,1,2015-01-26,2017-07-24,1
908937,908937,"Sirius XM Radio, Inc.",2017-01-25,0,0000930413-15-002576,2015-05-21,8-K,"5.02,5.07,9.01",c81485_8k.htm,1,2015-01-26,2017-07-24,1
908937,908937,Sirius XM Radio Inc.,2017-08-06,0,0000908937-18-000008,2018-01-23,8-K,5.02,siri-20180123x8xk.htm,1,2015-08-07,2018-02-27,1
908937,908937,Sirius XM Radio Inc.,2017-08-06,0,0000908937-18-000005,2018-01-11,8-K,"5.02,9.01",siri-20180111x8xk.htm,1,2015-08-07,2018-02-27,1
908937,908937,Sirius XM Radio Inc.,2017-08-06,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2015-08-07,2018-02-27,1
908937,908937,Sirius XM Radio Inc.,2017-08-06,0,0000930413-15-003326,2015-08-13,8-K,"5.02,9.01",c82186_8k.htm,1,2015-08-07,2018-02-27,1
908937,908937,Sirius XM Radio Inc.,2017-09-18,0,0000908937-18-000008,2018-01-23,8-K,5.02,siri-20180123x8xk.htm,1,2015-09-19,2018-03-17,1
908937,908937,Sirius XM Radio Inc.,2017-09-18,0,0000908937-18-000005,2018-01-11,8-K,"5.02,9.01",siri-20180111x8xk.htm,1,2015-09-19,2018-03-17,1
908937,908937,Sirius XM Radio Inc.,2017-09-18,0,0000930413-16-005595,2016-02-22,8-K,5.02,c84068_8k.htm,1,2015-09-19,2018-03-17,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2020-05-01,0,0000912752-19-000072,2019-11-21,8-K,"5.02,9.01",form8-kxexecutiveretir.htm,1,2018-05-02,2021-04-03,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2020-05-01,0,0000912752-19-000004,2019-01-30,8-K,"5.02,9.01",a20198-kbensonleggboardapp.htm,1,2018-05-02,2021-04-03,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-06-23,0,0000912752-22-000049,2022-06-09,8-K,"5.02,5.07,9.01",sbgi-20220609.htm,1,2019-06-24,2022-09-20,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-06-23,0,0000912752-21-000046,2021-05-25,8-K,5.02,sbgi-20210521.htm,1,2019-06-24,2022-09-20,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-06-23,0,0000912752-21-000028,2021-04-14,8-K,"5.02,5.03",sbgi-20210408.htm,1,2019-06-24,2022-09-20,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-06-23,0,0000912752-19-000072,2019-11-21,8-K,"5.02,9.01",form8-kxexecutiveretir.htm,1,2019-06-24,2022-09-20,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-12-16,0,0000912752-22-000049,2022-06-09,8-K,"5.02,5.07,9.01",sbgi-20220609.htm,1,2019-12-17,2022-06-14,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-12-16,0,0000912752-21-000046,2021-05-25,8-K,5.02,sbgi-20210521.htm,1,2019-12-17,2022-06-14,1
912752,1971213,"Sinclair Broadcast Group, Inc.",2021-12-16,0,0000912752-21-000028,2021-04-14,8-K,"5.02,5.03",sbgi-20210408.htm,1,2019-12-17,2022-06-14,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-15-032543,2015-08-18,8-K,5.02,form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0000920522-15-000011,2015-05-07,8-K,"5.02,9.01",ess8-kdraftxmanagementtran.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-14-046028,2014-12-22,8-K,5.02,form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-14-015094,2014-04-01,8-K,"2.01,5.02,7.01,8.01,9.01",form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-14-003902,2014-01-31,8-K,"1.01,2.03,5.02,9.01",form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-13-030591,2013-08-06,8-K,5.02,form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-13-021459,2013-05-17,8-K,"5.02,5.03,5.07,9.01",form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-13-012917,2013-03-18,8-K,"1.01,5.02,9.01",form8k.htm,1,2011-08-14,2015-09-28,1
920522,920522,"Essex Property Trust, Inc.",2013-08-13,0,0001140361-12-050307,2012-12-10,8-K,"1.01,5.02,9.01",form8k.htm,1,2011-08-14,2015-09-28,1
1001039,1744489,The Walt Disney Company,2008-07-29,0,0001193125-08-208064,2008-10-08,8-K,"5.02,9.01",d8k.htm,1,2006-07-30,2009-01-25,1
1001039,1744489,The Walt Disney Company,2008-07-29,0,0001193125-08-052734,2008-03-11,8-K,"5.02,9.01",d8k.htm,1,2006-07-30,2009-01-25,1
1001039,1744489,The Walt Disney Company,2008-07-29,0,0001193125-08-017986,2008-02-01,8-K,"5.02,9.01",d8k.htm,1,2006-07-30,2009-01-25,1
1001039,1744489,The Walt Disney Company,2008-07-29,0,0001001039-07-000153,2007-05-02,8-K,5.02,form8kmay0207.htm,1,2006-07-30,2009-01-25,1
1001039,1744489,The Walt Disney Company,2008-07-29,0,0001193125-07-053319,2007-03-13,8-K,"5.02,9.01",d8k.htm,1,2006-07-30,2009-01-25,1
1001039,1744489,The Walt Disney Company,2008-07-29,0,0001193125-06-254494,2006-12-15,8-K,"5.02,9.01",d8k.htm,1,2006-07-30,2009-01-25,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-22-044669,2022-12-07,8-K,"5.02,9.01",brhc10045145_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-22-024697,2022-07-01,8-K,"5.02,9.01",brhc10039263_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-22-020352,2022-05-24,8-K,"5.02,5.07",brhc10038011_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-22-013268,2022-04-06,8-K,"5.02,9.01",brhc10036113_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-21-031241,2021-09-14,8-K,5.02,brhc10028941_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-21-028111,2021-08-12,8-K,"5.02,7.01,9.01",brhc10027999_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-21-023780,2021-07-08,8-K,"5.02,9.01",brhc10026725_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-21-018288,2021-05-21,8-K,"5.02,5.07",brhc10024960_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-21-005371,2021-02-18,8-K,"5.02,5.03,9.01",brhc10020545_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-20-027975,2020-12-10,8-K,"5.02,9.01",brhc10017815_8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-20-017477,2020-08-04,8-K,5.02,brhc10014086_form8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-20-012015,2020-05-20,8-K,"5.02,5.07,9.01",form8k.htm,1,2020-03-15,2023-06-28,1
943452,943452,Wabtec Corporation,2022-03-15,0,0001140361-20-010932,2020-05-07,8-K,"5.02,9.01",form8k.htm,1,2020-03-15,2023-06-28,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-24-147029,2024-05-24,8-K,"5.02,5.07,9.01",d682449d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-23-297629,2023-12-18,8-K,"5.02,9.01",d27795d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-23-278944,2023-11-16,8-K,"3.01,5.02,9.01",d297418d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-23-154352,2023-05-25,8-K,"5.02,5.07,9.01",d476925d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-22-293869,2022-11-29,8-K,"5.02,9.01",d420796d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-22-094333,2022-04-04,8-K,"5.02,7.01,9.01",d337149d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-22-002148,2022-01-05,8-K,"5.02,7.01,9.01",d207148d8k.htm,1,2021-09-27,2024-06-03,1
1000228,1000228,"Henry Schein, Inc.",2023-09-27,0,0001193125-21-350793,2021-12-08,8-K,"5.02,9.01",d263555d8k.htm,1,2021-09-27,2024-06-03,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001104659-23-114464,2023-11-06,8-K,5.02,tm2329920d1_8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001104659-23-106153,2023-10-03,8-K,"1.01,5.02,8.01,9.01",tm2326296d1_8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001104659-23-088620,2023-08-08,8-K,"1.01,3.02,5.02,7.01,8.01",tm2323111d2_8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001001082-23-000031,2023-06-23,8-K,"5.02,9.01",dish-20230619x8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001001082-23-000008,2023-01-10,8-K,"5.02,9.01",dish-20230109x8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001001082-22-000013,2022-03-31,8-K,5.02,dish-20220329x8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-02-22,1,0001001082-22-000006,2022-01-04,8-K,5.02,dish-20211230x8k.htm,1,2021-02-22,2023-11-11,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001104659-23-116755,2023-11-13,8-K,"5.02,7.01,9.01",tm2323753d3_8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001104659-23-114464,2023-11-06,8-K,5.02,tm2329920d1_8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001104659-23-106153,2023-10-03,8-K,"1.01,5.02,8.01,9.01",tm2326296d1_8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001104659-23-088620,2023-08-08,8-K,"1.01,3.02,5.02,7.01,8.01",tm2323111d2_8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001001082-23-000031,2023-06-23,8-K,"5.02,9.01",dish-20230619x8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001001082-23-000008,2023-01-10,8-K,"5.02,9.01",dish-20230109x8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001001082-22-000013,2022-03-31,8-K,5.02,dish-20220329x8k.htm,1,2021-05-17,2023-11-13,1
1001082,1001082,"DISH Network, LLC",2023-05-17,1,0001001082-22-000006,2022-01-04,8-K,5.02,dish-20211230x8k.htm,1,2021-05-17,2023-11-13,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-23-000119,2023-08-24,8-K,"5.02,9.01",el-20230822.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-22-000114,2022-07-22,8-K,"5.02,9.01",el-20220718.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-22-000105,2022-07-11,8-K,"5.02,9.01",el-20220711.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-22-000048,2022-04-25,8-K,"5.02,9.01",el-20220425.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-22-000023,2022-02-28,8-K,"5.02,9.01",el-20220228.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-22-000020,2022-02-24,8-K,"5.02,9.01",el-20220222.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-21-000168,2021-10-26,8-K,5.02,el-20211021.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-01,0,0001001250-21-000111,2021-07-16,8-K,"5.02,9.01",el-20210713.htm,1,2021-05-01,2024-04-16,1
1001250,1001250,The Est̩e Lauder Companies Inc.,2023-05-30,0,0001001250-23-000119,2023-08-24,8-K,"5.02,9.01",el-20230822.htm,1,2021-05-30,2024-04-15,1
