final_cik,org_name,edgar,final_evidence,breach_date,grp,v3_permno,gvkey,permno,cusip8,link_source,comnam,shrcd,namedt,nameenddt,tie_break,name_ok,shared_tokens,matched_against,generic_only,n_valid,note,ncusip_on_row,permno_rejected,gate_excluded,v4_linked,v3_linked,agree
1652044,Google Inc.,,Gate1-B: Alphabet Inc (ticker GOOGL),2016-03-29,control,14542.0,160329.0,90319.0,02079K30,cusip_ncusip,ALPHABET INC,11.0,2015-10-05,2024-12-31,priusa,False,,,False,2.0,,,,,True,True,False
1652044,Google Inc.,,Gate1-B: Alphabet Inc (ticker GOOGL),2016-05-06,control,14542.0,160329.0,90319.0,02079K30,cusip_ncusip,ALPHABET INC,11.0,2015-10-05,2024-12-31,priusa,False,,,False,2.0,,,,,True,True,False
1652044,Google Inc.,,Gate1-B: Alphabet Inc (ticker GOOGL),2016-08-10,control,14542.0,160329.0,90319.0,02079K30,cusip_ncusip,ALPHABET INC,11.0,2015-10-05,2024-12-31,priusa,False,,,False,2.0,,,,,True,True,False
1652044,"Google, Inc.",,Gate1-B: Alphabet Inc (ticker GOOGL),2017-06-29,control,14542.0,160329.0,90319.0,02079K30,cusip_ncusip,ALPHABET INC,11.0,2015-10-05,2024-12-31,priusa,False,,,False,2.0,,,,,True,True,False
