phase,cik,breach_date,accession,status,path
documents,896878,2018-04-26,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2018-04-26,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2018-04-26,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2018-04-26,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2018-04-26,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2018-04-26,0000896878-16-000219,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-16-000219_a8-kshellfor5x2016vasqueza.htm
documents,896878,2018-05-16,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2018-05-16,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2018-05-16,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2018-05-16,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2018-05-16,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2018-05-16,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2018-05-16,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2018-06-15,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2018-06-15,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2018-06-15,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2018-06-15,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2018-06-15,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2018-06-15,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2018-06-15,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-01-29,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-01-29,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-01-29,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-01-29,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-01-29,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2019-01-29,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2019-01-29,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-02-21,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-02-21,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-02-21,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-02-21,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-02-21,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2019-02-21,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2019-02-21,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-03-21,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-03-21,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-03-21,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-03-21,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-03-21,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2019-03-21,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2019-03-21,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-03-26,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-03-26,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-03-26,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-03-26,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-03-26,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2019-03-26,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2019-03-26,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-04-07,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-04-07,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-04-07,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-04-07,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-04-07,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2019-04-07,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2019-04-07,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-04-16,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-04-16,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-04-16,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-04-16,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-04-16,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2019-04-16,0000896878-17-000117,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000117_fy17q4earnings8-kshell.htm
documents,896878,2019-04-16,0000896878-17-000080,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000080_a8-kshelldeborahliuonboard.htm
documents,896878,2019-09-20,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2019-09-20,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2019-09-20,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2019-09-20,0000896878-18-000025,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000025_a8-kshell012318.htm
documents,896878,2019-09-20,0000896878-17-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-17-000162_a8-kshellboardann101917.htm
documents,896878,2020-03-31,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2020-03-31,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2020-03-31,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2020-04-12,0000896878-20-000202,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-20-000202_intu-20201016.htm
documents,896878,2020-04-12,0000896878-18-000207,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000207_a8-kshell110518.htm
documents,896878,2020-04-12,0000896878-18-000162,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000162_fy18q4earnings8-kshell.htm
documents,896878,2020-04-12,0000896878-18-000073,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-18-000073_fy18q3earnings8-kshell.htm
documents,896878,2022-02-06,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2022-02-06,0000896878-22-000003,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000003_intu-20220120.htm
documents,896878,2022-02-06,0000896878-21-000255,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-21-000255_intu-20211104.htm
documents,896878,2022-02-06,0000896878-20-000202,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-20-000202_intu-20201016.htm
documents,896878,2022-04-15,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2022-04-15,0000896878-22-000003,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000003_intu-20220120.htm
documents,896878,2022-04-15,0000896878-21-000255,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-21-000255_intu-20211104.htm
documents,896878,2022-04-15,0000896878-20-000202,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-20-000202_intu-20201016.htm
documents,896878,2023-01-01,0000896878-23-000028,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000028_intu-20230814.htm
documents,896878,2023-01-01,0000896878-23-000016,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000016_intu-20230504.htm
documents,896878,2023-01-01,0000896878-23-000009,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000009_intu-20230223.htm
documents,896878,2023-01-01,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2023-01-01,0000896878-22-000003,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000003_intu-20220120.htm
documents,896878,2023-01-01,0000896878-21-000255,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-21-000255_intu-20211104.htm
documents,896878,2023-06-04,0000896878-24-000032,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000032_intu-20240724.htm
documents,896878,2023-06-04,0000896878-24-000021,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000021_intu-20240502.htm
documents,896878,2023-06-04,0000896878-23-000028,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000028_intu-20230814.htm
documents,896878,2023-06-04,0000896878-23-000016,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000016_intu-20230504.htm
documents,896878,2023-06-04,0000896878-23-000009,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000009_intu-20230223.htm
documents,896878,2023-06-04,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2023-06-04,0000896878-22-000003,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000003_intu-20220120.htm
documents,896878,2023-06-04,0000896878-21-000255,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-21-000255_intu-20211104.htm
documents,896878,2023-12-01,0000896878-24-000032,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000032_intu-20240724.htm
documents,896878,2023-12-01,0000896878-24-000021,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000021_intu-20240502.htm
documents,896878,2023-12-01,0000896878-23-000028,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000028_intu-20230814.htm
documents,896878,2023-12-01,0000896878-23-000016,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000016_intu-20230504.htm
documents,896878,2023-12-01,0000896878-23-000009,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000009_intu-20230223.htm
documents,896878,2023-12-01,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2023-12-01,0000896878-22-000003,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000003_intu-20220120.htm
documents,896878,2024-01-29,0000896878-24-000041,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000041_intu-20241031.htm
documents,896878,2024-01-29,0000896878-24-000032,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000032_intu-20240724.htm
documents,896878,2024-01-29,0000896878-24-000021,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000021_intu-20240502.htm
documents,896878,2024-01-29,0000896878-23-000028,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000028_intu-20230814.htm
documents,896878,2024-01-29,0000896878-23-000016,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000016_intu-20230504.htm
documents,896878,2024-01-29,0000896878-23-000009,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000009_intu-20230223.htm
documents,896878,2024-01-29,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2024-03-05,0000896878-25-000027,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-25-000027_intu-20250612.htm
documents,896878,2024-03-05,0000896878-24-000041,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000041_intu-20241031.htm
documents,896878,2024-03-05,0000896878-24-000032,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000032_intu-20240724.htm
documents,896878,2024-03-05,0000896878-24-000021,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000021_intu-20240502.htm
documents,896878,2024-03-05,0000896878-23-000028,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000028_intu-20230814.htm
documents,896878,2024-03-05,0000896878-23-000016,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000016_intu-20230504.htm
documents,896878,2024-03-05,0000896878-23-000009,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000009_intu-20230223.htm
documents,896878,2024-03-05,0000896878-22-000019,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-22-000019_intu-20220524.htm
documents,896878,2024-12-20,0000896878-25-000027,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-25-000027_intu-20250612.htm
documents,896878,2024-12-20,0000896878-24-000041,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000041_intu-20241031.htm
documents,896878,2024-12-20,0000896878-24-000032,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000032_intu-20240724.htm
documents,896878,2024-12-20,0000896878-24-000021,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-24-000021_intu-20240502.htm
documents,896878,2024-12-20,0000896878-23-000028,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000028_intu-20230814.htm
documents,896878,2024-12-20,0000896878-23-000016,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000016_intu-20230504.htm
documents,896878,2024-12-20,0000896878-23-000009,already_on_disk,Data\edgar\item5_02_text\896878\0000896878-23-000009_intu-20230223.htm
documents,908937,2012-03-19,0000930413-12-001340,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-12-001340_c68784_8k.htm
documents,908937,2012-03-19,0000930413-11-005668,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-11-005668_c66772_8-k.htm
documents,908937,2012-03-19,0000930413-11-004876,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-11-004876_c66342_8k.htm
documents,908937,2012-03-19,0000950123-11-034955,already_on_disk,Data\edgar\item5_02_text\908937\0000950123-11-034955_y90820e8vk.htm
documents,908937,2012-03-19,0000930413-11-001085,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-11-001085_c64388_8k.htm
documents,908937,2012-04-12,0000930413-12-001340,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-12-001340_c68784_8k.htm
documents,908937,2012-04-12,0000930413-11-005668,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-11-005668_c66772_8-k.htm
documents,908937,2012-04-12,0000930413-11-004876,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-11-004876_c66342_8k.htm
documents,908937,2012-04-12,0000950123-11-034955,already_on_disk,Data\edgar\item5_02_text\908937\0000950123-11-034955_y90820e8vk.htm
documents,908937,2012-04-12,0000930413-11-001085,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-11-001085_c64388_8k.htm
documents,908937,2016-02-01,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-02-01,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-02-01,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-02-01,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-02-01,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-02-01,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-02-01,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-04-05,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-04-05,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-04-05,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-04-05,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-04-05,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-04-05,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-04-05,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-08-20,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-08-20,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-08-20,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-08-20,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-08-20,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-08-20,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-08-20,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-09-26,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-09-26,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-09-26,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-09-26,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-09-26,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-09-26,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-09-26,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-10-04,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-10-04,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-10-04,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-10-04,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-10-04,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-10-04,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-10-04,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-10-31,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-10-31,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-10-31,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-10-31,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-10-31,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-10-31,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-10-31,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-11-15,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-11-15,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-11-15,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-11-15,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-11-15,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-11-15,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-11-15,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-12-04,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-12-04,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-12-04,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-12-04,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-12-04,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-12-04,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2016-12-04,0000930413-14-004831,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-14-004831_c79487_8k.htm
documents,908937,2016-12-19,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2016-12-19,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2016-12-19,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2016-12-19,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2016-12-19,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
documents,908937,2016-12-19,0000930413-15-002576,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002576_c81485_8k.htm
documents,908937,2017-01-06,0000930413-16-005595,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-16-005595_c84068_8k.htm
documents,908937,2017-01-06,0000930413-15-003326,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003326_c82186_8k.htm
documents,908937,2017-01-06,0000930413-15-003027,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-003027_c81935_8k.htm
documents,908937,2017-01-06,0000930413-15-002950,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002950_c81858_8k.htm
documents,908937,2017-01-06,0000930413-15-002882,already_on_disk,Data\edgar\item5_02_text\908937\0000930413-15-002882_c81795_8k.htm
