phase,cik,breach_date,accession,status,path
documents,732712,2014-01-20,0001193125-12-493313,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-12-493313_d449798d8k.htm
documents,732712,2014-02-26,0001193125-14-045399,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-14-045399_d675217d8k.htm
documents,732712,2014-02-26,0001193125-13-432495,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-13-432495_d624629d8k.htm
documents,732712,2014-02-26,0001193125-13-357857,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-13-357857_d588937d8ka.htm
documents,732712,2014-02-26,0001193125-13-357855,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-13-357855_d588915d8ka.htm
documents,732712,2014-02-26,0001193125-13-253564,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-13-253564_d551901d8k.htm
documents,732712,2014-02-26,0001193125-13-043053,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-13-043053_d481194d8k.htm
documents,732712,2014-02-26,0001193125-12-493313,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-12-493313_d449798d8k.htm
documents,732712,2016-08-10,0001193125-17-303383,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm
documents,732712,2016-08-10,0001193125-17-165255,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-165255_d396957d8k.htm
documents,732712,2016-08-10,0001193125-17-088316,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-088316_d360349d8k.htm
documents,732712,2016-08-10,0001193125-16-798875,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-798875_d313010d8k.htm
documents,732712,2016-08-10,0001193125-16-699639,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-699639_d145813d8k.htm
documents,732712,2016-08-10,0001193125-16-617604,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-617604_d208487d8k.htm
documents,732712,2016-08-10,0001193125-16-610887,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-610887_d200861d8ka.htm
documents,732712,2016-08-10,0001193125-15-400066,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-400066_d33874d8k.htm
documents,732712,2016-08-10,0001193125-15-394003,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-394003_d161224d8ka.htm
documents,732712,2016-08-10,0001193125-15-367882,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-367882_d97140d8k.htm
documents,732712,2016-08-10,0001193125-15-311636,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-311636_d72446d8k.htm
documents,732712,2016-08-10,0001193125-15-185255,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-185255_d924053d8k.htm
documents,732712,2016-08-10,0001193125-15-051424,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-051424_d876243d8k.htm
documents,732712,2016-08-10,0001193125-15-035447,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-035447_d865815d8k.htm
documents,732712,2016-08-10,0001193125-15-010064,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-010064_d850349d8k.htm
documents,732712,2016-08-10,0001193125-14-436511,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-14-436511_d836146d8k.htm
documents,732712,2016-08-10,0001193125-14-331837,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-14-331837_d783476d8ka.htm
documents,732712,2017-07-20,0001193125-17-303383,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm
documents,732712,2017-07-20,0001193125-17-165255,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-165255_d396957d8k.htm
documents,732712,2017-07-20,0001193125-17-088316,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-088316_d360349d8k.htm
documents,732712,2017-07-20,0001193125-16-798875,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-798875_d313010d8k.htm
documents,732712,2017-07-20,0001193125-16-699639,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-699639_d145813d8k.htm
documents,732712,2017-07-20,0001193125-16-617604,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-617604_d208487d8k.htm
documents,732712,2017-07-20,0001193125-16-610887,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-16-610887_d200861d8ka.htm
documents,732712,2017-07-20,0001193125-15-400066,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-400066_d33874d8k.htm
documents,732712,2017-07-20,0001193125-15-394003,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-394003_d161224d8ka.htm
documents,732712,2017-07-20,0001193125-15-367882,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-367882_d97140d8k.htm
documents,732712,2017-07-20,0001193125-15-311636,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-15-311636_d72446d8k.htm
documents,732712,2019-03-12,0001193125-20-072475,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-20-072475_d897160d8k.htm
documents,732712,2019-03-12,0001193125-20-025340,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-20-025340_d881959d8k.htm
documents,732712,2019-03-12,0001193125-19-307167,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-307167_d831633d8k.htm
documents,732712,2019-03-12,0001193125-19-142992,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-142992_d706817d8k.htm
documents,732712,2019-03-12,0001193125-19-031481,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-031481_d695569d8ka.htm
documents,732712,2019-03-12,0001193125-19-031476,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-031476_d704619d8k.htm
documents,732712,2019-03-12,0001193125-18-292824,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-292824_d623931d8k.htm
documents,732712,2019-03-12,0001193125-18-268028,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-268028_d614347d8k.htm
documents,732712,2019-03-12,0001193125-18-187324,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-187324_d602397d8k.htm
documents,732712,2019-03-12,0001193125-18-073362,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-073362_d544764d8k.htm
documents,732712,2019-03-12,0001193125-17-303383,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm
documents,732712,2019-03-12,0001193125-17-165255,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-165255_d396957d8k.htm
documents,732712,2019-03-12,0001193125-17-088316,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-088316_d360349d8k.htm
documents,732712,2019-04-24,0001193125-19-142992,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-142992_d706817d8k.htm
documents,732712,2019-04-24,0001193125-19-031481,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-031481_d695569d8ka.htm
documents,732712,2019-04-24,0001193125-19-031476,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-031476_d704619d8k.htm
documents,732712,2019-04-24,0001193125-18-292824,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-292824_d623931d8k.htm
documents,732712,2019-04-24,0001193125-18-268028,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-268028_d614347d8k.htm
documents,732712,2019-04-24,0001193125-18-187324,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-187324_d602397d8k.htm
documents,732712,2019-04-24,0001193125-18-073362,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-073362_d544764d8k.htm
documents,732712,2019-04-24,0001193125-17-303383,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm
documents,732712,2019-04-24,0001193125-17-165255,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-165255_d396957d8k.htm
documents,732712,2019-06-03,0001193125-19-142992,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-142992_d706817d8k.htm
documents,732712,2019-06-03,0001193125-19-031481,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-031481_d695569d8ka.htm
documents,732712,2019-06-03,0001193125-19-031476,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-19-031476_d704619d8k.htm
documents,732712,2019-06-03,0001193125-18-292824,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-292824_d623931d8k.htm
documents,732712,2019-06-03,0001193125-18-268028,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-268028_d614347d8k.htm
documents,732712,2019-06-03,0001193125-18-187324,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-187324_d602397d8k.htm
documents,732712,2019-06-03,0001193125-18-073362,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-18-073362_d544764d8k.htm
documents,732712,2019-06-03,0001193125-17-303383,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm
documents,732712,2023-05-11,0001193125-23-058988,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-23-058988_d461784d8k.htm
documents,732712,2023-05-11,0001193125-22-278771,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-278771_d416800d8k.htm
documents,732712,2023-05-11,0001193125-22-230055,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-230055_d373006d8k.htm
documents,732712,2023-05-11,0001193125-22-230053,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-230053_d375293d8ka.htm
documents,732712,2023-05-11,0001193125-22-168378,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-168378_d366918d8k.htm
documents,732712,2023-05-11,0001193125-22-151826,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-151826_d340833d8k.htm
documents,732712,2023-05-11,0001193125-21-346654,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-346654_d228353d8ka.htm
documents,732712,2023-05-11,0001193125-21-346650,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-346650_d228333d8ka.htm
documents,732712,2023-05-11,0001193125-21-323046,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-323046_d231208d8k.htm
documents,732712,2023-05-11,0001193125-21-262922,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-262922_d198679d8k.htm
documents,732712,2023-05-11,0001193125-21-245801,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-245801_d216962d8k.htm
documents,732712,2023-05-11,0001193125-21-199523,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-199523_d139513d8k.htm
documents,732712,2023-05-11,0001193125-21-160418,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-160418_d528712d8ka.htm
documents,732712,2023-09-21,0001193125-24-170544,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-170544_d858119d8k.htm
documents,732712,2023-09-21,0001193125-24-146021,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-146021_d770164d8k.htm
documents,732712,2023-09-21,0001193125-24-022476,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-022476_d745812d8k.htm
documents,732712,2023-09-21,0001193125-24-013874,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-013874_d701168d8k.htm
documents,732712,2023-09-21,0001193125-23-058988,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-23-058988_d461784d8k.htm
documents,732712,2023-09-21,0001193125-22-278771,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-278771_d416800d8k.htm
documents,732712,2023-09-21,0001193125-22-230055,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-230055_d373006d8k.htm
documents,732712,2023-09-21,0001193125-22-230053,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-230053_d375293d8ka.htm
documents,732712,2023-09-21,0001193125-22-168378,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-168378_d366918d8k.htm
documents,732712,2023-09-21,0001193125-22-151826,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-151826_d340833d8k.htm
documents,732712,2023-09-21,0001193125-21-346654,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-346654_d228353d8ka.htm
documents,732712,2023-09-21,0001193125-21-346650,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-346650_d228333d8ka.htm
documents,732712,2023-09-21,0001193125-21-323046,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-21-323046_d231208d8k.htm
documents,732712,2024-02-06,0001193125-24-170544,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-170544_d858119d8k.htm
documents,732712,2024-02-06,0001193125-24-146021,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-146021_d770164d8k.htm
documents,732712,2024-02-06,0001193125-24-022476,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-022476_d745812d8k.htm
documents,732712,2024-02-06,0001193125-24-013874,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-24-013874_d701168d8k.htm
documents,732712,2024-02-06,0001193125-23-058988,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-23-058988_d461784d8k.htm
documents,732712,2024-02-06,0001193125-22-278771,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-278771_d416800d8k.htm
documents,732712,2024-02-06,0001193125-22-230055,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-230055_d373006d8k.htm
documents,732712,2024-02-06,0001193125-22-230053,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-230053_d375293d8ka.htm
documents,732712,2024-02-06,0001193125-22-168378,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-168378_d366918d8k.htm
documents,732712,2024-02-06,0001193125-22-151826,already_on_disk,Data\edgar\item5_02_text\732712\0001193125-22-151826_d340833d8k.htm
documents,732717,2008-05-23,0000732717-08-000070,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-08-000070_chicopardo8k.htm
documents,732717,2008-05-23,0000732717-07-000089,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-07-000089_amdmobilityplan.htm
documents,732717,2008-05-23,0000732717-07-000084,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-07-000084_sigmanretirement8k.htm
documents,732717,2008-05-23,0000732717-07-000038,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-07-000038_amdceopay.htm
documents,732717,2008-05-23,0000732717-07-000028,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-07-000028_annmeet20078k.htm
documents,732717,2008-05-23,0000732717-07-000007,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-07-000007_cmteappts8k.htm
documents,732717,2008-05-23,0000950123-06-015733,already_on_disk,Data\edgar\item5_02_text\732717\0000950123-06-015733_y28428e8vk.txt
documents,732717,2012-01-01,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2012-01-01,0000732717-11-000107,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000107_stephensonserp.htm
documents,732717,2012-01-01,0000732717-11-000033,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000033_form8k-a.htm
documents,732717,2012-01-01,0000732717-11-000016,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000016_lindner_8k.htm
documents,732717,2012-01-01,0000732717-10-000097,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-10-000097_rose8ka.htm
documents,732717,2012-01-01,0000732717-10-000082,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-10-000082_sept20108k.htm
documents,732717,2012-01-01,0000732717-10-000051,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-10-000051_june8k2010j24.htm
documents,732717,2012-01-01,0000732717-10-000011,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-10-000011_aldinger8k.htm
documents,732717,2013-01-01,0000732717-15-000089,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000089_form8k.htm
documents,732717,2013-01-01,0000732717-15-000073,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000073_form8k.htm
documents,732717,2013-01-01,0000732717-15-000056,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000056_form8k.htm
documents,732717,2013-01-01,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2013-01-01,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2013-01-01,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2013-01-01,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2013-01-01,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2013-01-01,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2013-01-01,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2013-01-01,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2013-01-01,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2013-01-01,0000732717-11-000107,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000107_stephensonserp.htm
documents,732717,2013-01-01,0000732717-11-000033,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000033_form8k-a.htm
documents,732717,2013-01-01,0000732717-11-000016,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000016_lindner_8k.htm
documents,732717,2013-11-05,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2013-11-05,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2013-11-05,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2013-11-05,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2013-11-05,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2013-11-05,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2013-11-05,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2013-11-05,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2013-11-05,0000732717-11-000107,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-11-000107_stephensonserp.htm
documents,732717,2014-02-01,0000732717-15-000089,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000089_form8k.htm
documents,732717,2014-02-01,0000732717-15-000073,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000073_form8k.htm
documents,732717,2014-02-01,0000732717-15-000056,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000056_form8k.htm
documents,732717,2014-02-01,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2014-02-01,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-02-01,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-02-01,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-02-01,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-02-01,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-02-01,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-02-01,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-02-01,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2014-04-01,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-04-01,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-04-01,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-04-01,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-04-01,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-04-01,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-04-01,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-04-01,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2014-04-09,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-04-09,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-04-09,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-04-09,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-04-09,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-04-09,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-04-09,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-04-09,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2014-06-05,0000732717-15-000089,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000089_form8k.htm
documents,732717,2014-06-05,0000732717-15-000073,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000073_form8k.htm
documents,732717,2014-06-05,0000732717-15-000056,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000056_form8k.htm
documents,732717,2014-06-05,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2014-06-05,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-06-05,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-06-05,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-06-05,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-06-05,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-06-05,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-06-05,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-06-05,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2014-06-11,0000732717-15-000089,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000089_form8k.htm
documents,732717,2014-06-11,0000732717-15-000073,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000073_form8k.htm
documents,732717,2014-06-11,0000732717-15-000056,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-15-000056_form8k.htm
documents,732717,2014-06-11,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2014-06-11,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-06-11,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-06-11,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-06-11,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-06-11,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-06-11,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-06-11,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-06-11,0000732717-12-000063,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm
documents,732717,2014-08-05,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2014-08-05,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-08-05,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-08-05,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-08-05,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-08-05,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-08-05,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-08-05,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-08-11,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2014-08-11,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
documents,732717,2014-08-11,0000732717-14-000094,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm
documents,732717,2014-08-11,0000732717-13-000101,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm
documents,732717,2014-08-11,0000732717-13-000090,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm
documents,732717,2014-08-11,0000732717-13-000077,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm
documents,732717,2014-08-11,0000732717-13-000058,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm
documents,732717,2014-08-11,0000732717-13-000012,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm
documents,732717,2014-10-09,0000732717-14-000138,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm
documents,732717,2014-10-09,0000732717-14-000126,already_on_disk,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm
