final_cik,breach_date,org_name,treated,orig_cik,link_basis,outcome_cik,outcome_rule,n_8k_final,n_8k_orig,n_8k_pred,predecessor_cik,predecessor_name,predecessor_term,predecessor_resolution,differs_from_final,win_lo,win_hi,unresolved_reason
896878,2017-01-01,Intuit Inc.,0,896878,direct,896878.0,final_cik,25,,,,,,,0,2015-01-02,2017-12-10,
896878,2017-01-12,Intuit Inc.,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2015-01-13,2017-07-25,
896878,2017-01-27,Intuit,0,896878,direct,896878.0,final_cik,21,,,,,,,0,2015-01-28,2017-07-26,
896878,2017-02-13,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,20,,,,,,,0,2015-02-14,2017-08-20,
896878,2017-02-20,Intuit Inc.,0,896878,direct,896878.0,final_cik,20,,,,,,,0,2015-02-21,2017-09-06,
896878,2017-02-28,Intuit Inc.,0,896878,direct,896878.0,final_cik,20,,,,,,,0,2015-03-01,2017-09-13,
896878,2017-03-12,Intuit Inc.,0,896878,direct,896878.0,final_cik,20,,,,,,,0,2015-03-13,2017-09-25,
896878,2017-04-02,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,20,,,,,,,0,2015-04-03,2017-10-14,
896878,2017-04-17,Intuit Inc,0,896878,direct,896878.0,final_cik,21,,,,,,,0,2015-04-18,2017-11-01,
896878,2017-04-30,Intuit Inc,0,896878,direct,896878.0,final_cik,21,,,,,,,0,2015-05-01,2017-11-13,
896878,2017-06-01,Intuit Inc.,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2015-06-02,2018-01-17,
896878,2017-06-14,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,21,,,,,,,0,2015-06-15,2017-12-11,
896878,2017-07-30,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,24,,,,,,,0,2015-07-31,2018-02-11,
896878,2017-08-08,Intuit Inc.,0,896878,direct,896878.0,final_cik,23,,,,,,,0,2015-08-09,2018-02-04,
896878,2017-08-16,Intuit Inc.,0,896878,direct,896878.0,final_cik,24,,,,,,,0,2015-08-17,2018-02-12,
896878,2017-08-25,Intuit Inc.,0,896878,direct,896878.0,final_cik,23,,,,,,,0,2015-08-26,2018-02-21,
896878,2017-09-01,Intuit Inc,0,896878,direct,896878.0,final_cik,24,,,,,,,0,2015-09-02,2018-02-28,
896878,2017-10-17,Intuit,0,896878,direct,896878.0,final_cik,24,,,,,,,0,2015-10-18,2018-04-15,
896878,2018-02-06,Intuit Inc.,0,896878,direct,896878.0,final_cik,23,,,,,,,0,2016-02-07,2018-09-01,
896878,2018-03-14,Intuit Inc.,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2016-03-14,2018-09-10,
896878,2018-04-26,Intuit,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2016-04-26,2018-10-23,
896878,2018-05-16,Intuit,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2016-05-16,2018-11-12,
896878,2018-06-15,Intuit Inc,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2016-06-15,2018-12-12,
896878,2019-01-29,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,24,,,,,,,0,2017-01-29,2019-08-25,
896878,2019-02-21,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,23,,,,,,,0,2017-02-21,2019-09-08,
896878,2019-03-21,Intuit Inc.,0,896878,direct,896878.0,final_cik,23,,,,,,,0,2017-03-21,2020-01-22,
896878,2019-03-26,"Intuit, Inc.",0,896878,direct,896878.0,final_cik,22,,,,,,,0,2017-03-26,2019-09-22,
896878,2019-04-07,Intuit Inc.,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2017-04-07,2019-10-13,
896878,2019-04-16,Intuit,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2017-04-16,2019-10-13,
896878,2019-09-20,Intuit Inc,0,896878,direct,896878.0,final_cik,26,,,,,,,0,2017-09-20,2020-08-19,
896878,2020-03-31,Intuit,0,896878,direct,896878.0,final_cik,21,,,,,,,0,2018-04-01,2020-09-27,
896878,2020-04-12,Intuit Inc.,0,896878,direct,896878.0,final_cik,22,,,,,,,0,2018-04-13,2020-11-09,
896878,2022-02-06,Intuit Inc,0,896878,direct,896878.0,final_cik,29,,,,,,,0,2020-02-07,2022-10-11,
896878,2022-04-15,Intuit Inc.,0,896878,direct,896878.0,final_cik,26,,,,,,,0,2020-04-15,2022-10-12,
896878,2023-01-01,Intuit Inc.,0,896878,direct,896878.0,final_cik,31,,,,,,,0,2021-01-01,2024-03-13,
896878,2023-06-04,Intuit Inc,0,896878,direct,896878.0,final_cik,31,,,,,,,0,2021-06-04,2024-09-11,
896878,2023-12-01,Intuit Inc.,0,896878,direct,896878.0,final_cik,25,,,,,,,0,2021-12-01,2024-09-11,
896878,2024-01-29,Intuit Inc.,0,896878,direct,896878.0,final_cik,28,,,,,,,0,2022-01-29,2025-05-07,
896878,2024-03-05,Intuit Inc,0,896878,direct,896878.0,final_cik,28,,,,,,,0,2022-03-06,2025-06-18,
896878,2024-12-20,Intuit Inc.,0,896878,direct,896878.0,final_cik,23,,,,,,,0,2022-12-21,2025-06-18,
896878,2025-01-21,Intuit Inc.,0,896878,direct,896878.0,final_cik,24,,,,,,,0,2023-01-22,2025-11-05,
905036,2020-01-01,"Marriott International, Inc.",0,905036,direct,,none,0,,,,,,,0,2018-01-01,2020-09-27,"no candidate filed a Form 8-K in [2018-01-01, 2020-09-27] - fails the outcome-data requirement"
908937,2012-03-19,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,31,,,,,,,0,2010-03-20,2012-10-03,
908937,2012-04-12,Sirius XM Satellite Radio,0,908937,direct,908937.0,final_cik,31,,,,,,,0,2010-04-13,2012-10-09,
908937,2016-02-01,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,36,,,,,,,0,2014-02-01,2016-09-13,
908937,2016-04-05,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,35,,,,,,,0,2014-04-06,2016-10-02,
908937,2016-08-20,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,30,,,,,,,0,2014-08-21,2017-03-13,
908937,2016-09-26,Sirius XM Radio Inc,0,908937,direct,908937.0,final_cik,30,,,,,,,0,2014-09-27,2017-04-01,
908937,2016-10-04,"Sirius XM Radio, Inc.",0,908937,direct,908937.0,final_cik,30,,,,,,,0,2014-10-05,2017-04-02,
908937,2016-10-31,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,30,,,,,,,0,2014-11-01,2017-05-09,
908937,2016-11-15,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,30,,,,,,,0,2014-11-16,2017-05-14,
908937,2016-12-04,Sirius XM Radio Inc,0,908937,direct,908937.0,final_cik,33,,,,,,,0,2014-12-05,2017-06-14,
908937,2016-12-19,"Sirius XM Radio, Inc.",0,908937,direct,908937.0,final_cik,32,,,,,,,0,2014-12-20,2017-06-17,
908937,2017-01-06,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,33,,,,,,,0,2015-01-07,2017-07-24,
908937,2017-01-25,"Sirius XM Radio, Inc.",0,908937,direct,908937.0,final_cik,32,,,,,,,0,2015-01-26,2017-07-24,
908937,2017-08-06,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,31,,,,,,,0,2015-08-07,2018-02-27,
908937,2017-09-18,Sirius XM Radio Inc.,0,908937,direct,908937.0,final_cik,30,,,,,,,0,2015-09-19,2018-03-17,
911167,2024-06-20,Ariel Corporation,0,911167,direct,,none,0,,,,,,,0,2022-06-21,2025-06-01,"no candidate filed a Form 8-K in [2022-06-21, 2025-06-01] - fails the outcome-data requirement"
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,912752,successor_filing,912752.0,orig_cik,0,40.0,,912752.0,"Sinclair Broadcast Group, Inc.",SBG,SEC name index exact unique match,1,2018-05-02,2021-04-03,
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,912752,successor_filing,912752.0,orig_cik,0,57.0,,912752.0,"Sinclair Broadcast Group, Inc.",SBG,SEC name index exact unique match,1,2019-06-24,2022-09-20,
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,912752,successor_filing,912752.0,orig_cik,0,47.0,,912752.0,"Sinclair Broadcast Group, Inc.",SBG,SEC name index exact unique match,1,2019-12-17,2022-06-14,
920522,2013-08-13,"Essex Property Trust, Inc.",0,920522,direct,920522.0,final_cik,73,,,,,,,0,2011-08-14,2015-09-28,
924613,2013-07-22,Nokia Inc.,0,924613,direct,,none,0,,,,,,,0,2011-07-23,2014-01-18,"no candidate filed a Form 8-K in [2011-07-23, 2014-01-18] - fails the outcome-data requirement"
1744489,2008-07-29,The Walt Disney Company,0,926480,successor_filing,1001039.0,predecessor,0,0.0,28.0,1001039.0,TWDC Enterprises 18 Corp.,Old Disney,SEC name index exact unique match,1,2006-07-30,2009-01-25,
943452,2022-03-15,Wabtec Corporation,0,943452,direct,943452.0,final_cik,43,,,,,,,0,2020-03-15,2023-06-28,
1000228,2023-09-27,"Henry Schein, Inc.",0,1000228,direct,1000228.0,final_cik,27,,,,,,,0,2021-09-27,2024-06-03,
1000564,2020-01-18,Communications & Power Industries LLC,0,1000564,direct,,none,0,,,,,,,0,2018-01-18,2020-10-21,"no candidate filed a Form 8-K in [2018-01-18, 2020-10-21] - fails the outcome-data requirement"
1001082,2023-02-22,"DISH Network, LLC",1,1001082,direct,1001082.0,final_cik,29,,,,,,,0,2021-02-22,2023-11-11,
1001082,2023-05-17,"DISH Network, LLC",1,1001082,direct,1001082.0,final_cik,27,,,,,,,0,2021-05-17,2023-11-13,
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,1001250,direct,1001250.0,final_cik,29,,,,,,,0,2021-05-01,2024-04-16,
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,1001250,direct,1001250.0,final_cik,28,,,,,,,0,2021-05-30,2024-04-15,
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,1001250,direct,1001250.0,final_cik,28,,,,,,,0,2021-07-11,2024-02-27,
1002517,2014-12-10,"Nuance Communications, Inc.",0,1002517,direct,1002517.0,final_cik,36,,,,,,,0,2012-12-10,2015-09-16,
1011006,2012-07-11,Yahoo! Voices,0,1011006,direct,1011006.0,final_cik,56,,,,,,,0,2010-07-12,2013-01-08,
1011006,2013-08-01,Yahoo! Inc.,0,1011006,direct,1011006.0,final_cik,112,,,,,,,0,2011-08-02,2017-06-12,
1011006,2014-12-01,Yahoo,0,1011006,direct,1011006.0,final_cik,70,,,,,,,0,2012-12-01,2017-03-21,
1011006,2016-08-13,Yahoo Inc.,0,1011006,direct,1011006.0,final_cik,46,,,,,,,0,2014-08-14,2017-06-12,
1041061,2023-01-13,"Yum! Brands, Inc.",0,1041061,direct,1041061.0,final_cik,28,,,,,,,0,2021-01-13,2023-10-04,
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,1048911,direct,1048911.0,final_cik,25,,,,,,,0,2009-05-01,2011-12-21,
1051470,2013-10-31,Crown Castle,0,1051470,direct,1051470.0,final_cik,56,,,,,,,0,2011-11-01,2014-05-14,
1051470,2013-11-19,Crown Castle,0,1051470,direct,1051470.0,final_cik,56,,,,,,,0,2011-11-20,2014-05-18,
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,1058290,direct,1058290.0,final_cik,28,,,,,,,0,2018-04-10,2020-12-28,
1060391,2013-08-10,Republic Services,0,1060391,direct,1060391.0,final_cik,29,,,,,,,0,2011-08-11,2014-02-22,
1060391,2013-08-26,Republic Services,0,1060391,direct,1060391.0,final_cik,28,,,,,,,0,2011-08-27,2014-02-22,
1060391,2019-02-01,"Republic Services, Inc.",0,1060391,direct,1060391.0,final_cik,63,,,,,,,0,2017-02-01,2022-03-18,
1060391,2021-09-20,"Republic Services, Inc.",0,1060391,direct,1060391.0,final_cik,36,,,,,,,0,2019-09-21,2022-03-19,
1060391,2022-04-09,"Republic Services, Inc.",0,1060391,direct,1060391.0,final_cik,37,,,,,,,0,2020-04-09,2022-11-30,
1067837,2019-08-04,"Audacy, Inc",0,1067837,direct,1067837.0,final_cik,43,,,,,,,0,2017-08-04,2020-08-28,
1067837,2019-09-18,Entercom Communications Corp.,0,1067837,direct,1067837.0,final_cik,42,,,,,,,0,2017-09-18,2021-01-20,
1091411,2009-06-02,Sony Corporation of America,0,1091411,direct,,none,0,,,,,,,0,2007-06-03,2009-11-29,"no candidate filed a Form 8-K in [2007-06-03, 2009-11-29] - fails the outcome-data requirement"
1091667,2008-07-14,"Charter Communications, Inc.",1,1091667,direct,1091667.0,final_cik,56,,,,,,,0,2006-07-15,2009-02-01,
1091667,2008-08-11,Charter Communications,1,1091667,direct,1091667.0,final_cik,53,,,,,,,0,2006-08-12,2009-02-07,
1091667,2013-04-26,"Charter Communications, Inc.",1,1091667,direct,1091667.0,final_cik,52,,,,,,,0,2011-04-27,2013-10-23,
1091667,2014-01-21,"Charter Communications, Inc.",1,1091667,direct,1091667.0,final_cik,44,,,,,,,0,2012-01-22,2014-07-20,
1091667,2014-09-30,Charter Communication,1,1091667,direct,1091667.0,final_cik,38,,,,,,,0,2012-09-30,2015-03-29,
1091667,2022-12-21,Charter Communications,1,1091667,direct,1091667.0,final_cik,36,,,,,,,0,2020-12-21,2023-08-09,
1091667,2023-01-01,"Charter Communications, Inc.",1,1091667,direct,1091667.0,final_cik,34,,,,,,,0,2021-01-01,2023-06-30,
1091667,2023-09-01,"Charter Communications, Inc.",1,1091667,direct,1091667.0,final_cik,32,,,,,,,0,2021-09-01,2024-02-28,
1098659,2022-07-18,Mediacom Communications Corporation,1,1098659,direct,,none,0,,,,,,,0,2020-07-18,2023-02-26,"no candidate filed a Form 8-K in [2020-07-18, 2023-02-26] - fails the outcome-data requirement"
1103415,2019-08-08,PayPal Inc.,0,1103415,direct,,none,0,,,,,,,0,2017-08-08,2020-03-07,"no candidate filed a Form 8-K in [2017-08-08, 2020-03-07] - fails the outcome-data requirement"
1103415,2022-12-06,"PayPal, Inc.",0,1103415,direct,,none,0,,,,,,,0,2020-12-06,2023-07-12,"no candidate filed a Form 8-K in [2020-12-06, 2023-07-12] - fails the outcome-data requirement"
1105705,2006-12-01,Time Warner Inc.,0,1105705,direct,1105705.0,final_cik,52,,,,,,,0,2004-12-01,2007-07-25,
1105705,2015-01-28,Time Warner Inc.,0,1105705,direct,1105705.0,final_cik,33,,,,,,,0,2013-01-28,2015-08-18,
1105705,2015-02-19,TimeWarner,0,1105705,direct,1105705.0,final_cik,32,,,,,,,0,2013-02-19,2015-08-18,
1105705,2016-08-10,Time Warner Inc.,0,1105705,direct,1105705.0,final_cik,39,,,,,,,0,2014-08-11,2018-01-16,
1105705,2017-05-15,"Home Box Office, Inc.",0,1105705,direct,1105705.0,final_cik,35,,,,,,,0,2015-05-16,2018-04-28,
1105705,2017-07-20,Time Warner Inc.,0,1105705,direct,1105705.0,final_cik,29,,,,,,,0,2015-07-21,2018-01-16,
1105705,2017-07-23,"Home Box Office, Inc.",0,1105705,direct,1105705.0,final_cik,31,,,,,,,0,2015-07-24,2018-04-28,
1105705,2017-10-30,"Home Box Office, Inc.",0,1105705,direct,1105705.0,final_cik,29,,,,,,,0,2015-10-31,2018-04-28,
1108524,2008-02-07,Salesforce.com,0,1108524,direct,1108524.0,final_cik,32,,,,,,,0,2006-02-07,2008-08-05,
1123360,2012-06-22,"Global Payments, Inc.",0,1123360,direct,1123360.0,final_cik,23,,,,,,,0,2010-06-23,2012-12-19,
1123360,2012-07-25,Global Payments Inc.,0,1123360,direct,1123360.0,final_cik,25,,,,,,,0,2010-07-26,2013-01-21,
1124610,2015-07-02,"VMware, Inc.",0,1124610,direct,1124610.0,final_cik,32,,,,,,,0,2013-07-02,2016-02-15,
1124610,2015-08-19,Vmware Inc,0,1124610,direct,1124610.0,final_cik,30,,,,,,,0,2013-08-19,2016-02-15,
1125259,2019-04-01,Carnival Corporation & PLC,0,1125259,direct,1125259.0,final_cik,18,,,,,,,0,2017-04-01,2019-09-28,
1125259,2019-04-11,Carnival Corporation & PLC,0,1125259,direct,1125259.0,final_cik,43,,,,,,,0,2017-04-11,2020-08-29,
1125259,2020-08-15,Carnival Corporation & plc,0,1125259,direct,1125259.0,final_cik,51,,,,,,,0,2018-08-16,2021-04-18,
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,39,,,,,,,0,2005-09-24,2008-03-25,
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,45,,,,,,,0,2021-05-01,2024-04-01,
1136893,2023-05-27,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,37,,,,,,,0,2021-05-27,2024-02-07,
1136893,2023-06-21,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,34,,,,,,,0,2021-06-21,2023-12-18,
1136893,2023-06-26,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,34,,,,,,,0,2021-06-26,2023-12-23,
1136893,2023-07-17,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,34,,,,,,,0,2021-07-17,2024-01-13,
1136893,2023-07-21,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,34,,,,,,,0,2021-07-21,2024-01-17,
1136893,2023-09-08,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,36,,,,,,,0,2021-09-08,2024-03-06,
1136893,2023-09-19,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,37,,,,,,,0,2021-09-19,2024-03-17,
1136893,2023-10-04,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,36,,,,,,,0,2021-10-04,2024-04-01,
1136893,2023-11-09,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,38,,,,,,,0,2021-11-09,2024-05-07,
1136893,2023-11-20,"Fidelity National Information Services, Inc.",0,1136893,direct,1136893.0,final_cik,38,,,,,,,0,2021-11-20,2024-05-18,
1137789,2016-02-29,Seagate US LLC,0,1137785,exhibit21_parent,1137789.0,final_cik,49,0.0,,,,,,0,2014-03-01,2016-09-05,
1137789,2016-03-14,Seagate US LLC,0,1137785,exhibit21_parent,1137789.0,final_cik,49,0.0,,,,,,0,2014-03-15,2016-09-10,
1137789,2017-07-08,Seagate Technology LLC,0,1137789,direct,1137789.0,final_cik,40,,,,,,,0,2015-07-09,2018-01-04,
1140859,2024-02-21,"Cencora, Inc.",0,1140859,direct,1140859.0,final_cik,61,,,,,,,0,2022-02-21,2024-11-11,
1140859,2024-04-10,"Cencora, Inc.",0,1140859,direct,1140859.0,final_cik,58,,,,,,,0,2022-04-11,2024-11-11,
1140859,2024-05-08,"Cencora, Inc.",0,1140859,direct,1140859.0,final_cik,58,,,,,,,0,2022-05-09,2024-12-17,
1145813,2010-02-08,Fox Group,0,1145813,direct,,none,0,,,,,,,0,2008-02-09,2010-08-07,"no candidate filed a Form 8-K in [2008-02-09, 2010-08-07] - fails the outcome-data requirement"
1166691,2008-01-29,Comcast,1,1166691,direct,1166691.0,final_cik,32,,,,,,,0,2006-01-29,2008-07-27,
1166691,2009-05-11,"Comcast Cable Communications, Inc.",1,1166691,direct,1166691.0,final_cik,26,,,,,,,0,2007-05-12,2009-11-07,
1166691,2009-06-22,"Comcast Cable Communications, Inc.",1,1166691,direct,1166691.0,final_cik,26,,,,,,,0,2007-06-23,2009-12-19,
1166691,2012-08-24,NBC Sports Group,0,1166691,direct,1166691.0,final_cik,47,,,,,,,0,2010-08-25,2014-04-12,
1166691,2013-08-24,NBC Sports Group,0,1166691,direct,1166691.0,final_cik,35,,,,,,,0,2011-08-25,2014-04-12,
1166691,2013-10-15,NBC Sports Group,0,1166691,direct,1166691.0,final_cik,34,,,,,,,0,2011-10-16,2014-04-13,
1166691,2014-09-29,Comcast,1,1166691,direct,1166691.0,final_cik,33,,,,,,,0,2012-09-29,2015-03-28,
1166691,2022-01-04,NBCUniversal,1,1166691,direct,1166691.0,final_cik,33,,,,,,,0,2020-01-05,2022-10-18,
1166691,2023-10-16,Comcast Cable Communications LLC,1,1166691,direct,1166691.0,final_cik,34,,,,,,,0,2021-10-16,2024-06-15,
1166691,2024-01-26,Comcast Cable Communications LLC,1,1166691,direct,1166691.0,final_cik,33,,,,,,,0,2022-01-26,2024-07-24,
1166691,2024-02-14,Comcast Cable Communications LLC,1,1166691,direct,1166691.0,final_cik,37,,,,,,,0,2022-02-14,2025-04-01,
1166691,2024-10-04,Comcast Cable Communications LLC,1,1166691,direct,1166691.0,final_cik,34,,,,,,,0,2022-10-05,2025-04-02,
1168812,2023-05-14,"HBP, Inc.",0,1168812,direct,,none,0,,,,,,,0,2021-05-14,2024-01-22,"no candidate filed a Form 8-K in [2021-05-14, 2024-01-22] - fails the outcome-data requirement"
1180262,2022-02-01,"Herbalife International of America, Inc.",0,1205274,exhibit21_parent,1180262.0,final_cik,29,0.0,,,,,,0,2020-02-02,2022-09-13,
1260451,2023-11-01,Vulcan Industries,0,1260451,direct,,none,0,,,,,,,0,2021-11-01,2024-08-24,"no candidate filed a Form 8-K in [2021-11-01, 2024-08-24] - fails the outcome-data requirement"
51434,2023-05-30,International Paper Company,0,1283246,cik_correction,51434.0,final_cik,39,0.0,,,,,,0,2021-05-30,2024-05-15,
1283699,2009-09-03,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,43,,,,,,,0,2007-09-04,2010-03-02,
1283699,2009-10-05,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,42,,,,,,,0,2007-10-06,2010-04-03,
1283699,2009-10-08,T-Mobile,1,1283699,direct,1283699.0,final_cik,43,,,,,,,0,2007-10-09,2010-04-06,
1283699,2011-10-21,T-Mobile USA Inc.,1,1283699,direct,1283699.0,final_cik,35,,,,,,,0,2009-10-21,2012-04-18,
1283699,2012-05-08,T-Mobile,1,1283699,direct,1283699.0,final_cik,35,,,,,,,0,2010-05-09,2012-11-04,
1283699,2012-08-28,T-Mobile,1,1283699,direct,1283699.0,final_cik,38,,,,,,,0,2010-08-29,2013-02-24,
1283699,2013-11-01,T-Mobile,1,1283699,direct,1283699.0,final_cik,50,,,,,,,0,2011-11-02,2014-06-29,
1283699,2013-11-26,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,50,,,,,,,0,2011-11-27,2014-06-28,
1283699,2014-01-02,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,50,,,,,,,0,2012-01-03,2014-07-01,
1283699,2015-09-14,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,41,,,,,,,0,2013-09-14,2016-03-29,
1283699,2015-10-01,T-Mobile USA Inc.,1,1283699,direct,1283699.0,final_cik,41,,,,,,,0,2013-10-01,2016-03-29,
1283699,2015-11-04,T-Mobile USA Inc,1,1283699,direct,1283699.0,final_cik,43,,,,,,,0,2013-11-04,2016-05-02,
1283699,2017-04-01,T-Mobile,1,1283699,direct,1283699.0,final_cik,47,,,,,,,0,2015-04-02,2017-12-06,
1283699,2017-08-24,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,50,,,,,,,0,2015-08-25,2018-03-13,
1283699,2017-09-16,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,51,,,,,,,0,2015-09-17,2018-03-31,
1283699,2018-08-20,T-Mobile USA Inc.,1,1283699,direct,1283699.0,final_cik,46,,,,,,,0,2016-08-20,2019-02-19,
1283699,2019-11-26,T-Mobile USA,1,1283699,direct,1283699.0,final_cik,71,,,,,,,0,2017-11-26,2020-08-29,
1283699,2020-04-02,Sprint,1,1283699,direct,1283699.0,final_cik,63,,,,,,,0,2018-04-03,2020-09-29,
1283699,2020-04-15,Sprint,1,1283699,direct,1283699.0,final_cik,64,,,,,,,0,2018-04-16,2020-10-12,
1283699,2020-08-27,"T-Mobile US, Inc.",1,1283699,direct,1283699.0,final_cik,73,,,,,,,0,2018-08-28,2021-06-06,
1283699,2020-08-31,T-Mobile,1,1283699,direct,1283699.0,final_cik,68,,,,,,,0,2018-09-01,2021-04-07,
1283699,2021-01-18,T-Mobile,1,1283699,direct,1283699.0,final_cik,69,,,,,,,0,2019-01-19,2021-08-08,
1283699,2021-02-12,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,73,,,,,,,0,2019-02-13,2021-09-12,
1283699,2021-02-20,T-Mobile,1,1283699,direct,1283699.0,final_cik,74,,,,,,,0,2019-02-21,2021-09-27,
1283699,2021-03-01,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,78,,,,,,,0,2019-03-02,2022-02-12,
1283699,2021-03-31,T-Mobile,1,1283699,direct,1283699.0,final_cik,72,,,,,,,0,2019-04-01,2021-09-27,
1283699,2021-08-13,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,69,,,,,,,0,2019-08-14,2022-02-12,
1283699,2021-08-17,T-Mobile USA,1,1283699,direct,1283699.0,final_cik,69,,,,,,,0,2019-08-18,2022-02-15,
1283699,2021-08-26,T-Mobile USA,1,1283699,direct,1283699.0,final_cik,69,,,,,,,0,2019-08-27,2022-02-22,
1283699,2022-03-08,T-Mobile,1,1283699,direct,1283699.0,final_cik,71,,,,,,,0,2020-03-08,2022-09-04,
1283699,2022-11-25,T-Mobile USA,1,1283699,direct,1283699.0,final_cik,57,,,,,,,0,2020-11-25,2023-07-18,
1283699,2023-02-01,"T-Mobile USA, Inc.",1,1283699,direct,1283699.0,final_cik,64,,,,,,,0,2021-02-01,2023-10-25,
1283699,2023-02-24,T-Mobile,1,1283699,direct,1283699.0,final_cik,62,,,,,,,0,2021-02-24,2023-10-25,
1283699,2023-04-28,T-Mobile USA,1,1283699,direct,1283699.0,final_cik,57,,,,,,,0,2021-04-28,2023-10-25,
1652044,2008-06-27,"Google, Inc.",0,1288776,successor_filing,1288776.0,orig_cik,0,29.0,,,"Explanatory Note On August 10, 2015, Google Inc.",Google,not found in SEC name index,1,2006-06-28,2008-12-24,
1308161,2009-04-09,Fox Entertainment Group,0,1308161,exhibit21_parent,1308161.0,final_cik,92,,,,,,,0,2007-04-10,2009-10-06,
1308161,2009-04-15,Fox Entertainment Group Inc.,0,1308161,exhibit21_parent,1308161.0,final_cik,92,,,,,,,0,2007-04-16,2009-10-12,
1316644,2018-10-29,AeroGrow International,0,1316644,direct,1316644.0,final_cik,21,,,,,,,0,2016-10-29,2019-10-01,
1316644,2019-03-04,"AeroGrow International, Inc.",0,1316644,direct,1316644.0,final_cik,18,,,,,,,0,2017-03-04,2019-10-02,
1319161,2020-08-05,Warner Music Group,0,1319161,direct,1319161.0,final_cik,40,,,,,,,0,2018-08-06,2021-03-03,
1319161,2020-09-09,Warner Music Group,0,1319161,direct,1319161.0,final_cik,39,,,,,,,0,2018-09-10,2021-03-08,
1326160,2014-03-24,Duke Energy Corporation,0,1326160,direct,1326160.0,final_cik,105,,,,,,,0,2012-03-24,2014-10-07,
1326160,2017-11-10,Duke Energy,0,1326160,direct,1326160.0,final_cik,53,,,,,,,0,2015-11-11,2018-05-09,
1326160,2021-05-28,Duke Energy Corporation,0,1326160,direct,1326160.0,final_cik,55,,,,,,,0,2019-05-29,2022-02-02,
1326801,2008-06-09,"Facebook, Inc.",0,1326801,direct,,none,0,,,,,,,0,2006-06-10,2008-12-06,"no candidate filed a Form 8-K in [2006-06-10, 2008-12-06] - fails the outcome-data requirement"
1326801,2013-11-24,Facebook,0,1326801,direct,1326801.0,final_cik,23,,,,,,,0,2011-11-25,2014-06-01,
1326801,2018-03-01,Facebook,0,1326801,direct,1326801.0,final_cik,22,,,,,,,0,2016-03-01,2018-09-13,
