candidate_type,cik,org,breach_date,candidate,parent_cik,parent_name,cik_resolved_by,verdict,reason,accession,form,filing_date,matching_line,shared_tokens,document_url
b_successor_cik,813828,Paramount,2023-01-01,CIK 2041610,2041610,CIK 2041610,parsed from the Stage 2 candidate string,VERIFIED,CIK 2041610 filing names 'Paramount' in a passage carrying succession language,0001193125-25-175046,8-K12B,2025-08-07,"This Current Report on Form 8-K establishes Paramount Skydance Corporation as the successor issuer to Paramount pursuant to Rule 12g-3(a) under the Securities Exchange Act of 1934, as amended (the “ Exchange Act ”). Pursuant to Rule 12g-3(a) under the Exchange Act, shares of Class B Common Stock are",PARAMOUNT,https://www.sec.gov/Archives/edgar/data/2041610/000119312525175046/d841914d8k12b.htm
b_successor_cik,813828,Paramount Global,2023-08-10,CIK 2041610,2041610,CIK 2041610,parsed from the Stage 2 candidate string,VERIFIED,CIK 2041610 filing names 'Paramount Global' in a passage carrying succession language,0001193125-25-175046,8-K12B,2025-08-07,"This Current Report on Form 8-K establishes Paramount Skydance Corporation as the successor issuer to Paramount pursuant to Rule 12g-3(a) under the Securities Exchange Act of 1934, as amended (the “ Exchange Act ”). Pursuant to Rule 12g-3(a) under the Exchange Act, shares of Class B Common Stock are",defined term 'Paramount Skydance Corporation',https://www.sec.gov/Archives/edgar/data/2041610/000119312525175046/d841914d8k12b.htm
b_successor_cik,926480,The Walt Disney Company,2008-07-29,CIK 1744489,1744489,CIK 1744489,parsed from the Stage 2 candidate string,VERIFIED,CIK 1744489 filing names 'The Walt Disney Company' in a passage carrying succession language,0000950157-19-000301,8-K12B,2019-03-20,"This Current Report on Form 8-K is being filed for the purpose of establishing Disney as the successor issuer to Old Disney pursuant to Rule 12g-3(a) under the Securities Exchange Act of 1934, as amended (the “ Exchange Act ”), and to disclose certain events with respect to Disney in connection with",defined term 'Old Disney',https://www.sec.gov/Archives/edgar/data/1744489/000095015719000301/form8k-12b.htm
b_successor_cik,1288776,"Google, Inc.",2008-06-27,CIK 1652044,1652044,CIK 1652044,parsed from the Stage 2 candidate string,VERIFIED,"CIK 1652044 filing names 'Google, Inc.' in a passage carrying succession language",0001193125-15-336577,8-K12B,2015-10-02,"(“ Alphabet ”), by implementing a holding company reorganization (the “ Alphabet Merger ”). Following the Alphabet Merger, Alphabet, a Delaware corporation, became the successor issuer to Google, a Delaware corporation.",GOOGLE,https://www.sec.gov/Archives/edgar/data/1652044/000119312515336577/d82837d8k12b.htm
