cik,org_name,breach_date,car_30d,sic,fcc_reportable,firm_size_log,immediate_disclosure
1001082,Boost Mobile,2019-03-14,3.5514,4841,True,9.365895506238294,0
1001082,DISH Network Corporation,2023-02-23,-39.3194,4841,True,8.916851311558807,0
1001082,DISH Network L.L.C.,2023-02-22,-40.6017,4841,True,8.916851311558807,0
1001082,"DISH Network, LLC",2023-05-17,-2.3845,4841,True,8.509054856825829,1
1001082,"DISH Network, LLC",2023-02-23,-39.3194,4841,True,8.916851311558807,0
1001082,"DISH Network, LLC",2023-02-22,-40.6017,4841,True,8.916851311558807,0
