accession,cik,status,bytes
0001140361-21-005371,943452,already_on_disk,32450
0001140361-21-018288,943452,already_on_disk,42356
0001140361-21-023780,943452,already_on_disk,28256
0001140361-21-028111,943452,already_on_disk,41979
0001140361-21-031241,943452,already_on_disk,26332
0001140361-22-013268,943452,already_on_disk,30583
0001140361-22-020352,943452,already_on_disk,43418
0001140361-22-024697,943452,already_on_disk,29461
0001140361-22-044669,943452,already_on_disk,47251
0001193125-21-350793,1000228,already_on_disk,24527
0001193125-22-002148,1000228,already_on_disk,26350
0001193125-22-094333,1000228,already_on_disk,26349
0001193125-22-293869,1000228,already_on_disk,30331
0001193125-23-154352,1000228,already_on_disk,70771
0001193125-23-278944,1000228,already_on_disk,31413
0001193125-23-297629,1000228,already_on_disk,27540
0001193125-24-147029,1000228,already_on_disk,59174
0001001082-22-000006,1001082,already_on_disk,46041
0001001082-22-000013,1001082,already_on_disk,56705
0001001082-23-000008,1001082,already_on_disk,48654
0001001082-23-000031,1001082,already_on_disk,57340
0001104659-23-088620,1001082,already_on_disk,62222
0001104659-23-106153,1001082,already_on_disk,61976
0001104659-23-114464,1001082,already_on_disk,32233
0001104659-23-116755,1001082,already_on_disk,42711
0001001250-21-000111,1001250,already_on_disk,33721
0001001250-21-000168,1001250,already_on_disk,34301
0001001250-22-000020,1001250,already_on_disk,33674
0001001250-22-000023,1001250,already_on_disk,33687
0001001250-22-000048,1001250,already_on_disk,35248
0001001250-22-000105,1001250,already_on_disk,34904
0001001250-22-000114,1001250,already_on_disk,34700
0001001250-23-000119,1001250,already_on_disk,29862
0001041061-21-000003,1041061,already_on_disk,39845
0001041061-21-000048,1041061,already_on_disk,36284
0001104659-22-129816,1041061,already_on_disk,25143
0001041061-23-000033,1041061,already_on_disk,30045
0001041061-23-000035,1041061,already_on_disk,29642
0001041061-23-000043,1041061,already_on_disk,29474
0000950123-09-012599,1048911,already_on_disk,15182
0000950123-09-044728,1048911,already_on_disk,6501
0000950123-09-056728,1048911,already_on_disk,8824
0000950123-10-058498,1048911,already_on_disk,17682
0000950123-10-090493,1048911,already_on_disk,29438
0001193125-12-078385,1051470,already_on_disk,37661
0001193125-13-080108,1051470,already_on_disk,36811
0000950157-13-000209,1051470,already_on_disk,29859
0001193125-14-062781,1051470,already_on_disk,16507
0001193125-14-069855,1051470,already_on_disk,32822
0001058290-18-000019,1058290,already_on_disk,116126
0001058290-18-000021,1058290,already_on_disk,27044
0001058290-18-000044,1058290,already_on_disk,22287
0001058290-19-000006,1058290,already_on_disk,59562
0001058290-19-000021,1058290,already_on_disk,32975
0001058290-19-000028,1058290,already_on_disk,26139
0001058290-19-000030,1058290,already_on_disk,43866
0001058290-19-000038,1058290,already_on_disk,42623
0001058290-20-000004,1058290,already_on_disk,57410
0001058290-20-000013,1058290,already_on_disk,50672
0001206774-20-002232,1058290,already_on_disk,33688
0001193125-11-326028,1060391,already_on_disk,14733
0001193125-11-350759,1060391,already_on_disk,18845
0001193125-12-144048,1060391,already_on_disk,16648
0001193125-12-186198,1060391,already_on_disk,14436
0001193125-12-282327,1060391,already_on_disk,19021
0001060391-12-000012,1060391,already_on_disk,63027
0001060391-12-000023,1060391,already_on_disk,71692
0001060391-13-000021,1060391,already_on_disk,59734
0001060391-13-000035,1060391,already_on_disk,32003
0001060391-13-000038,1060391,already_on_disk,34313
0001060391-14-000007,1060391,already_on_disk,26278
0001060391-17-000013,1060391,already_on_disk,23323
0001060391-17-000039,1060391,already_on_disk,34154
0001193125-17-363416,1060391,already_on_disk,19940
0001193125-18-036970,1060391,already_on_disk,17346
0001193125-18-219719,1060391,already_on_disk,18846
0001193125-18-288678,1060391,already_on_disk,19738
0001193125-19-133178,1060391,already_on_disk,23528
0001193125-20-060522,1060391,already_on_disk,26644
0001060391-20-000039,1060391,already_on_disk,49875
0001060391-20-000042,1060391,already_on_disk,44000
0001060391-20-000048,1060391,already_on_disk,63120
0001060391-21-000005,1060391,already_on_disk,34759
0001193125-21-095518,1060391,already_on_disk,33720
0001193125-21-100584,1060391,already_on_disk,35509
0001060391-21-000027,1060391,already_on_disk,34487
0001091667-07-000050,1091667,already_on_disk,36117
0001091667-07-000222,1091667,already_on_disk,33051
0001091667-07-000230,1091667,already_on_disk,33349
0001091667-08-000035,1091667,already_on_disk,28694
0001091667-08-000034,1091667,already_on_disk,35485
0001271834-08-000003,1091667,already_on_disk,43658
0001271834-08-000007,1091667,already_on_disk,23925
0001091667-08-000129,1091667,already_on_disk,36615
0001091667-08-000143,1091667,already_on_disk,25481
0001091667-08-000171,1091667,already_on_disk,37333
0001091667-08-000197,1091667,already_on_disk,32467
0001091667-08-000201,1091667,already_on_disk,35808
0001091667-09-000003,1091667,already_on_disk,26186
0001091667-11-000079,1091667,already_on_disk,85712
0001091667-11-000116,1091667,already_on_disk,36204
0001091667-11-000130,1091667,already_on_disk,45021
0001091667-11-000162,1091667,already_on_disk,73068
0001091667-12-000008,1091667,already_on_disk,39348
0001091667-12-000014,1091667,already_on_disk,26609
0001091667-12-000050,1091667,already_on_disk,72012
0001091667-12-000100,1091667,already_on_disk,27129
0001091667-12-000109,1091667,already_on_disk,26013
0001091667-12-000122,1091667,already_on_disk,31517
0001091667-13-000058,1091667,already_on_disk,21090
0001091667-13-000176,1091667,already_on_disk,29211
0001091667-14-000060,1091667,already_on_disk,38505
0001091667-14-000139,1091667,already_on_disk,54415
0001091667-15-000051,1091667,already_on_disk,35674
0001091667-20-000215,1091667,already_on_disk,62402
0001091667-21-000029,1091667,already_on_disk,59899
0001091667-21-000143,1091667,already_on_disk,64262
0001091667-22-000104,1091667,already_on_disk,88261
0001091667-23-000034,1091667,already_on_disk,115075
0001091667-23-000119,1091667,already_on_disk,39858
0001091667-23-000137,1091667,already_on_disk,40388
0001091667-24-000030,1091667,already_on_disk,35352
0001193125-06-123693,1108524,already_on_disk,12223
0001193125-06-174639,1108524,already_on_disk,23036
0001193125-06-187910,1108524,already_on_disk,13951
0001193125-07-006987,1108524,already_on_disk,14996
0001193125-07-072263,1108524,already_on_disk,15414
0001193125-07-078925,1108524,already_on_disk,11587
0001193125-07-134937,1108524,already_on_disk,13125
0001193125-07-155725,1108524,already_on_disk,10770
0001193125-07-186040,1108524,already_on_disk,11928
0001193125-07-208064,1108524,already_on_disk,11343
0001193125-07-210111,1108524,already_on_disk,13863
0001193125-08-050327,1108524,already_on_disk,12794
0001193125-08-071264,1108524,already_on_disk,16699
0001193125-10-213864,1123360,already_on_disk,17127
0001123360-11-000082,1123360,already_on_disk,47907
0001123360-12-000041,1123360,already_on_disk,20312
0001193125-05-239862,1136893,already_on_disk,13053
0001104659-06-006239,1136893,already_on_disk,251749
0000892569-06-000649,1136893,already_on_disk,12391
0000892569-06-000846,1136893,already_on_disk,9221
0000892569-06-001297,1136893,already_on_disk,50454
0000892569-06-001310,1136893,already_on_disk,13634
0000892569-07-001428,1136893,already_on_disk,19600
0000892569-08-000017,1136893,already_on_disk,20297
0000892569-08-000425,1136893,already_on_disk,13459
0001136893-21-000145,1136893,already_on_disk,72662
0001136893-21-000196,1136893,already_on_disk,69986
0001136893-21-000203,1136893,already_on_disk,72744
0001136893-22-000005,1136893,already_on_disk,66293
0001136893-22-000028,1136893,already_on_disk,70718
0001136893-22-000056,1136893,already_on_disk,73725
0001136893-22-000134,1136893,already_on_disk,69652
0001136893-22-000155,1136893,already_on_disk,67309
0001136893-22-000173,1136893,already_on_disk,88310
0001193125-22-305874,1136893,already_on_disk,57271
0001193125-23-011458,1136893,already_on_disk,46719
0001193125-23-015151,1136893,already_on_disk,42169
0001136893-23-000069,1136893,already_on_disk,61774
0001136893-23-000090,1136893,already_on_disk,58899
0001193125-23-218012,1136893,already_on_disk,49278
0001193125-24-021392,1136893,already_on_disk,68489
0001193125-24-044681,1136893,already_on_disk,51930
0001193125-24-069200,1136893,already_on_disk,38301
0001193125-24-088508,1136893,already_on_disk,36923
0001104659-15-052507,1137789,already_on_disk,27619
0001104659-15-057159,1137789,already_on_disk,19958
0001104659-15-066273,1137789,already_on_disk,27672
0001104659-15-071908,1137789,already_on_disk,29863
0001104659-16-087730,1137789,already_on_disk,23919
0001104659-16-129505,1137789,already_on_disk,22261
0001104659-16-131749,1137789,already_on_disk,20266
0001104659-16-135046,1137789,already_on_disk,22479
0001104659-16-146813,1137789,already_on_disk,32256
0001104659-16-148575,1137789,already_on_disk,21731
0001104659-16-151422,1137789,already_on_disk,128102
0001193125-17-013685,1137789,already_on_disk,15512
0001193125-17-192960,1137789,already_on_disk,12316
0001193125-17-234440,1137789,already_on_disk,31233
0001137789-17-000046,1137789,already_on_disk,19871
0001137789-17-000068,1137789,already_on_disk,66881
0001104659-22-041712,1140859,already_on_disk,28491
0001140859-22-000054,1140859,already_on_disk,43269
0001140859-22-000064,1140859,already_on_disk,44678
0001104659-22-119574,1140859,already_on_disk,26854
0001140859-22-000095,1140859,already_on_disk,43579
0001140859-23-000021,1140859,already_on_disk,36383
0001140859-23-000125,1140859,already_on_disk,35872
0001140859-24-000012,1140859,already_on_disk,27659
0001104659-24-033278,1140859,already_on_disk,28575
0001104659-24-035045,1140859,already_on_disk,32503
0001140859-24-000081,1140859,already_on_disk,26679
0001104659-24-089929,1140859,already_on_disk,28011
0001104659-24-090498,1140859,already_on_disk,65490
0000950103-06-002700,1166691,already_on_disk,15483
0000950103-07-003148,1166691,already_on_disk,30936
0001193125-08-029361,1166691,already_on_disk,15905
0000950103-08-002956,1166691,already_on_disk,27108
0000950103-09-000292,1166691,already_on_disk,33601
0000950103-11-000002,1166691,already_on_disk,24931
0000950103-11-000353,1166691,already_on_disk,43651
0000950103-11-000772,1166691,already_on_disk,28633
0001193125-11-180049,1166691,already_on_disk,13098
0001193125-11-254480,1166691,already_on_disk,13016
0001193125-11-285508,1166691,already_on_disk,11948
0001193125-11-299646,1166691,already_on_disk,13922
0001193125-11-320674,1166691,already_on_disk,16594
0001193125-12-392575,1166691,already_on_disk,13130
0000950103-13-004474,1166691,already_on_disk,25662
0000950103-13-004940,1166691,already_on_disk,27429
0000950103-14-001112,1166691,already_on_disk,22469
0000950103-14-004539,1166691,already_on_disk,25445
0000950103-14-008968,1166691,already_on_disk,28290
0000950103-22-017696,1166691,already_on_disk,43293
0000950103-22-021872,1166691,already_on_disk,46834
0000950103-23-000208,1166691,already_on_disk,51130
0000950103-23-004120,1166691,already_on_disk,43663
0000950103-23-006065,1166691,already_on_disk,39514
0000950103-23-008707,1166691,already_on_disk,74876
0000950103-23-014572,1166691,already_on_disk,43102
0000950103-23-017250,1166691,already_on_disk,40378
0001166691-24-000019,1166691,already_on_disk,43970
0000950103-25-003639,1166691,already_on_disk,47416
0001193125-12-056765,1283699,already_on_disk,23339
0001445305-12-001909,1283699,already_on_disk,42261
0001283699-12-000010,1283699,already_on_disk,24139
0001283699-12-000027,1283699,already_on_disk,87705
0001283699-13-000011,1283699,already_on_disk,36116
0001193125-13-193449,1283699,already_on_disk,135347
0001193125-13-246944,1283699,already_on_disk,36225
0001283699-13-000120,1283699,already_on_disk,30946
0001283699-13-000134,1283699,already_on_disk,24028
0001193125-13-448555,1283699,already_on_disk,23881
0001193125-14-058782,1283699,already_on_disk,12186
0001193125-15-052763,1283699,already_on_disk,14436
0001193125-15-063256,1283699,already_on_disk,19741
0001193125-16-470124,1283699,already_on_disk,12548
0001193125-16-628913,1283699,already_on_disk,32848
0001193125-17-056336,1283699,already_on_disk,21990
0001193125-17-099960,1283699,already_on_disk,23971
0001193125-17-377654,1283699,already_on_disk,25352
0001193125-18-051913,1283699,already_on_disk,13434
0001104659-18-028086,1283699,already_on_disk,91297
0001283699-18-000031,1283699,already_on_disk,62993
0001283699-18-000063,1283699,already_on_disk,29624
0001283699-18-000071,1283699,already_on_disk,29769
0001283699-19-000064,1283699,already_on_disk,37283
0001283699-19-000066,1283699,already_on_disk,32636
0001193125-19-294093,1283699,already_on_disk,65649
0001193125-20-041926,1283699,already_on_disk,30779
0001193125-20-071678,1283699,already_on_disk,38713
0001283699-20-000064,1283699,already_on_disk,45482
0001193125-20-093622,1283699,already_on_disk,142840
0001193125-20-109354,1283699,already_on_disk,25094
0001193125-20-119230,1283699,already_on_disk,25715
0001140361-20-014081,1283699,already_on_disk,72819
0001140361-20-014470,1283699,already_on_disk,70423
0001193125-20-291827,1283699,already_on_disk,24913
0001193125-21-076354,1283699,already_on_disk,31828
0001193125-21-113210,1283699,already_on_disk,27276
0001193125-21-198692,1283699,already_on_disk,26074
0001193125-21-275230,1283699,already_on_disk,25777
0001193125-22-115091,1283699,already_on_disk,22242
0001193125-22-239983,1283699,already_on_disk,22856
0001193125-22-290740,1283699,already_on_disk,23098
0001193125-23-024130,1283699,already_on_disk,22845
0001193125-23-035719,1283699,already_on_disk,27539
0001193125-23-066908,1283699,already_on_disk,43523
0001193125-23-171171,1283699,already_on_disk,63854
0001193125-23-185341,1283699,already_on_disk,28191
0001193125-23-190499,1283699,already_on_disk,27590
0001193125-23-231377,1283699,already_on_disk,27955
0001193125-12-293901,1326160,already_on_disk,61428
0001104659-12-049132,1326160,already_on_disk,19099
0000898822-12-000348,1326160,already_on_disk,27165
0001104659-12-080906,1326160,already_on_disk,40810
0001104659-12-084708,1326160,already_on_disk,23397
0001104659-13-014407,1326160,already_on_disk,19600
0001104659-13-038285,1326160,already_on_disk,100837
0001104659-13-049764,1326160,already_on_disk,34853
0001104659-13-060144,1326160,already_on_disk,20162
0001104659-13-067275,1326160,already_on_disk,20202
0001104659-13-086631,1326160,already_on_disk,18924
0001104659-13-089600,1326160,already_on_disk,22100
0001104659-14-000076,1326160,already_on_disk,18488
0001104659-14-035262,1326160,already_on_disk,109551
0001104659-14-053140,1326160,already_on_disk,22965
0001193125-16-467698,1326160,already_on_disk,13811
0001104659-16-100726,1326160,already_on_disk,20417
0001104659-16-110903,1326160,already_on_disk,21843
0001104659-16-119780,1326160,already_on_disk,111572
0001326160-16-000368,1326160,already_on_disk,38688
0001104659-16-148226,1326160,already_on_disk,34444
0001326160-17-000011,1326160,already_on_disk,41381
0001104659-17-053547,1326160,already_on_disk,19380
0001326160-17-000184,1326160,already_on_disk,43379
0001326160-19-000166,1326160,already_on_disk,29491
0001410578-19-000740,1326160,already_on_disk,29948
0001104659-20-108520,1326160,already_on_disk,33775
0001326160-21-000105,1326160,already_on_disk,41386
0001104659-21-043714,1326160,already_on_disk,30226
0001104659-21-064570,1326160,already_on_disk,88271
0001326160-21-000219,1326160,already_on_disk,43342
0001104659-21-138544,1326160,already_on_disk,40898
0001193125-12-277735,1341439,already_on_disk,11813
0001193125-13-037562,1341439,already_on_disk,12778
0001373715-22-000239,1373715,already_on_disk,39546
0001373715-22-000309,1373715,already_on_disk,32915
0001373715-22-000329,1373715,already_on_disk,38707
0001373715-23-000016,1373715,already_on_disk,40287
0001373715-23-000162,1373715,already_on_disk,40978
0001373715-23-000282,1373715,already_on_disk,61586
0001373715-24-000269,1373715,already_on_disk,35732
0001373715-24-000342,1373715,already_on_disk,37475
0001193125-22-004090,1428439,already_on_disk,26607
0001193125-22-244792,1428439,already_on_disk,27521
0001428439-22-000033,1428439,already_on_disk,39703
0001428439-22-000038,1428439,already_on_disk,39393
0001193125-23-063903,1428439,already_on_disk,27206
0001428439-23-000032,1428439,already_on_disk,34125
0001428439-24-000027,1428439,already_on_disk,50843
0001193125-21-008667,1447669,already_on_disk,27814
0001193125-21-049966,1447669,already_on_disk,29481
0001193125-21-091239,1447669,already_on_disk,22297
0001447669-21-000122,1447669,already_on_disk,35184
0001447669-21-000263,1447669,already_on_disk,37996
0001447669-21-000296,1447669,already_on_disk,32269
0001447669-22-000094,1447669,already_on_disk,37065
0001447669-22-000141,1447669,already_on_disk,38473
0001447669-22-000212,1447669,already_on_disk,32711
0001447669-23-000009,1447669,already_on_disk,31837
0001193125-23-034646,1447669,already_on_disk,46936
0001447669-23-000025,1447669,already_on_disk,35939
0001193125-23-045159,1447669,already_on_disk,38715
0001447669-23-000075,1447669,already_on_disk,31955
0001447669-23-000224,1447669,already_on_disk,27361
0001447669-23-000241,1447669,already_on_disk,31165
0001193125-24-004000,1447669,already_on_disk,41109
0001193125-24-082747,1447669,already_on_disk,33877
0001193125-24-086510,1447669,already_on_disk,26579
0001193125-20-068719,1501585,already_on_disk,29536
0001193125-20-321598,1501585,already_on_disk,37421
0001193125-21-013212,1501585,already_on_disk,29215
0001193125-21-072840,1501585,already_on_disk,26079
0001193125-22-024572,1501585,already_on_disk,29690
0001193125-22-023552,1501585,already_on_disk,27694
0001193125-22-065623,1501585,already_on_disk,23736
0001193125-22-065618,1501585,already_on_disk,24734
0001193125-22-145035,1501585,already_on_disk,28309
0001193125-22-200081,1501585,already_on_disk,23754
0001193125-22-301591,1501585,already_on_disk,28034
0001193125-22-309155,1501585,already_on_disk,23618
0001193125-23-251587,1501585,already_on_disk,28995
0001510295-17-000011,1510295,already_on_disk,26890
0001510295-17-000019,1510295,already_on_disk,28616
0001510295-17-000028,1510295,already_on_disk,25498
0001510295-17-000059,1510295,already_on_disk,40565
0001510295-18-000146,1510295,already_on_disk,43508
0001193125-18-289740,1510295,already_on_disk,41611
0001510295-18-000225,1510295,already_on_disk,32043
0001510295-19-000007,1510295,already_on_disk,67669
0001510295-19-000078,1510295,already_on_disk,30731
0001104659-20-045597,1535527,already_on_disk,32275
0001104659-20-074711,1535527,already_on_disk,23815
0001104659-20-132008,1535527,already_on_disk,26541
0001104659-21-035670,1535527,already_on_disk,28802
0001104659-21-048810,1535527,already_on_disk,29642
0001104659-21-101531,1535527,already_on_disk,22724
0001104659-21-117007,1535527,already_on_disk,22852
0001104659-21-129072,1535527,already_on_disk,22580
0001104659-21-154724,1535527,already_on_disk,24306
0001104659-22-004504,1535527,already_on_disk,37274
0001104659-22-044351,1535527,already_on_disk,31927
0001104659-23-005624,1535527,already_on_disk,25453
0001104659-23-028507,1535527,already_on_disk,28394
0001193125-19-157213,1543151,already_on_disk,16327
0001552781-19-000277,1543151,already_on_disk,23467
0001193125-19-201404,1543151,already_on_disk,16335
0001193125-19-201403,1543151,already_on_disk,16659
0001552781-19-000515,1543151,already_on_disk,31032
0001552781-20-000149,1543151,already_on_disk,34212
0001552781-20-000209,1543151,already_on_disk,30499
0001552781-21-000144,1543151,already_on_disk,33245
0001552781-23-000316,1543151,already_on_disk,34676
0001543151-23-000021,1543151,already_on_disk,34731
0001552781-23-000389,1543151,already_on_disk,30885
0001543151-23-000036,1543151,already_on_disk,27146
0001552781-23-000451,1543151,already_on_disk,30664
0001552781-25-000025,1543151,already_on_disk,27797
0001104659-16-153088,1553023,already_on_disk,38080
0001553023-16-000216,1553023,already_on_disk,23728
0001553023-18-000025,1553023,already_on_disk,30306
0001553023-18-000090,1553023,already_on_disk,16613
0001564590-20-010661,1564408,already_on_disk,41353
0001193125-20-291819,1564408,already_on_disk,23400
0001193125-20-315448,1564408,already_on_disk,27738
0001193125-21-284200,1564408,already_on_disk,21825
0001564590-22-026167,1564408,already_on_disk,73306
0001193125-22-234696,1564408,already_on_disk,39104
0001193125-21-305552,1590895,already_on_disk,28043
0001193125-21-356883,1590895,already_on_disk,24482
0001590895-22-000004,1590895,already_on_disk,58930
0001590895-22-000078,1590895,already_on_disk,42894
0001193125-22-196372,1590895,already_on_disk,21809
0001590895-24-000004,1590895,already_on_disk,40165
0001609711-17-000280,1609711,already_on_disk,47984
0001609711-18-000020,1609711,already_on_disk,41396
0001609711-18-000127,1609711,already_on_disk,40174
0001609711-18-000176,1609711,already_on_disk,45388
0001609711-18-000218,1609711,already_on_disk,34886
0001609711-19-000008,1609711,already_on_disk,40568
0001609711-19-000176,1609711,already_on_disk,37580
0001609711-19-000190,1609711,already_on_disk,55238
0001609711-19-000212,1609711,already_on_disk,49263
0001609711-19-000250,1609711,already_on_disk,49941
0001609711-20-000004,1609711,already_on_disk,53431
0001609711-20-000053,1609711,already_on_disk,47626
0001609711-20-000141,1609711,already_on_disk,39461
0001609711-21-000008,1609711,already_on_disk,47924
0001609711-21-000052,1609711,already_on_disk,35883
0001609711-21-000059,1609711,already_on_disk,69129
0001609711-21-000126,1609711,already_on_disk,40000
0001609711-22-000003,1609711,already_on_disk,38937
0001609711-22-000011,1609711,already_on_disk,44352
0001609711-22-000092,1609711,already_on_disk,42684
0001609711-22-000118,1609711,already_on_disk,38437
0001609711-23-000009,1609711,already_on_disk,42696
0001609711-23-000099,1609711,already_on_disk,51028
0001609711-23-000153,1609711,already_on_disk,26701
0000950157-17-000552,1632127,already_on_disk,78108
0000950157-17-001405,1632127,already_on_disk,21916
0001437749-17-018584,1632127,already_on_disk,22977
0000950157-17-001559,1632127,already_on_disk,21984
0001437749-18-006058,1632127,already_on_disk,24260
0001437749-18-012969,1632127,already_on_disk,31741
0001437749-18-017917,1632127,already_on_disk,20215
0001437749-19-013104,1632127,already_on_disk,31422
0001437749-19-018435,1632127,already_on_disk,33663
0001640147-23-000044,1640147,already_on_disk,46933
0001640147-23-000073,1640147,already_on_disk,55697
0001640147-23-000193,1640147,already_on_disk,47658
0001640147-24-000033,1640147,already_on_disk,42249
0001640147-24-000031,1640147,already_on_disk,39557
0001640147-24-000183,1640147,already_on_disk,27403
0001645590-22-000002,1645590,already_on_disk,35066
0001645590-22-000041,1645590,already_on_disk,45288
0001645590-22-000055,1645590,already_on_disk,41543
0001645590-23-000005,1645590,already_on_disk,41422
0001645590-23-000008,1645590,already_on_disk,35045
0001645590-23-000042,1645590,already_on_disk,63628
0001645590-23-000076,1645590,already_on_disk,43431
0001645590-23-000079,1645590,already_on_disk,40741
0001645590-23-000110,1645590,already_on_disk,40682
0001645590-24-000004,1645590,already_on_disk,38055
0001645590-24-000016,1645590,already_on_disk,26157
0001645590-24-000073,1645590,already_on_disk,27848
0001645590-24-000078,1645590,already_on_disk,69401
0001645590-24-000125,1645590,already_on_disk,31278
0001645590-25-000048,1645590,already_on_disk,68484
0001645590-25-000081,1645590,already_on_disk,45069
0001193125-22-020651,1660134,already_on_disk,25542
0001193125-22-128099,1660134,already_on_disk,22390
0001193125-22-196321,1660134,already_on_disk,25508
0001193125-22-226462,1660134,already_on_disk,25244
0001660134-22-000041,1660134,already_on_disk,39581
0001660134-22-000055,1660134,already_on_disk,38453
0001660134-23-000009,1660134,already_on_disk,40073
0001193125-23-127592,1660134,already_on_disk,21924
0001660134-23-000044,1660134,already_on_disk,29090
0001193125-18-149450,1713683,already_on_disk,15209
0001628280-18-012442,1713683,already_on_disk,35589
