accession,cik,filing_date,form,items,text_ok,section_found,section_chars,ref_dates,labels,exec_departure,ceo_departure,director_departure,appointment,election,compensation,notice_date,effective_date,previously_phrase,flag_retirement,flag_health,flag_transaction,flag_termination,flag_severance_release,flag_no_disagreement,action
0001058290-18-000021,1058290,2018-06-13,8-K,5.02,1,1,3491,2018-08-01;2019-05-01;2019-12-31;2021-05-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001058290-18-000044,1058290,2018-11-05,8-K,5.02,1,1,120,,,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001058290-19-000006,1058290,2019-02-06,8-K,"2.02,5.02,7.01,9.01",1,1,12063,2017-12-31;2018-02-27;2018-06-12;2019-02-01;2019-02-04;2019-02-06;2019-03-31;2019-04-01;2019-05-01;2019-06-30,,1,1,0,1,1,1,2019-02-06,2019-04-01,0,0,0,0,1,0,0,departure
0001058290-19-000021,1058290,2019-07-18,8-K,5.02,1,1,4921,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001058290-19-000028,1058290,2019-09-20,8-K,5.02,1,1,190,2019-09-16;2019-12-31,,0,0,1,0,0,0,2019-09-16,2019-12-31,0,0,0,0,0,0,0,departure
0001058290-19-000030,1058290,2019-09-23,8-K/A,5.02,1,1,2631,2019-09-16;2019-12-31,,0,0,1,0,0,0,2019-09-16,2019-12-31,0,0,0,0,0,0,0,departure
0001058290-19-000038,1058290,2019-12-06,8-K,5.02,1,1,180,2019-12-02;2020-03-01,,0,0,1,0,0,0,2019-12-02,2020-03-01,0,0,0,0,0,0,0,departure
0001058290-20-000004,1058290,2020-02-05,8-K,"2.02,5.02,7.01,9.01",1,1,3638,2020-02-02;2020-03-31,,0,0,1,0,1,1,2020-02-02,2020-03-31,0,0,0,0,0,0,0,departure
0001058290-20-000013,1058290,2020-03-09,8-K,5.02,1,1,3273,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001206774-20-002232,1058290,2020-07-29,8-K,"5.02,9.01",1,1,3161,2017-12-31;2020-07-29;2020-09-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-11-326028,1060391,2011-11-30,8-K,5.02,1,1,367,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-11-350759,1060391,2011-12-22,8-K,"5.02,9.01",1,1,2445,2008-12-05;2010-06-14;2010-10-01;2010-12-29;2011-11-28;2011-12-21,,1,0,0,0,0,1,,2011-11-28,0,0,1,0,1,1,0,departure
0001193125-12-144048,1060391,2012-03-30,8-K,"5.02,9.01",1,1,2669,2010-06-25;2012-03-29,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-12-186198,1060391,2012-04-26,8-K,"5.02,9.01",1,1,227,2012-04-26;2013-05-01,,1,0,0,0,0,0,2012-04-26,2013-05-01,0,1,0,0,0,0,0,departure
0001193125-12-282327,1060391,2012-06-25,8-K,"5.02,9.01",1,1,2726,2009-05-14;2012-06-22;2013-05-01,,1,0,0,0,0,1,2013-05-01,2013-05-01,1,1,1,0,0,0,0,departure
0001060391-12-000012,1060391,2012-08-21,8-K,"5.02,9.01",1,1,3420,2012-08-20,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001060391-12-000023,1060391,2012-12-18,8-K,"5.02,9.01",1,1,4410,2012-06-25;2012-12-18;2013-01-09,,1,0,0,1,0,1,,2013-01-09,0,1,0,0,0,0,0,departure
0001060391-13-000021,1060391,2013-04-29,8-K,5.02,1,1,2636,,,1,0,0,1,0,1,,2013-04-29,0,0,0,0,0,0,0,departure
0001060391-13-000035,1060391,2013-08-26,8-K,"5.02,8.01,9.01",1,1,1175,,,0,0,1,0,0,1,,immediately,0,1,0,0,0,0,0,departure
0001060391-13-000038,1060391,2013-10-10,8-K,"5.02,9.01",1,1,210,2013-10-10,,1,0,0,0,0,0,2013-10-10,2013-10-10,0,0,0,0,0,0,0,departure
0001060391-14-000007,1060391,2014-02-12,8-K,5.02,1,1,890,2014-02-06,,0,0,1,0,0,0,2014-02-06,,0,0,1,0,0,0,0,departure
0001060391-17-000013,1060391,2017-02-17,8-K/A,5.02,1,1,707,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001060391-17-000039,1060391,2017-07-31,8-K,"5.02,8.01,9.01",1,1,2370,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-17-363416,1060391,2017-12-07,8-K,"5.02,9.01",1,1,1539,2017-12-07,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-18-036970,1060391,2018-02-09,8-K/A,5.02,1,1,1353,2018-02-06,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-18-219719,1060391,2018-07-17,8-K,"5.02,8.01,9.01",1,1,1522,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-18-288678,1060391,2018-10-01,8-K,"5.02,8.01,9.01",1,1,1537,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-19-133178,1060391,2019-05-01,8-K,"5.02,9.01",1,1,2571,2019-04-30,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-20-060522,1060391,2020-03-03,8-K,5.02,1,1,184,2020-02-27;2021-03-01,,1,0,0,0,0,0,2020-02-27,2021-03-01,0,1,0,0,0,0,0,departure
0001060391-20-000039,1060391,2020-05-21,8-K,"5.02,8.01,9.01",1,1,1908,2020-05-20;2020-06-01;2021-06-01,,1,1,0,0,0,1,2020-05-20,2020-06-01,0,0,0,0,0,0,0,departure
0001060391-20-000042,1060391,2020-06-04,8-K/A,5.02,1,1,1259,2020-06-03,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001060391-20-000048,1060391,2020-07-30,8-K,"5.02,8.01,9.01",1,1,1728,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001060391-21-000005,1060391,2021-02-17,8-K,5.02,1,1,1032,,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001193125-21-095518,1060391,2021-03-26,8-K,"5.02,8.01,9.01",1,1,1729,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-21-100584,1060391,2021-03-30,8-K,"5.02,9.01",1,1,5494,2013-10-29;2014-12-23;2021-03-26;2021-03-30;2021-06-25;2021-12-31,,1,1,0,1,1,1,,2021-06-25,0,1,0,0,1,0,0,departure
0001060391-21-000027,1060391,2021-06-28,8-K,5.02,1,1,829,2021-06-25,,1,1,0,0,1,1,2021-06-25,2021-06-25,1,1,0,0,0,0,0,departure
0001091667-07-000050,1091667,2007-03-14,8-K,"5.02,9.01",1,1,1919,2005-10-31;2007-03-14;2007-03-31;2007-12-31;2008-03-31,,1,0,0,0,0,1,,,0,0,0,0,1,1,0,departure
0001091667-07-000222,1091667,2007-12-06,8-K,"5.02,9.01",1,1,775,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-07-000230,1091667,2007-12-14,8-K,5.02,1,1,1044,,e,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001091667-08-000035,1091667,2008-03-11,8-K,"5.02,9.01",1,1,1800,2007-08-01;2008-03-11;2008-04-04,,1,0,0,0,0,1,2008-03-11,2008-04-04,0,0,0,0,0,0,0,departure
0001091667-08-000034,1091667,2008-03-11,8-K,"5.02,7.01,8.01,9.01",1,1,789,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001271834-08-000003,1091667,2008-03-24,8-K,"5.02,8.01,9.01",1,1,4470,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001271834-08-000007,1091667,2008-04-08,8-K,5.02,1,1,479,2008-04-07,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-08-000129,1091667,2008-06-23,8-K,"5.02,9.01",1,1,1132,2008-06-19;2008-07-01,,1,0,1,1,0,1,2008-07-01,2008-07-01,0,1,0,0,0,0,0,departure
0001091667-08-000143,1091667,2008-07-08,8-K,5.02,1,1,1964,2008-06-23;2008-07-01,,1,0,1,0,0,1,2008-07-01,,1,1,0,0,0,0,0,departure
0001091667-08-000171,1091667,2008-09-30,8-K,"5.02,9.01",1,1,2481,2008-07-01;2008-09-26;2010-06-30,"a,b",0,0,1,0,0,1,,2008-09-29,0,0,0,0,0,0,0,departure
0001091667-08-000197,1091667,2008-12-05,8-K,"5.02,9.01",1,1,220,2008-12-01,,0,0,1,0,0,0,,2008-12-01,0,0,0,0,0,0,0,departure
0001091667-08-000201,1091667,2008-12-11,8-K,"5.02,8.01,9.01",1,1,152,,,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001091667-09-000003,1091667,2009-01-14,8-K,5.02,1,1,3461,2009-12-31,,0,0,0,0,1,1,,,1,0,0,0,0,0,0,election
0001091667-11-000079,1091667,2011-04-29,8-K,"5.02,5.07",1,1,11615,,"a,b,c",0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-11-000116,1091667,2011-09-02,8-K,"5.02,9.01",1,1,1503,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-11-000130,1091667,2011-10-11,8-K,"5.02,9.01",1,1,2515,2011-10-11;2012-04-30,,1,1,0,0,0,1,2011-10-11,,0,0,1,0,1,1,0,departure
0001091667-11-000162,1091667,2011-12-19,8-K,"5.02,8.01,9.01",1,1,9893,2011-12-19;2012-02-13;2016-02-13,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001091667-12-000008,1091667,2012-01-20,8-K,5.02,1,1,1047,2010-11-01;2012-01-19;2012-11-01;2013-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-12-000014,1091667,2012-02-13,8-K,5.02,1,1,479,2012-02-13,,1,1,0,0,1,0,,,1,0,0,0,0,0,0,departure
0001091667-12-000050,1091667,2012-05-01,8-K,"5.02,8.01,9.01",1,1,9609,2012-04-30;2016-04-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-12-000100,1091667,2012-06-11,8-K,"5.02,9.01",1,1,220,2012-06-07,,1,0,0,0,0,0,2012-06-07,,0,0,0,0,0,0,0,departure
0001091667-12-000109,1091667,2012-08-03,8-K,5.02,1,1,2030,2014-12-31,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001091667-12-000122,1091667,2012-08-16,8-K,"5.02,8.01,9.01",1,1,2543,2010-03-01;2012-08-03;2012-11-30;2013-08-03;2014-08-03,,1,0,0,0,0,1,,,1,0,1,0,1,1,0,departure
0001091667-13-000058,1091667,2013-05-02,8-K,5.02,1,1,1387,2013-05-01,,0,0,1,0,0,1,,,1,0,0,0,0,0,0,departure
0001091667-13-000176,1091667,2013-11-12,8-K,"5.02,7.01,9.01",1,1,403,2013-11-08,b,0,0,1,0,0,0,2013-11-08,immediately,0,0,0,0,0,0,1,departure
0001091667-14-000060,1091667,2014-01-22,8-K,"5.02,9.01",1,1,1243,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-14-000139,1091667,2014-05-09,8-K,"5.02,5.07",1,1,411,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-15-000051,1091667,2015-03-13,8-K,"5.02,9.01",1,1,2865,2014-12-31;2015-03-12;2016-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-20-000215,1091667,2020-12-28,8-K,"5.02,9.01",1,1,5240,2020-12-23;2022-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-21-000029,1091667,2021-02-03,8-K,"5.02,7.01,9.01",1,1,628,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001091667-21-000143,1091667,2021-10-19,8-K,"5.02,9.01",1,1,4469,2021-02-05;2024-10-19,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001091667-22-000104,1091667,2022-09-21,8-K,"5.02,7.01,9.01",1,1,14893,2020-10-27;2022-09-20;2022-09-21;2022-11-30;2022-12-01;2023-11-30;2025-12-01,"a,b",1,1,0,1,1,1,,2022-12-01,0,0,0,0,1,0,0,departure
0001091667-23-000034,1091667,2023-02-24,8-K,"5.02,9.01",1,1,20301,2022-09-20;2023-02-22,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-23-000119,1091667,2023-08-21,8-K,"5.02,9.01",1,1,3318,2021-07-01;2022-10-27;2023-08-15;2023-11-30;2023-12-01;2025-07-01,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001091667-23-000137,1091667,2023-10-25,8-K,"5.02,7.01,9.01",1,1,2490,2023-10-25;2023-11-30,,1,0,0,0,1,1,2023-10-25,2023-11-30,1,1,0,0,0,0,0,departure
0001091667-24-000030,1091667,2024-02-05,8-K,"5.02,9.01",1,1,919,2024-01-30,,0,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-06-123693,1108524,2006-06-02,8-K,"5.02,9.01",1,1,409,,,1,0,0,0,0,0,,,0,1,0,0,0,0,0,departure
0001193125-06-174639,1108524,2006-08-16,8-K,"1.01,2.02,5.02,9.01",1,1,448,2006-05-24,,1,0,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-06-187910,1108524,2006-09-08,8-K,"1.01,5.02,9.01",1,1,910,2006-09-08,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0001193125-07-006987,1108524,2007-01-16,8-K,5.02,1,1,2118,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-07-072263,1108524,2007-04-02,8-K,5.02,1,1,1626,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-07-078925,1108524,2007-04-11,8-K,5.02,1,1,1442,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-07-134937,1108524,2007-06-13,8-K,5.02,1,1,2550,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-07-155725,1108524,2007-07-16,8-K,5.02,1,1,743,,,1,0,0,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-07-186040,1108524,2007-08-20,8-K,5.02,1,1,1986,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001193125-07-208064,1108524,2007-09-26,8-K,5.02,1,1,1436,2007-09-26;2007-09-28;2007-10-03,,1,0,1,0,0,0,,,0,0,0,0,0,0,0,departure
0001193125-07-210111,1108524,2007-09-28,8-K,5.02,1,1,1152,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-08-050327,1108524,2008-03-07,8-K,5.02,1,1,2210,,,1,0,0,1,0,1,,,0,0,0,0,0,0,0,departure
0001193125-08-071264,1108524,2008-03-31,8-K,5.02,1,1,1868,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-10-213864,1123360,2010-09-21,8-K,"5.02,9.01",1,1,2349,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001123360-11-000082,1123360,2011-09-29,8-K,"5.02,5.07,9.01",1,1,838,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001123360-12-000041,1123360,2012-07-18,8-K,5.02,1,1,366,2012-07-16,,1,0,0,0,0,0,,2012-08-01,0,0,0,0,0,0,0,departure
0001193125-05-239862,1136893,2005-12-09,8-K,"5.02,9.01",1,1,190,2005-12-08;2005-12-09,,0,0,1,0,0,0,2005-12-08,2005-12-08,0,0,0,0,0,0,0,departure
0001104659-06-006239,1136893,2006-02-06,8-K,"1.01,1.02,2.01,2.03,3.02,5.01,5.02,5.03,9.01",1,1,2686,,,0,0,1,1,0,1,,,0,0,0,1,1,0,0,departure
0000892569-06-000649,1136893,2006-05-02,8-K,"2.02,5.02,9.01",1,1,754,2006-04-26,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000892569-06-000846,1136893,2006-07-06,8-K,5.02,1,1,926,2006-07-01,"a,b",0,0,1,0,1,0,,2006-07-01,0,0,0,0,0,0,0,departure
0000892569-06-001297,1136893,2006-10-27,8-K,"1.01,5.02,8.01,9.01",1,1,730,2006-09-19,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0000892569-06-001310,1136893,2006-10-30,8-K,"1.01,5.02",1,1,285,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0000892569-07-001428,1136893,2007-11-16,8-K,5.02,1,1,5596,2004-01-27;2007-11-16;2008-03-01,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0000892569-08-000017,1136893,2008-01-02,8-K,"5.02,9.01",1,1,3161,2004-02-17;2008-01-31,,1,1,0,0,0,1,,,0,1,0,0,1,0,0,departure
0000892569-08-000425,1136893,2008-03-25,8-K,"5.02,9.01",1,1,1151,,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0001136893-21-000145,1136893,2021-06-09,8-K,"5.02,9.01",1,1,2835,2021-06-08;2021-06-09,,0,0,1,0,0,1,,,0,0,0,0,0,0,0,departure
0001136893-21-000196,1136893,2021-09-03,8-K,5.02,1,1,547,2021-08-31,,0,0,1,0,0,0,2021-08-31,,0,0,0,0,0,0,0,departure
0001136893-21-000203,1136893,2021-09-08,8-K,5.02,1,1,2947,2019-08-01;2021-09-02,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001136893-22-000005,1136893,2022-01-14,8-K,5.02,1,1,422,2021-01-31;2022-01-11,,1,0,0,0,0,0,2021-01-31,2021-01-31,0,0,0,0,0,0,0,departure
0001136893-22-000028,1136893,2022-02-08,8-K,"5.02,9.01",1,1,1469,2022-02-08,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001136893-22-000056,1136893,2022-03-21,8-K,"5.02,9.01",1,1,3535,2022-03-16;2022-03-21;2022-05-25,,1,1,0,0,0,1,,,0,1,0,0,0,0,0,departure
0001136893-22-000134,1136893,2022-06-01,8-K,"5.02,9.01",1,1,973,2022-05-25,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001136893-22-000155,1136893,2022-08-17,8-K,"5.02,9.01",1,1,575,2022-09-01,,1,0,0,0,0,0,2022-09-01,2022-09-01,0,1,0,0,0,0,0,departure
0001136893-22-000173,1136893,2022-10-19,8-K,"2.02,5.02,9.01",1,1,8869,2022-10-18;2022-12-31;2023-01-01;2025-01-01,,1,1,0,0,1,1,2022-10-18,2022-12-31,0,0,0,0,0,0,0,departure
0001193125-22-305874,1136893,2022-12-15,8-K,"1.01,5.02,7.01,9.01",1,1,1384,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-23-011458,1136893,2023-01-20,8-K,"5.02,7.01,9.01",1,1,2490,2022-12-14;2023-01-13;2023-01-20,,0,0,1,0,1,1,,,0,0,0,0,0,0,0,departure
0001193125-23-015151,1136893,2023-01-25,8-K,"5.02,9.01",1,1,666,2023-01-19,,0,0,1,0,0,0,2023-01-19,,1,1,0,0,0,0,0,departure
0001136893-23-000069,1136893,2023-04-21,8-K,5.02,1,1,1468,2013-12-16;2022-12-31;2023-02-27;2023-04-17;2023-12-31,,1,0,0,0,0,1,2023-04-17,2023-12-31,0,0,0,0,0,0,1,departure
0001136893-23-000090,1136893,2023-05-26,8-K,5.02,1,1,1396,2023-05-22,,0,0,0,1,0,0,,,0,0,0,0,0,0,0,appointment
0001193125-23-218012,1136893,2023-08-22,8-K,"5.02,9.01",1,1,7431,2023-07-20;2023-08-21,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001193125-24-021392,1136893,2024-02-01,8-K,"1.01,2.01,5.02,7.01,9.01",1,1,494,2024-01-31,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,other
0001193125-24-044681,1136893,2024-02-23,8-K,"5.02,9.01",1,1,9321,2013-12-16;2015-06-01;2022-01-31;2022-12-31;2023-02-27;2023-04-17;2023-08-21;2023-12-31;2024-01-01;2024-02-19;2024-02-29;2024-03-01;2024-12-31;2025-02-15;2025-06-30,,1,0,0,1,0,1,2023-04-17,2023-12-31,0,0,0,0,1,0,0,departure
0001193125-24-069200,1136893,2024-03-15,8-K,5.02,1,1,1268,2024-03-11,,0,0,1,0,0,0,2024-03-11,,0,0,0,0,0,0,1,departure
0001193125-24-088508,1136893,2024-04-05,8-K,5.02,1,1,787,2024-04-01,,0,0,1,0,0,0,2024-04-01,,0,0,0,0,0,0,1,departure
0001104659-15-052507,1137789,2015-07-22,8-K,"5.02,9.01",1,1,3476,,"c,e",0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-15-057159,1137789,2015-08-06,8-K,5.02,1,1,535,,e,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-15-066273,1137789,2015-09-21,8-K,5.02,1,1,1881,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-15-071908,1137789,2015-10-21,8-K,"5.02,9.01",1,1,2062,2015-10-21,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-16-087730,1137789,2016-01-04,8-K,"5.02,9.01",1,1,1465,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-16-129505,1137789,2016-06-27,8-K,5.02,1,1,808,,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-16-131749,1137789,2016-07-08,8-K,5.02,1,1,635,2016-07-06,,0,0,1,0,0,0,2016-07-06,,0,1,0,0,0,0,1,departure
0001104659-16-135046,1137789,2016-07-28,8-K,5.02,1,1,1826,,e,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-16-146813,1137789,2016-09-27,8-K,5.02,1,1,1834,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-16-148575,1137789,2016-10-04,8-K,5.02,1,1,634,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001104659-16-151422,1137789,2016-10-24,8-K,"5.02,5.03,5.07,9.01",1,1,2888,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-17-013685,1137789,2017-01-20,8-K,"5.02,9.01",1,1,2466,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001193125-17-192960,1137789,2017-06-02,8-K,5.02,1,1,347,2017-06-02,,1,0,0,0,0,0,2017-06-02,,0,0,0,0,0,0,0,departure
0001193125-17-234440,1137789,2017-07-25,8-K,"2.02,2.05,5.02,7.01,9.01",1,1,4240,2017-06-02;2017-07-25;2017-10-01,,1,1,0,1,1,1,2017-07-25,2017-10-01,1,0,0,0,0,1,0,departure
0001137789-17-000046,1137789,2017-07-28,8-K,5.02,1,1,2163,,e,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001137789-17-000068,1137789,2017-10-18,8-K,"5.02,5.07,9.01",1,1,2478,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,other
0001104659-22-041712,1140859,2022-04-01,8-K,"5.02,9.01",1,1,1884,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001140859-22-000054,1140859,2022-09-27,8-K,"5.02,7.01,9.01",1,1,1879,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140859-22-000064,1140859,2022-11-03,8-K,"2.02,5.02,7.01,9.01",1,1,1883,2022-10-01;2022-11-03,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001104659-22-119574,1140859,2022-11-16,8-K/A,5.02,1,1,1783,2022-01-27,,0,0,0,1,0,1,,,0,0,0,0,0,0,0,appointment
0001140859-22-000095,1140859,2022-11-16,8-K,"5.02,7.01,9.01",1,1,1544,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140859-23-000021,1140859,2023-01-26,8-K,5.02,1,1,1096,2023-01-23;2023-03-09,,0,0,1,0,0,0,2023-01-23,,0,1,0,0,0,0,1,departure
0001140859-23-000125,1140859,2023-08-15,8-K,"5.02,7.01,9.01",1,1,2425,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001140859-24-000012,1140859,2024-01-16,8-K,5.02,1,1,853,2024-01-12;2024-03-12,,0,0,1,0,0,0,2024-01-12,,0,1,0,0,0,0,1,departure
0001104659-24-033278,1140859,2024-03-12,8-K,"5.02,7.01,9.01",1,1,1209,,,1,1,0,0,0,1,,2024-10-01,0,1,0,0,0,0,0,departure
0001104659-24-035045,1140859,2024-03-15,8-K/A,"5.02,9.01",1,1,3496,2024-01-29;2024-03-12;2024-09-30;2024-10-01,,1,1,0,1,0,1,,2024-10-01,0,1,0,0,0,0,0,departure
0001140859-24-000081,1140859,2024-05-03,8-K,5.02,1,1,469,2024-04-30;2024-09-30,,1,0,0,0,0,0,2024-04-30,2024-09-30,0,1,0,0,0,0,1,departure
0001104659-24-089929,1140859,2024-08-15,8-K,"5.02,7.01,9.01",1,1,1530,,,0,0,0,0,1,1,,,0,0,0,0,0,0,0,election
0001104659-24-090498,1140859,2024-08-16,8-K,"1.01,5.02,5.03,9.01",1,1,5896,2024-08-13,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-06-002700,1166691,2006-11-28,8-K,"5.02,9.01",1,1,4594,2006-11-20;2006-11-27;2006-11-28;2006-12-31;2007-03-28;2007-12-31;2011-12-31,,1,0,0,0,0,1,2006-11-27,2007-03-28,0,1,0,0,0,0,0,departure
0000950103-07-003148,1166691,2007-12-28,8-K,"5.02,9.01",1,1,1318,2007-03-28;2007-12-31;2008-01-01,,1,0,0,1,0,1,,,1,1,0,0,0,0,0,departure
0001193125-08-029361,1166691,2008-02-13,8-K,"5.02,9.01",1,1,2216,2007-10-25;2007-12-27,,0,0,0,0,0,1,,,1,0,0,0,0,0,0,compensation only
0000950103-08-002956,1166691,2008-12-10,8-K,5.02,1,1,1116,,,0,0,0,0,1,0,,,0,0,0,0,0,0,0,election
0000950103-09-000292,1166691,2009-02-13,8-K,"5.02,9.01",1,1,1151,2009-02-13;2009-06-30;2010-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-11-000002,1166691,2011-01-03,8-K,5.02,1,1,496,2010-12-31;2011-12-31,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-11-000353,1166691,2011-01-31,8-K,"1.01,2.01,5.02,5.05,9.01",1,1,459,,,1,0,0,1,0,0,,,0,0,0,0,0,0,0,departure
0000950103-11-000772,1166691,2011-02-25,8-K,"5.02,9.01",1,1,2328,2011-02-22;2011-02-23;2015-12-31,,0,0,1,0,0,1,2011-02-23,,0,1,0,0,0,0,0,departure
0001193125-11-180049,1166691,2011-07-01,8-K,"5.02,9.01",1,1,298,2011-06-30;2012-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-11-254480,1166691,2011-09-22,8-K,5.02,1,1,1135,,,1,1,1,0,1,1,,,0,1,0,0,0,0,0,departure
0001193125-11-285508,1166691,2011-10-28,8-K/A,5.02,1,1,391,2011-09-22,,0,0,0,0,1,0,,,1,0,0,0,0,0,0,election
0001193125-11-299646,1166691,2011-11-07,8-K,"5.02,9.01",1,1,436,2011-11-03;2011-11-11,,0,0,1,0,0,1,2011-11-03,2011-11-11,0,0,0,0,0,0,0,departure
0001193125-11-320674,1166691,2011-11-23,8-K,"5.02,5.03,9.01",1,1,1935,2011-11-22;2016-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0001193125-12-392575,1166691,2012-09-14,8-K,"5.02,9.01",1,1,193,2012-09-13;2013-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
0000950103-13-004474,1166691,2013-07-24,8-K,"5.02,9.01",1,1,188,2013-07-23;2014-06-30,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,compensation only
