final_cik,breach_date,reported_date,fcc_form499,accession,filing_date,days_from_reported,days_from_breach,in_spec_scope
4904,2018-12-09,2019-04-26 00:00:00,0,0000004904-19-000042,2019-09-18,145,283,1
4904,2018-12-09,2019-04-26 00:00:00,0,0000004904-17-000017,2017-02-27,-788,-650,0
4904,2019-02-18,2019-04-26 00:00:00,0,0000004904-19-000042,2019-09-18,145,212,1
4904,2019-02-18,2019-04-26 00:00:00,0,0000004904-17-000017,2017-02-27,-788,-721,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-13-001766,2013-08-07,64,100,1
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-12-002159,2012-11-13,-203,-167,1
8670,2013-04-29,2013-06-04 00:00:00,0,0001171843-12-003874,2012-11-01,-215,-179,1
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-11-002022,2011-12-15,-537,-501,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-11-002020,2011-12-14,-538,-502,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-11-001898,2011-11-15,-567,-531,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000008670-11-000024,2011-11-09,-573,-537,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-11-001656,2011-09-23,-620,-584,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-11-001591,2011-09-12,-631,-595,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000008670-11-000020,2011-08-10,-664,-628,0
8670,2013-04-29,2013-06-04 00:00:00,0,0000950142-11-001005,2011-05-19,-747,-711,0
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-17-000040,2017-06-28,139,219,1
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-16-000165,2016-11-21,-80,0,1
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-16-000147,2016-10-14,-118,-38,1
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-16-000105,2016-02-23,-352,-272,1
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-15-000083,2015-12-15,-422,-342,1
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-15-000061,2015-08-13,-546,-466,0
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-15-000035,2015-06-23,-597,-517,0
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-15-000004,2015-02-10,-730,-650,0
12927,2016-11-21,2017-02-09 00:00:00,0,0000012927-14-000070,2014-12-19,-783,-703,0
18926,2013-12-27,2014-05-28 00:00:00,1,0001193125-14-221590,2014-06-02,5,157,1
18926,2013-12-27,2014-05-28 00:00:00,1,0001193125-13-124519,2013-03-25,-429,-277,1
18926,2013-12-27,2014-05-28 00:00:00,1,0001193125-13-012088,2013-01-14,-499,-347,1
18926,2013-12-27,2014-05-28 00:00:00,1,0001193125-12-134562,2012-03-27,-792,-640,0
18926,2017-01-30,2017-02-20 00:00:00,1,0001193125-17-191355,2017-06-01,101,122,1
18926,2017-01-30,2017-02-20 00:00:00,1,0001193125-17-053977,2017-02-23,3,24,1
18926,2017-01-30,2017-02-20 00:00:00,1,0001193125-16-436965,2016-01-25,-392,-371,0
18926,2017-01-30,2017-02-20 00:00:00,1,0001193125-15-378521,2015-11-16,-462,-441,0
18926,2017-01-30,2017-02-20 00:00:00,1,0001193125-15-210785,2015-06-02,-629,-608,0
18926,2017-01-30,2017-02-20 00:00:00,1,0001193125-15-197966,2015-05-22,-640,-619,0
18926,2017-02-28,2017-02-28 00:00:00,1,0001193125-17-191355,2017-06-01,93,93,1
18926,2017-02-28,2017-02-28 00:00:00,1,0001193125-17-053977,2017-02-23,-5,-5,1
18926,2017-02-28,2017-02-28 00:00:00,1,0001193125-16-436965,2016-01-25,-400,-400,0
18926,2017-02-28,2017-02-28 00:00:00,1,0001193125-15-378521,2015-11-16,-470,-470,0
18926,2017-02-28,2017-02-28 00:00:00,1,0001193125-15-210785,2015-06-02,-637,-637,0
18926,2017-02-28,2017-02-28 00:00:00,1,0001193125-15-197966,2015-05-22,-648,-648,0
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-21-056971,2021-02-25,153,189,1
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-21-011905,2021-01-20,117,153,1
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-20-150103,2020-05-22,-126,-90,1
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-19-325996,2019-12-30,-270,-234,1
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-18-319718,2018-11-07,-688,-652,0
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-18-319714,2018-11-07,-688,-652,0
18926,2020-08-20,2020-09-25 00:00:00,1,0001193125-18-281219,2018-09-24,-732,-696,0
18926,2022-03-15,2022-04-21 00:00:00,1,0001193125-22-243230,2022-09-13,145,182,1
18926,2022-03-15,2022-04-21 00:00:00,1,0001193125-22-085992,2022-03-28,-24,13,1
18926,2022-03-15,2022-04-21 00:00:00,1,0001193125-21-056971,2021-02-25,-420,-383,0
18926,2022-03-15,2022-04-21 00:00:00,1,0001193125-21-011905,2021-01-20,-456,-419,0
18926,2022-03-15,2022-04-21 00:00:00,1,0001193125-20-150103,2020-05-22,-699,-662,0
20520,2022-02-24,2022-05-04 00:00:00,1,0001140361-22-023997,2022-06-24,51,120,1
20520,2022-02-24,2022-05-04 00:00:00,1,0000020520-21-000008,2021-07-30,-278,-209,1
20520,2022-02-24,2022-05-04 00:00:00,1,0001193125-21-205666,2021-07-01,-307,-238,1
20520,2022-02-24,2022-05-04 00:00:00,1,0001193125-21-179930,2021-06-02,-336,-267,1
20520,2022-02-24,2022-05-04 00:00:00,1,0001140361-21-015200,2021-04-30,-369,-300,1
20520,2022-02-24,2022-05-04 00:00:00,1,0001140361-21-005386,2021-02-18,-440,-371,0
20520,2022-02-24,2022-05-04 00:00:00,1,0001140361-20-028400,2020-12-15,-505,-436,0
20520,2022-02-24,2022-05-04 00:00:00,1,0001140361-20-020249,2020-09-11,-600,-531,0
20520,2022-02-24,2022-05-04 00:00:00,1,0001193125-20-050127,2020-02-26,-798,-729,0
20520,2023-12-18,2024-06-12 00:00:00,1,0001140361-24-026861,2024-05-20,-23,154,1
20520,2023-12-18,2024-06-12 00:00:00,1,0000950157-24-000104,2024-02-05,-128,49,1
20520,2023-12-18,2024-06-12 00:00:00,1,0001140361-22-023997,2022-06-24,-719,-542,0
20520,2024-04-13,2024-06-06 00:00:00,1,0001140361-24-026861,2024-05-20,-17,37,1
20520,2024-04-13,2024-06-06 00:00:00,1,0000950157-24-000104,2024-02-05,-122,-68,1
20520,2024-04-13,2024-06-06 00:00:00,1,0001140361-22-023997,2022-06-24,-713,-659,0
20520,2024-06-10,2024-06-10 00:00:00,1,0001140361-24-026861,2024-05-20,-21,-21,1
20520,2024-06-10,2024-06-10 00:00:00,1,0000950157-24-000104,2024-02-05,-126,-126,1
20520,2024-06-10,2024-06-10 00:00:00,1,0001140361-22-023997,2022-06-24,-717,-717,0
27904,2017-09-01,2018-04-13 00:00:00,0,0001683168-18-001046,2018-04-20,7,231,1
27904,2017-09-01,2018-04-13 00:00:00,0,0001683168-17-002723,2017-10-23,-172,52,1
27904,2017-09-01,2018-04-13 00:00:00,0,0001683168-17-000876,2017-04-11,-367,-143,1
27904,2017-09-01,2018-04-13 00:00:00,0,0001683168-17-000167,2017-01-26,-442,-218,1
27904,2017-09-01,2018-04-13 00:00:00,0,0001683168-16-000288,2016-10-11,-549,-325,1
27904,2017-09-01,2018-04-13 00:00:00,0,0001019687-16-006642,2016-06-10,-672,-448,0
27904,2017-09-01,2018-04-13 00:00:00,0,0001019687-16-005064,2016-02-05,-798,-574,0
27904,2017-09-26,2018-04-13 00:00:00,0,0001683168-18-001046,2018-04-20,7,206,1
27904,2017-09-26,2018-04-13 00:00:00,0,0001683168-17-002723,2017-10-23,-172,27,1
27904,2017-09-26,2018-04-13 00:00:00,0,0001683168-17-000876,2017-04-11,-367,-168,1
27904,2017-09-26,2018-04-13 00:00:00,0,0001683168-17-000167,2017-01-26,-442,-243,1
27904,2017-09-26,2018-04-13 00:00:00,0,0001683168-16-000288,2016-10-11,-549,-350,1
27904,2017-09-26,2018-04-13 00:00:00,0,0001019687-16-006642,2016-06-10,-672,-473,0
27904,2017-09-26,2018-04-13 00:00:00,0,0001019687-16-005064,2016-02-05,-798,-599,0
33185,2014-01-31,2014-03-05 00:00:00,0,0001144204-14-029598,2014-05-12,68,101,1
33185,2014-01-31,2014-03-05 00:00:00,0,0001144204-13-055259,2013-10-15,-141,-108,1
33185,2014-01-31,2014-03-05 00:00:00,0,0001144204-13-027066,2013-05-08,-301,-268,1
33185,2014-01-31,2014-03-05 00:00:00,0,0001144204-12-058285,2012-10-29,-492,-459,0
33185,2014-01-31,2014-03-05 00:00:00,0,0001144204-12-009385,2012-02-15,-749,-716,0
33185,2016-01-01,2017-05-15 00:00:00,0,0001193125-17-320321,2017-10-26,164,664,1
33185,2016-01-01,2017-05-15 00:00:00,0,0001193125-17-301130,2017-10-02,140,640,1
33185,2016-01-01,2017-05-15 00:00:00,0,0001193125-17-293765,2017-09-26,134,634,1
33185,2016-01-01,2017-05-15 00:00:00,0,0001193125-16-771552,2016-11-18,-178,322,1
33185,2016-01-01,2017-05-15 00:00:00,0,0001193125-16-713479,2016-09-19,-238,262,1
33185,2016-01-01,2017-05-15 00:00:00,0,0001144204-14-029598,2014-05-12,-1099,-599,0
33185,2016-04-18,2017-07-21 00:00:00,0,0001193125-17-320321,2017-10-26,97,556,1
33185,2016-04-18,2017-07-21 00:00:00,0,0001193125-17-301130,2017-10-02,73,532,1
33185,2016-04-18,2017-07-21 00:00:00,0,0001193125-17-293765,2017-09-26,67,526,1
33185,2016-04-18,2017-07-21 00:00:00,0,0001193125-16-771552,2016-11-18,-245,214,1
33185,2016-04-18,2017-07-21 00:00:00,0,0001193125-16-713479,2016-09-19,-305,154,1
33185,2016-04-18,2017-07-21 00:00:00,0,0001144204-14-029598,2014-05-12,-1166,-707,0
33185,2017-03-09,2017-05-19 00:00:00,0,0001193125-17-320321,2017-10-26,160,231,1
33185,2017-03-09,2017-05-19 00:00:00,0,0001193125-17-301130,2017-10-02,136,207,1
33185,2017-03-09,2017-05-19 00:00:00,0,0001193125-17-293765,2017-09-26,130,201,1
33185,2017-03-09,2017-05-19 00:00:00,0,0001193125-16-771552,2016-11-18,-182,-111,1
33185,2017-03-09,2017-05-19 00:00:00,0,0001193125-16-713479,2016-09-19,-242,-171,1
40704,2022-11-18,2023-01-12 00:00:00,0,0001193125-23-137156,2023-05-05,113,168,1
40704,2022-11-18,2023-01-12 00:00:00,0,0001193125-22-255620,2022-09-30,-104,-49,1
40704,2022-11-18,2023-01-12 00:00:00,0,0001193125-22-185819,2022-06-30,-196,-141,1
40704,2022-11-18,2023-01-12 00:00:00,0,0001193125-21-350290,2021-12-07,-401,-346,1
40704,2022-11-18,2023-01-12 00:00:00,0,0001564590-21-037515,2021-07-22,-539,-484,0
43196,2016-02-16,2016-08-31 00:00:00,0,0001437749-17-000933,2017-01-20,142,339,1
43196,2016-02-16,2016-08-31 00:00:00,0,0001437749-16-038936,2016-09-21,21,218,1
43196,2016-02-16,2016-08-31 00:00:00,0,0001437749-16-034694,2016-06-30,-62,135,1
43196,2016-02-16,2016-08-31 00:00:00,0,0001437749-16-024501,2016-02-02,-211,-14,1
43196,2016-02-16,2016-08-31 00:00:00,0,0001437749-15-014446,2015-07-31,-397,-200,1
43196,2016-08-08,2016-08-31 00:00:00,0,0001437749-17-000933,2017-01-20,142,165,1
43196,2016-08-08,2016-08-31 00:00:00,0,0001437749-16-038936,2016-09-21,21,44,1
43196,2016-08-08,2016-08-31 00:00:00,0,0001437749-16-034694,2016-06-30,-62,-39,1
43196,2016-08-08,2016-08-31 00:00:00,0,0001437749-16-024501,2016-02-02,-211,-188,1
43196,2016-08-08,2016-08-31 00:00:00,0,0001437749-15-014446,2015-07-31,-397,-374,0
43196,2021-09-01,2022-02-21 00:00:00,0,0001437749-22-011229,2022-05-06,74,247,1
43196,2021-09-01,2022-02-21 00:00:00,0,0001437749-22-004783,2022-03-01,8,181,1
43196,2021-09-01,2022-02-21 00:00:00,0,0001193125-21-057034,2021-02-25,-361,-188,1
47111,2023-09-03,2023-12-07 00:00:00,0,0000047111-23-000006,2023-02-06,-304,-209,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-08-004386,2008-01-24,161,207,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-07-041277,2007-05-18,-90,-44,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-07-003960,2007-01-23,-205,-159,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-080577,2006-12-11,-248,-202,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-078068,2006-11-28,-261,-215,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-075980,2006-11-17,-272,-226,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-062623,2006-09-22,-328,-282,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-060568,2006-09-12,-338,-292,1
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-036450,2006-05-22,-451,-405,0
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-06-002894,2006-01-19,-574,-528,0
47217,2007-07-01,2007-08-16 00:00:00,0,0001104659-05-057353,2005-11-23,-631,-585,0
47217,2007-07-01,2007-08-16 00:00:00,0,0000047217-05-000167,2005-09-28,-687,-641,0
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-08-004386,2008-01-24,161,161,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-07-041277,2007-05-18,-90,-90,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-07-003960,2007-01-23,-205,-205,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-080577,2006-12-11,-248,-248,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-078068,2006-11-28,-261,-261,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-075980,2006-11-17,-272,-272,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-062623,2006-09-22,-328,-328,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-060568,2006-09-12,-338,-338,1
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-036450,2006-05-22,-451,-451,0
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-06-002894,2006-01-19,-574,-574,0
47217,2007-08-16,2007-08-16 00:00:00,0,0001104659-05-057353,2005-11-23,-631,-631,0
47217,2007-08-16,2007-08-16 00:00:00,0,0000047217-05-000167,2005-09-28,-687,-687,0
47217,2008-12-04,2008-12-04 00:00:00,0,0000047217-09-000003,2009-01-20,47,47,1
47217,2008-12-04,2008-12-04 00:00:00,0,0001104659-08-060212,2008-09-24,-71,-71,1
47217,2008-12-04,2008-12-04 00:00:00,0,0001104659-08-055465,2008-08-27,-99,-99,1
47217,2008-12-04,2008-12-04 00:00:00,0,0000047217-08-000117,2008-05-20,-198,-198,1
47217,2008-12-04,2008-12-04 00:00:00,0,0001104659-08-004386,2008-01-24,-315,-315,1
47217,2008-12-04,2008-12-04 00:00:00,0,0001104659-07-041277,2007-05-18,-566,-566,0
47217,2008-12-04,2008-12-04 00:00:00,0,0001104659-07-003960,2007-01-23,-681,-681,0
47217,2008-12-04,2008-12-04 00:00:00,0,0001104659-06-080577,2006-12-11,-724,-724,0
47217,2008-12-08,2008-12-08 00:00:00,0,0000047217-09-000003,2009-01-20,43,43,1
47217,2008-12-08,2008-12-08 00:00:00,0,0001104659-08-060212,2008-09-24,-75,-75,1
47217,2008-12-08,2008-12-08 00:00:00,0,0001104659-08-055465,2008-08-27,-103,-103,1
47217,2008-12-08,2008-12-08 00:00:00,0,0000047217-08-000117,2008-05-20,-202,-202,1
47217,2008-12-08,2008-12-08 00:00:00,0,0001104659-08-004386,2008-01-24,-319,-319,1
47217,2008-12-08,2008-12-08 00:00:00,0,0001104659-07-041277,2007-05-18,-570,-570,0
47217,2008-12-08,2008-12-08 00:00:00,0,0001104659-07-003960,2007-01-23,-685,-685,0
47217,2008-12-08,2008-12-08 00:00:00,0,0001104659-06-080577,2006-12-11,-728,-728,0
47217,2010-02-09,2010-02-09 00:00:00,0,0001047469-10-007177,2010-08-06,178,178,1
47217,2010-02-09,2010-02-09 00:00:00,0,0001104659-10-015887,2010-03-23,42,42,1
47217,2010-02-09,2010-02-09 00:00:00,0,0000047217-09-000032,2009-09-17,-145,-145,1
47217,2010-02-09,2010-02-09 00:00:00,0,0000047217-09-000003,2009-01-20,-385,-385,0
47217,2010-02-09,2010-02-09 00:00:00,0,0001104659-08-060212,2008-09-24,-503,-503,0
47217,2010-02-09,2010-02-09 00:00:00,0,0001104659-08-055465,2008-08-27,-531,-531,0
47217,2010-02-09,2010-02-09 00:00:00,0,0000047217-08-000117,2008-05-20,-630,-630,0
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-07-057720,2007-08-01,97,159,1
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-07-049962,2007-06-26,61,123,1
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-07-007260,2007-02-05,-80,-18,1
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-07-005968,2007-01-31,-85,-23,1
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-06-004976,2006-01-31,-450,-388,0
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-05-045904,2005-09-27,-576,-514,0
51143,2007-02-23,2007-04-26 00:00:00,0,0001104659-05-014582,2005-04-01,-755,-693,0
51143,2011-04-14,2011-04-14 00:00:00,0,0001104659-11-003613,2011-01-28,-76,-76,1
51143,2011-04-14,2011-04-14 00:00:00,0,0001104659-10-061274,2010-12-06,-129,-129,1
51143,2011-04-14,2011-04-14 00:00:00,0,0001104659-10-003847,2010-01-29,-440,-440,0
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-23-296305,2023-12-15,170,203,1
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-23-206313,2023-08-08,41,74,1
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-22-215713,2022-08-09,-323,-290,1
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-22-159808,2022-05-25,-399,-366,0
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-22-066230,2022-03-04,-481,-448,0
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-22-050075,2022-02-23,-490,-457,0
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-21-244798,2021-08-12,-685,-652,0
73309,2023-05-26,2023-06-28 00:00:00,0,0001193125-21-181330,2021-06-03,-755,-722,0
75362,2018-01-22,2018-02-14 00:00:00,0,0001193125-18-152947,2018-05-04,79,102,1
75362,2018-01-22,2018-02-14 00:00:00,0,0001193125-18-048187,2018-02-16,2,25,1
75362,2018-01-22,2018-02-14 00:00:00,0,0001193125-17-369333,2017-12-14,-62,-39,1
75362,2018-01-22,2018-02-14 00:00:00,0,0001193125-17-148456,2017-04-28,-292,-269,1
75362,2018-01-22,2018-02-14 00:00:00,0,0001193125-16-789834,2016-12-12,-429,-406,0
75362,2018-01-22,2018-02-14 00:00:00,0,0001193125-16-570149,2016-04-29,-656,-633,0
76334,2022-03-11,2022-05-12 00:00:00,0,0001193125-22-269129,2022-10-26,167,229,1
76334,2022-03-11,2022-05-12 00:00:00,0,0001193125-22-227588,2022-08-23,103,165,1
76334,2022-03-11,2022-05-12 00:00:00,0,0001193125-22-204998,2022-07-28,77,139,1
76334,2022-03-11,2022-05-12 00:00:00,0,0001193125-21-247770,2021-08-16,-269,-207,1
76334,2022-03-11,2022-05-12 00:00:00,0,0001193125-21-247766,2021-08-16,-269,-207,1
76334,2022-03-11,2022-05-12 00:00:00,0,0001193125-21-246081,2021-08-13,-272,-210,1
76334,2022-03-11,2022-05-12 00:00:00,0,0000076334-21-000048,2021-04-22,-385,-323,1
76334,2022-03-11,2022-05-12 00:00:00,0,0000076334-21-000013,2021-01-27,-470,-408,0
76334,2022-03-11,2022-05-12 00:00:00,0,0000076334-21-000006,2021-01-11,-486,-424,0
76334,2022-03-11,2022-05-12 00:00:00,0,0000076334-20-000124,2020-11-02,-556,-494,0
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-21-000044,2021-08-05,-428,162,1
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-20-000075,2020-11-02,-704,-114,1
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-20-000054,2020-07-07,-822,-232,1
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-20-000020,2020-03-10,-941,-351,1
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-19-000051,2019-06-11,-1214,-624,0
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-19-000022,2019-03-18,-1299,-709,0
77476,2021-02-24,2022-10-07 00:00:00,0,0000077476-19-000020,2019-03-07,-1310,-720,0
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-07-000294,2007-10-30,67,333,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-07-000251,2007-09-28,35,301,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-07-000245,2007-09-27,34,300,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-07-000213,2007-08-22,-2,264,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-07-000122,2007-05-23,-93,173,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-07-000034,2007-02-27,-178,88,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-06-000352,2006-12-21,-246,20,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-06-000275,2006-10-26,-302,-36,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-06-000195,2006-08-03,-386,-120,1
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-05-000161,2005-06-24,-791,-525,0
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-05-000041,2005-02-25,-910,-644,0
78003,2006-12-01,2007-08-24 00:00:00,0,0000078003-05-000040,2005-02-24,-911,-645,0
91419,2010-04-05,2010-04-29 00:00:00,0,0000950123-10-079634,2010-08-20,113,137,1
91419,2010-04-05,2010-04-29 00:00:00,0,0000950123-09-020588,2009-07-08,-295,-271,1
91419,2010-04-05,2010-04-29 00:00:00,0,0000950123-09-015107,2009-06-18,-315,-291,1
91419,2010-04-05,2010-04-29 00:00:00,0,0000950152-09-003994,2009-04-22,-372,-348,1
91419,2010-04-05,2010-04-29 00:00:00,0,0001299933-09-000511,2009-01-30,-454,-430,0
91419,2010-04-05,2010-04-29 00:00:00,0,0001144204-08-036232,2008-06-23,-675,-651,0
91440,2022-03-01,2022-04-07 00:00:00,0,0000091440-21-000014,2021-04-30,-342,-305,1
91440,2022-03-01,2022-04-07 00:00:00,0,0001193125-21-116417,2021-04-14,-358,-321,1
92380,2017-10-01,2018-04-20 00:00:00,0,0001193125-17-220944,2017-07-03,-291,-90,1
92380,2017-10-01,2018-04-20 00:00:00,0,0001193125-17-183437,2017-05-25,-330,-129,1
92380,2017-10-01,2018-04-20 00:00:00,0,0001193125-17-008419,2017-01-12,-463,-262,1
92380,2017-10-01,2018-04-20 00:00:00,0,0001193125-16-447087,2016-02-02,-808,-607,0
92380,2017-10-01,2018-04-20 00:00:00,0,0001193125-15-388118,2015-11-25,-877,-676,0
92380,2018-03-01,2018-04-20 00:00:00,0,0001193125-17-220944,2017-07-03,-291,-241,1
92380,2018-03-01,2018-04-20 00:00:00,0,0001193125-17-183437,2017-05-25,-330,-280,1
92380,2018-03-01,2018-04-20 00:00:00,0,0001193125-17-008419,2017-01-12,-463,-413,0
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000190,2023-10-17,154,276,1
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000186,2023-10-10,147,269,1
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000165,2023-09-22,129,251,1
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000144,2023-09-08,115,237,1
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000120,2023-08-29,105,227,1
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000091,2023-08-04,80,202,1
96021,2023-01-14,2023-05-16 00:00:00,0,0000096021-23-000042,2023-03-28,-49,73,1
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-22-305398,2022-12-15,-152,-30,1
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-22-247448,2022-09-20,-238,-116,1
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-22-212634,2022-08-04,-285,-163,1
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-22-139528,2022-05-04,-377,-255,1
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-22-058196,2022-02-28,-442,-320,1
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-21-362516,2021-12-20,-512,-390,0
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-21-338587,2021-11-23,-539,-417,0
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-21-252868,2021-08-20,-634,-512,0
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-21-236388,2021-08-04,-650,-528,0
96021,2023-01-14,2023-05-16 00:00:00,0,0001193125-21-203381,2021-06-29,-686,-564,0
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-09-000016,2009-11-06,147,278,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-09-000014,2009-10-16,126,257,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-09-000013,2009-08-05,54,185,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-09-000007,2009-03-27,-77,54,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-09-000005,2009-03-03,-101,30,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-09-000002,2009-01-26,-137,-6,1
101830,2009-02-01,2009-06-12 00:00:00,1,0001193125-08-260916,2008-12-29,-165,-34,1
101830,2009-02-01,2009-06-12 00:00:00,1,0001193125-08-257043,2008-12-19,-175,-44,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000950123-08-016627,2008-11-28,-196,-65,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000031,2008-11-12,-212,-81,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000030,2008-10-24,-231,-100,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000028,2008-10-07,-248,-117,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000026,2008-06-09,-368,-237,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000024,2008-05-16,-392,-261,1
101830,2009-02-01,2009-06-12 00:00:00,1,0001193125-08-098764,2008-05-01,-407,-276,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000022,2008-03-25,-444,-313,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000020,2008-03-17,-452,-321,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000018,2008-03-03,-466,-335,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000016,2008-02-28,-470,-339,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000013,2008-02-15,-483,-352,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000008,2008-02-13,-485,-354,1
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000006,2008-01-24,-505,-374,0
101830,2009-02-01,2009-06-12 00:00:00,1,0000101830-08-000002,2008-01-04,-525,-394,0
