final_cik,breach_date,reported_date,fcc_form499,exec_departure_30_rd,ceo_departure_30_rd,director_departure_30_rd,any_502_30_rd,exec_departure_nopre_30_rd,exec_departure_90_rd,ceo_departure_90_rd,director_departure_90_rd,any_502_90_rd,exec_departure_nopre_90_rd,exec_departure_180_rd,ceo_departure_180_rd,director_departure_180_rd,any_502_180_rd,exec_departure_nopre_180_rd,days_to_first_exec_departure_rd,placebo_exec_departure_rd,baseline_exec_departures_rd,baseline_exec_rate_py_rd,exec_departure_30_bd,ceo_departure_30_bd,director_departure_30_bd,any_502_30_bd,exec_departure_nopre_30_bd,exec_departure_90_bd,ceo_departure_90_bd,director_departure_90_bd,any_502_90_bd,exec_departure_nopre_90_bd,exec_departure_180_bd,ceo_departure_180_bd,director_departure_180_bd,any_502_180_bd,exec_departure_nopre_180_bd,days_to_first_exec_departure_bd,placebo_exec_departure_bd,baseline_exec_departures_bd,baseline_exec_rate_py_bd
773840,2023-05-27,2023-09-13 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,2,1.3273,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,19.0,1,2,1.3273
773840,2023-06-03,2023-09-18 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,2,1.3273,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,12.0,1,2,1.3273
789019,2017-07-05,2017-10-17 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636
789019,2019-12-05,2020-01-22 00:00:00,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,161.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0
789019,2022-03-01,2022-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273
789019,2022-09-24,2022-10-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
789019,2023-05-28,2023-09-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
789570,2019-07-07,2019-09-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,163.0,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636
789570,2023-09-08,2023-10-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273
796343,2013-09-11,2013-10-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0
796343,2013-09-17,2013-10-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
796343,2019-10-19,2019-10-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,4,2.6545
815097,2020-12-25,2022-01-31 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,105.0,0,2,1.3273,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,68.0,0,1,0.6636
815097,2021-03-19,2021-05-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636
823768,2021-01-21,2021-05-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636
831259,2023-08-08,2023-09-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,154.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
858877,2012-03-26,2012-04-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0
858877,2012-04-13,2012-04-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0
860731,2020-09-21,2021-01-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
872589,2010-06-18,2010-07-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
896878,2008-05-26,2008-09-05 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909
896878,2008-09-24,2008-09-24 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909
896878,2014-02-01,2015-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,178.0,0,2,1.3273
896878,2014-04-01,2015-02-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,119.0,0,2,1.3273
896878,2014-04-18,2015-02-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,102.0,0,2,1.3273
896878,2015-04-07,2015-04-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
896878,2015-04-14,2015-04-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
896878,2015-05-20,2015-05-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,3,1.9909
896878,2015-09-18,2015-10-27 00:00:00,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636
896878,2015-10-12,2015-11-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636
896878,2015-12-01,2015-12-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
896878,2015-12-07,2015-12-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
896878,2015-12-31,2016-01-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
896878,2016-01-21,2016-02-09 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
896878,2016-02-04,2016-03-02 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
896878,2016-02-24,2016-03-14 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-02-29,2016-03-16 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-03-07,2016-04-01 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-03-17,2016-03-17 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-03-22,2016-04-28 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-03-29,2016-10-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-04-06,2016-05-09 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-04-14,2016-04-14 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-04-29,2016-04-29 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
896878,2016-05-17,2016-06-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
896878,2016-05-27,2016-05-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
896878,2016-06-01,2016-07-11 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
896878,2016-06-09,2016-06-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
896878,2016-08-03,2016-08-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-08-22,2016-09-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-09-12,2016-09-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-09-26,2016-09-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-10-18,2016-10-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-10-23,2016-11-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-10-30,2016-11-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-11-22,2016-12-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-12-05,2016-12-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2016-12-13,2016-12-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2017-01-01,2017-06-13 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,70.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2017-01-12,2017-01-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
896878,2017-01-27,2017-01-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
896878,2017-02-13,2017-02-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
896878,2017-02-20,2017-03-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,165.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
896878,2017-02-28,2017-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,158.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,175.0,0,0,0.0
896878,2017-03-12,2017-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,146.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,163.0,0,0,0.0
896878,2017-04-02,2017-04-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,127.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,142.0,0,0,0.0
896878,2017-04-17,2017-05-05 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,109.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,127.0,0,0,0.0
896878,2017-04-30,2017-05-17 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,97.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,114.0,0,0,0.0
896878,2017-06-01,2017-07-21 00:00:00,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,32.0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,82.0,0,0,0.0
896878,2017-06-14,2017-06-14 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,69.0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,69.0,0,0,0.0
896878,2017-07-30,2017-08-15 00:00:00,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,7.0,0,0,0.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,23.0,0,0,0.0
896878,2017-08-08,2017-08-08 00:00:00,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,14.0,0,0,0.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,14.0,0,0,0.0
896878,2017-08-16,2017-08-16 00:00:00,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,6.0,0,0,0.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,6.0,0,0,0.0
896878,2017-08-25,2017-08-25 00:00:00,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0
896878,2017-09-01,2017-09-01 00:00:00,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0
896878,2017-10-17,2017-10-17 00:00:00,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0
896878,2018-02-06,2018-03-05 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,78.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,105.0,1,0,0.0
896878,2018-03-14,2018-03-14 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,69.0,0,1,0.6636,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,69.0,0,1,0.6636
896878,2018-04-26,2018-04-26 00:00:00,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,26.0,0,1,0.6636,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,26.0,0,1,0.6636
896878,2018-05-16,2018-05-16 00:00:00,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,6.0,0,1,0.6636,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,6.0,0,1,0.6636
896878,2018-06-15,2018-06-15 00:00:00,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,69.0,1,1,0.6636,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,69.0,1,1,0.6636
896878,2019-01-29,2019-02-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273
896878,2019-02-21,2019-03-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
896878,2019-03-21,2019-07-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
896878,2019-03-26,2019-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
896878,2019-04-07,2019-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
896878,2019-04-16,2019-04-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
896878,2019-09-20,2020-02-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
896878,2020-03-31,2020-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
896878,2020-04-12,2020-05-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
896878,2022-02-06,2022-04-14 00:00:00,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,40.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,107.0,1,0,0.0
896878,2022-04-15,2022-04-15 00:00:00,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,39.0,1,0,0.0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,39.0,1,0,0.0
896878,2023-01-01,2023-09-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
896878,2023-06-04,2024-03-15 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,71.0,0,2,1.3273
896878,2023-12-01,2024-03-15 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0.6636
896878,2024-01-29,2024-11-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0.6636
896878,2024-03-05,2024-12-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
896878,2024-12-20,2024-12-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
908937,2012-03-19,2012-04-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
908937,2012-04-12,2012-04-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
908937,2016-02-01,2016-03-17 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636
908937,2016-04-05,2016-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-08-20,2016-09-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-09-26,2016-10-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-10-04,2016-10-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-10-31,2016-11-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-11-15,2016-11-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-12-04,2016-12-16 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2016-12-19,2016-12-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2017-01-06,2017-01-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2017-01-25,2017-01-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
908937,2017-08-06,2017-08-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0
908937,2017-09-18,2017-09-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0
920522,2013-08-13,2015-04-01 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,36.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0
924613,2013-07-22,2013-07-22 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
926480,2008-07-29,2008-07-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
943452,2022-03-15,2022-12-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,0,3,1.9909
1000228,2023-09-27,2023-12-06 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
1001082,2023-02-22,2023-05-15 00:00:00,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,39.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,121.0,0,0,0.0
1001082,2023-05-17,2023-05-17 00:00:00,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,37.0,0,0,0.0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,37.0,0,0,0.0
1001250,2023-05-01,2023-10-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,2,1.3273
1001250,2023-05-30,2023-10-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,2,1.3273
1001250,2023-07-11,2023-08-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,2,1.3273
1041061,2023-01-13,2023-04-07 00:00:00,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,83.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,167.0,0,1,0.6636
1048911,2011-05-01,2011-06-24 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273
1051470,2013-10-31,2013-11-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
1051470,2013-11-19,2013-11-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
1058290,2020-04-09,2020-07-01 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
