final_cik,breach_date,reported_date,fcc_form499,exec_departure_30_rd,ceo_departure_30_rd,director_departure_30_rd,any_502_30_rd,exec_departure_nopre_30_rd,exec_departure_90_rd,ceo_departure_90_rd,director_departure_90_rd,any_502_90_rd,exec_departure_nopre_90_rd,exec_departure_180_rd,ceo_departure_180_rd,director_departure_180_rd,any_502_180_rd,exec_departure_nopre_180_rd,days_to_first_exec_departure_rd,placebo_exec_departure_rd,baseline_exec_departures_rd,baseline_exec_rate_py_rd,exec_departure_30_bd,ceo_departure_30_bd,director_departure_30_bd,any_502_30_bd,exec_departure_nopre_30_bd,exec_departure_90_bd,ceo_departure_90_bd,director_departure_90_bd,any_502_90_bd,exec_departure_nopre_90_bd,exec_departure_180_bd,ceo_departure_180_bd,director_departure_180_bd,any_502_180_bd,exec_departure_nopre_180_bd,days_to_first_exec_departure_bd,placebo_exec_departure_bd,baseline_exec_departures_bd,baseline_exec_rate_py_bd
1060391,2013-08-10,2013-08-26 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,45.0,1,4,2.6545,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,61.0,1,4,2.6545
1060391,2013-08-26,2013-08-26 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,45.0,1,4,2.6545,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,45.0,1,4,2.6545
1060391,2019-02-01,2021-09-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0
1060391,2021-09-20,2021-09-20 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273
1060391,2022-04-09,2022-06-03 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
1091667,2008-07-14,2008-08-05 00:00:00,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,1,0.6636
1091667,2008-08-11,2008-08-11 00:00:00,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,1,0.6636
1091667,2013-04-26,2013-04-26 00:00:00,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545
1091667,2014-01-21,2014-01-21 00:00:00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909
1091667,2014-09-30,2014-09-30 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
1091667,2022-12-21,2023-02-10 00:00:00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0
1091667,2023-01-01,2023-01-01 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0
1091667,2023-09-01,2023-09-01 00:00:00,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,54.0,0,1,0.6636,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,54.0,0,1,0.6636
1108524,2008-02-07,2008-02-07 00:00:00,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,29.0,1,3,1.9909,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,29.0,1,3,1.9909
1123360,2012-06-22,2012-06-22 00:00:00,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,26.0,0,0,0.0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,26.0,0,0,0.0
1123360,2012-07-25,2012-07-25 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0
1136893,2007-09-24,2007-09-27 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,97.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,100.0,0,0,0.0
1136893,2023-05-01,2023-10-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,142.0,1,4,2.6545,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545
1136893,2023-05-27,2023-08-11 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545
1136893,2023-06-21,2023-06-21 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545
1136893,2023-06-26,2023-06-26 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545
1136893,2023-07-17,2023-07-17 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545
1136893,2023-07-21,2023-07-21 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,4,2.6545
1136893,2023-09-08,2023-09-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,168.0,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,168.0,1,4,2.6545
1136893,2023-09-19,2023-09-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,157.0,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,157.0,1,4,2.6545
1136893,2023-10-04,2023-10-04 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,142.0,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,142.0,1,4,2.6545
1136893,2023-11-09,2023-11-09 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,106.0,0,5,3.3182,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,106.0,0,5,3.3182
1136893,2023-11-20,2023-11-20 00:00:00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,95.0,0,5,3.3182,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,95.0,0,5,3.3182
1137789,2017-07-08,2017-07-08 00:00:00,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,17.0,1,0,0.0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,17.0,1,0,0.0
1140859,2024-02-21,2024-05-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,20.0,0,0,0.0
1140859,2024-04-10,2024-05-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,23.0,1,0,0.0
1140859,2024-05-08,2024-06-20 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0
1166691,2008-01-29,2008-01-29 00:00:00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,1,0.6636
1166691,2009-05-11,2009-05-11 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
1166691,2009-06-22,2009-06-22 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
1166691,2012-08-24,2013-10-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,123.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
1166691,2013-08-24,2013-10-14 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,123.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,174.0,0,1,0.6636
1166691,2013-10-15,2013-10-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,122.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,122.0,0,0,0.0
1166691,2014-09-29,2014-09-29 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
1166691,2022-01-04,2022-04-21 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,174.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
1166691,2023-10-16,2023-12-18 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
1166691,2024-01-26,2024-01-26 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
1166691,2024-02-14,2024-10-03 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273
1166691,2024-10-04,2024-10-04 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273
1283699,2014-01-02,2014-01-02 00:00:00,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636
1283699,2015-09-14,2015-10-01 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,141.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,158.0,0,1,0.6636
1283699,2015-10-01,2015-10-01 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,141.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,141.0,0,1,0.6636
1283699,2015-11-04,2015-11-04 00:00:00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,107.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,107.0,0,1,0.6636
1283699,2017-04-01,2017-06-09 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
1283699,2017-08-24,2017-09-14 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
1283699,2017-09-16,2017-10-02 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
1283699,2018-08-20,2018-08-23 00:00:00,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0
1283699,2019-11-26,2020-03-02 00:00:00,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,10.0,1,1,0.6636,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,107.0,1,1,0.6636
1283699,2020-04-02,2020-04-02 00:00:00,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,76.0,1,1,0.6636,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,76.0,1,1,0.6636
1283699,2020-04-15,2020-04-15 00:00:00,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,63.0,1,1,0.6636,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,63.0,1,1,0.6636
1283699,2020-08-27,2020-12-08 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,3,1.9909,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,1,0.6636
1283699,2020-08-31,2020-10-09 00:00:00,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,3,1.9909,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,1,0.6636
1283699,2021-01-18,2021-02-09 00:00:00,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545
1283699,2021-02-12,2021-03-16 00:00:00,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545
1283699,2021-02-20,2021-03-31 00:00:00,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,169.0,0,4,2.6545,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545
1283699,2021-03-01,2021-08-16 00:00:00,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,31.0,0,4,2.6545,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,,0,4,2.6545
1283699,2021-03-31,2021-03-31 00:00:00,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,169.0,0,4,2.6545,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,169.0,0,4,2.6545
1283699,2021-08-13,2021-08-16 00:00:00,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,31.0,0,4,2.6545,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,34.0,0,4,2.6545
1283699,2021-08-17,2021-08-19 00:00:00,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,28.0,0,4,2.6545,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,30.0,0,4,2.6545
1283699,2021-08-26,2021-08-26 00:00:00,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,21.0,0,4,2.6545,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,21.0,0,4,2.6545
1283699,2022-03-08,2022-03-08 00:00:00,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,3,1.9909,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,3,1.9909
1283699,2022-11-25,2023-01-19 00:00:00,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,25.0,0,1,0.6636,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,80.0,0,1,0.6636
1283699,2023-02-01,2023-04-28 00:00:00,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,133.0,1,1,0.6636,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,12.0,0,1,0.6636
1283699,2023-02-24,2023-04-28 00:00:00,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,133.0,1,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,1,0.6636
1283699,2023-04-28,2023-04-28 00:00:00,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,133.0,1,1,0.6636,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,133.0,1,1,0.6636
1326160,2014-03-24,2014-04-10 00:00:00,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909
1326160,2017-11-10,2017-11-10 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636
1326160,2021-05-28,2021-08-06 00:00:00,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,52.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,122.0,0,0,0.0
1341439,2013-07-10,2013-07-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636
1373715,2024-05-14,2024-05-14 00:00:00,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,71.0,0,1,0.6636,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,71.0,0,1,0.6636
1428439,2023-12-01,2024-03-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909
1428439,2023-12-28,2023-12-28 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909
1428439,2024-02-29,2024-02-29 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273
1447669,2022-08-04,2022-08-04 00:00:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,4,2.6545
1447669,2024-04-01,2024-04-01 00:00:00,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,1,3,1.9909,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,1,3,1.9909
1501585,2022-03-01,2023-04-18 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1.3273,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,3.0,1,3,1.9909
1510295,2018-11-28,2019-04-08 00:00:00,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,78.0,1,2,1.3273,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,63.0,1,2,1.3273
1535527,2022-04-01,2022-05-15 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,2,1.3273
1535527,2024-07-19,2024-07-19 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
1543151,2019-10-28,2019-10-28 00:00:00,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,1,0,0.0
1543151,2023-01-23,2023-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,124.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
1543151,2023-03-31,2023-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,123.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,123.0,0,0,0.0
1543151,2024-08-23,2024-08-23 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,3,1.9909
1553023,2017-10-18,2018-01-08 00:00:00,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,45.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,127.0,0,1,0.6636
1564408,2022-03-01,2022-09-08 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0
1590895,2023-08-23,2023-10-06 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636
1609711,2019-10-16,2023-05-17 00:00:00,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,142.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,1,1,0.6636
1609711,2021-09-06,2021-11-07 00:00:00,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1.3273
1609711,2022-03-14,2022-06-01 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909
1632127,2019-03-01,2019-08-08 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,5,3.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,5,3.3182
1632127,2019-08-08,2019-08-08 00:00:00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,5,3.3182,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,5,3.3182
1640147,2024-03-01,2024-03-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0
1640147,2024-04-14,2024-05-23 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0
1645590,2023-12-12,2025-02-05 00:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,42.0,1,1,0.6636
1660134,2023-09-23,2023-11-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
1660134,2023-11-02,2023-11-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
1660134,2023-11-07,2023-11-07 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909
1713683,2018-09-01,2018-10-10 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,0,0.0
1808065,2020-12-29,2022-05-31 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
1808065,2022-02-25,2022-06-13 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0
