final_cik,breach_date,org_name,reported_date,fcc_form499,permno,immediate_disclosure,firm_size_log,leverage,roa,prior_breaches_1yr,health_breach,rs_exec_departure_30_rd,rs_ceo_departure_30_rd,rs_director_departure_30_rd,any_502_30_rd,rs_exec_departure_nopre_30_rd,rs_exec_departure_90_rd,rs_ceo_departure_90_rd,rs_director_departure_90_rd,any_502_90_rd,rs_exec_departure_nopre_90_rd,rs_exec_departure_180_rd,rs_ceo_departure_180_rd,rs_director_departure_180_rd,any_502_180_rd,rs_exec_departure_nopre_180_rd,rs_days_to_first_exec_departure_rd,rs_placebo_exec_departure_rd,rs_baseline_exec_departures_rd,rs_baseline_exec_rate_py_rd,rs_exec_departure_30_bd,rs_ceo_departure_30_bd,rs_director_departure_30_bd,any_502_30_bd,rs_exec_departure_nopre_30_bd,rs_exec_departure_90_bd,rs_ceo_departure_90_bd,rs_director_departure_90_bd,any_502_90_bd,rs_exec_departure_nopre_90_bd,rs_exec_departure_180_bd,rs_ceo_departure_180_bd,rs_director_departure_180_bd,any_502_180_bd,rs_exec_departure_nopre_180_bd,rs_days_to_first_exec_departure_bd,rs_placebo_exec_departure_bd,rs_baseline_exec_departures_bd,rs_baseline_exec_rate_py_bd,exec_departure_30_rd,ceo_departure_30_rd,director_departure_30_rd,exec_departure_nopre_30_rd,exec_departure_90_rd,ceo_departure_90_rd,director_departure_90_rd,exec_departure_nopre_90_rd,exec_departure_180_rd,ceo_departure_180_rd,director_departure_180_rd,exec_departure_nopre_180_rd,days_to_first_exec_departure_rd,placebo_exec_departure_rd,baseline_exec_departures_rd,baseline_exec_rate_py_rd,exec_departure_30_bd,ceo_departure_30_bd,director_departure_30_bd,exec_departure_nopre_30_bd,exec_departure_90_bd,ceo_departure_90_bd,director_departure_90_bd,exec_departure_nopre_90_bd,exec_departure_180_bd,ceo_departure_180_bd,director_departure_180_bd,exec_departure_nopre_180_bd,days_to_first_exec_departure_bd,placebo_exec_departure_bd,baseline_exec_departures_bd,baseline_exec_rate_py_bd,outcome_cik,has_8k_activity,prior12m_mktadj_ret_rd,prior12m_ndays_rd,prior12m_mktadj_ret_bd,prior12m_ndays_bd,sic2,reported_year,breach_year,in_analysis_sample,bd180_before_rd
732717,2013-01-01,AT&T,2015-04-21 00:00:00,1,66093.0,0.0,12.5147,0.6596,0.0267,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,121.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,1,121.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,-0.16736591216236707,252,0.017432936088852102,250,48,2015,2013,1,1
732717,2013-11-05,AT&T,2014-06-11 00:00:00,1,66093.0,0.0,12.5147,0.6596,0.0267,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.18363469911100028,252,-0.17161164519561978,252,48,2014,2013,1,1
732717,2014-02-01,AT&T,2015-04-20 00:00:00,1,66093.0,0.0,12.5346,0.6707,0.0657,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,122.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,122.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.1676932379293713,251,-0.19249079857181206,252,48,2015,2014,1,1
732717,2014-04-01,AT&T,2014-06-13 00:00:00,1,66093.0,0.0,12.5346,0.6707,0.0657,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.18881573403979424,252,-0.20260897888596108,253,48,2014,2014,1,0
732717,2014-04-09,"AT&T Services, Inc.",2014-06-05 00:00:00,1,66093.0,0.0,12.5346,0.6707,0.0657,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.16292893493541394,252,-0.2167489612071518,253,48,2014,2014,1,0
732717,2014-06-05,"AT&T Services, Inc.",2015-04-20 00:00:00,1,66093.0,0.0,12.5346,0.6707,0.0657,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,122.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,122.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.1676932379293713,251,-0.16292893493541394,252,48,2015,2014,1,1
732717,2014-06-11,AT&T,2015-04-20 00:00:00,1,66093.0,0.0,12.5346,0.6707,0.0657,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,122.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,122.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.1676932379293713,251,-0.18363469911100028,252,48,2015,2014,1,1
732717,2014-08-05,ATT-Breach Notification,2014-10-02 00:00:00,0,66093.0,0.0,12.5346,0.6707,0.0657,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.056370433710318135,252,-0.10317956620122826,252,48,2014,2014,1,0
732717,2014-08-11,"AT&T Services, Inc.",2014-10-01 00:00:00,1,66093.0,0.0,12.5346,0.6707,0.0657,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.06491882216180178,252,-0.10985318538857358,251,48,2014,2014,1,0
732717,2014-10-09,AT&T,2014-10-09 00:00:00,1,66093.0,1.0,12.5346,0.6707,0.0657,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.0582191753623329,252,-0.0582191753623329,252,48,2014,2014,1,0
732717,2014-10-16,ATT-Breach Notification,2014-12-19 00:00:00,0,66093.0,0.0,12.5346,0.6707,0.0657,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.1023847295362057,252,-0.030874920671695394,252,48,2014,2014,1,0
732717,2017-01-01,"AT&T Services, Inc.",2017-05-19 00:00:00,1,66093.0,0.0,12.9087,0.6927,0.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,732717,1,-0.14707041682899447,252,0.1717996222550222,252,48,2017,2017,1,0
732717,2017-01-25,AT&T,2017-05-19 00:00:00,1,66093.0,0.0,12.9087,0.6927,0.0321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,732717,1,-0.14707041682899447,252,-0.026560357412966473,252,48,2017,2017,1,0
732717,2017-02-01,AT&T Services,2017-09-14 00:00:00,1,66093.0,0.0,12.9087,0.6927,0.0321,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,732717,1,-0.23273500815339654,252,-0.00018157193813617134,252,48,2017,2017,1,1
732717,2018-08-17,Cricket Wireless LLC,2018-08-17 00:00:00,1,66093.0,1.0,13.0038,0.6802,0.0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,732717,1,-0.24995220932761297,252,-0.24995220932761297,252,48,2018,2018,1,0
732717,2018-08-21,Cricket Wireless LLC,2018-08-21 00:00:00,1,66093.0,1.0,13.0038,0.6802,0.0663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,732717,1,-0.2548860911797527,252,-0.2548860911797527,252,48,2018,2018,1,0
732717,2019-01-01,"AT&T, Inc.",2024-04-01 00:00:00,1,66093.0,0.0,13.1841,0.6355,0.0364,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732717,1,-0.2915711011918761,249,-0.15994881906352965,251,48,2024,2019,1,1
732717,2022-06-01,AT&T,2024-03-30 00:00:00,1,66093.0,0.0,13.2206,0.6667,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,-0.3014080224473007,250,0.06714147013170324,253,48,2024,2022,1,1
732717,2022-08-30,"AT&T Services, Inc.",2023-02-24 00:00:00,1,66093.0,0.0,13.2206,0.6667,0.0364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,156.0,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,156.0,0,1,0.6636,732717,1,0.18190040321649992,251,0.039406129490527686,252,48,2023,2022,1,0
732717,2023-03-01,"AT&T Services, Inc.",2023-03-01 00:00:00,1,66093.0,1.0,12.9063,0.7357,-0.0195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,732717,1,0.19145716514096245,251,0.19145716514096245,251,48,2023,2023,1,0
732717,2024-03-17,AT&T Inc.,2024-04-09 00:00:00,1,66093.0,0.0,12.9167,0.7066,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,-0.3372474144350658,251,-0.29083878432860844,250,48,2024,2024,1,0
732717,2024-03-26,AT&T Inc.,2024-04-09 00:00:00,1,66093.0,0.0,12.9167,0.7066,0.0354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,-0.3372474144350658,251,-0.32102411162058697,251,48,2024,2024,1,0
732717,2024-04-09,AT&T Inc,2024-04-09 00:00:00,1,66093.0,1.0,12.9167,0.7066,0.0354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,-0.3372474144350658,251,-0.3372474144350658,251,48,2024,2024,1,0
732717,2024-04-14,AT&T Inc.,2024-04-10 00:00:00,1,66093.0,1.0,12.9167,0.7066,0.0354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,-0.3369177211900425,251,-0.3508954645031851,250,48,2024,2024,1,0
764180,2006-12-01,"Altria Group, Inc.",2007-01-10 00:00:00,0,13901.0,0.0,11.5894,0.6309,0.0967,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,764180,1,0.09152207384051758,251,0.05384753851519797,252,20,2007,2006,1,0
773840,2021-02-16,Honeywell International Inc.,2021-05-03 00:00:00,0,10145.0,0.0,11.0758,0.7244,0.074,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,72.0,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,148.0,0,4,2.6545,0,0,0,0,1,1,0,1,1,1,0,1,72.0,0,3,1.9909,0,0,0,0,0,0,0,0,1,1,0,1,148.0,0,3,1.9909,773840,1,0.11464014421658475,251,-0.08170362226169892,251,34,2021,2021,1,0
773840,2023-05-27,"Honeywell International, Inc.",2023-09-13 00:00:00,0,10145.0,0.0,11.0393,0.7218,0.0797,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,2,1.3273,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,19.0,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,1,1,0,1,1,1,0,1,1,1,0,1,19.0,1,2,1.3273,773840,1,-0.07418325565671524,251,-0.009511563175614413,251,34,2023,2023,1,0
773840,2023-06-03,Honeywell International Inc.,2023-09-18 00:00:00,0,10145.0,0.0,11.0393,0.7218,0.0797,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,,1,2,1.3273,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,12.0,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,1,1,0,1,1,1,0,1,1,1,0,1,12.0,1,2,1.3273,773840,1,-0.03071715496343197,250,0.0067148661011282584,251,34,2023,2023,1,0
789019,2017-07-05,Microsoft Corporation,2017-10-17 00:00:00,0,10107.0,0.0,12.3929,0.6997,0.088,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,1,0,0,0,1,0,,0,1,0.6636,789019,1,0.16409608257487185,252,0.18586816525580252,252,65,2017,2017,1,0
789019,2019-12-05,Microsoft Corporation,2020-01-22 00:00:00,0,10107.0,0.0,12.5657,0.6429,0.1369,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,161.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,161.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,789019,1,0.3301800885792512,252,0.2420300663844437,251,65,2020,2019,1,0
789019,2022-03-01,Microsoft Corporation,2022-03-22 00:00:00,0,10107.0,0.0,12.7182,0.5746,0.1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,789019,1,0.2186398159123668,253,0.19649534473067698,253,65,2022,2022,1,0
789019,2022-09-24,Microsoft Corporation,2022-10-19 00:00:00,0,10107.0,0.0,12.8072,0.5435,0.1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,789019,1,-0.026333775433358242,252,-0.005898465120480423,252,65,2022,2022,1,0
789019,2023-05-28,"Nuance Communications, Inc.",2023-09-15 00:00:00,0,10107.0,0.0,12.8072,0.5435,0.1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,789019,1,0.2242376499395995,251,0.22121851731775966,250,65,2023,2023,1,0
789570,2019-07-07,MGM Resorts International,2019-09-04 00:00:00,0,11891.0,0.0,10.316,0.6501,0.0147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,163.0,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,1,1,0,0,163.0,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,789570,1,-0.04846288049528813,251,-0.05158675616274433,250,50,2019,2019,1,0
789570,2023-09-08,MGM Resorts International,2023-10-05 00:00:00,0,11891.0,0.0,10.7297,0.8825,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,3.3182,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,3.3182,789570,1,-0.04197822955391639,251,0.17681325867937536,251,50,2023,2023,1,0
796343,2013-09-11,Adobe Systems Incorporated,2013-10-03 00:00:00,0,75510.0,0.0,9.2078,0.3318,0.0835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,796343,1,0.37829342206287175,250,0.29234570442748,250,73,2013,2013,1,0
796343,2013-09-17,Adobe Systems Incorporated,2013-10-02 00:00:00,0,75510.0,0.0,9.2078,0.3318,0.0835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,796343,1,0.4015320944032845,250,0.26651231799856423,250,73,2013,2013,1,0
796343,2019-10-19,Adobe Systems Incorporated,2019-10-19 00:00:00,0,75510.0,1.0,9.8399,0.5012,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,796343,1,-0.023712682178407496,251,-0.023712682178407496,251,73,2019,2019,1,0
815097,2020-12-25,Carnival Corporation,2022-01-31 00:00:00,0,75154.0,0.0,10.8892,0.6165,-0.191,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,105.0,0,2,1.3273,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,68.0,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,1,105.0,0,2,1.3273,0,0,0,0,1,0,0,1,1,0,0,1,68.0,0,1,0.6636,815097,1,-0.11572241576653752,252,-0.7871459642841249,253,50,2022,2020,1,1
815097,2021-03-19,Carnival Corporation,2021-05-25 00:00:00,0,75154.0,0.0,10.8892,0.6165,-0.191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,815097,1,0.4576962443272994,252,1.2783255504876354,252,50,2021,2021,1,0
823768,2021-01-21,"USA Waste-Management Resources, LLC",2021-05-28 00:00:00,0,11955.0,0.0,10.2869,0.746,0.051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,1,0,0,0,1,0,,0,1,0.6636,823768,1,-0.06262544031943196,253,-0.2449739933050915,252,34,2021,2021,1,0
831259,2023-08-08,Freeport-McMoRan Inc.,2023-09-08 00:00:00,0,81774.0,0.0,10.8414,0.5132,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,154.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,1,0,1,154.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,831259,1,0.30740079539733145,251,0.32861636814066864,251,10,2023,2023,1,0
858877,2012-03-26,"Cisco Systems, Inc.",2012-04-09 00:00:00,0,76076.0,0.0,11.3748,0.4574,0.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,858877,1,0.12924337284818743,250,0.1526816700120026,251,35,2012,2012,1,0
858877,2012-04-13,"Cisco Systems, Inc.",2012-04-13 00:00:00,0,76076.0,1.0,11.3748,0.4574,0.0745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,858877,1,0.1399769665341668,251,0.1399769665341668,251,35,2012,2012,1,0
860731,2020-09-21,"Tyler Technologies, Inc.",2021-01-18 00:00:00,0,76185.0,0.0,7.6924,0.2622,0.0669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,860731,1,0.17595519536194826,251,0.16813167022025333,251,73,2021,2020,1,0
872589,2010-06-18,"Regeneron Pharmaceuticals, Inc.",2010-07-26 00:00:00,0,76614.0,0.0,6.6083,0.4647,-0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,872589,1,-0.004537143493758888,251,0.33014083842958586,252,28,2010,2010,1,0
896878,2008-05-26,"Intuit, Inc.",2008-09-05 00:00:00,0,78975.0,0.0,8.3552,0.5211,0.1035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,896878,1,0.21538970812524583,252,-0.03986484044913219,251,73,2008,2008,1,0
896878,2008-09-24,Intuit,2008-09-24 00:00:00,0,78975.0,1.0,8.4482,0.5543,0.1022,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,896878,1,0.2371814361896274,252,0.2371814361896274,252,73,2008,2008,1,0
896878,2014-02-01,"Intuit, Inc.",2015-04-07 00:00:00,0,78975.0,0.0,8.61,0.3564,0.1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,178.0,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,1,178.0,0,2,1.3273,896878,1,0.16503371746580298,251,-0.01372594918458403,252,73,2015,2014,1,1
896878,2014-04-01,Intuit Inc.,2015-02-15 00:00:00,0,78975.0,0.0,8.61,0.3564,0.1564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,119.0,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,1,119.0,0,2,1.3273,896878,1,0.14284877407512453,251,-0.01216403287516088,253,73,2015,2014,1,1
896878,2014-04-18,Intuit Inc.,2015-02-15 00:00:00,0,78975.0,0.0,8.61,0.3564,0.1564,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,102.0,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,1,0,0,1,102.0,0,2,1.3273,896878,1,0.14284877407512453,251,-0.03775174273441406,253,73,2015,2014,1,1
