final_cik,breach_date,org_name,reported_date,fcc_form499,permno,immediate_disclosure,firm_size_log,leverage,roa,prior_breaches_1yr,health_breach,rs_exec_departure_30_rd,rs_ceo_departure_30_rd,rs_director_departure_30_rd,any_502_30_rd,rs_exec_departure_nopre_30_rd,rs_exec_departure_90_rd,rs_ceo_departure_90_rd,rs_director_departure_90_rd,any_502_90_rd,rs_exec_departure_nopre_90_rd,rs_exec_departure_180_rd,rs_ceo_departure_180_rd,rs_director_departure_180_rd,any_502_180_rd,rs_exec_departure_nopre_180_rd,rs_days_to_first_exec_departure_rd,rs_placebo_exec_departure_rd,rs_baseline_exec_departures_rd,rs_baseline_exec_rate_py_rd,rs_exec_departure_30_bd,rs_ceo_departure_30_bd,rs_director_departure_30_bd,any_502_30_bd,rs_exec_departure_nopre_30_bd,rs_exec_departure_90_bd,rs_ceo_departure_90_bd,rs_director_departure_90_bd,any_502_90_bd,rs_exec_departure_nopre_90_bd,rs_exec_departure_180_bd,rs_ceo_departure_180_bd,rs_director_departure_180_bd,any_502_180_bd,rs_exec_departure_nopre_180_bd,rs_days_to_first_exec_departure_bd,rs_placebo_exec_departure_bd,rs_baseline_exec_departures_bd,rs_baseline_exec_rate_py_bd,exec_departure_30_rd,ceo_departure_30_rd,director_departure_30_rd,exec_departure_nopre_30_rd,exec_departure_90_rd,ceo_departure_90_rd,director_departure_90_rd,exec_departure_nopre_90_rd,exec_departure_180_rd,ceo_departure_180_rd,director_departure_180_rd,exec_departure_nopre_180_rd,days_to_first_exec_departure_rd,placebo_exec_departure_rd,baseline_exec_departures_rd,baseline_exec_rate_py_rd,exec_departure_30_bd,ceo_departure_30_bd,director_departure_30_bd,exec_departure_nopre_30_bd,exec_departure_90_bd,ceo_departure_90_bd,director_departure_90_bd,exec_departure_nopre_90_bd,exec_departure_180_bd,ceo_departure_180_bd,director_departure_180_bd,exec_departure_nopre_180_bd,days_to_first_exec_departure_bd,placebo_exec_departure_bd,baseline_exec_departures_bd,baseline_exec_rate_py_bd,outcome_cik,has_8k_activity,prior12m_mktadj_ret_rd,prior12m_ndays_rd,prior12m_mktadj_ret_bd,prior12m_ndays_bd,sic2,reported_year,breach_year,in_analysis_sample,bd180_before_rd
73309,2023-05-26,Nucor Corporation,2023-06-28 00:00:00,0,34817.0,0.0,10.3884,0.3975,0.2342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,73309,1,0.3635164773344921,251,0.023512949549076678,251,10,2023,2023,1,0
75362,2018-01-22,PACCAR,2018-02-14 00:00:00,0,60506.0,0.0,10.0622,0.6566,0.0715,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,,0,1,0.6636,0,0,1,0,0,0,1,0,0,0,1,0,,0,1,0.6636,0,0,1,0,0,0,1,0,0,0,1,0,,0,1,0.6636,75362,1,-0.1404768225963544,252,-0.03214785964200395,251,34,2018,2018,1,0
76334,2022-03-11,Parker-Hannifin Corporation,2022-05-12 00:00:00,0,41355.0,0.0,9.9204,0.5864,0.0858,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,77.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,139.0,0,1,0.6636,0,0,0,0,1,0,0,0,1,1,0,1,77.0,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,139.0,0,2,1.3273,76334,1,-0.05610198248523646,253,-0.13781251067997324,253,34,2022,2022,1,0
77476,2021-02-24,"PepsiCo, Inc.",2022-10-07 00:00:00,0,13856.0,0.0,11.4395,0.8542,0.0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,77476,1,0.23775097213099194,252,-0.30441589431053306,252,20,2022,2021,1,1
78003,2006-12-01,Pfizer Inc,2007-08-24 00:00:00,0,21936.0,0.0,11.6747,0.4418,0.0688,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,67.0,1,2,1.3273,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,20.0,1,0,0.0,0,0,0,0,1,0,0,1,1,0,0,1,67.0,1,1,0.6636,0,0,0,0,0,0,1,0,1,0,1,1,173.0,1,0,0.0,78003,1,-0.216903413110482,251,0.19124559129118035,252,28,2007,2006,1,1
91419,2010-04-05,The J.M. Smucker Company,2010-04-29 00:00:00,0,42585.0,0.0,9.0109,0.397,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,91419,1,0.21380503414916285,252,0.1673116559915342,250,20,2010,2010,1,0
91440,2022-03-01,Snap-on Incorporated,2022-04-07 00:00:00,0,60206.0,0.0,8.8187,0.3781,0.1214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,91440,1,-0.150358509750543,254,-0.039869602038103524,253,34,2022,2022,1,0
92380,2017-10-01,Southwest Airlines Co.,2018-04-20 00:00:00,0,58683.0,0.0,10.0556,0.6375,0.0964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,92380,1,-0.15345350536698588,252,0.2703065730636258,251,34,2018,2017,1,1
92380,2018-03-01,Southwest Airlines Co.,2018-04-20 00:00:00,0,58683.0,0.0,10.131,0.5846,0.1389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,92380,1,-0.15345350536698588,252,-0.14509544215620007,252,34,2018,2018,1,0
96021,2023-01-14,Sysco Corporation,2023-05-16 00:00:00,0,52038.0,0.0,10.0027,0.936,0.0615,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,115.0,1,1,0.6636,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,73.0,1,1,0.6636,0,0,0,0,0,0,0,0,1,0,1,1,115.0,1,1,0.6636,0,0,0,0,1,0,0,1,1,0,0,1,73.0,1,1,0.6636,96021,1,-0.13245282685368298,251,0.1576546102287817,251,20,2023,2023,1,0
101830,2009-02-01,Sprint Nextel,2009-06-12 00:00:00,1,39087.0,0.0,10.9725,0.6634,-0.048,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,126.0,1,4,2.6545,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,30.0,1,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,1,126.0,1,4,2.6545,1,0,0,1,1,0,0,1,1,0,0,1,30.0,1,2,1.3273,101830,1,-0.12515888948680665,252,-0.36511315534277744,251,48,2009,2009,1,0
101830,2012-08-01,Sprint Nextel,2009-03-30 00:00:00,1,39087.0,,10.8074,0.7686,-0.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1.3273,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,101830,1,-0.01322827254931791,252,-0.03513812099993485,252,48,2009,2012,1,0
101830,2015-08-17,Sprint Corporation,2020-04-09 00:00:00,1,14040.0,0.0,11.327,0.7385,-0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,59.0,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,0,0,0,0,1,0,0,1,1,0,0,1,59.0,1,5,3.3182,101830,1,0.594774121767626,246,-0.32609459825095877,251,48,2020,2015,1,1
101830,2017-05-01,Sprint Corporation,2017-09-20 00:00:00,1,14040.0,0.0,11.3519,0.779,-0.0142,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,106.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,1,0,0,106.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.04299833441850609,252,1.4550985324258343,251,48,2017,2017,1,0
101830,2017-05-07,Sprint,2017-09-20 00:00:00,1,14040.0,0.0,11.3519,0.779,-0.0142,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,106.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,1,0,0,106.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.04299833441850609,252,1.0791152850301347,251,48,2017,2017,1,0
101830,2018-03-02,Sprint Corporation,2018-03-30 00:00:00,1,14040.0,0.0,11.3519,0.779,-0.0142,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,94.0,1,0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,122.0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,0.0,101830,1,-0.5566276742159515,252,-0.5326123417980937,252,48,2018,2018,1,0
101830,2019-03-14,Sprint Corporation,2019-05-09 00:00:00,1,14040.0,0.0,11.3558,0.6909,0.0865,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.012208783664117151,251,0.1635662817220791,251,48,2019,2019,1,0
101830,2019-05-09,Sprint Corporation,2019-05-09 00:00:00,1,14040.0,1.0,11.3457,0.6912,-0.023,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.012208783664117151,251,0.012208783664117151,251,48,2019,2019,1,0
101830,2019-06-02,Sprint,2019-07-11 00:00:00,1,14040.0,0.0,11.3457,0.6912,-0.023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.2028996775094165,251,0.31293491105863214,250,48,2019,2019,1,0
101830,2019-06-08,Sprint,2019-06-08 00:00:00,1,14040.0,1.0,11.3457,0.6912,-0.023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.3244297301942842,251,0.3244297301942842,251,48,2019,2019,1,0
101830,2019-06-22,Sprint,2019-07-11 00:00:00,1,14040.0,0.0,11.3457,0.6912,-0.023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.2028996775094165,251,0.21559944827860522,251,48,2019,2019,1,0
101830,2019-08-13,Sprint Corporation,2020-03-31 00:00:00,1,14040.0,0.0,11.3457,0.6912,-0.023,5,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,1,0,0,1,1,0,0,1,1,0,0,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,101830,1,0.5851931502578949,252,0.10120514273972647,251,48,2020,2019,1,1
277135,2017-08-23,"W.W. Grainger, Inc.",2017-09-18 00:00:00,0,52695.0,0.0,8.6472,0.6653,0.1064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,277135,1,-0.3942928737241679,251,-0.40819489660868513,252,34,2017,2017,1,0
277135,2017-09-26,W.W. Grainger Inc.,2018-04-20 00:00:00,0,52695.0,0.0,8.6472,0.6653,0.1064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,1,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,1.3273,277135,1,0.41014269413580484,252,-0.32519486325015656,252,34,2018,2017,1,1
315293,2020-12-17,Aon Corporation,2021-05-21 00:00:00,0,61735.0,0.0,10.2889,0.8827,0.0521,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,41.0,1,2,1.3273,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,43.0,0,2,1.3273,0,0,0,0,1,0,0,1,1,0,0,1,41.0,1,2,1.3273,0,0,0,0,1,0,0,0,1,0,0,0,43.0,0,2,1.3273,315293,1,-0.13690495511623313,252,-0.187646731891274,252,62,2021,2020,1,0
318154,2021-04-21,Amgen Inc.,2021-06-22 00:00:00,0,14008.0,0.0,11.0501,0.8505,0.1154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,1.9909,318154,1,-0.37784515247329176,252,-0.40906911859838924,252,28,2021,2021,1,0
318154,2023-08-16,Amgen Inc.,2024-09-25 00:00:00,0,14008.0,0.0,11.084,0.9438,0.1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0.0,318154,1,-0.03923143536400131,251,0.0642347057650432,251,28,2024,2023,1,1
320193,2010-06-01,Apple Inc.,2010-06-09 00:00:00,0,14593.0,0.0,10.7685,0.3339,0.1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,320193,1,0.5694033839709152,252,0.6687386006060589,252,35,2010,2010,1,0
320193,2013-07-18,Apple Inc.,2013-07-21 00:00:00,0,14593.0,1.0,12.0786,0.3286,0.237,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,9.0,0,2,1.3273,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,12.0,0,2,1.3273,1,0,0,1,1,0,0,1,1,0,0,1,9.0,0,2,1.3273,1,0,0,1,1,0,0,1,1,0,0,1,12.0,0,2,1.3273,320193,1,-0.5457860802144471,249,-0.5300207462969696,250,35,2013,2013,1,0
320193,2014-08-31,Apple Inc.,2014-08-31 00:00:00,0,14593.0,1.0,12.2405,0.4031,0.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0.6636,320193,1,0.2677887568373478,251,0.2677887568373478,251,35,2014,2014,1,0
320193,2015-07-01,Apple Inc.,2015-08-25 00:00:00,0,14593.0,0.0,12.3538,0.5189,0.1704,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,3,1.9909,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,320193,1,0.08715786591666674,252,0.324352277372415,252,35,2015,2015,1,0
320193,2015-09-18,Apple Inc.,2015-09-16 00:00:00,0,14593.0,1.0,12.3538,0.5189,0.1704,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,320193,1,0.17051361725334546,252,0.1464787907156645,252,35,2015,2015,1,0
320193,2019-02-02,Apple Inc.,2019-05-30 00:00:00,0,14593.0,0.0,12.8096,0.707,0.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,1,1,0.6636,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,4.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0.6636,1,0,0,1,1,0,0,1,1,0,0,1,4.0,0,1,0.6636,320193,1,-0.07683836304843394,251,0.034814189668658235,251,35,2019,2019,1,0
320193,2020-11-01,Apple Inc.,2020-11-01 00:00:00,0,14593.0,1.0,12.6882,0.7983,0.1773,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,320193,1,0.6355135875229592,251,0.6355135875229592,251,35,2020,2020,1,0
354190,2017-06-01,Gallagher NAC,2017-11-13 00:00:00,0,38093.0,0.0,9.3492,0.6818,0.0361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,354190,1,0.06924109497827335,251,0.045943581415127666,252,62,2017,2017,1,0
354190,2017-06-18,Gallagher NAC,2017-11-13 00:00:00,0,38093.0,0.0,9.3492,0.6818,0.0361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,354190,1,0.06924109497827335,251,0.10774983729606769,251,62,2017,2017,1,0
354950,2014-02-10,The Home Depot,2014-03-14 00:00:00,0,66181.0,0.0,10.6095,0.691,0.1329,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,160.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,160.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,354950,1,-0.06966021218209217,252,-0.029388434847755107,251,50,2014,2014,1,0
723254,2020-09-16,Cintas Corporation,2021-02-18 00:00:00,0,23660.0,0.0,8.9451,0.5782,0.1142,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,67.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,1,0,0,1,1,0,0,1,67.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,723254,1,-0.09685649371092064,252,0.20065683169480608,252,34,2021,2020,1,0
732712,2008-06-27,Verizon,2008-06-27 00:00:00,1,65875.0,1.0,12.1386,0.5568,0.0295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,96.0,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,96.0,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,1,96.0,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,1,96.0,0,1,0.6636,732712,1,-0.01828737700057892,252,-0.01828737700057892,252,48,2008,2008,1,0
732712,2014-01-20,Verizon Corporate Services Group Inc.,2014-02-25 00:00:00,1,65875.0,0.0,12.5212,0.6519,0.0419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732712,1,-0.175217892173692,252,-0.06032123370954068,251,48,2014,2014,1,0
732712,2014-02-26,Verizon,2014-02-26 00:00:00,1,65875.0,1.0,12.5212,0.6519,0.0419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,732712,1,-0.201301896848882,252,-0.201301896848882,252,48,2014,2014,1,0
732712,2016-08-10,Verizon,2017-07-20 00:00:00,1,65875.0,0.0,12.4075,0.9271,0.0731,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,76.0,0,2,1.3273,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,22.0,1,2,1.3273,0,0,0,0,1,1,0,1,1,1,0,1,76.0,0,1,0.6636,1,0,0,1,1,0,0,1,1,0,1,1,22.0,0,2,1.3273,732712,1,-0.35109552254070353,252,0.15030885992750065,252,48,2017,2016,1,1
732712,2017-07-20,Verizon,2017-07-20 00:00:00,1,65875.0,1.0,12.4057,0.9016,0.0538,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,76.0,0,2,1.3273,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,76.0,0,2,1.3273,0,0,0,0,1,1,0,1,1,1,0,1,76.0,0,1,0.6636,0,0,0,0,1,1,0,1,1,1,0,1,76.0,0,1,0.6636,732712,1,-0.35109552254070353,252,-0.35109552254070353,252,48,2017,2017,1,0
732712,2019-03-12,Verizon Media,2019-10-07 00:00:00,0,65875.0,0.0,12.4868,0.7934,0.0586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,1,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,732712,1,0.10796810289291914,250,0.2179437212232116,251,48,2019,2019,1,1
732712,2019-04-24,Verizon,2019-05-31 00:00:00,1,65875.0,0.0,12.4868,0.7934,0.0586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,732712,1,0.19767018048192453,251,0.12628372561678458,251,48,2019,2019,1,0
732712,2019-06-03,Verizon,2019-06-03 00:00:00,1,65875.0,1.0,12.4868,0.7934,0.0586,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,732712,1,0.17880556832734706,250,0.17880556832734706,250,48,2019,2019,1,0
732712,2023-05-11,Verizon,2023-05-11 00:00:00,1,65875.0,1.0,12.8471,0.7565,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,,1,4,2.6545,732712,1,-0.2126347631769997,251,-0.2126347631769997,251,48,2023,2023,1,0
732712,2023-09-21,Verizon Communications Inc.,2024-02-05 00:00:00,1,65875.0,0.0,12.8471,0.7565,0.056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,108.0,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,1,108.0,0,6,3.9818,0,0,0,0,0,0,0,0,0,0,1,0,,0,6,3.9818,732712,1,-0.08329361367870813,250,-0.2500777502279997,251,48,2024,2023,1,0
732712,2024-02-06,Verizon Communications Inc.,2024-02-06 00:00:00,1,65875.0,1.0,12.8486,0.7533,0.0305,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,107.0,0,4,2.6545,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,107.0,0,4,2.6545,0,0,0,0,0,0,0,0,1,0,0,1,107.0,0,6,3.9818,0,0,0,0,0,0,0,0,1,0,0,1,107.0,0,6,3.9818,732712,1,-0.0968560485074077,251,-0.0968560485074077,251,48,2024,2024,1,0
732717,2008-05-23,AT&T,2008-05-23 00:00:00,1,66093.0,1.0,12.5269,0.5815,0.0434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1.3273,732717,1,0.05162715820744457,252,0.05162715820744457,252,48,2008,2008,1,0
732717,2012-01-01,AT&T,2012-02-13 00:00:00,1,66093.0,0.0,12.5075,0.6087,0.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,2,1.3273,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0.6636,732717,1,0.09907970457857918,251,0.10114325118102951,252,48,2012,2012,1,0
