cik,form,filing_date,items,accession,primary_doc,size,in_spec_scope,local_file
18926,8-K,2017-02-23,"5.02,9.01",0001193125-17-053977,d354377d8k.htm,42532,1,Data\edgar\item5_02_text\18926\0001193125-17-053977_d354377d8k.htm
18926,8-K,2017-06-01,"5.02,8.01,9.01",0001193125-17-191355,d370866d8k.htm,227501,1,Data\edgar\item5_02_text\18926\0001193125-17-191355_d370866d8k.htm
18926,8-K,2018-09-24,"5.02,9.01",0001193125-18-281219,d629720d8k.htm,76975,0,Data\edgar\item5_02_text\18926\0001193125-18-281219_d629720d8k.htm
18926,8-K,2018-11-07,5.02,0001193125-18-319718,d647295d8k.htm,25620,0,Data\edgar\item5_02_text\18926\0001193125-18-319718_d647295d8k.htm
18926,8-K,2018-11-07,"5.02,9.01",0001193125-18-319714,d617864d8k.htm,134709,0,Data\edgar\item5_02_text\18926\0001193125-18-319714_d617864d8k.htm
18926,8-K,2019-12-30,"5.02,9.01",0001193125-19-325996,d859081d8k.htm,375728,1,Data\edgar\item5_02_text\18926\0001193125-19-325996_d859081d8k.htm
18926,8-K,2020-05-22,"5.02,5.07,9.01",0001193125-20-150103,d935861d8k.htm,337914,1,Data\edgar\item5_02_text\18926\0001193125-20-150103_d935861d8k.htm
18926,8-K,2021-01-20,"5.02,9.01",0001193125-21-011905,d53156d8k.htm,185864,1,Data\edgar\item5_02_text\18926\0001193125-21-011905_d53156d8k.htm
18926,8-K,2021-02-25,"5.02,9.01",0001193125-21-056971,d97460d8k.htm,217711,1,Data\edgar\item5_02_text\18926\0001193125-21-056971_d97460d8k.htm
18926,8-K,2022-03-28,"5.02,9.01",0001193125-22-085992,d280485d8k.htm,279232,1,Data\edgar\item5_02_text\18926\0001193125-22-085992_d280485d8k.htm
18926,8-K,2022-09-13,"5.02,9.01",0001193125-22-243230,d396237d8k.htm,397750,1,Data\edgar\item5_02_text\18926\0001193125-22-243230_d396237d8k.htm
20520,8-K,2020-02-26,5.02,0001193125-20-050127,d896833d8k.htm,202435,0,Data\edgar\item5_02_text\20520\0001193125-20-050127_d896833d8k.htm
20520,8-K,2020-09-11,5.02,0001140361-20-020249,brhc10015042_8k.htm,143970,0,Data\edgar\item5_02_text\20520\0001140361-20-020249_brhc10015042_8k.htm
20520,8-K,2020-12-15,"5.02,9.01",0001140361-20-028400,brhc10017962_8k.htm,215499,0,Data\edgar\item5_02_text\20520\0001140361-20-028400_brhc10017962_8k.htm
20520,8-K,2021-02-18,"5.02,7.01,9.01",0001140361-21-005386,brhc10020563_8k.htm,783289,0,Data\edgar\item5_02_text\20520\0001140361-21-005386_brhc10020563_8k.htm
20520,8-K12G3,2021-04-30,"1.01,1.02,2.03,3.02,3.03,5.01,5.02,5.03,9.01",0001140361-21-015200,brhc10023786_8k12g3.htm,4709093,1,Data\edgar\item5_02_text\20520\0001140361-21-015200_brhc10023786_8k12g3.htm
20520,8-K,2021-06-02,"5.02,9.01",0001193125-21-179930,d187333d8k.htm,336011,1,Data\edgar\item5_02_text\20520\0001193125-21-179930_d187333d8k.htm
20520,8-K,2021-07-01,"5.02,9.01",0001193125-21-205666,d362936d8k.htm,161221,1,Data\edgar\item5_02_text\20520\0001193125-21-205666_d362936d8k.htm
20520,8-K,2021-07-30,"5.02,8.01,9.01",0000020520-21-000008,fybr-20210430x8k.htm,329490,1,Data\edgar\item5_02_text\20520\0000020520-21-000008_fybr-20210430x8k.htm
20520,8-K,2022-06-24,5.02,0001140361-22-023997,brhc10039037_8k.htm,159970,1,Data\edgar\item5_02_text\20520\0001140361-22-023997_brhc10039037_8k.htm
20520,8-K,2024-02-05,"5.02,7.01,9.01",0000950157-24-000104,form8-k.htm,192729,1,Data\edgar\item5_02_text\20520\0000950157-24-000104_form8-k.htm
20520,8-K,2024-05-20,"5.02,5.07,9.01",0001140361-24-026861,ef20029460_8k.htm,330497,1,Data\edgar\item5_02_text\20520\0001140361-24-026861_ef20029460_8k.htm
27904,8-K,2016-02-05,"5.02,9.01",0001019687-16-005064,delta_8k.htm,32760,0,Data\edgar\item5_02_text\27904\0001019687-16-005064_delta_8k.htm
27904,8-K,2016-06-10,"5.02,5.07",0001019687-16-006642,delta_8k.htm,35634,0,Data\edgar\item5_02_text\27904\0001019687-16-006642_delta_8k.htm
27904,8-K,2016-10-11,"5.02,9.01",0001683168-16-000288,delta_8k.htm,31379,1,Data\edgar\item5_02_text\27904\0001683168-16-000288_delta_8k.htm
27904,8-K,2017-01-26,"5.02,9.01",0001683168-17-000167,delta_8k.htm,31729,1,Data\edgar\item5_02_text\27904\0001683168-17-000167_delta_8k.htm
27904,8-K,2017-04-11,5.02,0001683168-17-000876,delta_8k.htm,16611,1,Data\edgar\item5_02_text\27904\0001683168-17-000876_delta_8k.htm
27904,8-K,2017-10-23,"5.02,9.01",0001683168-17-002723,delta_8k.htm,31185,1,Data\edgar\item5_02_text\27904\0001683168-17-002723_delta_8k.htm
27904,8-K,2018-04-20,"5.02,9.01",0001683168-18-001046,delta_8k.htm,28241,1,Data\edgar\item5_02_text\27904\0001683168-18-001046_delta_8k.htm
33185,8-K,2012-02-15,"5.02,9.01",0001144204-12-009385,v302726_8k.htm,231145,0,Data\edgar\item5_02_text\33185\0001144204-12-009385_v302726_8k.htm
33185,8-K,2012-10-29,"5.02,8.01,9.01",0001144204-12-058285,v326783_8k.htm,38993,0,Data\edgar\item5_02_text\33185\0001144204-12-058285_v326783_8k.htm
33185,8-K,2013-05-08,"5.02,5.07,9.01",0001144204-13-027066,v344230_8k.htm,45814,1,Data\edgar\item5_02_text\33185\0001144204-13-027066_v344230_8k.htm
33185,8-K,2013-10-15,"5.02,9.01",0001144204-13-055259,v357402_8k.htm,34625,1,Data\edgar\item5_02_text\33185\0001144204-13-055259_v357402_8k.htm
33185,8-K,2014-05-12,"5.02,9.01",0001144204-14-029598,v378250_8k.htm,53804,1,Data\edgar\item5_02_text\33185\0001144204-14-029598_v378250_8k.htm
33185,8-K,2016-09-19,"5.02,9.01",0001193125-16-713479,d257536d8k.htm,37223,1,Data\edgar\item5_02_text\33185\0001193125-16-713479_d257536d8k.htm
33185,8-K,2016-11-18,"5.02,9.01",0001193125-16-771552,d292527d8k.htm,37005,1,Data\edgar\item5_02_text\33185\0001193125-16-771552_d292527d8k.htm
33185,8-K,2017-09-26,"5.02,9.01",0001193125-17-293765,d420554d8k.htm,62061,1,Data\edgar\item5_02_text\33185\0001193125-17-293765_d420554d8k.htm
33185,8-K,2017-10-02,"5.02,8.01,9.01",0001193125-17-301130,d335628d8k.htm,39333,1,Data\edgar\item5_02_text\33185\0001193125-17-301130_d335628d8k.htm
33185,8-K,2017-10-26,"5.02,9.01",0001193125-17-320321,d461446d8k.htm,21558,1,Data\edgar\item5_02_text\33185\0001193125-17-320321_d461446d8k.htm
40704,8-K,2021-07-22,"5.02,9.01",0001564590-21-037515,gis-8k_20210716.htm,215045,0,Data\edgar\item5_02_text\40704\0001564590-21-037515_gis-8k_20210716.htm
40704,8-K,2021-12-07,5.02,0001193125-21-350290,d257144d8k.htm,202505,1,Data\edgar\item5_02_text\40704\0001193125-21-350290_d257144d8k.htm
40704,8-K,2022-06-30,"5.02,8.01,9.01",0001193125-22-185819,d365231d8k.htm,223009,1,Data\edgar\item5_02_text\40704\0001193125-22-185819_d365231d8k.htm
40704,8-K,2022-09-30,"5.02,5.07,9.01",0001193125-22-255620,d514129d8k.htm,369003,1,Data\edgar\item5_02_text\40704\0001193125-22-255620_d514129d8k.htm
40704,8-K,2023-05-05,"5.02,9.01",0001193125-23-137156,d408002d8k.htm,203219,1,Data\edgar\item5_02_text\40704\0001193125-23-137156_d408002d8k.htm
43196,8-K,2015-07-31,5.02,0001437749-15-014446,gtn20150731_8k.htm,22131,1,Data\edgar\item5_02_text\43196\0001437749-15-014446_gtn20150731_8k.htm
43196,8-K,2016-02-02,"5.02,7.01,9.01",0001437749-16-024501,gtn20160202_8k.htm,75447,1,Data\edgar\item5_02_text\43196\0001437749-16-024501_gtn20160202_8k.htm
43196,8-K,2016-06-30,"5.02,9.01",0001437749-16-034694,gtn20160630_8k.htm,84707,1,Data\edgar\item5_02_text\43196\0001437749-16-034694_gtn20160630_8k.htm
43196,8-K,2016-09-21,"5.02,7.01,9.01",0001437749-16-038936,gtn20160920_8k.htm,95970,1,Data\edgar\item5_02_text\43196\0001437749-16-038936_gtn20160920_8k.htm
43196,8-K,2017-01-20,"2.02,5.02,7.01,9.01",0001437749-17-000933,gtn20170120_8k.htm,122721,1,Data\edgar\item5_02_text\43196\0001437749-17-000933_gtn20170120_8k.htm
43196,8-K,2021-02-25,"5.02,7.01,8.01,9.01",0001193125-21-057034,d139576d8k.htm,246654,1,Data\edgar\item5_02_text\43196\0001193125-21-057034_d139576d8k.htm
43196,8-K,2022-03-01,"5.02,7.01,9.01",0001437749-22-004783,gtn20220301_8k.htm,220267,1,Data\edgar\item5_02_text\43196\0001437749-22-004783_gtn20220301_8k.htm
43196,8-K,2022-05-06,"5.02,5.07",0001437749-22-011229,gtn20220505b_8k.htm,199573,1,Data\edgar\item5_02_text\43196\0001437749-22-011229_gtn20220505b_8k.htm
47111,8-K,2023-02-06,"5.02,9.01",0000047111-23-000006,hsy-20230202.htm,671017,1,Data\edgar\item5_02_text\47111\0000047111-23-000006_hsy-20230202.htm
47217,8-K,2005-09-28,"1.01,5.02,5.03,9.01",0000047217-05-000167,form8-k_092705.htm,143390,0,Data\edgar\item5_02_text\47217\0000047217-05-000167_form8-k_092705.htm
47217,8-K,2005-11-23,"1.01,5.02,5.03,9.01",0001104659-05-057353,a05-20651_18k.htm,541550,0,Data\edgar\item5_02_text\47217\0001104659-05-057353_a05-20651_18k.htm
47217,8-K/A,2006-01-19,5.02,0001104659-06-002894,a06-2808_18ka.htm,21738,0,Data\edgar\item5_02_text\47217\0001104659-06-002894_a06-2808_18ka.htm
47217,8-K,2006-05-22,"5.02,5.03,9.01",0001104659-06-036450,a06-12355_18k.htm,225203,0,Data\edgar\item5_02_text\47217\0001104659-06-036450_a06-12355_18k.htm
47217,8-K,2006-09-12,"5.02,5.03,8.01,9.01",0001104659-06-060568,a06-19530_18k.htm,179378,1,Data\edgar\item5_02_text\47217\0001104659-06-060568_a06-19530_18k.htm
47217,8-K,2006-09-22,"5.02,5.03,9.01",0001104659-06-062623,a06-20135_18k.htm,188149,1,Data\edgar\item5_02_text\47217\0001104659-06-062623_a06-20135_18k.htm
47217,8-K,2006-11-17,"5.02,5.03,9.01",0001104659-06-075980,a06-24249_18k.htm,167367,1,Data\edgar\item5_02_text\47217\0001104659-06-075980_a06-24249_18k.htm
47217,8-K/A,2006-11-28,5.02,0001104659-06-078068,a06-24620_18ka.htm,21570,1,Data\edgar\item5_02_text\47217\0001104659-06-078068_a06-24620_18ka.htm
47217,8-K,2006-12-11,"5.02,9.01",0001104659-06-080577,a06-25366_18k.htm,47983,1,Data\edgar\item5_02_text\47217\0001104659-06-080577_a06-25366_18k.htm
47217,8-K,2007-01-23,"5.02,5.03,9.01",0001104659-07-003960,a07-2312_18k.htm,191375,1,Data\edgar\item5_02_text\47217\0001104659-07-003960_a07-2312_18k.htm
47217,8-K,2007-05-18,"5.02,5.03,9.01",0001104659-07-041277,a07-14585_18k.htm,176818,1,Data\edgar\item5_02_text\47217\0001104659-07-041277_a07-14585_18k.htm
47217,8-K,2008-01-24,"5.02,9.01",0001104659-08-004386,a08-3596_18k.htm,169193,1,Data\edgar\item5_02_text\47217\0001104659-08-004386_a08-3596_18k.htm
47217,8-K,2008-05-20,"2.02,5.02,9.01",0000047217-08-000117,q2form8-k_0508.htm,824996,1,Data\edgar\item5_02_text\47217\0000047217-08-000117_q2form8-k_0508.htm
47217,8-K,2008-08-27,"5.02,9.01",0001104659-08-055465,a08-22416_18k.htm,36615,1,Data\edgar\item5_02_text\47217\0001104659-08-055465_a08-22416_18k.htm
47217,8-K,2008-09-24,5.02,0001104659-08-060212,a08-24087_18k.htm,27428,1,Data\edgar\item5_02_text\47217\0001104659-08-060212_a08-24087_18k.htm
47217,8-K,2009-01-20,"5.02,5.03,9.01",0000047217-09-000003,bylawsform8-k_0109.htm,189775,1,Data\edgar\item5_02_text\47217\0000047217-09-000003_bylawsform8-k_0109.htm
47217,8-K,2009-09-17,"5.02,5.03,9.01",0000047217-09-000032,form8-k_091709.htm,186298,1,Data\edgar\item5_02_text\47217\0000047217-09-000032_form8-k_091709.htm
47217,8-K,2010-03-23,"5.02,5.07,9.01",0001104659-10-015887,a10-6739_18k.htm,309107,1,Data\edgar\item5_02_text\47217\0001104659-10-015887_a10-6739_18k.htm
47217,8-K,2010-08-06,"2.02,5.02,5.03,9.01",0001047469-10-007177,a2199755z8-k.htm,348074,1,Data\edgar\item5_02_text\47217\0001047469-10-007177_a2199755z8-k.htm
51143,8-K,2005-04-01,5.02,0001104659-05-014582,a05-5804_28k.htm,27144,0,Data\edgar\item5_02_text\51143\0001104659-05-014582_a05-5804_28k.htm
51143,8-K,2005-09-27,"5.02,5.03",0001104659-05-045904,a05-16528_18k.htm,214039,0,Data\edgar\item5_02_text\51143\0001104659-05-045904_a05-16528_18k.htm
51143,8-K,2006-01-31,5.02,0001104659-06-004976,a06-2706_38k.htm,31833,0,Data\edgar\item5_02_text\51143\0001104659-06-004976_a06-2706_38k.htm
51143,8-K,2007-01-31,5.02,0001104659-07-005968,a07-1990_58k.htm,21140,1,Data\edgar\item5_02_text\51143\0001104659-07-005968_a07-1990_58k.htm
51143,8-K,2007-02-05,5.02,0001104659-07-007260,a07-1990_78k.htm,60524,1,Data\edgar\item5_02_text\51143\0001104659-07-007260_a07-1990_78k.htm
51143,8-K,2007-06-26,5.02,0001104659-07-049962,a07-17329_18k.htm,24603,1,Data\edgar\item5_02_text\51143\0001104659-07-049962_a07-17329_18k.htm
51143,8-K,2007-08-01,5.02,0001104659-07-057720,a07-18155_48k.htm,18473,1,Data\edgar\item5_02_text\51143\0001104659-07-057720_a07-18155_48k.htm
51143,8-K,2010-01-29,5.02,0001104659-10-003847,a10-2611_18k.htm,45597,0,Data\edgar\item5_02_text\51143\0001104659-10-003847_a10-2611_18k.htm
51143,8-K,2010-12-06,5.02,0001104659-10-061274,a10-22284_18k.htm,22120,1,Data\edgar\item5_02_text\51143\0001104659-10-061274_a10-22284_18k.htm
51143,8-K,2011-01-28,5.02,0001104659-11-003613,a11-4392_28k.htm,46095,1,Data\edgar\item5_02_text\51143\0001104659-11-003613_a11-4392_28k.htm
73309,8-K/A,2021-06-03,"5.02,9.01",0001193125-21-181330,d156720d8ka.htm,309269,0,Data\edgar\item5_02_text\73309\0001193125-21-181330_d156720d8ka.htm
73309,8-K,2021-08-12,"5.02,9.01",0001193125-21-244798,d207304d8k.htm,159386,0,Data\edgar\item5_02_text\73309\0001193125-21-244798_d207304d8k.htm
73309,8-K,2022-02-23,"5.02,9.01",0001193125-22-050075,d315476d8k.htm,164025,0,Data\edgar\item5_02_text\73309\0001193125-22-050075_d315476d8k.htm
73309,8-K/A,2022-03-04,"5.02,9.01",0001193125-22-066230,d245075d8ka.htm,278816,0,Data\edgar\item5_02_text\73309\0001193125-22-066230_d245075d8ka.htm
73309,8-K/A,2022-05-25,"5.02,9.01",0001193125-22-159808,d235339d8ka.htm,310425,0,Data\edgar\item5_02_text\73309\0001193125-22-159808_d235339d8ka.htm
73309,8-K,2022-08-09,"5.02,9.01",0001193125-22-215713,d361471d8k.htm,157792,1,Data\edgar\item5_02_text\73309\0001193125-22-215713_d361471d8k.htm
73309,8-K,2023-08-08,"5.02,9.01",0001193125-23-206313,d496129d8k.htm,163433,1,Data\edgar\item5_02_text\73309\0001193125-23-206313_d496129d8k.htm
73309,8-K,2023-12-15,"5.02,9.01",0001193125-23-296305,d615320d8k.htm,272258,1,Data\edgar\item5_02_text\73309\0001193125-23-296305_d615320d8k.htm
75362,8-K,2016-04-29,"5.02,5.03,5.07,9.01",0001193125-16-570149,d175553d8k.htm,98041,0,Data\edgar\item5_02_text\75362\0001193125-16-570149_d175553d8k.htm
75362,8-K,2016-12-12,"5.02,8.01",0001193125-16-789834,d255290d8k.htm,12277,0,Data\edgar\item5_02_text\75362\0001193125-16-789834_d255290d8k.htm
75362,8-K,2017-04-28,"5.02,5.07",0001193125-17-148456,d371963d8k.htm,33061,1,Data\edgar\item5_02_text\75362\0001193125-17-148456_d371963d8k.htm
75362,8-K,2017-12-14,"5.02,9.01",0001193125-17-369333,d498402d8k.htm,18191,1,Data\edgar\item5_02_text\75362\0001193125-17-369333_d498402d8k.htm
75362,8-K,2018-02-16,"5.02,9.01",0001193125-18-048187,d518625d8k.htm,23904,1,Data\edgar\item5_02_text\75362\0001193125-18-048187_d518625d8k.htm
75362,8-K,2018-05-04,"5.02,5.03,5.07,9.01",0001193125-18-152947,d555135d8k.htm,80471,1,Data\edgar\item5_02_text\75362\0001193125-18-152947_d555135d8k.htm
76334,8-K,2020-11-02,"5.02,5.07",0000076334-20-000124,ph-20201027.htm,212828,0,Data\edgar\item5_02_text\76334\0000076334-20-000124_ph-20201027.htm
76334,8-K,2021-01-11,5.02,0000076334-21-000006,ph-20210110.htm,171672,0,Data\edgar\item5_02_text\76334\0000076334-21-000006_ph-20210110.htm
76334,8-K,2021-01-27,5.02,0000076334-21-000013,ph-20210127.htm,173480,0,Data\edgar\item5_02_text\76334\0000076334-21-000013_ph-20210127.htm
76334,8-K,2021-04-22,5.02,0000076334-21-000048,ph-20210422.htm,173356,1,Data\edgar\item5_02_text\76334\0000076334-21-000048_ph-20210422.htm
76334,8-K,2021-08-13,5.02,0001193125-21-246081,d196075d8k.htm,145752,1,Data\edgar\item5_02_text\76334\0001193125-21-246081_d196075d8k.htm
76334,8-K/A,2021-08-16,5.02,0001193125-21-247770,d163815d8ka.htm,146111,1,Data\edgar\item5_02_text\76334\0001193125-21-247770_d163815d8ka.htm
76334,8-K/A,2021-08-16,5.02,0001193125-21-247766,d188448d8ka.htm,145811,1,Data\edgar\item5_02_text\76334\0001193125-21-247766_d188448d8ka.htm
76334,8-K,2022-07-28,5.02,0001193125-22-204998,d319781d8k.htm,140060,1,Data\edgar\item5_02_text\76334\0001193125-22-204998_d319781d8k.htm
76334,8-K,2022-08-23,5.02,0001193125-22-227588,d366447d8k.htm,151266,1,Data\edgar\item5_02_text\76334\0001193125-22-227588_d366447d8k.htm
76334,8-K,2022-10-26,5.02,0001193125-22-269129,d417708d8k.htm,154225,1,Data\edgar\item5_02_text\76334\0001193125-22-269129_d417708d8k.htm
77476,8-K,2019-03-07,5.02,0000077476-19-000020,form8-kmarch2019.htm,24294,0,Data\edgar\item5_02_text\77476\0000077476-19-000020_form8-kmarch2019.htm
77476,8-K,2019-03-18,5.02,0000077476-19-000022,form8-kmarch182019.htm,22789,0,Data\edgar\item5_02_text\77476\0000077476-19-000022_form8-kmarch182019.htm
77476,8-K,2019-06-11,5.02,0000077476-19-000051,form8-kjune52019.htm,280165,0,Data\edgar\item5_02_text\77476\0000077476-19-000051_form8-kjune52019.htm
77476,8-K,2020-03-10,5.02,0000077476-20-000020,form8-kmarch2020.htm,287360,1,Data\edgar\item5_02_text\77476\0000077476-20-000020_form8-kmarch2020.htm
77476,8-K,2020-07-07,5.02,0000077476-20-000054,form8-kjuly2020.htm,313141,1,Data\edgar\item5_02_text\77476\0000077476-20-000054_form8-kjuly2020.htm
77476,8-K,2020-11-02,5.02,0000077476-20-000075,pep-20201030.htm,333870,1,Data\edgar\item5_02_text\77476\0000077476-20-000075_pep-20201030.htm
77476,8-K,2021-08-05,5.02,0000077476-21-000044,pep-20210803.htm,321451,1,Data\edgar\item5_02_text\77476\0000077476-21-000044_pep-20210803.htm
78003,8-K,2005-02-24,"5.02,5.03,9.01",0000078003-05-000040,pf8k22405.htm,19007,0,Data\edgar\item5_02_text\78003\0000078003-05-000040_pf8k22405.htm
78003,8-K,2005-02-25,5.02,0000078003-05-000041,pfe8k0225.htm,6207,0,Data\edgar\item5_02_text\78003\0000078003-05-000041_pfe8k0225.htm
78003,8-K,2005-06-24,5.02,0000078003-05-000161,pf8k624.htm,9046,0,Data\edgar\item5_02_text\78003\0000078003-05-000161_pf8k624.htm
78003,8-K,2006-08-03,"1.01,5.02,9.01",0000078003-06-000195,pf8k0803.htm,23153,1,Data\edgar\item5_02_text\78003\0000078003-06-000195_pf8k0803.htm
78003,8-K,2006-10-26,"5.02,8.01",0000078003-06-000275,pf8k1026.htm,11163,1,Data\edgar\item5_02_text\78003\0000078003-06-000275_pf8k1026.htm
78003,8-K,2006-12-21,"5.02,9.01",0000078003-06-000352,pf8k1221.htm,69019,1,Data\edgar\item5_02_text\78003\0000078003-06-000352_pf8k1221.htm
78003,8-K,2007-02-27,"5.02,9.01",0000078003-07-000034,pf8k0221.htm,43129,1,Data\edgar\item5_02_text\78003\0000078003-07-000034_pf8k0221.htm
78003,8-K,2007-05-23,5.02,0000078003-07-000122,pf8k0518.htm,7577,1,Data\edgar\item5_02_text\78003\0000078003-07-000122_pf8k0518.htm
78003,8-K,2007-08-22,"5.02,9.01",0000078003-07-000213,pf8k822.htm,55258,1,Data\edgar\item5_02_text\78003\0000078003-07-000213_pf8k822.htm
78003,8-K,2007-09-27,"5.02,9.01",0000078003-07-000245,pf8k927.htm,11271,1,Data\edgar\item5_02_text\78003\0000078003-07-000245_pf8k927.htm
78003,8-K,2007-09-28,5.02,0000078003-07-000251,pf8k9271.htm,7058,1,Data\edgar\item5_02_text\78003\0000078003-07-000251_pf8k9271.htm
78003,8-K,2007-10-30,"5.02,5.03,9.01",0000078003-07-000294,pf8k1025.htm,80461,1,Data\edgar\item5_02_text\78003\0000078003-07-000294_pf8k1025.htm
91419,8-K,2008-06-23,5.02,0001144204-08-036232,v117835_8k.txt,5330,0,Data\edgar\item5_02_text\91419\0001144204-08-036232_v117835_8k.txt
91419,8-K,2009-01-30,"5.02,9.01",0001299933-09-000511,htm_31110.htm,31858,0,Data\edgar\item5_02_text\91419\0001299933-09-000511_htm_31110.htm
91419,8-K,2009-04-22,5.02,0000950152-09-003994,l36206ae8vk.htm,11397,1,Data\edgar\item5_02_text\91419\0000950152-09-003994_l36206ae8vk.htm
91419,8-K,2009-06-18,5.02,0000950123-09-015107,l36811ae8vk.htm,11867,1,Data\edgar\item5_02_text\91419\0000950123-09-015107_l36811ae8vk.htm
91419,8-K,2009-07-08,"5.02,9.01",0000950123-09-020588,l36977ae8vk.htm,35503,1,Data\edgar\item5_02_text\91419\0000950123-09-020588_l36977ae8vk.htm
91419,8-K,2010-08-20,"5.02,5.07,9.01",0000950123-10-079634,l40559e8vk.htm,131034,1,Data\edgar\item5_02_text\91419\0000950123-10-079634_l40559e8vk.htm
91440,8-K,2021-04-14,5.02,0001193125-21-116417,d277114d8k.htm,141455,1,Data\edgar\item5_02_text\91440\0001193125-21-116417_d277114d8k.htm
91440,8-K,2021-04-30,"5.02,5.07,9.01",0000091440-21-000014,sna-20210430.htm,340096,1,Data\edgar\item5_02_text\91440\0000091440-21-000014_sna-20210430.htm
92380,8-K,2015-11-25,5.02,0001193125-15-388118,d70797d8k.htm,46366,0,Data\edgar\item5_02_text\92380\0001193125-15-388118_d70797d8k.htm
92380,8-K,2016-02-02,5.02,0001193125-16-447087,d124694d8k.htm,27497,0,Data\edgar\item5_02_text\92380\0001193125-16-447087_d124694d8k.htm
92380,8-K,2017-01-12,5.02,0001193125-17-008419,d328190d8k.htm,25681,1,Data\edgar\item5_02_text\92380\0001193125-17-008419_d328190d8k.htm
92380,8-K,2017-05-25,5.02,0001193125-17-183437,d386465d8k.htm,33179,1,Data\edgar\item5_02_text\92380\0001193125-17-183437_d386465d8k.htm
92380,8-K,2017-07-03,"5.02,9.01",0001193125-17-220944,d408249d8k.htm,130053,1,Data\edgar\item5_02_text\92380\0001193125-17-220944_d408249d8k.htm
96021,8-K,2021-06-29,5.02,0001193125-21-203381,d194967d8k.htm,195195,0,Data\edgar\item5_02_text\96021\0001193125-21-203381_d194967d8k.htm
96021,8-K,2021-08-04,5.02,0001193125-21-236388,d211130d8k.htm,208635,0,Data\edgar\item5_02_text\96021\0001193125-21-236388_d211130d8k.htm
96021,8-K,2021-08-20,"5.02,9.01",0001193125-21-252868,d64012d8k.htm,219649,0,Data\edgar\item5_02_text\96021\0001193125-21-252868_d64012d8k.htm
96021,8-K,2021-11-23,"5.02,5.07",0001193125-21-338587,d247263d8k.htm,215238,0,Data\edgar\item5_02_text\96021\0001193125-21-338587_d247263d8k.htm
96021,8-K,2021-12-20,"5.02,9.01",0001193125-21-362516,d273666d8k.htm,227404,0,Data\edgar\item5_02_text\96021\0001193125-21-362516_d273666d8k.htm
96021,8-K,2022-02-28,5.02,0001193125-22-058196,d326422d8k.htm,178285,1,Data\edgar\item5_02_text\96021\0001193125-22-058196_d326422d8k.htm
96021,8-K,2022-05-04,5.02,0001193125-22-139528,d357605d8k.htm,177131,1,Data\edgar\item5_02_text\96021\0001193125-22-139528_d357605d8k.htm
96021,8-K,2022-08-04,5.02,0001193125-22-212634,d314254d8k.htm,192779,1,Data\edgar\item5_02_text\96021\0001193125-22-212634_d314254d8k.htm
96021,8-K,2022-09-20,5.02,0001193125-22-247448,d400273d8k.htm,180607,1,Data\edgar\item5_02_text\96021\0001193125-22-247448_d400273d8k.htm
96021,8-K,2022-12-15,"5.02,7.01,9.01",0001193125-22-305398,d820294d8k.htm,225630,1,Data\edgar\item5_02_text\96021\0001193125-22-305398_d820294d8k.htm
96021,8-K,2023-03-28,"5.02,7.01,9.01",0000096021-23-000042,syy-20230324.htm,296379,1,Data\edgar\item5_02_text\96021\0000096021-23-000042_syy-20230324.htm
96021,8-K,2023-08-04,5.02,0000096021-23-000091,syy-20230731.htm,201543,1,Data\edgar\item5_02_text\96021\0000096021-23-000091_syy-20230731.htm
96021,8-K,2023-08-29,5.02,0000096021-23-000120,syy-20230823.htm,191890,1,Data\edgar\item5_02_text\96021\0000096021-23-000120_syy-20230823.htm
96021,8-K,2023-09-08,5.02,0000096021-23-000144,syy-20230907.htm,184519,1,Data\edgar\item5_02_text\96021\0000096021-23-000144_syy-20230907.htm
96021,8-K,2023-09-22,5.02,0000096021-23-000165,syy-20230921.htm,183787,1,Data\edgar\item5_02_text\96021\0000096021-23-000165_syy-20230921.htm
96021,8-K/A,2023-10-10,5.02,0000096021-23-000186,syy-20230907.htm,172444,1,Data\edgar\item5_02_text\96021\0000096021-23-000186_syy-20230907.htm
96021,8-K,2023-10-17,5.02,0000096021-23-000190,syy-20231012.htm,177384,1,Data\edgar\item5_02_text\96021\0000096021-23-000190_syy-20231012.htm
101830,8-K/A,2007-02-21,5.02,0000101830-07-000008,k20070221amend1ltiandsti.txt,5227,0,Data\edgar\item5_02_text\101830\0000101830-07-000008_k20070221amend1ltiandsti.txt
101830,8-K,2007-03-06,"5.02,9.01",0000101830-07-000011,k200703068k.txt,8623,0,Data\edgar\item5_02_text\101830\0000101830-07-000011_k200703068k.txt
101830,8-K,2007-08-07,"5.02,9.01",0000101830-07-000032,k20070806newdirectors.txt,9941,0,Data\edgar\item5_02_text\101830\0000101830-07-000032_k20070806newdirectors.txt
101830,8-K,2007-10-12,"5.02,7.01,9.01",0000101830-07-000036,k200710088k.txt,21729,0,Data\edgar\item5_02_text\101830\0000101830-07-000036_k200710088k.txt
101830,8-K/A,2007-11-05,5.02,0000101830-07-000039,k2007nov58k.txt,5788,0,Data\edgar\item5_02_text\101830\0000101830-07-000039_k2007nov58k.txt
101830,8-K,2007-12-20,"5.02,9.01",0000101830-07-000042,k20071218hesse.txt,118759,0,Data\edgar\item5_02_text\101830\0000101830-07-000042_k20071218hesse.txt
