cik,form,filing_date,items,accession,primary_doc,size,in_spec_scope,local_file
101830,8-K,2008-01-04,5.02,0000101830-08-000002,k2008janwestamend.txt,6643,0,Data\edgar\item5_02_text\101830\0000101830-08-000002_k2008janwestamend.txt
101830,8-K,2008-01-24,"5.02,8.01,9.01",0000101830-08-000006,k2008jan24execdept.txt,10109,0,Data\edgar\item5_02_text\101830\0000101830-08-000006_k2008jan24execdept.txt
101830,8-K,2008-02-13,"5.02,9.01",0000101830-08-000008,k2008feb12whitworth.txt,9953,1,Data\edgar\item5_02_text\101830\0000101830-08-000008_k2008feb12whitworth.txt
101830,8-K,2008-02-15,"1.01,5.02",0000101830-08-000013,k2008feb158k.txt,8206,1,Data\edgar\item5_02_text\101830\0000101830-08-000013_k2008feb158k.txt
101830,8-K/A,2008-02-28,5.02,0000101830-08-000016,k2008feb28amended8k.txt,5179,1,Data\edgar\item5_02_text\101830\0000101830-08-000016_k2008feb28amended8k.txt
101830,8-K,2008-03-03,5.02,0000101830-08-000018,k2008mar03drendel.txt,5462,1,Data\edgar\item5_02_text\101830\0000101830-08-000018_k2008mar03drendel.txt
101830,8-K,2008-03-17,5.02,0000101830-08-000020,k2008mar17baneandlorimer.txt,5515,1,Data\edgar\item5_02_text\101830\0000101830-08-000020_k2008mar17baneandlorimer.txt
101830,8-K,2008-03-25,5.02,0000101830-08-000022,k2008mar25stiandlti.txt,13882,1,Data\edgar\item5_02_text\101830\0000101830-08-000022_k2008mar25stiandlti.txt
101830,8-K,2008-05-01,"5.02,9.01",0001193125-08-098764,d8k.htm,254077,1,Data\edgar\item5_02_text\101830\0001193125-08-098764_d8k.htm
101830,8-K,2008-05-16,5.02,0000101830-08-000024,k2008may15westretaward.txt,6869,1,Data\edgar\item5_02_text\101830\0000101830-08-000024_k2008may15westretaward.txt
101830,8-K,2008-06-09,"5.02,9.01",0000101830-08-000026,k2008june09nuti.txt,9641,1,Data\edgar\item5_02_text\101830\0000101830-08-000026_k2008june09nuti.txt
101830,8-K,2008-10-07,5.02,0000101830-08-000028,k2008oct06gregoire.txt,6783,1,Data\edgar\item5_02_text\101830\0000101830-08-000028_k2008oct06gregoire.txt
101830,8-K,2008-10-24,"5.02,9.01",0000101830-08-000030,k2008oct248k.txt,11059,1,Data\edgar\item5_02_text\101830\0000101830-08-000030_k2008oct248k.txt
101830,8-K/A,2008-11-12,5.02,0000101830-08-000031,k2008nov12nilsson8ka.txt,5479,1,Data\edgar\item5_02_text\101830\0000101830-08-000031_k2008nov12nilsson8ka.txt
101830,8-K,2008-11-28,"5.02,7.01,9.01",0000950123-08-016627,y72960e8vk.htm,39420,1,Data\edgar\item5_02_text\101830\0000950123-08-016627_y72960e8vk.htm
101830,8-K,2008-12-19,"5.02,9.01",0001193125-08-257043,d8k.htm,341138,1,Data\edgar\item5_02_text\101830\0001193125-08-257043_d8k.htm
101830,8-K,2008-12-29,"5.02,9.01",0001193125-08-260916,d8k.htm,179309,1,Data\edgar\item5_02_text\101830\0001193125-08-260916_d8k.htm
101830,8-K,2009-01-26,"2.05,5.02,9.01",0000101830-09-000002,k2009laborcost.txt,16202,1,Data\edgar\item5_02_text\101830\0000101830-09-000002_k2009laborcost.txt
101830,8-K,2009-03-03,"5.02,9.01",0000101830-09-000005,k2009march03.txt,12536,1,Data\edgar\item5_02_text\101830\0000101830-09-000005_k2009march03.txt
101830,8-K,2009-03-27,5.02,0000101830-09-000007,k2009march27hockaday.txt,5308,1,Data\edgar\item5_02_text\101830\0000101830-09-000007_k2009march27hockaday.txt
101830,8-K/A,2009-08-05,5.02,0000101830-09-000013,k20090805sti.txt,6163,1,Data\edgar\item5_02_text\101830\0000101830-09-000013_k20090805sti.txt
101830,8-K,2009-10-16,5.02,0000101830-09-000014,k20091016hall.txt,5418,1,Data\edgar\item5_02_text\101830\0000101830-09-000014_k20091016hall.txt
101830,8-K,2009-11-06,5.02,0000101830-09-000016,k20091105siurek.txt,6318,1,Data\edgar\item5_02_text\101830\0000101830-09-000016_k20091105siurek.txt
101830,8-K,2009-12-23,5.02,0000101830-09-000020,k20091223brust.txt,15156,0,Data\edgar\item5_02_text\101830\0000101830-09-000020_k20091223brust.txt
101830,8-K,2010-03-03,5.02,0000101830-10-000001,k20100303sti.txt,10112,0,Data\edgar\item5_02_text\101830\0000101830-10-000001_k20100303sti.txt
101830,8-K/A,2010-03-22,5.02,0000101830-10-000003,k20100322ltip.txt,5931,0,Data\edgar\item5_02_text\101830\0000101830-10-000003_k20100322ltip.txt
101830,8-K,2010-03-22,5.02,0000101830-10-000002,k20100322lti.txt,9191,0,Data\edgar\item5_02_text\101830\0000101830-10-000002_k20100322lti.txt
101830,8-K/A,2010-07-08,5.02,0000101830-10-000013,k20100706.htm,35603,0,Data\edgar\item5_02_text\101830\0000101830-10-000013_k20100706.htm
101830,8-K,2010-07-21,"5.02,7.01,9.01",0000101830-10-000015,k20100721.htm,58788,0,Data\edgar\item5_02_text\101830\0000101830-10-000015_k20100721.htm
101830,8-K,2010-08-06,5.02,0000101830-10-000017,k20100805.htm,58507,0,Data\edgar\item5_02_text\101830\0000101830-10-000017_k20100805.htm
101830,8-K,2010-12-21,"5.02,9.01",0000101830-10-000024,k20101220.htm,353107,0,Data\edgar\item5_02_text\101830\0000101830-10-000024_k20101220.htm
101830,8-K/A,2011-02-28,5.02,0000101830-11-000012,k2009lti.htm,29325,0,Data\edgar\item5_02_text\101830\0000101830-11-000012_k2009lti.htm
101830,8-K/A,2011-02-28,5.02,0000101830-11-000011,k2010lti.htm,29182,0,Data\edgar\item5_02_text\101830\0000101830-11-000011_k2010lti.htm
101830,8-K,2011-02-28,5.02,0000101830-11-000010,k2011stilti.htm,40666,0,Data\edgar\item5_02_text\101830\0000101830-11-000010_k2011stilti.htm
101830,8-K,2011-04-04,"5.02,9.01",0000101830-11-000014,k2011cforesignation.htm,55343,0,Data\edgar\item5_02_text\101830\0000101830-11-000014_k2011cforesignation.htm
101830,8-K,2011-08-02,5.02,0000101830-11-000032,form8-kxaugust12011johnson.htm,27622,0,Data\edgar\item5_02_text\101830\0000101830-11-000032_form8-kxaugust12011johnson.htm
101830,8-K,2011-08-02,5.02,0000101830-11-000030,form8-kxaugust12011xsti.htm,28997,0,Data\edgar\item5_02_text\101830\0000101830-11-000030_form8-kxaugust12011xsti.htm
101830,8-K,2012-02-13,5.02,0000101830-12-000009,a8-k20120212.htm,32189,0,Data\edgar\item5_02_text\101830\0000101830-12-000009_a8-k20120212.htm
101830,8-K/A,2012-02-28,5.02,0000101830-12-000028,form8-ka201202222011lti.htm,29556,0,Data\edgar\item5_02_text\101830\0000101830-12-000028_form8-ka201202222011lti.htm
101830,8-K/A,2012-02-28,5.02,0000101830-12-000026,form8-ka201202222010lti.htm,31299,0,Data\edgar\item5_02_text\101830\0000101830-12-000026_form8-ka201202222010lti.htm
101830,8-K,2012-02-28,5.02,0000101830-12-000024,a8-k20120222comp.htm,50529,0,Data\edgar\item5_02_text\101830\0000101830-12-000024_a8-k20120222comp.htm
101830,8-K,2012-05-04,5.02,0000101830-12-000046,a8k20120504.htm,49237,0,Data\edgar\item5_02_text\101830\0000101830-12-000046_a8k20120504.htm
101830,8-K,2012-08-08,5.02,0000101830-12-000091,form8-kaugust82012.htm,29015,0,Data\edgar\item5_02_text\101830\0000101830-12-000091_form8-kaugust82012.htm
101830,8-K/A,2012-10-04,5.02,0000101830-12-000093,form8-kacowan.htm,29327,0,Data\edgar\item5_02_text\101830\0000101830-12-000093_form8-kacowan.htm
101830,8-K,2012-11-20,"5.02,8.01,9.01",0000101830-12-000110,a8-k20121120.htm,155829,0,Data\edgar\item5_02_text\101830\0000101830-12-000110_a8-k20121120.htm
101830,8-K,2013-09-06,"5.02,9.01",0000101830-13-000041,form8-k20130906.htm,91062,0,Data\edgar\item5_02_text\101830\0000101830-13-000041_form8-k20130906.htm
101830,8-K,2013-09-11,"5.02,9.01",0001193125-13-364138,d596894d8k.htm,37940,0,Data\edgar\item5_02_text\101830\0001193125-13-364138_d596894d8k.htm
101830,8-K/A,2013-09-20,5.02,0001193125-13-372972,d598899d8ka.htm,14315,0,Data\edgar\item5_02_text\101830\0001193125-13-372972_d598899d8ka.htm
101830,8-K,2013-09-20,"5.02,9.01",0001193125-13-372950,d598884d8k.htm,519610,0,Data\edgar\item5_02_text\101830\0001193125-13-372950_d598884d8k.htm
101830,8-K,2013-12-19,"5.02,5.08",0000101830-13-000053,a8-k20131218.htm,21798,0,Data\edgar\item5_02_text\101830\0000101830-13-000053_a8-k20131218.htm
101830,8-K,2014-01-16,"5.02,9.01",0000101830-14-000002,a8-k20140116.htm,93716,0,Data\edgar\item5_02_text\101830\0000101830-14-000002_a8-k20140116.htm
101830,8-K/A,2014-02-24,5.02,0000101830-14-000019,a8-ka20140219.htm,22747,0,Data\edgar\item5_02_text\101830\0000101830-14-000019_a8-ka20140219.htm
101830,8-K,2014-02-24,5.02,0000101830-14-000015,a8-k20140218sti.htm,22492,0,Data\edgar\item5_02_text\101830\0000101830-14-000015_a8-k20140218sti.htm
101830,8-K,2014-03-12,5.02,0000101830-14-000021,a8-k20140306.htm,16645,0,Data\edgar\item5_02_text\101830\0000101830-14-000021_a8-k20140306.htm
101830,8-K,2014-08-04,5.02,0000101830-14-000049,elfman8-kfinal.htm,49749,0,Data\edgar\item5_02_text\101830\0000101830-14-000049_elfman8-kfinal.htm
101830,8-K,2014-08-06,"5.02,9.01",0001193125-14-297076,d772298d8k.htm,287083,0,Data\edgar\item5_02_text\101830\0001193125-14-297076_d772298d8k.htm
101830,8-K/A,2014-10-09,5.02,0000101830-14-000066,form8-ka20141003.htm,18154,1,Data\edgar\item5_02_text\101830\0000101830-14-000066_form8-ka20141003.htm
101830,8-K,2014-10-09,5.02,0000101830-14-000064,form8-k20141003.htm,19849,1,Data\edgar\item5_02_text\101830\0000101830-14-000064_form8-k20141003.htm
101830,8-K,2014-11-07,"5.02,9.01",0000101830-14-000079,form8k20141105.htm,94675,1,Data\edgar\item5_02_text\101830\0000101830-14-000079_form8k20141105.htm
101830,8-K,2014-11-12,"5.02,9.01",0000101830-14-000081,a8-k20141105.htm,40219,1,Data\edgar\item5_02_text\101830\0000101830-14-000081_a8-k20141105.htm
101830,8-K,2015-08-03,"5.02,9.01",0001193125-15-275046,d98547d8k.htm,213081,1,Data\edgar\item5_02_text\101830\0001193125-15-275046_d98547d8k.htm
101830,8-K,2015-08-11,"5.02,9.01",0000101830-15-000025,a8-k20150807.htm,393107,1,Data\edgar\item5_02_text\101830\0000101830-15-000025_a8-k20150807.htm
101830,8-K,2015-08-11,"5.02,5.07",0000101830-15-000024,a8-k20150810.htm,54212,1,Data\edgar\item5_02_text\101830\0000101830-15-000024_a8-k20150810.htm
101830,8-K,2015-10-15,5.02,0000101830-15-000030,schwartzform8-k.htm,17418,1,Data\edgar\item5_02_text\101830\0000101830-15-000030_schwartzform8-k.htm
101830,8-K,2015-11-12,"5.02,9.01",0000101830-15-000043,form8-k20151106.htm,33856,1,Data\edgar\item5_02_text\101830\0000101830-15-000043_form8-k20151106.htm
101830,8-K,2016-03-01,5.02,0000101830-16-000056,a8-k20160225.htm,16217,1,Data\edgar\item5_02_text\101830\0000101830-16-000056_a8-k20160225.htm
101830,8-K,2016-05-06,5.02,0000101830-16-000063,a8-k20160503.htm,16072,1,Data\edgar\item5_02_text\101830\0000101830-16-000063_a8-k20160503.htm
101830,8-K,2016-06-24,5.02,0000101830-16-000070,form8-k20160622.htm,16477,1,Data\edgar\item5_02_text\101830\0000101830-16-000070_form8-k20160622.htm
101830,8-K,2016-11-03,"5.02,5.07",0000101830-16-000092,form8-k20161101.htm,57377,1,Data\edgar\item5_02_text\101830\0000101830-16-000092_form8-k20161101.htm
101830,8-K,2016-12-01,"5.02,9.01",0000101830-16-000094,form8-k20161201.htm,44218,1,Data\edgar\item5_02_text\101830\0000101830-16-000094_form8-k20161201.htm
101830,8-K/A,2016-12-12,5.02,0000101830-16-000096,form8-ka20161208.htm,24394,1,Data\edgar\item5_02_text\101830\0000101830-16-000096_form8-ka20161208.htm
101830,8-K,2017-01-24,"5.02,9.01",0000101830-17-000003,form8-k20170118.htm,318593,1,Data\edgar\item5_02_text\101830\0000101830-17-000003_form8-k20170118.htm
101830,8-K,2018-01-04,5.02,0000101830-18-000003,form8-k20180102.htm,529203,1,Data\edgar\item5_02_text\101830\0000101830-18-000003_form8-k20180102.htm
101830,8-K,2018-01-17,5.02,0000101830-18-000005,form8-k20180116.htm,26358,1,Data\edgar\item5_02_text\101830\0000101830-18-000005_form8-k20180116.htm
101830,8-K,2018-05-02,5.02,0000101830-18-000021,form8-k20180501.htm,26940,1,Data\edgar\item5_02_text\101830\0000101830-18-000021_form8-k20180501.htm
101830,8-K,2018-05-30,5.02,0000101830-18-000027,form8-k20180523.htm,29044,1,Data\edgar\item5_02_text\101830\0000101830-18-000027_form8-k20180523.htm
101830,8-K,2018-07-02,"5.02,9.01",0000101830-18-000029,form8-k20180629.htm,914587,1,Data\edgar\item5_02_text\101830\0000101830-18-000029_form8-k20180629.htm
101830,8-K,2018-12-06,5.02,0000101830-18-000057,form8-k20181203.htm,26090,1,Data\edgar\item5_02_text\101830\0000101830-18-000057_form8-k20181203.htm
101830,8-K,2019-05-22,5.02,0000101830-19-000017,form8-xk20190516.htm,39729,1,Data\edgar\item5_02_text\101830\0000101830-19-000017_form8-xk20190516.htm
101830,8-K,2020-04-01,"1.01,1.02,2.01,2.03,3.01,5.01,5.02,5.03,9.01",0001193125-20-093630,d853508d8k.htm,329544,1,Data\edgar\item5_02_text\101830\0001193125-20-093630_d853508d8k.htm
277135,8-K,2016-08-08,"5.02,5.03,9.01",0001104659-16-137921,a16-15974_18k.htm,184444,0,Data\edgar\item5_02_text\277135\0001104659-16-137921_a16-15974_18k.htm
277135,8-K,2016-10-03,5.02,0000277135-16-000057,form8-k93016.htm,21500,1,Data\edgar\item5_02_text\277135\0000277135-16-000057_form8-k93016.htm
277135,8-K,2017-07-19,"2.02,5.02,9.01",0000277135-17-000020,gww063020178k.htm,500247,1,Data\edgar\item5_02_text\277135\0000277135-17-000020_gww063020178k.htm
277135,8-K,2017-07-25,"5.02,9.01",0000277135-17-000023,gww063020178kbodelection.htm,47219,1,Data\edgar\item5_02_text\277135\0000277135-17-000023_gww063020178kbodelection.htm
277135,8-K,2017-08-02,"5.02,9.01",0000277135-17-000028,gww080220178kchairman.htm,45721,1,Data\edgar\item5_02_text\277135\0000277135-17-000028_gww080220178kchairman.htm
277135,8-K,2017-12-13,"5.02,9.01",0000277135-17-000044,gww121220178kbodelection.htm,45379,1,Data\edgar\item5_02_text\277135\0000277135-17-000044_gww121220178kbodelection.htm
277135,8-K,2018-04-02,"5.02,9.01",0001104659-18-021832,a18-9445_18k.htm,61217,1,Data\edgar\item5_02_text\277135\0001104659-18-021832_a18-9445_18k.htm
315293,8-K,2019-06-04,"5.02,9.01",0001193125-19-165112,d756679d8k.htm,131284,0,Data\edgar\item5_02_text\315293\0001193125-19-165112_d756679d8k.htm
315293,8-K,2019-06-25,"5.02,9.01",0001193125-19-181180,d721968d8k.htm,70876,0,Data\edgar\item5_02_text\315293\0001193125-19-181180_d721968d8k.htm
315293,8-K,2020-02-24,5.02,0001193125-20-045455,d863960d8k.htm,142793,1,Data\edgar\item5_02_text\315293\0001193125-20-045455_d863960d8k.htm
315293,8-K12B,2020-04-01,"1.01,2.03,3.01,3.02,3.03,5.02,5.03,8.01,9.01",0001193125-20-093512,d867242d8k12b.htm,3698408,1,Data\edgar\item5_02_text\315293\0001193125-20-093512_d867242d8k12b.htm
315293,8-K,2020-04-27,"5.02,7.01,9.01",0001193125-20-120011,d922389d8k.htm,291806,1,Data\edgar\item5_02_text\315293\0001193125-20-120011_d922389d8k.htm
315293,8-K,2020-06-25,"5.02,5.07,9.01",0001193125-20-178023,d947905d8k.htm,327286,1,Data\edgar\item5_02_text\315293\0001193125-20-178023_d947905d8k.htm
315293,8-K,2020-10-30,"1.01,5.02,9.01",0001193125-20-282544,d873218d8k.htm,275829,1,Data\edgar\item5_02_text\315293\0001193125-20-282544_d873218d8k.htm
315293,8-K,2021-01-29,5.02,0001193125-21-022598,d116873d8k.htm,253087,1,Data\edgar\item5_02_text\315293\0001193125-21-022598_d116873d8k.htm
315293,8-K,2021-07-01,5.02,0001193125-21-206409,d55212d8k.htm,236316,1,Data\edgar\item5_02_text\315293\0001193125-21-206409_d55212d8k.htm
315293,8-K,2021-07-26,"1.01,1.02,5.02,7.01,9.01",0001193125-21-223710,d208525d8k.htm,325967,1,Data\edgar\item5_02_text\315293\0001193125-21-223710_d208525d8k.htm
318154,8-K,2019-10-23,"5.02,9.01",0001193125-19-272011,d822516d8k.htm,212136,0,Data\edgar\item5_02_text\318154\0001193125-19-272011_d822516d8k.htm
318154,8-K,2020-07-23,5.02,0001193125-20-197806,d931570d8k.htm,189523,1,Data\edgar\item5_02_text\318154\0001193125-20-197806_d931570d8k.htm
318154,8-K,2020-07-23,5.02,0001193125-20-197795,d931562d8k.htm,191448,1,Data\edgar\item5_02_text\318154\0001193125-20-197795_d931562d8k.htm
318154,8-K,2021-07-30,"5.02,9.01",0001193125-21-229599,d198092d8k.htm,210022,1,Data\edgar\item5_02_text\318154\0001193125-21-229599_d198092d8k.htm
318154,8-K,2022-08-03,"5.02,9.01",0001193125-22-211269,d386700d8k.htm,201276,0,Data\edgar\item5_02_text\318154\0001193125-22-211269_d386700d8k.htm
318154,8-K,2023-08-04,5.02,0001193125-23-203033,d525761d8k.htm,143547,1,Data\edgar\item5_02_text\318154\0001193125-23-203033_d525761d8k.htm
318154,8-K,2023-12-14,"5.02,9.01",0001193125-23-295027,d598661d8k.htm,217404,1,Data\edgar\item5_02_text\318154\0001193125-23-295027_d598661d8k.htm
318154,8-K,2024-06-03,"5.02,5.07",0001193125-24-153221,d827769d8k.htm,216126,1,Data\edgar\item5_02_text\318154\0001193125-24-153221_d827769d8k.htm
320193,8-K,2009-01-16,5.02,0001181431-09-003017,rrd229456.htm,16559,0,Data\edgar\item5_02_text\320193\0001181431-09-003017_rrd229456.htm
320193,8-K,2009-08-04,5.02,0001181431-09-037492,rrd249632.htm,11952,1,Data\edgar\item5_02_text\320193\0001181431-09-037492_rrd249632.htm
320193,8-K,2010-03-01,"5.02,5.07,9.01",0001193125-10-044765,d8k.htm,177359,1,Data\edgar\item5_02_text\320193\0001193125-10-044765_d8k.htm
320193,8-K,2010-03-12,5.02,0001181431-10-016054,rrd269693.htm,12684,1,Data\edgar\item5_02_text\320193\0001181431-10-016054_rrd269693.htm
320193,8-K,2010-11-17,"5.02,5.03,9.01",0001181431-10-056327,rrd291195.htm,105315,1,Data\edgar\item5_02_text\320193\0001181431-10-056327_rrd291195.htm
320193,8-K,2011-08-26,5.02,0001181431-11-047179,rrd320651.htm,13278,0,Data\edgar\item5_02_text\320193\0001181431-11-047179_rrd320651.htm
320193,8-K,2011-11-16,5.02,0001181431-11-056354,rrd325897.htm,12623,0,Data\edgar\item5_02_text\320193\0001181431-11-056354_rrd325897.htm
320193,8-K,2012-05-24,5.02,0001181431-12-032458,rrd346000.htm,13591,0,Data\edgar\item5_02_text\320193\0001181431-12-032458_rrd346000.htm
320193,8-K,2012-06-28,5.02,0001181431-12-038301,rrd349607.htm,11611,0,Data\edgar\item5_02_text\320193\0001181431-12-038301_rrd349607.htm
320193,8-K,2013-06-21,5.02,0001193125-13-267629,d556626d8k.htm,63976,1,Data\edgar\item5_02_text\320193\0001193125-13-267629_d556626d8k.htm
320193,8-K,2013-07-30,5.02,0001181431-13-041847,rrd386884.htm,11650,1,Data\edgar\item5_02_text\320193\0001181431-13-041847_rrd386884.htm
320193,8-K,2014-03-05,"5.02,5.03,5.07,9.01",0001193125-14-084697,d684095d8k.htm,367759,1,Data\edgar\item5_02_text\320193\0001193125-14-084697_d684095d8k.htm
320193,8-K,2014-05-30,5.02,0001181431-14-021923,rrd410610.htm,13670,1,Data\edgar\item5_02_text\320193\0001181431-14-021923_rrd410610.htm
320193,8-K,2014-07-17,5.02,0001193125-14-271698,d758295d8k.htm,14531,1,Data\edgar\item5_02_text\320193\0001193125-14-271698_d758295d8k.htm
320193,8-K,2015-10-02,5.02,0001193125-15-336615,d10101d8k.htm,15305,1,Data\edgar\item5_02_text\320193\0001193125-15-336615_d10101d8k.htm
320193,8-K,2015-12-17,5.02,0001193125-15-406279,d107635d8k.htm,14852,1,Data\edgar\item5_02_text\320193\0001193125-15-406279_d107635d8k.htm
320193,8-K,2016-03-01,"5.02,5.07,9.01",0001193125-16-488223,d150918d8k.htm,156160,1,Data\edgar\item5_02_text\320193\0001193125-16-488223_d150918d8k.htm
320193,8-K,2017-10-12,5.02,0001193125-17-308859,d386231d8k.htm,15342,0,Data\edgar\item5_02_text\320193\0001193125-17-308859_d386231d8k.htm
320193,8-K,2019-02-06,5.02,0000320193-19-000026,a8-kfebruary2019252019.htm,29021,1,Data\edgar\item5_02_text\320193\0000320193-19-000026_a8-kfebruary2019252019.htm
320193,8-K,2019-09-13,5.02,0000320193-19-000093,a8-kseptember201991019.htm,295855,1,Data\edgar\item5_02_text\320193\0000320193-19-000093_a8-kseptember201991019.htm
320193,8-K,2021-01-05,5.02,0001193125-21-001982,d29637d8k.htm,290029,1,Data\edgar\item5_02_text\320193\0001193125-21-001982_d29637d8k.htm
354190,8-K,2016-01-28,"5.02,9.01",0001193125-16-442035,d120631d8k.htm,24192,0,Data\edgar\item5_02_text\354190\0001193125-16-442035_d120631d8k.htm
354190,8-K,2017-05-16,"5.02,5.07,7.01,9.01",0001193125-17-171866,d400552d8k.htm,23118260,1,Data\edgar\item5_02_text\354190\0001193125-17-171866_d400552d8k.htm
354950,8-K,2012-09-21,"5.02,9.01",0000354950-12-000027,hd_8kx09212012.htm,45715,0,Data\edgar\item5_02_text\354950\0000354950-12-000027_hd_8kx09212012.htm
354950,8-K,2012-11-16,5.02,0000354950-12-000032,hd_8kx11152012.htm,19701,0,Data\edgar\item5_02_text\354950\0000354950-12-000032_hd_8kx11152012.htm
354950,8-K,2013-03-06,"5.02,9.01",0000354950-13-000005,hd_8kx03062013.htm,144810,1,Data\edgar\item5_02_text\354950\0000354950-13-000005_hd_8kx03062013.htm
354950,8-K,2013-05-29,"5.02,5.07",0000354950-13-000017,hd_8kx05232013.htm,80842,1,Data\edgar\item5_02_text\354950\0000354950-13-000017_hd_8kx05232013.htm
354950,8-K,2013-09-20,"5.02,9.01",0000354950-13-000037,hd_8kx09202013.htm,45437,1,Data\edgar\item5_02_text\354950\0000354950-13-000037_hd_8kx09202013.htm
354950,8-K,2014-02-28,"5.02,9.01",0000354950-14-000006,hd_8kx02272014.htm,47965,1,Data\edgar\item5_02_text\354950\0000354950-14-000006_hd_8kx02272014.htm
354950,8-K,2014-08-21,"5.02,5.03,9.01",0000354950-14-000030,hd_8kx08212014.htm,163202,1,Data\edgar\item5_02_text\354950\0000354950-14-000030_hd_8kx08212014.htm
723254,8-K,2019-07-01,5.02,0000723254-19-000015,ctas8-kdepartureandappoint.htm,32165,0,Data\edgar\item5_02_text\723254\0000723254-19-000015_ctas8-kdepartureandappoint.htm
723254,8-K/A,2019-07-25,5.02,0000723254-19-000019,ctas8-kaappointmentofdirec.htm,30993,0,Data\edgar\item5_02_text\723254\0000723254-19-000019_ctas8-kaappointmentofdirec.htm
723254,8-K,2021-04-26,5.02,0000723254-21-000012,ctas-20210423.htm,3521988,1,Data\edgar\item5_02_text\723254\0000723254-21-000012_ctas-20210423.htm
732712,8-K,2006-12-07,5.02,0001193125-06-248715,d8k.htm,11709,0,Data\edgar\item5_02_text\732712\0001193125-06-248715_d8k.htm
732712,8-K,2006-12-12,5.02,0001193125-06-251425,d8k.htm,13726,0,Data\edgar\item5_02_text\732712\0001193125-06-251425_d8k.htm
732712,8-K,2006-12-19,5.02,0001193125-06-256227,d8k.htm,12784,0,Data\edgar\item5_02_text\732712\0001193125-06-256227_d8k.htm
732712,8-K,2007-02-06,5.02,0001193125-07-020398,d8k.htm,14846,0,Data\edgar\item5_02_text\732712\0001193125-07-020398_d8k.htm
732712,8-K,2007-06-08,5.02,0001193125-07-132583,d8k.htm,16824,0,Data\edgar\item5_02_text\732712\0001193125-07-132583_d8k.htm
732712,8-K,2007-09-11,5.02,0001193125-07-199004,d8k.htm,12700,1,Data\edgar\item5_02_text\732712\0001193125-07-199004_d8k.htm
732712,8-K,2007-12-07,5.02,0001193125-07-261097,d8k.htm,13244,1,Data\edgar\item5_02_text\732712\0001193125-07-261097_d8k.htm
732712,8-K,2008-10-01,5.02,0001193125-08-204660,d8k.htm,13840,1,Data\edgar\item5_02_text\732712\0001193125-08-204660_d8k.htm
732712,8-K,2012-12-06,5.02,0001193125-12-493313,d449798d8k.htm,13344,0,Data\edgar\item5_02_text\732712\0001193125-12-493313_d449798d8k.htm
732712,8-K,2013-02-07,5.02,0001193125-13-043053,d481194d8k.htm,13514,1,Data\edgar\item5_02_text\732712\0001193125-13-043053_d481194d8k.htm
732712,8-K,2013-06-10,5.02,0001193125-13-253564,d551901d8k.htm,14372,1,Data\edgar\item5_02_text\732712\0001193125-13-253564_d551901d8k.htm
732712,8-K/A,2013-09-05,5.02,0001193125-13-357857,d588937d8ka.htm,13226,1,Data\edgar\item5_02_text\732712\0001193125-13-357857_d588937d8ka.htm
732712,8-K/A,2013-09-05,5.02,0001193125-13-357855,d588915d8ka.htm,12777,1,Data\edgar\item5_02_text\732712\0001193125-13-357855_d588915d8ka.htm
732712,8-K,2013-11-07,5.02,0001193125-13-432495,d624629d8k.htm,12807,1,Data\edgar\item5_02_text\732712\0001193125-13-432495_d624629d8k.htm
732712,8-K,2014-02-11,5.02,0001193125-14-045399,d675217d8k.htm,14547,1,Data\edgar\item5_02_text\732712\0001193125-14-045399_d675217d8k.htm
732712,8-K/A,2014-09-04,5.02,0001193125-14-331837,d783476d8ka.htm,12965,0,Data\edgar\item5_02_text\732712\0001193125-14-331837_d783476d8ka.htm
732712,8-K,2014-12-08,5.02,0001193125-14-436511,d836146d8k.htm,11363,0,Data\edgar\item5_02_text\732712\0001193125-14-436511_d836146d8k.htm
732712,8-K,2015-01-14,5.02,0001193125-15-010064,d850349d8k.htm,11036,0,Data\edgar\item5_02_text\732712\0001193125-15-010064_d850349d8k.htm
732712,8-K,2015-02-05,5.02,0001193125-15-035447,d865815d8k.htm,12083,0,Data\edgar\item5_02_text\732712\0001193125-15-035447_d865815d8k.htm
732712,8-K,2015-02-18,5.02,0001193125-15-051424,d876243d8k.htm,13735,0,Data\edgar\item5_02_text\732712\0001193125-15-051424_d876243d8k.htm
732712,8-K,2015-05-13,"5.02,5.07",0001193125-15-185255,d924053d8k.htm,24832,0,Data\edgar\item5_02_text\732712\0001193125-15-185255_d924053d8k.htm
732712,8-K,2015-09-03,5.02,0001193125-15-311636,d72446d8k.htm,11588,1,Data\edgar\item5_02_text\732712\0001193125-15-311636_d72446d8k.htm
732712,8-K,2015-11-05,5.02,0001193125-15-367882,d97140d8k.htm,11768,1,Data\edgar\item5_02_text\732712\0001193125-15-367882_d97140d8k.htm
732712,8-K/A,2015-12-03,5.02,0001193125-15-394003,d161224d8ka.htm,12624,1,Data\edgar\item5_02_text\732712\0001193125-15-394003_d161224d8ka.htm
732712,8-K,2015-12-10,5.02,0001193125-15-400066,d33874d8k.htm,11544,1,Data\edgar\item5_02_text\732712\0001193125-15-400066_d33874d8k.htm
732712,8-K/A,2016-06-02,5.02,0001193125-16-610887,d200861d8ka.htm,11438,1,Data\edgar\item5_02_text\732712\0001193125-16-610887_d200861d8ka.htm
