cik,form,filing_date,items,accession,primary_doc,local_file,on_disk
354950,8-K,2013-03-06,"5.02,9.01",0000354950-13-000005,hd_8kx03062013.htm,Data\edgar\item5_02_text\354950\0000354950-13-000005_hd_8kx03062013.htm,1
354950,8-K,2013-05-29,"5.02,5.07",0000354950-13-000017,hd_8kx05232013.htm,Data\edgar\item5_02_text\354950\0000354950-13-000017_hd_8kx05232013.htm,1
354950,8-K,2013-09-20,"5.02,9.01",0000354950-13-000037,hd_8kx09202013.htm,Data\edgar\item5_02_text\354950\0000354950-13-000037_hd_8kx09202013.htm,1
354950,8-K,2014-02-28,"5.02,9.01",0000354950-14-000006,hd_8kx02272014.htm,Data\edgar\item5_02_text\354950\0000354950-14-000006_hd_8kx02272014.htm,1
354950,8-K,2014-08-21,"5.02,5.03,9.01",0000354950-14-000030,hd_8kx08212014.htm,Data\edgar\item5_02_text\354950\0000354950-14-000030_hd_8kx08212014.htm,1
708818,8-K,2021-06-21,"5.02,5.03,9.01",0001193125-21-195231,d192112d8k.htm,Data\edgar\item5_02_text\708818\0001193125-21-195231_d192112d8k.htm,1
708818,8-K,2021-08-17,"5.02,5.03,5.08,9.01",0001564590-21-044938,nxgn-8k_20210811.htm,Data\edgar\item5_02_text\708818\0001564590-21-044938_nxgn-8k_20210811.htm,1
708818,8-K/A,2021-08-18,"5.02,5.03,5.08,9.01",0001564590-21-044962,nxgn-8ka_20210811.htm,Data\edgar\item5_02_text\708818\0001564590-21-044962_nxgn-8ka_20210811.htm,1
708818,8-K,2021-09-20,"5.02,8.01,9.01",0001193125-21-277369,d233324d8k.htm,Data\edgar\item5_02_text\708818\0001193125-21-277369_d233324d8k.htm,1
708818,8-K,2021-10-19,"1.01,3.03,5.02,5.03,5.07,8.01,9.01",0001193125-21-302080,d537072d8k.htm,Data\edgar\item5_02_text\708818\0001193125-21-302080_d537072d8k.htm,1
708818,8-K,2023-02-07,"5.02,9.01",0000950170-23-001988,nxgn-20230202.htm,Data\edgar\item5_02_text\708818\0000950170-23-001988_nxgn-20230202.htm,1
708818,8-K,2023-08-23,"5.02,5.07,9.01",0000950170-23-044125,nxgn-20230822.htm,Data\edgar\item5_02_text\708818\0000950170-23-044125_nxgn-20230822.htm,1
718877,8-K,2010-10-29,5.02,0001104659-10-054725,a10-20068_18k.htm,Data\edgar\item5_02_text\718877\0001104659-10-054725_a10-20068_18k.htm,1
718877,8-K,2010-11-01,5.02,0001104659-10-055003,a10-20249_18k.htm,Data\edgar\item5_02_text\718877\0001104659-10-055003_a10-20249_18k.htm,1
718877,8-K,2011-03-08,5.02,0001104659-11-013007,a11-7469_18k.htm,Data\edgar\item5_02_text\718877\0001104659-11-013007_a11-7469_18k.htm,1
718877,8-K,2011-03-09,5.02,0001104659-11-013286,a11-7469_28k.htm,Data\edgar\item5_02_text\718877\0001104659-11-013286_a11-7469_28k.htm,1
718877,8-K,2011-08-03,5.02,0001104659-11-043165,a11-23508_18k.htm,Data\edgar\item5_02_text\718877\0001104659-11-043165_a11-23508_18k.htm,1
718877,8-K,2012-03-06,5.02,0001104659-12-015944,a12-6437_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-015944_a12-6437_18k.htm,1
718877,8-K,2012-03-16,"5.02,9.01",0001104659-12-018951,a12-7162_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-018951_a12-7162_18k.htm,1
718877,8-K,2012-03-19,5.02,0001104659-12-019245,a12-7498_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-019245_a12-7498_18k.htm,1
718877,8-K,2012-06-12,"5.02,5.07,9.01",0001104659-12-043056,a12-14498_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-043056_a12-14498_18k.htm,1
718877,8-K,2012-07-06,5.02,0001104659-12-047906,a12-15997_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-047906_a12-15997_18k.htm,1
718877,8-K,2012-08-27,5.02,0001104659-12-060277,a12-19029_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-060277_a12-19029_18k.htm,1
718877,8-K,2012-09-24,5.02,0001104659-12-065061,a12-21920_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-065061_a12-21920_18k.htm,1
718877,8-K,2012-10-15,5.02,0001104659-12-069148,a12-24009_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-069148_a12-24009_18k.htm,1
718877,8-K,2012-10-24,5.02,0001104659-12-070867,a12-24941_18k.htm,Data\edgar\item5_02_text\718877\0001104659-12-070867_a12-24941_18k.htm,1
718877,8-K,2021-04-02,5.02,0001104659-21-046147,tm2111987d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-21-046147_tm2111987d1_8k.htm,1
718877,8-K,2021-04-29,"5.02,9.01",0001104659-21-056776,tm2114493d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-21-056776_tm2114493d1_8k.htm,1
718877,8-K,2021-06-03,5.02,0001104659-21-076405,tm2118279d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-21-076405_tm2118279d1_8k.htm,1
718877,8-K,2021-06-21,"5.02,5.07",0001104659-21-083428,tm2120202d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-21-083428_tm2120202d1_8k.htm,1
718877,8-K,2021-09-14,"5.02,9.01",0001104659-21-115515,tm2127559d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-21-115515_tm2127559d1_8k.htm,1
718877,8-K,2022-04-21,5.02,0001104659-22-048385,tm2212883d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-22-048385_tm2212883d1_8k.htm,1
718877,8-K,2022-10-06,"5.02,7.01,9.01",0001104659-22-106731,tm2227542d1_8k.htm,Data\edgar\item5_02_text\718877\0001104659-22-106731_tm2227542d1_8k.htm,1
718877,8-K,2022-12-16,5.02,0001628280-22-032124,atvi-20221213.htm,Data\edgar\item5_02_text\718877\0001628280-22-032124_atvi-20221213.htm,1
718877,8-K,2022-12-21,"5.02,9.01",0001628280-22-032444,atvi-20221218.htm,Data\edgar\item5_02_text\718877\0001628280-22-032444_atvi-20221218.htm,1
723254,8-K,2019-07-01,5.02,0000723254-19-000015,ctas8-kdepartureandappoint.htm,Data\edgar\item5_02_text\723254\0000723254-19-000015_ctas8-kdepartureandappoint.htm,1
723254,8-K/A,2019-07-25,5.02,0000723254-19-000019,ctas8-kaappointmentofdirec.htm,Data\edgar\item5_02_text\723254\0000723254-19-000019_ctas8-kaappointmentofdirec.htm,1
723254,8-K,2021-04-26,5.02,0000723254-21-000012,ctas-20210423.htm,Data\edgar\item5_02_text\723254\0000723254-21-000012_ctas-20210423.htm,1
728535,8-K,2019-01-25,"5.02,9.01",0001437749-19-001348,jbht20190124_8k.htm,Data\edgar\item5_02_text\728535\0001437749-19-001348_jbht20190124_8k.htm,1
728535,8-K,2019-12-04,"5.02,7.01,9.01",0001437749-19-023851,jbht20191204_8k.htm,Data\edgar\item5_02_text\728535\0001437749-19-023851_jbht20191204_8k.htm,1
728535,8-K,2020-01-28,"5.02,7.01,9.01",0001437749-20-001300,jbht20200127_8k.htm,Data\edgar\item5_02_text\728535\0001437749-20-001300_jbht20200127_8k.htm,1
728535,8-K/A,2020-02-03,"5.02,9.01",0001437749-20-001559,jbht20200203_8ka.htm,Data\edgar\item5_02_text\728535\0001437749-20-001559_jbht20200203_8ka.htm,1
728535,8-K,2020-02-10,"5.02,7.01,9.01",0001437749-20-002187,jbht20200207_8k.htm,Data\edgar\item5_02_text\728535\0001437749-20-002187_jbht20200207_8k.htm,1
728535,8-K,2020-11-24,"5.02,7.01,9.01",0001437749-20-024370,jbht20201123_8k.htm,Data\edgar\item5_02_text\728535\0001437749-20-024370_jbht20201123_8k.htm,1
728535,8-K,2021-01-25,"5.02,9.01",0001437749-21-001198,jbht20210122_8k.htm,Data\edgar\item5_02_text\728535\0001437749-21-001198_jbht20210122_8k.htm,1
728535,8-K,2022-01-24,"5.02,9.01",0001437749-22-001506,jbht20220124_8k.htm,Data\edgar\item5_02_text\728535\0001437749-22-001506_jbht20220124_8k.htm,1
731766,8-K,2022-02-17,5.02,0000731766-22-000010,unh-20220214.htm,Data\edgar\item5_02_text\731766\0000731766-22-000010_unh-20220214.htm,1
731766,8-K,2022-12-12,"5.02,9.01",0000731766-22-000051,unh-20221212.htm,Data\edgar\item5_02_text\731766\0000731766-22-000051_unh-20221212.htm,1
731766,8-K,2023-11-03,"5.02,9.01",0000731766-23-000061,unh-20231103.htm,Data\edgar\item5_02_text\731766\0000731766-23-000061_unh-20231103.htm,1
731766,8-K,2024-02-07,5.02,0000731766-24-000026,unh-20240206.htm,Data\edgar\item5_02_text\731766\0000731766-24-000026_unh-20240206.htm,1
731766,8-K,2024-03-28,5.02,0000731766-24-000122,unh-20240328.htm,Data\edgar\item5_02_text\731766\0000731766-24-000122_unh-20240328.htm,1
731766,8-K/A,2024-04-17,5.02,0000731766-24-000148,unh-20240328.htm,Data\edgar\item5_02_text\731766\0000731766-24-000148_unh-20240328.htm,1
731766,8-K,2024-05-15,5.02,0000731766-24-000159,unh-20240515.htm,Data\edgar\item5_02_text\731766\0000731766-24-000159_unh-20240515.htm,1
732712,8-K,2006-12-07,5.02,0001193125-06-248715,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-06-248715_d8k.htm,1
732712,8-K,2006-12-12,5.02,0001193125-06-251425,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-06-251425_d8k.htm,1
732712,8-K,2006-12-19,5.02,0001193125-06-256227,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-06-256227_d8k.htm,1
732712,8-K,2007-02-06,5.02,0001193125-07-020398,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-07-020398_d8k.htm,1
732712,8-K,2007-06-08,5.02,0001193125-07-132583,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-07-132583_d8k.htm,1
732712,8-K,2007-09-11,5.02,0001193125-07-199004,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-07-199004_d8k.htm,1
732712,8-K,2007-12-07,5.02,0001193125-07-261097,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-07-261097_d8k.htm,1
732712,8-K,2008-10-01,5.02,0001193125-08-204660,d8k.htm,Data\edgar\item5_02_text\732712\0001193125-08-204660_d8k.htm,1
732712,8-K,2012-12-06,5.02,0001193125-12-493313,d449798d8k.htm,Data\edgar\item5_02_text\732712\0001193125-12-493313_d449798d8k.htm,1
732712,8-K,2013-02-07,5.02,0001193125-13-043053,d481194d8k.htm,Data\edgar\item5_02_text\732712\0001193125-13-043053_d481194d8k.htm,1
732712,8-K,2013-06-10,5.02,0001193125-13-253564,d551901d8k.htm,Data\edgar\item5_02_text\732712\0001193125-13-253564_d551901d8k.htm,1
732712,8-K/A,2013-09-05,5.02,0001193125-13-357857,d588937d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-13-357857_d588937d8ka.htm,1
732712,8-K/A,2013-09-05,5.02,0001193125-13-357855,d588915d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-13-357855_d588915d8ka.htm,1
732712,8-K,2013-11-07,5.02,0001193125-13-432495,d624629d8k.htm,Data\edgar\item5_02_text\732712\0001193125-13-432495_d624629d8k.htm,1
732712,8-K,2014-02-11,5.02,0001193125-14-045399,d675217d8k.htm,Data\edgar\item5_02_text\732712\0001193125-14-045399_d675217d8k.htm,1
732712,8-K/A,2014-09-04,5.02,0001193125-14-331837,d783476d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-14-331837_d783476d8ka.htm,1
732712,8-K,2014-12-08,5.02,0001193125-14-436511,d836146d8k.htm,Data\edgar\item5_02_text\732712\0001193125-14-436511_d836146d8k.htm,1
732712,8-K,2015-01-14,5.02,0001193125-15-010064,d850349d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-010064_d850349d8k.htm,1
732712,8-K,2015-02-05,5.02,0001193125-15-035447,d865815d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-035447_d865815d8k.htm,1
732712,8-K,2015-02-18,5.02,0001193125-15-051424,d876243d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-051424_d876243d8k.htm,1
732712,8-K,2015-05-13,"5.02,5.07",0001193125-15-185255,d924053d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-185255_d924053d8k.htm,1
732712,8-K,2015-09-03,5.02,0001193125-15-311636,d72446d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-311636_d72446d8k.htm,1
732712,8-K,2015-11-05,5.02,0001193125-15-367882,d97140d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-367882_d97140d8k.htm,1
732712,8-K/A,2015-12-03,5.02,0001193125-15-394003,d161224d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-15-394003_d161224d8ka.htm,1
732712,8-K,2015-12-10,5.02,0001193125-15-400066,d33874d8k.htm,Data\edgar\item5_02_text\732712\0001193125-15-400066_d33874d8k.htm,1
732712,8-K/A,2016-06-02,5.02,0001193125-16-610887,d200861d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-16-610887_d200861d8ka.htm,1
732712,8-K,2016-06-09,5.02,0001193125-16-617604,d208487d8k.htm,Data\edgar\item5_02_text\732712\0001193125-16-617604_d208487d8k.htm,1
732712,8-K,2016-09-01,"5.02,9.01",0001193125-16-699639,d145813d8k.htm,Data\edgar\item5_02_text\732712\0001193125-16-699639_d145813d8k.htm,1
732712,8-K,2016-12-20,5.02,0001193125-16-798875,d313010d8k.htm,Data\edgar\item5_02_text\732712\0001193125-16-798875_d313010d8k.htm,1
732712,8-K,2017-03-20,5.02,0001193125-17-088316,d360349d8k.htm,Data\edgar\item5_02_text\732712\0001193125-17-088316_d360349d8k.htm,1
732712,8-K,2017-05-10,"5.02,5.07",0001193125-17-165255,d396957d8k.htm,Data\edgar\item5_02_text\732712\0001193125-17-165255_d396957d8k.htm,1
732712,8-K,2017-10-04,5.02,0001193125-17-303383,d469226d8k.htm,Data\edgar\item5_02_text\732712\0001193125-17-303383_d469226d8k.htm,1
732712,8-K,2018-03-07,5.02,0001193125-18-073362,d544764d8k.htm,Data\edgar\item5_02_text\732712\0001193125-18-073362_d544764d8k.htm,1
732712,8-K,2018-06-08,5.02,0001193125-18-187324,d602397d8k.htm,Data\edgar\item5_02_text\732712\0001193125-18-187324_d602397d8k.htm,1
732712,8-K,2018-09-06,5.02,0001193125-18-268028,d614347d8k.htm,Data\edgar\item5_02_text\732712\0001193125-18-268028_d614347d8k.htm,1
732712,8-K,2018-10-04,5.02,0001193125-18-292824,d623931d8k.htm,Data\edgar\item5_02_text\732712\0001193125-18-292824_d623931d8k.htm,1
732712,8-K/A,2019-02-08,5.02,0001193125-19-031481,d695569d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-19-031481_d695569d8ka.htm,1
732712,8-K,2019-02-08,"5.02,9.01",0001193125-19-031476,d704619d8k.htm,Data\edgar\item5_02_text\732712\0001193125-19-031476_d704619d8k.htm,1
732712,8-K,2019-05-09,5.02,0001193125-19-142992,d706817d8k.htm,Data\edgar\item5_02_text\732712\0001193125-19-142992_d706817d8k.htm,1
732712,8-K,2019-12-05,"5.02,5.03,9.01",0001193125-19-307167,d831633d8k.htm,Data\edgar\item5_02_text\732712\0001193125-19-307167_d831633d8k.htm,1
732712,8-K,2020-02-05,5.02,0001193125-20-025340,d881959d8k.htm,Data\edgar\item5_02_text\732712\0001193125-20-025340_d881959d8k.htm,1
732712,8-K,2020-03-13,5.02,0001193125-20-072475,d897160d8k.htm,Data\edgar\item5_02_text\732712\0001193125-20-072475_d897160d8k.htm,1
732712,8-K/A,2021-05-13,5.02,0001193125-21-160418,d528712d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-21-160418_d528712d8ka.htm,1
732712,8-K,2021-06-25,5.02,0001193125-21-199523,d139513d8k.htm,Data\edgar\item5_02_text\732712\0001193125-21-199523_d139513d8k.htm,1
732712,8-K,2021-08-13,5.02,0001193125-21-245801,d216962d8k.htm,Data\edgar\item5_02_text\732712\0001193125-21-245801_d216962d8k.htm,1
732712,8-K,2021-09-01,"5.02,8.01",0001193125-21-262922,d198679d8k.htm,Data\edgar\item5_02_text\732712\0001193125-21-262922_d198679d8k.htm,1
732712,8-K,2021-11-08,5.02,0001193125-21-323046,d231208d8k.htm,Data\edgar\item5_02_text\732712\0001193125-21-323046_d231208d8k.htm,1
732712,8-K/A,2021-12-02,5.02,0001193125-21-346654,d228353d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-21-346654_d228353d8ka.htm,1
732712,8-K/A,2021-12-02,5.02,0001193125-21-346650,d228333d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-21-346650_d228333d8ka.htm,1
732712,8-K,2022-05-16,5.02,0001193125-22-151826,d340833d8k.htm,Data\edgar\item5_02_text\732712\0001193125-22-151826_d340833d8k.htm,1
732712,8-K,2022-06-06,5.02,0001193125-22-168378,d366918d8k.htm,Data\edgar\item5_02_text\732712\0001193125-22-168378_d366918d8k.htm,1
732712,8-K,2022-08-25,5.02,0001193125-22-230055,d373006d8k.htm,Data\edgar\item5_02_text\732712\0001193125-22-230055_d373006d8k.htm,1
732712,8-K/A,2022-08-25,5.02,0001193125-22-230053,d375293d8ka.htm,Data\edgar\item5_02_text\732712\0001193125-22-230053_d375293d8ka.htm,1
732712,8-K,2022-11-07,5.02,0001193125-22-278771,d416800d8k.htm,Data\edgar\item5_02_text\732712\0001193125-22-278771_d416800d8k.htm,1
732712,8-K,2023-03-03,5.02,0001193125-23-058988,d461784d8k.htm,Data\edgar\item5_02_text\732712\0001193125-23-058988_d461784d8k.htm,1
732712,8-K,2024-01-24,5.02,0001193125-24-013874,d701168d8k.htm,Data\edgar\item5_02_text\732712\0001193125-24-013874_d701168d8k.htm,1
732712,8-K,2024-02-02,5.02,0001193125-24-022476,d745812d8k.htm,Data\edgar\item5_02_text\732712\0001193125-24-022476_d745812d8k.htm,1
732712,8-K,2024-05-23,5.02,0001193125-24-146021,d770164d8k.htm,Data\edgar\item5_02_text\732712\0001193125-24-146021_d770164d8k.htm,1
732712,8-K,2024-06-27,5.02,0001193125-24-170544,d858119d8k.htm,Data\edgar\item5_02_text\732712\0001193125-24-170544_d858119d8k.htm,1
732717,8-K,2006-12-29,"2.01,2.03,5.02,9.01",0000950123-06-015733,y28428e8vk.txt,Data\edgar\item5_02_text\732717\0000950123-06-015733_y28428e8vk.txt,1
732717,8-K/A,2007-01-29,5.02,0000732717-07-000007,cmteappts8k.htm,Data\edgar\item5_02_text\732717\0000732717-07-000007_cmteappts8k.htm,1
732717,8-K,2007-04-30,5.02,0000732717-07-000028,annmeet20078k.htm,Data\edgar\item5_02_text\732717\0000732717-07-000028_annmeet20078k.htm,1
732717,8-K/A,2007-06-01,5.02,0000732717-07-000038,amdceopay.htm,Data\edgar\item5_02_text\732717\0000732717-07-000038_amdceopay.htm,1
732717,8-K,2007-10-16,5.02,0000732717-07-000084,sigmanretirement8k.htm,Data\edgar\item5_02_text\732717\0000732717-07-000084_sigmanretirement8k.htm,1
732717,8-K,2007-10-19,"5.02,9.01",0000732717-07-000089,amdmobilityplan.htm,Data\edgar\item5_02_text\732717\0000732717-07-000089_amdmobilityplan.htm,1
732717,8-K,2008-09-29,5.02,0000732717-08-000070,chicopardo8k.htm,Data\edgar\item5_02_text\732717\0000732717-08-000070_chicopardo8k.htm,1
732717,8-K,2010-02-23,5.02,0000732717-10-000011,aldinger8k.htm,Data\edgar\item5_02_text\732717\0000732717-10-000011_aldinger8k.htm,1
732717,8-K,2010-06-25,"5.02,9.01",0000732717-10-000051,june8k2010j24.htm,Data\edgar\item5_02_text\732717\0000732717-10-000051_june8k2010j24.htm,1
732717,8-K,2010-09-30,5.02,0000732717-10-000082,sept20108k.htm,Data\edgar\item5_02_text\732717\0000732717-10-000082_sept20108k.htm,1
732717,8-K/A,2010-12-17,5.02,0000732717-10-000097,rose8ka.htm,Data\edgar\item5_02_text\732717\0000732717-10-000097_rose8ka.htm,1
732717,8-K,2011-03-07,5.02,0000732717-11-000016,lindner_8k.htm,Data\edgar\item5_02_text\732717\0000732717-11-000016_lindner_8k.htm,1
732717,8-K/A,2011-03-29,"5.02,9.01",0000732717-11-000033,form8k-a.htm,Data\edgar\item5_02_text\732717\0000732717-11-000033_form8k-a.htm,1
732717,8-K,2011-12-16,"5.02,9.01",0000732717-11-000107,stephensonserp.htm,Data\edgar\item5_02_text\732717\0000732717-11-000107_stephensonserp.htm,1
732717,8-K,2012-06-29,5.02,0000732717-12-000063,ford.htm,Data\edgar\item5_02_text\732717\0000732717-12-000063_ford.htm,1
732717,8-K,2013-02-04,5.02,0000732717-13-000012,mccallister8k.htm,Data\edgar\item5_02_text\732717\0000732717-13-000012_mccallister8k.htm,1
732717,8-K,2013-06-28,5.02,0000732717-13-000058,taylor8k.htm,Data\edgar\item5_02_text\732717\0000732717-13-000058_taylor8k.htm,1
732717,8-K,2013-07-25,5.02,0000732717-13-000077,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-13-000077_form8k.htm,1
732717,8-K,2013-09-27,5.02,0000732717-13-000090,newdirector8k.htm,Data\edgar\item5_02_text\732717\0000732717-13-000090_newdirector8k.htm,1
732717,8-K,2013-12-12,"5.02,9.01",0000732717-13-000101,hrc8k.htm,Data\edgar\item5_02_text\732717\0000732717-13-000101_hrc8k.htm,1
732717,8-K,2014-06-30,5.02,0000732717-14-000094,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-14-000094_form8k.htm,1
732717,8-K,2014-11-07,"5.02,8.01",0000732717-14-000126,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-14-000126_form8k.htm,1
732717,8-K,2014-12-19,"5.02,9.01",0000732717-14-000138,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-14-000138_form8k.htm,1
732717,8-K,2015-06-26,5.02,0000732717-15-000056,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-15-000056_form8k.htm,1
732717,8-K,2015-07-30,5.02,0000732717-15-000073,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-15-000073_form8k.htm,1
732717,8-K,2015-08-20,"5.02,9.01",0000732717-15-000089,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-15-000089_form8k.htm,1
732717,8-K,2016-06-24,5.02,0000732717-16-000186,newdirector8k.htm,Data\edgar\item5_02_text\732717\0000732717-16-000186_newdirector8k.htm,1
732717,8-K,2016-12-08,5.02,0000732717-16-000251,delavegaretirement8k.htm,Data\edgar\item5_02_text\732717\0000732717-16-000251_delavegaretirement8k.htm,1
732717,8-K,2016-12-16,"5.02,9.01",0000732717-16-000257,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-16-000257_form8k.htm,1
732717,8-K,2017-10-04,"5.02,9.01",0000732717-17-000084,serpamendment8k.htm,Data\edgar\item5_02_text\732717\0000732717-17-000084_serpamendment8k.htm,1
732717,8-K,2018-02-02,"5.02,9.01",0000732717-18-000005,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-18-000005_form8k.htm,1
732717,8-K,2018-07-03,"5.02,9.01",0000732717-18-000050,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-18-000050_form8k.htm,1
732717,8-K,2019-07-29,5.02,0000732717-19-000034,newdirector.htm,Data\edgar\item5_02_text\732717\0000732717-19-000034_newdirector.htm,1
732717,8-K,2019-08-29,5.02,0001193125-19-233801,d767363d8k.htm,Data\edgar\item5_02_text\732717\0001193125-19-233801_d767363d8k.htm,1
732717,8-K,2019-09-03,5.02,0001193125-19-236682,d798261d8k.htm,Data\edgar\item5_02_text\732717\0001193125-19-236682_d798261d8k.htm,1
732717,8-K,2019-09-06,"5.02,9.01",0001193125-19-239966,d799915d8k.htm,Data\edgar\item5_02_text\732717\0001193125-19-239966_d799915d8k.htm,1
732717,8-K,2019-11-01,5.02,0000732717-19-000054,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-19-000054_form8k.htm,1
732717,8-K,2019-12-17,"5.02,9.01",0001193125-19-316283,d851493d8k.htm,Data\edgar\item5_02_text\732717\0001193125-19-316283_d851493d8k.htm,1
732717,8-K,2020-04-28,"5.02,5.07",0001193125-20-123202,d913267d8k.htm,Data\edgar\item5_02_text\732717\0001193125-20-123202_d913267d8k.htm,1
732717,8-K,2020-06-26,"5.02,5.03,9.01",0000732717-20-000020,form8k.htm,Data\edgar\item5_02_text\732717\0000732717-20-000020_form8k.htm,1
732717,8-K,2020-11-17,5.02,0001193125-20-296128,d23235d8k.htm,Data\edgar\item5_02_text\732717\0001193125-20-296128_d23235d8k.htm,1
732717,8-K,2021-01-25,"5.02,9.01",0001193125-21-015737,d21535d8k.htm,Data\edgar\item5_02_text\732717\0001193125-21-015737_d21535d8k.htm,1
732717,8-K,2021-03-30,"5.02,9.01",0001193125-21-100281,d167058d8k.htm,Data\edgar\item5_02_text\732717\0001193125-21-100281_d167058d8k.htm,1
732717,8-K,2021-06-25,5.02,0001193125-21-199754,d139615d8k.htm,Data\edgar\item5_02_text\732717\0001193125-21-199754_d139615d8k.htm,1
732717,8-K/A,2021-12-06,5.02,0000732717-21-000088,t-20210625.htm,Data\edgar\item5_02_text\732717\0000732717-21-000088_t-20210625.htm,1
732717,8-K,2022-03-15,"5.02,7.01,9.01",0001193125-22-076137,d330864d8k.htm,Data\edgar\item5_02_text\732717\0001193125-22-076137_d330864d8k.htm,1
732717,8-K,2022-07-01,5.02,0000732717-22-000073,a8-kdial.htm,Data\edgar\item5_02_text\732717\0000732717-22-000073_a8-kdial.htm,1
732717,8-K/A,2022-08-04,5.02,0000732717-22-000091,t-20220630.htm,Data\edgar\item5_02_text\732717\0000732717-22-000091_t-20220630.htm,1
732717,8-K,2023-02-02,"5.02,5.03,9.01",0001193125-23-022845,d457902d8k.htm,Data\edgar\item5_02_text\732717\0001193125-23-022845_d457902d8k.htm,1
732717,8-K,2024-03-01,"5.02,9.01",0000732717-24-000012,t-20240301.htm,Data\edgar\item5_02_text\732717\0000732717-24-000012_t-20240301.htm,1
764180,8-K,2004-12-17,"5.02,5.03,9.01",0000950117-04-004470,a38915.htm,Data\edgar\item5_02_text\764180\0000950117-04-004470_a38915.htm,1
764180,8-K/A,2005-03-02,5.02,0001193125-05-040688,d8ka.htm,Data\edgar\item5_02_text\764180\0001193125-05-040688_d8ka.htm,1
764180,8-K/A,2005-03-02,5.02,0001193125-05-040686,d8ka.htm,Data\edgar\item5_02_text\764180\0001193125-05-040686_d8ka.htm,1
764180,8-K,2007-02-02,"5.02,9.01",0001193125-07-019313,d8k.htm,Data\edgar\item5_02_text\764180\0001193125-07-019313_d8k.htm,1
771497,8-K,2016-02-01,5.02,0001571049-16-011409,t1600293_8k.htm,Data\edgar\item5_02_text\771497\0001571049-16-011409_t1600293_8k.htm,1
771497,8-K,2016-06-10,5.02,0001571049-16-015903,t1601513_8k.htm,Data\edgar\item5_02_text\771497\0001571049-16-015903_t1601513_8k.htm,1
771497,8-K,2016-12-20,5.02,0001571049-16-020727,t1603127_8k.htm,Data\edgar\item5_02_text\771497\0001571049-16-020727_t1603127_8k.htm,1
771497,8-K,2017-01-26,"5.02,5.03,9.01",0001571049-17-000711,t1700228_8k.htm,Data\edgar\item5_02_text\771497\0001571049-17-000711_t1700228_8k.htm,1
771497,8-K/A,2017-03-09,"5.02,5.07",0001571049-17-002191,t1700685_8ka.htm,Data\edgar\item5_02_text\771497\0001571049-17-002191_t1700685_8ka.htm,1
771497,8-K,2017-03-31,5.02,0001571049-17-003091,t1700928_8k.htm,Data\edgar\item5_02_text\771497\0001571049-17-003091_t1700928_8k.htm,1
771497,8-K,2017-06-07,5.02,0001571049-17-005791,t1704024x1_8k.htm,Data\edgar\item5_02_text\771497\0001571049-17-005791_t1704024x1_8k.htm,1
