final_cik,breach_date,org_name,treated,outcome_cik,last_filing,status,t0_rd,censored_30_rd,days_uncovered_30_rd,censored_90_rd,days_uncovered_90_rd,censored_180_rd,days_uncovered_180_rd,never_covered_rd,t0_bd,censored_30_bd,days_uncovered_30_bd,censored_90_bd,days_uncovered_90_bd,censored_180_bd,days_uncovered_180_bd,never_covered_bd
896878,2016-01-21,Intuit Inc.,0,896878,2026-07-31,ok,2016-02-09,0,0,0,0,0,0,0,2016-01-21,0,0,0,0,0,0,0
896878,2016-02-04,Intuit,0,896878,2026-07-31,ok,2016-03-02,0,0,0,0,0,0,0,2016-02-04,0,0,0,0,0,0,0
896878,2016-02-24,Intuit,0,896878,2026-07-31,ok,2016-03-14,0,0,0,0,0,0,0,2016-02-24,0,0,0,0,0,0,0
896878,2016-02-29,Intuit Inc,0,896878,2026-07-31,ok,2016-03-16,0,0,0,0,0,0,0,2016-02-29,0,0,0,0,0,0,0
896878,2016-03-07,"Intuit, Inc.",0,896878,2026-07-31,ok,2016-04-01,0,0,0,0,0,0,0,2016-03-07,0,0,0,0,0,0,0
896878,2016-03-17,Intuit,0,896878,2026-07-31,ok,2016-03-17,0,0,0,0,0,0,0,2016-03-17,0,0,0,0,0,0,0
896878,2016-03-22,Intuit Inc.,0,896878,2026-07-31,ok,2016-04-28,0,0,0,0,0,0,0,2016-03-22,0,0,0,0,0,0,0
896878,2016-03-29,Intuit Inc,0,896878,2026-07-31,ok,2016-10-17,0,0,0,0,0,0,0,2016-03-29,0,0,0,0,0,0,0
896878,2016-04-06,Intuit,0,896878,2026-07-31,ok,2016-05-09,0,0,0,0,0,0,0,2016-04-06,0,0,0,0,0,0,0
896878,2016-04-14,Intuit Inc.,0,896878,2026-07-31,ok,2016-04-14,0,0,0,0,0,0,0,2016-04-14,0,0,0,0,0,0,0
896878,2016-04-29,Intuit,0,896878,2026-07-31,ok,2016-04-29,0,0,0,0,0,0,0,2016-04-29,0,0,0,0,0,0,0
896878,2016-05-17,Intuit,0,896878,2026-07-31,ok,2016-06-10,0,0,0,0,0,0,0,2016-05-17,0,0,0,0,0,0,0
896878,2016-05-27,Intuit,0,896878,2026-07-31,ok,2016-05-27,0,0,0,0,0,0,0,2016-05-27,0,0,0,0,0,0,0
896878,2016-06-01,"Intuit, Inc.",0,896878,2026-07-31,ok,2016-07-11,0,0,0,0,0,0,0,2016-06-01,0,0,0,0,0,0,0
896878,2016-06-09,Intuit Inc,0,896878,2026-07-31,ok,2016-06-21,0,0,0,0,0,0,0,2016-06-09,0,0,0,0,0,0,0
896878,2016-08-03,Intuit Inc.,0,896878,2026-07-31,ok,2016-08-19,0,0,0,0,0,0,0,2016-08-03,0,0,0,0,0,0,0
896878,2016-08-22,Intuit Inc.,0,896878,2026-07-31,ok,2016-09-15,0,0,0,0,0,0,0,2016-08-22,0,0,0,0,0,0,0
896878,2016-09-12,Intuit Inc,0,896878,2026-07-31,ok,2016-09-23,0,0,0,0,0,0,0,2016-09-12,0,0,0,0,0,0,0
896878,2016-09-26,Intuit Inc.,0,896878,2026-07-31,ok,2016-09-26,0,0,0,0,0,0,0,2016-09-26,0,0,0,0,0,0,0
896878,2016-10-18,Intuit,0,896878,2026-07-31,ok,2016-10-18,0,0,0,0,0,0,0,2016-10-18,0,0,0,0,0,0,0
896878,2016-10-23,Intuit Inc.,0,896878,2026-07-31,ok,2016-11-18,0,0,0,0,0,0,0,2016-10-23,0,0,0,0,0,0,0
896878,2016-10-30,Intuit Inc,0,896878,2026-07-31,ok,2016-11-10,0,0,0,0,0,0,0,2016-10-30,0,0,0,0,0,0,0
896878,2016-11-22,Intuit Inc,0,896878,2026-07-31,ok,2016-12-12,0,0,0,0,0,0,0,2016-11-22,0,0,0,0,0,0,0
896878,2016-12-05,"Intuit, Inc.",0,896878,2026-07-31,ok,2016-12-05,0,0,0,0,0,0,0,2016-12-05,0,0,0,0,0,0,0
896878,2016-12-13,"Intuit, Inc.",0,896878,2026-07-31,ok,2016-12-13,0,0,0,0,0,0,0,2016-12-13,0,0,0,0,0,0,0
896878,2017-01-01,Intuit Inc.,0,896878,2026-07-31,ok,2017-06-13,0,0,0,0,0,0,0,2017-01-01,0,0,0,0,0,0,0
896878,2017-01-12,Intuit Inc.,0,896878,2026-07-31,ok,2017-01-26,0,0,0,0,0,0,0,2017-01-12,0,0,0,0,0,0,0
896878,2017-01-27,Intuit,0,896878,2026-07-31,ok,2017-01-27,0,0,0,0,0,0,0,2017-01-27,0,0,0,0,0,0,0
896878,2017-02-13,"Intuit, Inc.",0,896878,2026-07-31,ok,2017-02-21,0,0,0,0,0,0,0,2017-02-13,0,0,0,0,0,0,0
896878,2017-02-20,Intuit Inc.,0,896878,2026-07-31,ok,2017-03-10,0,0,0,0,0,0,0,2017-02-20,0,0,0,0,0,0,0
896878,2017-02-28,Intuit Inc.,0,896878,2026-07-31,ok,2017-03-17,0,0,0,0,0,0,0,2017-02-28,0,0,0,0,0,0,0
896878,2017-03-12,Intuit Inc.,0,896878,2026-07-31,ok,2017-03-29,0,0,0,0,0,0,0,2017-03-12,0,0,0,0,0,0,0
896878,2017-04-02,"Intuit, Inc.",0,896878,2026-07-31,ok,2017-04-17,0,0,0,0,0,0,0,2017-04-02,0,0,0,0,0,0,0
896878,2017-04-17,Intuit Inc,0,896878,2026-07-31,ok,2017-05-05,0,0,0,0,0,0,0,2017-04-17,0,0,0,0,0,0,0
896878,2017-04-30,Intuit Inc,0,896878,2026-07-31,ok,2017-05-17,0,0,0,0,0,0,0,2017-04-30,0,0,0,0,0,0,0
896878,2017-06-01,Intuit Inc.,0,896878,2026-07-31,ok,2017-07-21,0,0,0,0,0,0,0,2017-06-01,0,0,0,0,0,0,0
896878,2017-06-14,"Intuit, Inc.",0,896878,2026-07-31,ok,2017-06-14,0,0,0,0,0,0,0,2017-06-14,0,0,0,0,0,0,0
896878,2017-07-30,"Intuit, Inc.",0,896878,2026-07-31,ok,2017-08-15,0,0,0,0,0,0,0,2017-07-30,0,0,0,0,0,0,0
896878,2017-08-08,Intuit Inc.,0,896878,2026-07-31,ok,2017-08-08,0,0,0,0,0,0,0,2017-08-08,0,0,0,0,0,0,0
896878,2017-08-16,Intuit Inc.,0,896878,2026-07-31,ok,2017-08-16,0,0,0,0,0,0,0,2017-08-16,0,0,0,0,0,0,0
896878,2017-08-25,Intuit Inc.,0,896878,2026-07-31,ok,2017-08-25,0,0,0,0,0,0,0,2017-08-25,0,0,0,0,0,0,0
896878,2017-09-01,Intuit Inc,0,896878,2026-07-31,ok,2017-09-01,0,0,0,0,0,0,0,2017-09-01,0,0,0,0,0,0,0
896878,2017-10-17,Intuit,0,896878,2026-07-31,ok,2017-10-17,0,0,0,0,0,0,0,2017-10-17,0,0,0,0,0,0,0
896878,2018-02-06,Intuit Inc.,0,896878,2026-07-31,ok,2018-03-05,0,0,0,0,0,0,0,2018-02-06,0,0,0,0,0,0,0
896878,2018-03-14,Intuit Inc.,0,896878,2026-07-31,ok,2018-03-14,0,0,0,0,0,0,0,2018-03-14,0,0,0,0,0,0,0
896878,2018-04-26,Intuit,0,896878,2026-07-31,ok,2018-04-26,0,0,0,0,0,0,0,2018-04-26,0,0,0,0,0,0,0
896878,2018-05-16,Intuit,0,896878,2026-07-31,ok,2018-05-16,0,0,0,0,0,0,0,2018-05-16,0,0,0,0,0,0,0
896878,2018-06-15,Intuit Inc,0,896878,2026-07-31,ok,2018-06-15,0,0,0,0,0,0,0,2018-06-15,0,0,0,0,0,0,0
896878,2019-01-29,"Intuit, Inc.",0,896878,2026-07-31,ok,2019-02-26,0,0,0,0,0,0,0,2019-01-29,0,0,0,0,0,0,0
896878,2019-02-21,"Intuit, Inc.",0,896878,2026-07-31,ok,2019-03-12,0,0,0,0,0,0,0,2019-02-21,0,0,0,0,0,0,0
896878,2019-03-21,Intuit Inc.,0,896878,2026-07-31,ok,2019-07-26,0,0,0,0,0,0,0,2019-03-21,0,0,0,0,0,0,0
896878,2019-03-26,"Intuit, Inc.",0,896878,2026-07-31,ok,2019-03-26,0,0,0,0,0,0,0,2019-03-26,0,0,0,0,0,0,0
896878,2019-04-07,Intuit Inc.,0,896878,2026-07-31,ok,2019-04-16,0,0,0,0,0,0,0,2019-04-07,0,0,0,0,0,0,0
896878,2019-04-16,Intuit,0,896878,2026-07-31,ok,2019-04-16,0,0,0,0,0,0,0,2019-04-16,0,0,0,0,0,0,0
896878,2019-09-20,Intuit Inc,0,896878,2026-07-31,ok,2020-02-21,0,0,0,0,0,0,0,2019-09-20,0,0,0,0,0,0,0
896878,2020-03-31,Intuit,0,896878,2026-07-31,ok,2020-03-31,0,0,0,0,0,0,0,2020-03-31,0,0,0,0,0,0,0
896878,2020-04-12,Intuit Inc.,0,896878,2026-07-31,ok,2020-05-13,0,0,0,0,0,0,0,2020-04-12,0,0,0,0,0,0,0
896878,2022-02-06,Intuit Inc,0,896878,2026-07-31,ok,2022-04-14,0,0,0,0,0,0,0,2022-02-06,0,0,0,0,0,0,0
896878,2022-04-15,Intuit Inc.,0,896878,2026-07-31,ok,2022-04-15,0,0,0,0,0,0,0,2022-04-15,0,0,0,0,0,0,0
896878,2023-01-01,Intuit Inc.,0,896878,2026-07-31,ok,2023-09-15,0,0,0,0,0,0,0,2023-01-01,0,0,0,0,0,0,0
896878,2023-06-04,Intuit Inc,0,896878,2026-07-31,ok,2024-03-15,0,0,0,0,0,0,0,2023-06-04,0,0,0,0,0,0,0
896878,2023-12-01,Intuit Inc.,0,896878,2026-07-31,ok,2024-03-15,0,0,0,0,0,0,0,2023-12-01,0,0,0,0,0,0,0
896878,2024-01-29,Intuit Inc.,0,896878,2026-07-31,ok,2024-11-08,0,0,0,0,0,0,0,2024-01-29,0,0,0,0,0,0,0
896878,2024-03-05,Intuit Inc,0,896878,2026-07-31,ok,2024-12-20,0,0,0,0,0,0,0,2024-03-05,0,0,0,0,0,0,0
896878,2024-12-20,Intuit Inc.,0,896878,2026-07-31,ok,2024-12-20,0,0,0,0,0,0,0,2024-12-20,0,0,0,0,0,0,0
908937,2012-03-19,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2012-04-06,0,0,0,0,0,0,0,2012-03-19,0,0,0,0,0,0,0
908937,2012-04-12,Sirius XM Satellite Radio,0,908937,2026-07-30,ok,2012-04-12,0,0,0,0,0,0,0,2012-04-12,0,0,0,0,0,0,0
908937,2016-02-01,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2016-03-17,0,0,0,0,0,0,0,2016-02-01,0,0,0,0,0,0,0
908937,2016-04-05,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2016-04-05,0,0,0,0,0,0,0,2016-04-05,0,0,0,0,0,0,0
908937,2016-08-20,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2016-09-14,0,0,0,0,0,0,0,2016-08-20,0,0,0,0,0,0,0
908937,2016-09-26,Sirius XM Radio Inc,0,908937,2026-07-30,ok,2016-10-03,0,0,0,0,0,0,0,2016-09-26,0,0,0,0,0,0,0
908937,2016-10-04,"Sirius XM Radio, Inc.",0,908937,2026-07-30,ok,2016-10-04,0,0,0,0,0,0,0,2016-10-04,0,0,0,0,0,0,0
908937,2016-10-31,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2016-11-10,0,0,0,0,0,0,0,2016-10-31,0,0,0,0,0,0,0
908937,2016-11-15,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2016-11-15,0,0,0,0,0,0,0,2016-11-15,0,0,0,0,0,0,0
908937,2016-12-04,Sirius XM Radio Inc,0,908937,2026-07-30,ok,2016-12-16,0,0,0,0,0,0,0,2016-12-04,0,0,0,0,0,0,0
908937,2016-12-19,"Sirius XM Radio, Inc.",0,908937,2026-07-30,ok,2016-12-19,0,0,0,0,0,0,0,2016-12-19,0,0,0,0,0,0,0
908937,2017-01-06,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2017-01-25,0,0,0,0,0,0,0,2017-01-06,0,0,0,0,0,0,0
908937,2017-01-25,"Sirius XM Radio, Inc.",0,908937,2026-07-30,ok,2017-01-25,0,0,0,0,0,0,0,2017-01-25,0,0,0,0,0,0,0
908937,2017-08-06,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2017-08-31,0,0,0,0,0,0,0,2017-08-06,0,0,0,0,0,0,0
908937,2017-09-18,Sirius XM Radio Inc.,0,908937,2026-07-30,ok,2017-09-18,0,0,0,0,0,0,0,2017-09-18,0,0,0,0,0,0,0
1971213,2020-05-01,"Sinclair Broadcast Group, Inc.",0,912752,2026-05-06,ok,2020-10-05,0,0,0,0,0,0,0,2020-05-01,0,0,0,0,0,0,0
1971213,2021-06-23,"Sinclair Broadcast Group, Inc.",0,912752,2026-05-06,ok,2022-03-24,0,0,0,0,0,0,0,2021-06-23,0,0,0,0,0,0,0
1971213,2021-12-16,"Sinclair Broadcast Group, Inc.",0,912752,2026-05-06,ok,2021-12-16,0,0,0,0,0,0,0,2021-12-16,0,0,0,0,0,0,0
920522,2013-08-13,"Essex Property Trust, Inc.",0,920522,2026-07-30,ok,2015-04-01,0,0,0,0,0,0,0,2013-08-13,0,0,0,0,0,0,0
1744489,2008-07-29,The Walt Disney Company,0,1001039,2026-02-12,ok,2008-07-29,0,0,0,0,0,0,0,2008-07-29,0,0,0,0,0,0,0
943452,2022-03-15,Wabtec Corporation,0,943452,2026-07-27,ok,2022-12-30,0,0,0,0,0,0,0,2022-03-15,0,0,0,0,0,0,0
1000228,2023-09-27,"Henry Schein, Inc.",0,1000228,2026-08-04,ok,2023-12-06,0,0,0,0,0,0,0,2023-09-27,0,0,0,0,0,0,0
1001082,2023-02-22,"DISH Network, LLC",1,1001082,2026-03-31,ok,2023-05-15,0,0,0,0,0,0,0,2023-02-22,0,0,0,0,0,0,0
1001082,2023-05-17,"DISH Network, LLC",1,1001082,2026-03-31,ok,2023-05-17,0,0,0,0,0,0,0,2023-05-17,0,0,0,0,0,0,0
1001250,2023-05-01,The Est̩e Lauder Companies Inc.,0,1001250,2026-07-31,ok,2023-10-19,0,0,0,0,0,0,0,2023-05-01,0,0,0,0,0,0,0
1001250,2023-05-30,The Est̩e Lauder Companies Inc.,0,1001250,2026-07-31,ok,2023-10-18,0,0,0,0,0,0,0,2023-05-30,0,0,0,0,0,0,0
1001250,2023-07-11,The Est̩e Lauder Companies Inc.,0,1001250,2026-07-31,ok,2023-08-31,0,0,0,0,0,0,0,2023-07-11,0,0,0,0,0,0,0
1002517,2014-12-10,"Nuance Communications, Inc.",0,1002517,2023-02-13,ok,2015-03-20,0,0,0,0,0,0,0,2014-12-10,0,0,0,0,0,0,0
1041061,2023-01-13,"Yum! Brands, Inc.",0,1041061,2026-08-04,ok,2023-04-07,0,0,0,0,0,0,0,2023-01-13,0,0,0,0,0,0,0
1048911,2011-05-01,"FedEx Ground Package System, Inc.",0,1048911,2026-07-24,ok,2011-06-24,0,0,0,0,0,0,0,2011-05-01,0,0,0,0,0,0,0
1051470,2013-10-31,Crown Castle,0,1051470,2026-07-22,ok,2013-11-15,0,0,0,0,0,0,0,2013-10-31,0,0,0,0,0,0,0
1051470,2013-11-19,Crown Castle,0,1051470,2026-07-22,ok,2013-11-19,0,0,0,0,0,0,0,2013-11-19,0,0,0,0,0,0,0
1058290,2020-04-09,Cognizant Technology Solutions Corporation,0,1058290,2026-08-03,ok,2020-07-01,0,0,0,0,0,0,0,2020-04-09,0,0,0,0,0,0,0
1060391,2013-08-10,Republic Services,0,1060391,2026-08-03,ok,2013-08-26,0,0,0,0,0,0,0,2013-08-10,0,0,0,0,0,0,0
1060391,2013-08-26,Republic Services,0,1060391,2026-08-03,ok,2013-08-26,0,0,0,0,0,0,0,2013-08-26,0,0,0,0,0,0,0
1060391,2019-02-01,"Republic Services, Inc.",0,1060391,2026-08-03,ok,2021-09-19,0,0,0,0,0,0,0,2019-02-01,0,0,0,0,0,0,0
1060391,2021-09-20,"Republic Services, Inc.",0,1060391,2026-08-03,ok,2021-09-20,0,0,0,0,0,0,0,2021-09-20,0,0,0,0,0,0,0
1060391,2022-04-09,"Republic Services, Inc.",0,1060391,2026-08-03,ok,2022-06-03,0,0,0,0,0,0,0,2022-04-09,0,0,0,0,0,0,0
1067837,2019-09-18,Entercom Communications Corp.,0,1067837,2024-10-01,ok,2020-07-24,0,0,0,0,0,0,0,2019-09-18,0,0,0,0,0,0,0
1091667,2008-07-14,"Charter Communications, Inc.",1,1091667,2026-08-03,ok,2008-08-05,0,0,0,0,0,0,0,2008-07-14,0,0,0,0,0,0,0
1091667,2008-08-11,Charter Communications,1,1091667,2026-08-03,ok,2008-08-11,0,0,0,0,0,0,0,2008-08-11,0,0,0,0,0,0,0
1091667,2013-04-26,"Charter Communications, Inc.",1,1091667,2026-08-03,ok,2013-04-26,0,0,0,0,0,0,0,2013-04-26,0,0,0,0,0,0,0
1091667,2014-01-21,"Charter Communications, Inc.",1,1091667,2026-08-03,ok,2014-01-21,0,0,0,0,0,0,0,2014-01-21,0,0,0,0,0,0,0
1091667,2014-09-30,Charter Communication,1,1091667,2026-08-03,ok,2014-09-30,0,0,0,0,0,0,0,2014-09-30,0,0,0,0,0,0,0
1091667,2022-12-21,Charter Communications,1,1091667,2026-08-03,ok,2023-02-10,0,0,0,0,0,0,0,2022-12-21,0,0,0,0,0,0,0
1091667,2023-01-01,"Charter Communications, Inc.",1,1091667,2026-08-03,ok,2023-01-01,0,0,0,0,0,0,0,2023-01-01,0,0,0,0,0,0,0
1091667,2023-09-01,"Charter Communications, Inc.",1,1091667,2026-08-03,ok,2023-09-01,0,0,0,0,0,0,0,2023-09-01,0,0,0,0,0,0,0
1105705,2006-12-01,Time Warner Inc.,0,1105705,2020-10-23,ok,2007-01-26,0,0,0,0,0,0,0,2006-12-01,0,0,0,0,0,0,0
1105705,2015-01-28,Time Warner Inc.,0,1105705,2020-10-23,ok,2015-02-19,0,0,0,0,0,0,0,2015-01-28,0,0,0,0,0,0,0
1105705,2015-02-19,TimeWarner,0,1105705,2020-10-23,ok,2015-02-19,0,0,0,0,0,0,0,2015-02-19,0,0,0,0,0,0,0
1105705,2016-08-10,Time Warner Inc.,0,1105705,2020-10-23,ok,2017-07-20,0,0,0,0,0,0,0,2016-08-10,0,0,0,0,0,0,0
1105705,2017-05-15,"Home Box Office, Inc.",0,1105705,2020-10-23,ok,2017-10-30,0,0,0,0,0,0,0,2017-05-15,0,0,0,0,0,0,0
1105705,2017-07-20,Time Warner Inc.,0,1105705,2020-10-23,ok,2017-07-20,0,0,0,0,0,0,0,2017-07-20,0,0,0,0,0,0,0
1105705,2017-07-23,"Home Box Office, Inc.",0,1105705,2020-10-23,ok,2017-10-30,0,0,0,0,0,0,0,2017-07-23,0,0,0,0,0,0,0
1105705,2017-10-30,"Home Box Office, Inc.",0,1105705,2020-10-23,ok,2017-10-30,0,0,0,0,0,0,0,2017-10-30,0,0,0,0,0,0,0
1108524,2008-02-07,Salesforce.com,0,1108524,2026-07-23,ok,2008-02-07,0,0,0,0,0,0,0,2008-02-07,0,0,0,0,0,0,0
1123360,2012-06-22,"Global Payments, Inc.",0,1123360,2026-07-31,ok,2012-06-22,0,0,0,0,0,0,0,2012-06-22,0,0,0,0,0,0,0
1123360,2012-07-25,Global Payments Inc.,0,1123360,2026-07-31,ok,2012-07-25,0,0,0,0,0,0,0,2012-07-25,0,0,0,0,0,0,0
1124610,2015-07-02,"VMware, Inc.",0,1124610,2023-12-04,ok,2015-08-19,0,0,0,0,0,0,0,2015-07-02,0,0,0,0,0,0,0
1124610,2015-08-19,Vmware Inc,0,1124610,2023-12-04,ok,2015-08-19,0,0,0,0,0,0,0,2015-08-19,0,0,0,0,0,0,0
1136893,2007-09-24,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2007-09-27,0,0,0,0,0,0,0,2007-09-24,0,0,0,0,0,0,0
1136893,2023-05-01,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-10-04,0,0,0,0,0,0,0,2023-05-01,0,0,0,0,0,0,0
1136893,2023-05-27,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-08-11,0,0,0,0,0,0,0,2023-05-27,0,0,0,0,0,0,0
1136893,2023-06-21,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-06-21,0,0,0,0,0,0,0,2023-06-21,0,0,0,0,0,0,0
1136893,2023-06-26,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-06-26,0,0,0,0,0,0,0,2023-06-26,0,0,0,0,0,0,0
1136893,2023-07-17,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-07-17,0,0,0,0,0,0,0,2023-07-17,0,0,0,0,0,0,0
1136893,2023-07-21,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-07-21,0,0,0,0,0,0,0,2023-07-21,0,0,0,0,0,0,0
1136893,2023-09-08,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-09-08,0,0,0,0,0,0,0,2023-09-08,0,0,0,0,0,0,0
1136893,2023-09-19,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-09-19,0,0,0,0,0,0,0,2023-09-19,0,0,0,0,0,0,0
1136893,2023-10-04,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-10-04,0,0,0,0,0,0,0,2023-10-04,0,0,0,0,0,0,0
1136893,2023-11-09,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-11-09,0,0,0,0,0,0,0,2023-11-09,0,0,0,0,0,0,0
1136893,2023-11-20,"Fidelity National Information Services, Inc.",0,1136893,2026-08-04,ok,2023-11-20,0,0,0,0,0,0,0,2023-11-20,0,0,0,0,0,0,0
1137789,2016-02-29,Seagate US LLC,0,1137789,2026-08-03,ok,2016-03-09,0,0,0,0,0,0,0,2016-02-29,0,0,0,0,0,0,0
1137789,2016-03-14,Seagate US LLC,0,1137789,2026-08-03,ok,2016-03-14,0,0,0,0,0,0,0,2016-03-14,0,0,0,0,0,0,0
1137789,2017-07-08,Seagate Technology LLC,0,1137789,2026-08-03,ok,2017-07-08,0,0,0,0,0,0,0,2017-07-08,0,0,0,0,0,0,0
1140859,2024-02-21,"Cencora, Inc.",0,1140859,2026-07-07,ok,2024-05-15,0,0,0,0,0,0,0,2024-02-21,0,0,0,0,0,0,0
1140859,2024-04-10,"Cencora, Inc.",0,1140859,2026-07-07,ok,2024-05-15,0,0,0,0,0,0,0,2024-04-10,0,0,0,0,0,0,0
1140859,2024-05-08,"Cencora, Inc.",0,1140859,2026-07-07,ok,2024-06-20,0,0,0,0,0,0,0,2024-05-08,0,0,0,0,0,0,0
1166691,2008-01-29,Comcast,1,1166691,2026-07-30,ok,2008-01-29,0,0,0,0,0,0,0,2008-01-29,0,0,0,0,0,0,0
1166691,2009-05-11,"Comcast Cable Communications, Inc.",1,1166691,2026-07-30,ok,2009-05-11,0,0,0,0,0,0,0,2009-05-11,0,0,0,0,0,0,0
1166691,2009-06-22,"Comcast Cable Communications, Inc.",1,1166691,2026-07-30,ok,2009-06-22,0,0,0,0,0,0,0,2009-06-22,0,0,0,0,0,0,0
1166691,2012-08-24,NBC Sports Group,0,1166691,2026-07-30,ok,2013-10-14,0,0,0,0,0,0,0,2012-08-24,0,0,0,0,0,0,0
1166691,2013-08-24,NBC Sports Group,0,1166691,2026-07-30,ok,2013-10-14,0,0,0,0,0,0,0,2013-08-24,0,0,0,0,0,0,0
1166691,2013-10-15,NBC Sports Group,0,1166691,2026-07-30,ok,2013-10-15,0,0,0,0,0,0,0,2013-10-15,0,0,0,0,0,0,0
1166691,2014-09-29,Comcast,1,1166691,2026-07-30,ok,2014-09-29,0,0,0,0,0,0,0,2014-09-29,0,0,0,0,0,0,0
1166691,2022-01-04,NBCUniversal,1,1166691,2026-07-30,ok,2022-04-21,0,0,0,0,0,0,0,2022-01-04,0,0,0,0,0,0,0
1166691,2023-10-16,Comcast Cable Communications LLC,1,1166691,2026-07-30,ok,2023-12-18,0,0,0,0,0,0,0,2023-10-16,0,0,0,0,0,0,0
1166691,2024-01-26,Comcast Cable Communications LLC,1,1166691,2026-07-30,ok,2024-01-26,0,0,0,0,0,0,0,2024-01-26,0,0,0,0,0,0,0
1166691,2024-02-14,Comcast Cable Communications LLC,1,1166691,2026-07-30,ok,2024-10-03,0,0,0,0,0,0,0,2024-02-14,0,0,0,0,0,0,0
1166691,2024-10-04,Comcast Cable Communications LLC,1,1166691,2026-07-30,ok,2024-10-04,0,0,0,0,0,0,0,2024-10-04,0,0,0,0,0,0,0
1180262,2022-02-01,"Herbalife International of America, Inc.",0,1180262,2026-08-31,ok,2022-03-17,0,0,0,0,0,0,0,2022-02-01,0,0,0,0,0,0,0
51434,2023-05-30,International Paper Company,0,51434,2026-08-12,ok,2023-11-17,0,0,0,0,0,0,0,2023-05-30,0,0,0,0,0,0,0
1283699,2014-01-02,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2014-01-02,0,0,0,0,0,0,0,2014-01-02,0,0,0,0,0,0,0
1283699,2015-09-14,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2015-10-01,0,0,0,0,0,0,0,2015-09-14,0,0,0,0,0,0,0
1283699,2015-10-01,T-Mobile USA Inc.,1,1283699,2026-07-23,ok,2015-10-01,0,0,0,0,0,0,0,2015-10-01,0,0,0,0,0,0,0
1283699,2015-11-04,T-Mobile USA Inc,1,1283699,2026-07-23,ok,2015-11-04,0,0,0,0,0,0,0,2015-11-04,0,0,0,0,0,0,0
1283699,2017-04-01,T-Mobile,1,1283699,2026-07-23,ok,2017-06-09,0,0,0,0,0,0,0,2017-04-01,0,0,0,0,0,0,0
1283699,2017-08-24,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2017-09-14,0,0,0,0,0,0,0,2017-08-24,0,0,0,0,0,0,0
1283699,2017-09-16,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2017-10-02,0,0,0,0,0,0,0,2017-09-16,0,0,0,0,0,0,0
1283699,2018-08-20,T-Mobile USA Inc.,1,1283699,2026-07-23,ok,2018-08-23,0,0,0,0,0,0,0,2018-08-20,0,0,0,0,0,0,0
1283699,2019-11-26,T-Mobile USA,1,1283699,2026-07-23,ok,2020-03-02,0,0,0,0,0,0,0,2019-11-26,0,0,0,0,0,0,0
1283699,2020-04-02,Sprint,1,1283699,2026-07-23,ok,2020-04-02,0,0,0,0,0,0,0,2020-04-02,0,0,0,0,0,0,0
1283699,2020-04-15,Sprint,1,1283699,2026-07-23,ok,2020-04-15,0,0,0,0,0,0,0,2020-04-15,0,0,0,0,0,0,0
1283699,2020-08-27,"T-Mobile US, Inc.",1,1283699,2026-07-23,ok,2020-12-08,0,0,0,0,0,0,0,2020-08-27,0,0,0,0,0,0,0
1283699,2020-08-31,T-Mobile,1,1283699,2026-07-23,ok,2020-10-09,0,0,0,0,0,0,0,2020-08-31,0,0,0,0,0,0,0
1283699,2021-01-18,T-Mobile,1,1283699,2026-07-23,ok,2021-02-09,0,0,0,0,0,0,0,2021-01-18,0,0,0,0,0,0,0
1283699,2021-02-12,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2021-03-16,0,0,0,0,0,0,0,2021-02-12,0,0,0,0,0,0,0
1283699,2021-02-20,T-Mobile,1,1283699,2026-07-23,ok,2021-03-31,0,0,0,0,0,0,0,2021-02-20,0,0,0,0,0,0,0
1283699,2021-03-01,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2021-08-16,0,0,0,0,0,0,0,2021-03-01,0,0,0,0,0,0,0
1283699,2021-03-31,T-Mobile,1,1283699,2026-07-23,ok,2021-03-31,0,0,0,0,0,0,0,2021-03-31,0,0,0,0,0,0,0
