final_cik,breach_date,org_name,treated,outcome_cik,last_filing,status,t0_rd,censored_30_rd,days_uncovered_30_rd,censored_90_rd,days_uncovered_90_rd,censored_180_rd,days_uncovered_180_rd,never_covered_rd,t0_bd,censored_30_bd,days_uncovered_30_bd,censored_90_bd,days_uncovered_90_bd,censored_180_bd,days_uncovered_180_bd,never_covered_bd
1283699,2021-08-13,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2021-08-16,0,0,0,0,0,0,0,2021-08-13,0,0,0,0,0,0,0
1283699,2021-08-17,T-Mobile USA,1,1283699,2026-07-23,ok,2021-08-19,0,0,0,0,0,0,0,2021-08-17,0,0,0,0,0,0,0
1283699,2021-08-26,T-Mobile USA,1,1283699,2026-07-23,ok,2021-08-26,0,0,0,0,0,0,0,2021-08-26,0,0,0,0,0,0,0
1283699,2022-03-08,T-Mobile,1,1283699,2026-07-23,ok,2022-03-08,0,0,0,0,0,0,0,2022-03-08,0,0,0,0,0,0,0
1283699,2022-11-25,T-Mobile USA,1,1283699,2026-07-23,ok,2023-01-19,0,0,0,0,0,0,0,2022-11-25,0,0,0,0,0,0,0
1283699,2023-02-01,"T-Mobile USA, Inc.",1,1283699,2026-07-23,ok,2023-04-28,0,0,0,0,0,0,0,2023-02-01,0,0,0,0,0,0,0
1283699,2023-02-24,T-Mobile,1,1283699,2026-07-23,ok,2023-04-28,0,0,0,0,0,0,0,2023-02-24,0,0,0,0,0,0,0
1283699,2023-04-28,T-Mobile USA,1,1283699,2026-07-23,ok,2023-04-28,0,0,0,0,0,0,0,2023-04-28,0,0,0,0,0,0,0
1652044,2008-06-27,"Google, Inc.",0,1288776,2026-07-14,ok,2008-06-27,0,0,0,0,0,0,0,2008-06-27,0,0,0,0,0,0,0
1319161,2020-08-05,Warner Music Group,0,1319161,2026-08-03,ok,2020-09-04,0,0,0,0,0,0,0,2020-08-05,0,0,0,0,0,0,0
1319161,2020-09-09,Warner Music Group,0,1319161,2026-08-03,ok,2020-09-09,0,0,0,0,0,0,0,2020-09-09,0,0,0,0,0,0,0
1326160,2014-03-24,Duke Energy Corporation,0,1326160,2026-08-04,ok,2014-04-10,0,0,0,0,0,0,0,2014-03-24,0,0,0,0,0,0,0
1326160,2017-11-10,Duke Energy,0,1326160,2026-08-04,ok,2017-11-10,0,0,0,0,0,0,0,2017-11-10,0,0,0,0,0,0,0
1326160,2021-05-28,Duke Energy Corporation,0,1326160,2026-08-04,ok,2021-08-06,0,0,0,0,0,0,0,2021-05-28,0,0,0,0,0,0,0
1326801,2013-11-24,Facebook,0,1326801,2026-08-03,ok,2013-12-03,0,0,0,0,0,0,0,2013-11-24,0,0,0,0,0,0,0
1326801,2018-03-01,Facebook,0,1326801,2026-08-03,ok,2018-03-17,0,0,0,0,0,0,0,2018-03-01,0,0,0,0,0,0,0
1326801,2018-09-01,Facebook,0,1326801,2026-08-03,ok,2018-09-28,0,0,0,0,0,0,0,2018-09-01,0,0,0,0,0,0,0
1341439,2013-07-10,Oracle Corporation,0,1341439,2026-07-28,ok,2013-07-31,0,0,0,0,0,0,0,2013-07-10,0,0,0,0,0,0,0
1373715,2024-05-14,ServiceNow Inc.,0,1373715,2026-07-23,ok,2024-05-14,0,0,0,0,0,0,0,2024-05-14,0,0,0,0,0,0,0
1387467,2022-02-22,Alpha & Omega Semiconductor,0,1387467,2026-07-21,ok,2022-07-21,0,0,0,0,0,0,0,2022-02-22,0,0,0,0,0,0,0
1113169,2007-12-24,"T. Rowe Price Retirement Plan Services, Inc.",0,1113169,2026-08-26,ok,2008-01-23,0,0,0,0,0,0,0,2007-12-24,0,0,0,0,0,0,0
1113169,2023-05-29,"T. Rowe Price Retirement Plan Services, Inc.",0,1113169,2026-08-26,ok,2023-07-27,0,0,0,0,0,0,0,2023-05-29,0,0,0,0,0,0,0
1397911,2018-07-10,LPL Financial LLC,0,1397911,2026-08-03,ok,2019-03-12,0,0,0,0,0,0,0,2018-07-10,0,0,0,0,0,0,0
1428439,2023-12-01,Roku Inc.,0,1428439,2026-08-03,ok,2024-03-08,0,0,0,0,0,0,0,2023-12-01,0,0,0,0,0,0,0
1428439,2023-12-28,Roku Inc,0,1428439,2026-08-03,ok,2023-12-28,0,0,0,0,0,0,0,2023-12-28,0,0,0,0,0,0,0
1428439,2024-02-29,"Roku, Inc.",0,1428439,2026-08-03,ok,2024-02-29,0,0,0,0,0,0,0,2024-02-29,0,0,0,0,0,0,0
1447669,2022-08-04,Twilio,1,1447669,2026-07-27,ok,2022-08-04,0,0,0,0,0,0,0,2022-08-04,0,0,0,0,0,0,0
1447669,2024-04-01,Twilio,1,1447669,2026-07-27,ok,2024-04-01,0,0,0,0,0,0,0,2024-04-01,0,0,0,0,0,0,0
1400891,2024-12-24,"iHeartMedia + Entertainment, Inc.",0,1400891,2026-08-13,ok,2025-04-11,0,0,0,0,0,0,0,2024-12-24,0,0,0,0,0,0,0
1472787,2023-12-18,First American Financial Corporation,0,1472787,2026-07-28,ok,2024-06-07,0,0,0,0,0,0,0,2023-12-18,0,0,0,0,0,0,0
728535,2020-08-01,"J.B. Hunt Transport, Inc.",0,728535,2026-07-24,ok,2021-10-20,0,0,0,0,0,0,0,2020-08-01,0,0,0,0,0,0,0
728535,2020-08-17,"J.B. Hunt Transport, Inc.",0,728535,2026-07-24,ok,2021-10-20,0,0,0,0,0,0,0,2020-08-17,0,0,0,0,0,0,0
1501585,2022-03-01,"Huntington Ingalls Industries, Inc.",0,1501585,2026-07-30,ok,2023-04-18,0,0,0,0,0,0,0,2022-03-01,0,0,0,0,0,0,0
1510295,2018-11-28,Marathon Petroleum Company LP,0,1510295,2026-08-04,ok,2019-04-08,0,0,0,0,0,0,0,2018-11-28,0,0,0,0,0,0,0
1512673,2016-02-01,"Block and Company, Inc.",0,1512673,2026-08-03,ok,2016-03-31,0,0,0,0,0,0,0,2016-02-01,0,0,0,0,0,0,0
1512673,2016-02-09,"Block and Company, Inc.",0,1512673,2026-08-03,ok,2016-03-31,0,0,0,0,0,0,0,2016-02-09,0,0,0,0,0,0,0
1512673,2016-03-21,"Block and Company, Inc.",0,1512673,2026-08-03,ok,2016-05-13,0,0,0,0,0,0,0,2016-03-21,0,0,0,0,0,0,0
1512673,2023-01-12,Block Inc,0,1512673,2026-08-03,ok,2023-09-22,0,0,0,0,0,0,0,2023-01-12,0,0,0,0,0,0,0
1535527,2022-04-01,"CrowdStrike Holdings, Inc.",0,1535527,2026-08-03,ok,2022-05-15,0,0,0,0,0,0,0,2022-04-01,0,0,0,0,0,0,0
1535527,2024-07-19,CrowdStrike Holdings Inc.,0,1535527,2026-08-03,ok,2024-07-19,0,0,0,0,0,0,0,2024-07-19,0,0,0,0,0,0,0
1543151,2019-10-28,"Uber Technologies, Inc.",0,1543151,2026-07-20,ok,2019-10-28,0,0,0,0,0,0,0,2019-10-28,0,0,0,0,0,0,0
1543151,2023-01-23,"Uber Technologies, Inc.",0,1543151,2026-07-20,ok,2023-03-30,0,0,0,0,0,0,0,2023-01-23,0,0,0,0,0,0,0
1543151,2023-03-31,"Uber Technologies, Inc.",0,1543151,2026-07-20,ok,2023-03-31,0,0,0,0,0,0,0,2023-03-31,0,0,0,0,0,0,0
1543151,2024-08-23,"Uber Technologies, Inc.",0,1543151,2026-07-20,ok,2024-08-23,0,0,0,0,0,0,0,2024-08-23,0,0,0,0,0,0,0
1553023,2017-10-18,"CyrusOne, Inc.",0,1553023,2025-01-21,ok,2018-01-08,0,0,0,0,0,0,0,2017-10-18,0,0,0,0,0,0,0
1564408,2022-03-01,Snap Inc.,0,1564408,2026-08-04,ok,2022-09-08,0,0,0,0,0,0,0,2022-03-01,0,0,0,0,0,0,0
1590895,2023-08-23,"Caesars Entertainment, Inc.",0,1590895,2026-07-28,ok,2023-10-06,0,0,0,0,0,0,0,2023-08-23,0,0,0,0,0,0,0
1609711,2019-10-16,GoDaddy.com LLC,1,1609711,2026-08-04,ok,2023-05-17,0,0,0,0,0,0,0,2019-10-16,0,0,0,0,0,0,0
1609711,2021-09-06,"GoDaddy.com, LLC",1,1609711,2026-08-04,ok,2021-11-07,0,0,0,0,0,0,0,2021-09-06,0,0,0,0,0,0,0
1609711,2022-03-14,"GoDaddy.com, LLC",1,1609711,2026-08-04,ok,2022-06-01,0,0,0,0,0,0,0,2022-03-14,0,0,0,0,0,0,0
1632127,2019-03-01,"Cable One, Inc.",1,1632127,2026-07-31,ok,2019-08-08,0,0,0,0,0,0,0,2019-03-01,0,0,0,0,0,0,0
1632127,2019-08-08,"Cable One, Inc.",1,1632127,2026-07-31,ok,2019-08-08,0,0,0,0,0,0,0,2019-08-08,0,0,0,0,0,0,0
1640147,2024-03-01,Snowflake Inc.,0,1640147,2026-08-03,ok,2024-03-01,0,0,0,0,0,0,0,2024-03-01,0,0,0,0,0,0,0
1640147,2024-04-14,Snowflake Inc.,0,1640147,2026-08-03,ok,2024-05-23,0,0,0,0,0,0,0,2024-04-14,0,0,0,0,0,0,0
1645590,2023-12-12,Hewlett Packard Enterprise Company,0,1645590,2026-07-28,ok,2025-02-05,0,0,0,0,0,0,0,2023-12-12,0,0,0,0,0,0,0
1647088,2020-11-10,WillScot Mobile Mini Holdings Corp.,0,1647088,2026-07-22,ok,2020-11-20,0,0,0,0,0,0,0,2020-11-10,0,0,0,0,0,0,0
1652044,2016-03-29,Google Inc.,0,1652044,2026-07-30,ok,2016-05-06,0,0,0,0,0,0,0,2016-03-29,0,0,0,0,0,0,0
1652044,2016-05-06,Google Inc.,0,1652044,2026-07-30,ok,2016-05-06,0,0,0,0,0,0,0,2016-05-06,0,0,0,0,0,0,0
1652044,2016-08-10,Google Inc.,0,1652044,2026-07-30,ok,2017-06-29,0,0,0,0,0,0,0,2016-08-10,0,0,0,0,0,0,0
1652044,2017-06-29,"Google, Inc.",0,1652044,2026-07-30,ok,2017-06-29,0,0,0,0,0,0,0,2017-06-29,0,0,0,0,0,0,0
1660134,2023-09-23,"Okta, Inc.",0,1660134,2026-07-10,ok,2023-11-01,0,0,0,0,0,0,0,2023-09-23,0,0,0,0,0,0,0
1660134,2023-11-02,Okta Inc,0,1660134,2026-07-10,ok,2023-11-02,0,0,0,0,0,0,0,2023-11-02,0,0,0,0,0,0,0
1660134,2023-11-07,"Okta, Inc.",0,1660134,2026-07-10,ok,2023-11-07,0,0,0,0,0,0,0,2023-11-07,0,0,0,0,0,0,0
1669779,2022-01-14,CWGS Group,0,1669779,2026-07-31,ok,2022-11-03,0,0,0,0,0,0,0,2022-01-14,0,0,0,0,0,0,0
1702780,2019-11-04,"Altice USA, Inc.",1,1702780,2026-08-03,ok,2020-02-06,0,0,0,0,0,0,0,2019-11-04,0,0,0,0,0,0,0
1702780,2024-02-29,Altice USA,1,1702780,2026-08-03,ok,2024-02-29,0,0,0,0,0,0,0,2024-02-29,0,0,0,0,0,0,0
1713683,2018-09-01,"Zscaler, Inc.",0,1713683,2026-07-30,ok,2018-10-10,0,0,0,0,0,0,0,2018-09-01,0,0,0,0,0,0,0
315293,2020-12-29,Aon Corporation PLC,0,315293,2026-07-30,ok,2022-05-31,0,0,0,0,0,0,0,2020-12-29,0,0,0,0,0,0,0
315293,2022-02-25,Aon PLC,0,315293,2026-07-30,ok,2022-06-13,0,0,0,0,0,0,0,2022-02-25,0,0,0,0,0,0,0
718877,2012-08-01,"Activision Publishing, Inc.",0,718877,2024-06-11,ok,2012-08-09,0,0,0,0,0,0,0,2012-08-01,0,0,0,0,0,0,0
718877,2022-12-02,"Activision Publishing, Inc.",0,718877,2024-06-11,ok,2023-02-20,0,0,0,0,0,0,0,2022-12-02,0,0,0,0,0,0,0
1889539,2023-05-29,"Corebridge Financial, Inc.",0,1889539,2026-07-30,ok,2023-07-25,0,0,0,0,0,0,0,2023-05-29,0,0,0,0,0,0,0
