y,n,G,G1,coef,se_hc3,p_hc3,se_cv1,p_cv1,se_cv3,p_cv3,ci_cv3_lo,ci_cv3_hi,mde80_cv3,treated_mean,control_mean,p_wcr,B_wcr,ci_wcr_lo,ci_wcr_hi,G_star,cluster_size_cv
placebo_exec_departure_rd,405,119,13,-0.0833,0.0561,0.1383,0.0644,0.1984,0.0833,0.3191,-0.2482,0.0816,0.2352,0.2294,0.2365,0.2388,99999,-0.2251,0.0591,24.5,2.328
