final_cik,breach_date,treated,outcome_cik,accession,filing_date,win_lo,win_hi
732717,2014-10-09,1,732717,0000732717-13-000077,2013-07-25,2012-10-09,2015-04-07
732717,2014-10-09,1,732717,0000732717-13-000058,2013-06-28,2012-10-09,2015-04-07
732717,2014-10-09,1,732717,0000732717-13-000012,2013-02-04,2012-10-09,2015-04-07
732717,2014-10-16,0,732717,0000732717-14-000138,2014-12-19,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-14-000126,2014-11-07,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-14-000094,2014-06-30,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-13-000101,2013-12-12,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-13-000090,2013-09-27,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-13-000077,2013-07-25,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-13-000058,2013-06-28,2012-10-16,2015-06-17
732717,2014-10-16,0,732717,0000732717-13-000012,2013-02-04,2012-10-16,2015-06-17
732717,2017-01-01,1,732717,0000732717-17-000084,2017-10-04,2015-01-02,2017-11-15
732717,2017-01-01,1,732717,0000732717-16-000257,2016-12-16,2015-01-02,2017-11-15
732717,2017-01-01,1,732717,0000732717-16-000251,2016-12-08,2015-01-02,2017-11-15
732717,2017-01-01,1,732717,0000732717-16-000186,2016-06-24,2015-01-02,2017-11-15
732717,2017-01-01,1,732717,0000732717-15-000089,2015-08-20,2015-01-02,2017-11-15
732717,2017-01-01,1,732717,0000732717-15-000073,2015-07-30,2015-01-02,2017-11-15
732717,2017-01-01,1,732717,0000732717-15-000056,2015-06-26,2015-01-02,2017-11-15
732717,2017-01-25,1,732717,0000732717-17-000084,2017-10-04,2015-01-26,2017-11-15
732717,2017-01-25,1,732717,0000732717-16-000257,2016-12-16,2015-01-26,2017-11-15
732717,2017-01-25,1,732717,0000732717-16-000251,2016-12-08,2015-01-26,2017-11-15
732717,2017-01-25,1,732717,0000732717-16-000186,2016-06-24,2015-01-26,2017-11-15
732717,2017-01-25,1,732717,0000732717-15-000089,2015-08-20,2015-01-26,2017-11-15
732717,2017-01-25,1,732717,0000732717-15-000073,2015-07-30,2015-01-26,2017-11-15
732717,2017-01-25,1,732717,0000732717-15-000056,2015-06-26,2015-01-26,2017-11-15
732717,2017-02-01,1,732717,0000732717-18-000005,2018-02-02,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-17-000084,2017-10-04,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-16-000257,2016-12-16,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-16-000251,2016-12-08,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-16-000186,2016-06-24,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-15-000089,2015-08-20,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-15-000073,2015-07-30,2015-02-02,2018-03-13
732717,2017-02-01,1,732717,0000732717-15-000056,2015-06-26,2015-02-02,2018-03-13
732717,2018-08-17,1,732717,0000732717-18-000050,2018-07-03,2016-08-17,2019-02-13
732717,2018-08-17,1,732717,0000732717-18-000005,2018-02-02,2016-08-17,2019-02-13
732717,2018-08-17,1,732717,0000732717-17-000084,2017-10-04,2016-08-17,2019-02-13
732717,2018-08-17,1,732717,0000732717-16-000257,2016-12-16,2016-08-17,2019-02-13
732717,2018-08-17,1,732717,0000732717-16-000251,2016-12-08,2016-08-17,2019-02-13
732717,2018-08-21,1,732717,0000732717-18-000050,2018-07-03,2016-08-21,2019-02-17
732717,2018-08-21,1,732717,0000732717-18-000005,2018-02-02,2016-08-21,2019-02-17
732717,2018-08-21,1,732717,0000732717-17-000084,2017-10-04,2016-08-21,2019-02-17
732717,2018-08-21,1,732717,0000732717-16-000257,2016-12-16,2016-08-21,2019-02-17
732717,2018-08-21,1,732717,0000732717-16-000251,2016-12-08,2016-08-21,2019-02-17
732717,2019-01-01,1,732717,0000732717-24-000012,2024-03-01,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-23-022845,2023-02-02,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-22-000091,2022-08-04,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-22-000073,2022-07-01,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-22-076137,2022-03-15,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-21-000088,2021-12-06,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-21-199754,2021-06-25,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-21-100281,2021-03-30,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-21-015737,2021-01-25,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-20-296128,2020-11-17,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-20-000020,2020-06-26,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-20-123202,2020-04-28,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-19-316283,2019-12-17,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-19-000054,2019-11-01,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-19-239966,2019-09-06,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-19-236682,2019-09-03,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0001193125-19-233801,2019-08-29,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-19-000034,2019-07-29,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-18-000050,2018-07-03,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-18-000005,2018-02-02,2017-01-01,2024-09-28
732717,2019-01-01,1,732717,0000732717-17-000084,2017-10-04,2017-01-01,2024-09-28
732717,2022-06-01,1,732717,0000732717-24-000012,2024-03-01,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0001193125-23-022845,2023-02-02,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0000732717-22-000091,2022-08-04,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0000732717-22-000073,2022-07-01,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0001193125-22-076137,2022-03-15,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0000732717-21-000088,2021-12-06,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0001193125-21-199754,2021-06-25,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0001193125-21-100281,2021-03-30,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0001193125-21-015737,2021-01-25,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0001193125-20-296128,2020-11-17,2020-06-01,2024-09-26
732717,2022-06-01,1,732717,0000732717-20-000020,2020-06-26,2020-06-01,2024-09-26
732717,2022-08-30,1,732717,0001193125-23-022845,2023-02-02,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0000732717-22-000091,2022-08-04,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0000732717-22-000073,2022-07-01,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0001193125-22-076137,2022-03-15,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0000732717-21-000088,2021-12-06,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0001193125-21-199754,2021-06-25,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0001193125-21-100281,2021-03-30,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0001193125-21-015737,2021-01-25,2020-08-30,2023-08-23
732717,2022-08-30,1,732717,0001193125-20-296128,2020-11-17,2020-08-30,2023-08-23
732717,2023-03-01,1,732717,0001193125-23-022845,2023-02-02,2021-03-01,2023-08-28
732717,2023-03-01,1,732717,0000732717-22-000091,2022-08-04,2021-03-01,2023-08-28
732717,2023-03-01,1,732717,0000732717-22-000073,2022-07-01,2021-03-01,2023-08-28
732717,2023-03-01,1,732717,0001193125-22-076137,2022-03-15,2021-03-01,2023-08-28
732717,2023-03-01,1,732717,0000732717-21-000088,2021-12-06,2021-03-01,2023-08-28
732717,2023-03-01,1,732717,0001193125-21-199754,2021-06-25,2021-03-01,2023-08-28
732717,2023-03-01,1,732717,0001193125-21-100281,2021-03-30,2021-03-01,2023-08-28
732717,2024-03-17,1,732717,0000732717-24-000012,2024-03-01,2022-03-18,2024-10-06
732717,2024-03-17,1,732717,0001193125-23-022845,2023-02-02,2022-03-18,2024-10-06
732717,2024-03-17,1,732717,0000732717-22-000091,2022-08-04,2022-03-18,2024-10-06
732717,2024-03-17,1,732717,0000732717-22-000073,2022-07-01,2022-03-18,2024-10-06
732717,2024-03-26,1,732717,0000732717-24-000012,2024-03-01,2022-03-27,2024-10-06
732717,2024-03-26,1,732717,0001193125-23-022845,2023-02-02,2022-03-27,2024-10-06
732717,2024-03-26,1,732717,0000732717-22-000091,2022-08-04,2022-03-27,2024-10-06
732717,2024-03-26,1,732717,0000732717-22-000073,2022-07-01,2022-03-27,2024-10-06
732717,2024-04-09,1,732717,0000732717-24-000012,2024-03-01,2022-04-10,2024-10-06
732717,2024-04-09,1,732717,0001193125-23-022845,2023-02-02,2022-04-10,2024-10-06
732717,2024-04-09,1,732717,0000732717-22-000091,2022-08-04,2022-04-10,2024-10-06
732717,2024-04-09,1,732717,0000732717-22-000073,2022-07-01,2022-04-10,2024-10-06
732717,2024-04-14,1,732717,0000732717-24-000012,2024-03-01,2022-04-11,2024-10-11
732717,2024-04-14,1,732717,0001193125-23-022845,2023-02-02,2022-04-11,2024-10-11
732717,2024-04-14,1,732717,0000732717-22-000091,2022-08-04,2022-04-11,2024-10-11
732717,2024-04-14,1,732717,0000732717-22-000073,2022-07-01,2022-04-11,2024-10-11
764180,2006-12-01,0,764180,0001193125-07-019313,2007-02-02,2004-12-01,2007-07-09
764180,2006-12-01,0,764180,0001193125-05-040688,2005-03-02,2004-12-01,2007-07-09
764180,2006-12-01,0,764180,0001193125-05-040686,2005-03-02,2004-12-01,2007-07-09
764180,2006-12-01,0,764180,0000950117-04-004470,2004-12-17,2004-12-01,2007-07-09
771497,2018-01-08,0,771497,0001144204-19-016646,2019-03-28,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001144204-19-016641,2019-03-28,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001144204-19-001120,2019-01-08,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001144204-18-055152,2018-10-24,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001144204-18-048330,2018-09-06,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-17-008020,2017-09-27,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-17-007803,2017-09-08,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-17-005791,2017-06-07,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-17-003091,2017-03-31,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-17-002191,2017-03-09,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-17-000711,2017-01-26,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-16-020727,2016-12-20,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-16-015903,2016-06-10,2016-01-09,2019-09-08
771497,2018-01-08,0,771497,0001571049-16-011409,2016-02-01,2016-01-09,2019-09-08
773840,2021-02-16,0,773840,0001193125-21-215278,2021-07-14,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000773840-20-000031,2020-06-11,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000773840-20-000011,2020-02-28,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000773840-19-000029,2019-12-06,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000930413-19-002693,2019-10-16,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000930413-19-002643,2019-10-08,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000773840-19-000018,2019-07-26,2019-02-17,2021-10-30
773840,2021-02-16,0,773840,0000930413-19-002021,2019-07-08,2019-02-17,2021-10-30
773840,2023-05-27,0,773840,0000773840-24-000006,2024-02-01,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0000773840-23-000088,2023-11-28,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0000773840-23-000076,2023-10-10,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0000773840-23-000063,2023-06-15,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0001193125-23-069598,2023-03-14,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0001193125-22-269566,2022-10-26,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0000773840-22-000062,2022-09-30,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0001193125-22-248396,2022-09-21,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0000773840-22-000058,2022-09-01,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0001193125-22-204108,2022-07-28,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0001193125-22-011376,2022-01-18,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0000773840-22-000003,2022-01-05,2021-05-27,2024-03-11
773840,2023-05-27,0,773840,0001193125-21-215278,2021-07-14,2021-05-27,2024-03-11
773840,2023-06-03,0,773840,0000773840-24-000006,2024-02-01,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0000773840-23-000088,2023-11-28,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0000773840-23-000076,2023-10-10,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0000773840-23-000063,2023-06-15,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0001193125-23-069598,2023-03-14,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0001193125-22-269566,2022-10-26,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0000773840-22-000062,2022-09-30,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0001193125-22-248396,2022-09-21,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0000773840-22-000058,2022-09-01,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0001193125-22-204108,2022-07-28,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0001193125-22-011376,2022-01-18,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0000773840-22-000003,2022-01-05,2021-06-03,2024-03-16
773840,2023-06-03,0,773840,0001193125-21-215278,2021-07-14,2021-06-03,2024-03-16
789019,2017-07-05,0,789019,0001193125-17-357415,2017-11-30,2015-07-06,2018-04-15
789019,2017-07-05,0,789019,0001193125-17-288464,2017-09-19,2015-07-06,2018-04-15
789019,2017-07-05,0,789019,0001193125-17-082168,2017-03-14,2015-07-06,2018-04-15
789019,2017-07-05,0,789019,0001193125-16-643151,2016-07-07,2015-07-06,2018-04-15
789019,2017-07-05,0,789019,0001193125-15-318450,2015-09-11,2015-07-06,2018-04-15
789019,2019-12-05,0,789019,0001193125-20-188481,2020-07-07,2017-12-05,2020-07-20
789019,2019-12-05,0,789019,0001193125-20-184744,2020-07-01,2017-12-05,2020-07-20
789019,2019-12-05,0,789019,0001193125-20-073072,2020-03-13,2017-12-05,2020-07-20
789019,2019-12-05,0,789019,0001193125-19-249565,2019-09-19,2017-12-05,2020-07-20
789019,2019-12-05,0,789019,0001193125-18-277602,2018-09-19,2017-12-05,2020-07-20
789019,2022-03-01,0,789019,0001193125-21-167940,2021-05-20,2020-03-01,2022-09-18
789019,2022-03-01,0,789019,0001193125-20-188481,2020-07-07,2020-03-01,2022-09-18
789019,2022-03-01,0,789019,0001193125-20-184744,2020-07-01,2020-03-01,2022-09-18
789019,2022-03-01,0,789019,0001193125-20-073072,2020-03-13,2020-03-01,2022-09-18
789019,2022-09-24,0,789019,0001193125-21-167940,2021-05-20,2020-09-24,2023-04-17
789570,2019-07-07,0,789570,0001193125-20-038441,2020-02-14,2017-07-07,2020-03-02
789570,2019-07-07,0,789570,0001193125-19-048428,2019-02-22,2017-07-07,2020-03-02
789570,2019-07-07,0,789570,0001193125-19-012788,2019-01-18,2017-07-07,2020-03-02
789570,2019-07-07,0,789570,0001193125-18-297663,2018-10-11,2017-07-07,2020-03-02
789570,2019-07-07,0,789570,0001193125-18-255165,2018-08-22,2017-07-07,2020-03-02
789570,2019-07-07,0,789570,0001193125-18-084015,2018-03-15,2017-07-07,2020-03-02
789570,2023-09-08,0,789570,0001193125-23-056496,2023-03-01,2021-09-08,2024-04-02
789570,2023-09-08,0,789570,0001193125-22-226494,2022-08-22,2021-09-08,2024-04-02
789570,2023-09-08,0,789570,0000789570-22-000020,2022-06-24,2021-09-08,2024-04-02
789570,2023-09-08,0,789570,0001193125-22-145101,2022-05-09,2021-09-08,2024-04-02
789570,2023-09-08,0,789570,0001193125-21-370665,2021-12-30,2021-09-08,2024-04-02
790070,2014-01-07,0,790070,0000790070-14-000025,2014-02-07,2012-01-08,2014-08-30
790070,2014-01-07,0,790070,0000790070-13-000067,2013-07-02,2012-01-08,2014-08-30
790070,2014-01-07,0,790070,0000790070-12-000136,2012-09-06,2012-01-08,2014-08-30
790070,2014-01-07,0,790070,0000790070-12-000102,2012-08-07,2012-01-08,2014-08-30
790070,2014-01-07,0,790070,0001193125-12-305335,2012-07-18,2012-01-08,2014-08-30
790070,2014-01-07,0,790070,0001193125-12-021198,2012-01-24,2012-01-08,2014-08-30
796343,2013-09-11,0,796343,0000796343-14-000007,2014-01-29,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0000796343-13-000036,2013-04-12,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0000796343-13-000030,2013-03-19,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0000796343-13-000017,2013-01-28,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0001104659-12-082162,2012-12-05,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0001104659-12-047044,2012-06-29,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0001104659-12-036984,2012-05-14,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0001104659-12-025271,2012-04-13,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0001104659-12-004271,2012-01-26,2011-09-12,2014-04-01
796343,2013-09-11,0,796343,0001104659-11-069679,2011-12-15,2011-09-12,2014-04-01
796343,2013-09-17,0,796343,0000796343-14-000007,2014-01-29,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0000796343-13-000036,2013-04-12,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0000796343-13-000030,2013-03-19,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0000796343-13-000017,2013-01-28,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0001104659-12-082162,2012-12-05,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0001104659-12-047044,2012-06-29,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0001104659-12-036984,2012-05-14,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0001104659-12-025271,2012-04-13,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0001104659-12-004271,2012-01-26,2011-09-18,2014-03-31
796343,2013-09-17,0,796343,0001104659-11-069679,2011-12-15,2011-09-18,2014-03-31
796343,2019-10-19,0,796343,0000796343-20-000085,2020-04-10,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-20-000040,2020-01-30,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-19-000091,2019-04-12,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-19-000024,2019-01-28,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-19-000008,2019-01-24,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-18-000179,2018-11-19,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-18-000088,2018-04-13,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-18-000072,2018-04-05,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-18-000039,2018-01-26,2017-10-19,2020-04-16
796343,2019-10-19,0,796343,0000796343-17-000188,2017-12-14,2017-10-19,2020-04-16
798354,2008-12-02,0,798354,0001193125-08-259651,2008-12-23,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-08-242170,2008-11-24,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-08-046505,2008-03-04,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-08-009621,2008-01-22,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-07-261412,2007-12-07,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-07-254937,2007-11-28,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-07-188641,2007-08-24,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-07-156539,2007-07-17,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-07-121330,2007-05-23,2006-12-03,2009-06-10
798354,2008-12-02,0,798354,0001193125-07-042701,2007-02-28,2006-12-03,2009-06-10
798354,2021-09-25,0,798354,0001193125-22-050253,2022-02-23,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-21-329664,2021-11-15,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-21-244723,2021-08-12,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-21-202190,2021-06-28,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-21-190089,2021-06-14,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-20-301277,2020-11-23,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-20-283929,2020-11-02,2019-09-26,2022-03-24
798354,2021-09-25,0,798354,0001193125-20-103974,2020-04-10,2019-09-26,2022-03-24
798354,2023-12-06,0,798354,0001193125-24-066902,2024-03-13,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-24-041537,2024-02-21,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-24-041532,2024-02-21,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-23-289928,2023-12-06,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-23-200634,2023-08-01,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-22-310467,2022-12-22,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-22-290040,2022-11-21,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-22-156174,2022-05-20,2021-12-06,2024-06-03
798354,2023-12-06,0,798354,0001193125-22-050253,2022-02-23,2021-12-06,2024-06-03
2041610,2023-01-01,0,813828,0000813828-23-000036,2023-11-17,2021-01-01,2024-03-09
2041610,2023-01-01,0,813828,0000813828-23-000021,2023-06-30,2021-01-01,2024-03-09
2041610,2023-01-01,0,813828,0000813828-22-000018,2022-04-15,2021-01-01,2024-03-09
2041610,2023-01-01,0,813828,0000813828-22-000013,2022-03-11,2021-01-01,2024-03-09
2041610,2023-01-01,0,813828,0000813828-21-000015,2021-05-28,2021-01-01,2024-03-09
2041610,2023-08-10,0,813828,0000813828-23-000036,2023-11-17,2021-08-10,2024-02-06
2041610,2023-08-10,0,813828,0000813828-23-000021,2023-06-30,2021-08-10,2024-02-06
2041610,2023-08-10,0,813828,0000813828-22-000018,2022-04-15,2021-08-10,2024-02-06
2041610,2023-08-10,0,813828,0000813828-22-000013,2022-03-11,2021-08-10,2024-02-06
815097,2020-12-25,0,815097,0000815097-22-000047,2022-06-24,2018-12-26,2022-07-30
815097,2020-12-25,0,815097,0001104659-22-061290,2022-05-16,2018-12-26,2022-07-30
815097,2020-12-25,0,815097,0001104659-22-051225,2022-04-27,2018-12-26,2022-07-30
815097,2020-12-25,0,815097,0000815097-21-000033,2021-03-03,2018-12-26,2022-07-30
815097,2020-12-25,0,815097,0000815097-20-000111,2020-12-04,2018-12-26,2022-07-30
815097,2020-12-25,0,815097,0000815097-20-000033,2020-04-21,2018-12-26,2022-07-30
815097,2020-12-25,0,815097,0001193125-19-010578,2019-01-16,2018-12-26,2022-07-30
815097,2021-03-19,0,815097,0000815097-21-000033,2021-03-03,2019-03-20,2021-11-21
815097,2021-03-19,0,815097,0000815097-20-000111,2020-12-04,2019-03-20,2021-11-21
815097,2021-03-19,0,815097,0000815097-20-000033,2020-04-21,2019-03-20,2021-11-21
823768,2021-01-21,0,823768,0001104659-21-036763,2021-03-16,2019-01-22,2021-11-24
823768,2021-01-21,0,823768,0001104659-21-029723,2021-03-01,2019-01-22,2021-11-24
823768,2021-01-21,0,823768,0001104659-20-042259,2020-04-02,2019-01-22,2021-11-24
823768,2021-01-21,0,823768,0001104659-20-024590,2020-02-25,2019-01-22,2021-11-24
823768,2021-01-21,0,823768,0001410578-19-000883,2019-08-22,2019-01-22,2021-11-24
823768,2021-01-21,0,823768,0001104659-19-010295,2019-02-25,2019-01-22,2021-11-24
831259,2023-08-08,0,831259,0000831259-24-000005,2024-02-09,2021-08-08,2024-03-06
831259,2023-08-08,0,831259,0000831259-23-000007,2023-02-08,2021-08-08,2024-03-06
831259,2023-08-08,0,831259,0000831259-22-000015,2022-03-09,2021-08-08,2024-03-06
831259,2023-08-08,0,831259,0000831259-22-000006,2022-02-08,2021-08-08,2024-03-06
831259,2023-08-08,0,831259,0000831259-21-000040,2021-12-10,2021-08-08,2024-03-06
831259,2023-08-08,0,831259,0000831259-21-000035,2021-11-04,2021-08-08,2024-03-06
858877,2012-03-26,0,858877,0001193125-12-415386,2012-10-04,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-12-396875,2012-09-19,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-12-332045,2012-08-02,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-11-335127,2011-12-08,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-11-252379,2011-09-20,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-11-073802,2011-03-22,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-11-067985,2011-03-16,2010-03-27,2012-10-06
858877,2012-03-26,0,858877,0001193125-11-043592,2011-02-23,2010-03-27,2012-10-06
858877,2012-04-13,0,858877,0001193125-12-415386,2012-10-04,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-12-396875,2012-09-19,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-12-332045,2012-08-02,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-11-335127,2011-12-08,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-11-252379,2011-09-20,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-11-073802,2011-03-22,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-11-067985,2011-03-16,2010-04-14,2012-10-10
858877,2012-04-13,0,858877,0001193125-11-043592,2011-02-23,2010-04-14,2012-10-10
872589,2010-06-18,0,872589,0001206774-10-002373,2010-11-15,2008-06-18,2011-01-22
872589,2010-06-18,0,872589,0000950123-08-015831,2008-11-20,2008-06-18,2011-01-22
877890,2013-04-26,0,877890,0001193125-13-401148,2013-10-16,2011-04-27,2013-12-15
877890,2013-04-26,0,877890,0001193125-13-239426,2013-05-29,2011-04-27,2013-12-15
877890,2013-04-26,0,877890,0001157523-13-002588,2013-05-10,2011-04-27,2013-12-15
877890,2013-04-26,0,877890,0001193125-12-391734,2012-09-14,2011-04-27,2013-12-15
877890,2013-04-26,0,877890,0001193125-12-253772,2012-05-31,2011-04-27,2013-12-15
877890,2013-04-26,0,877890,0001193125-11-157124,2011-06-02,2011-04-27,2013-12-15
