final_cik,breach_date,treated,outcome_cik,accession,filing_date,win_lo,win_hi
1166691,2023-10-16,1,1166691,0000950103-23-006065,2023-04-24,2021-10-16,2024-06-15
1166691,2023-10-16,1,1166691,0000950103-23-004120,2023-03-15,2021-10-16,2024-06-15
1166691,2023-10-16,1,1166691,0000950103-23-000208,2023-01-06,2021-10-16,2024-06-15
1166691,2023-10-16,1,1166691,0000950103-22-021872,2022-12-30,2021-10-16,2024-06-15
1166691,2023-10-16,1,1166691,0000950103-22-017696,2022-10-12,2021-10-16,2024-06-15
1166691,2024-01-26,1,1166691,0001166691-24-000019,2024-04-15,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-23-017250,2023-12-06,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-23-014572,2023-10-03,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-23-008707,2023-06-09,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-23-006065,2023-04-24,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-23-004120,2023-03-15,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-23-000208,2023-01-06,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-22-021872,2022-12-30,2022-01-26,2024-07-24
1166691,2024-01-26,1,1166691,0000950103-22-017696,2022-10-12,2022-01-26,2024-07-24
1166691,2024-02-14,1,1166691,0000950103-25-003639,2025-03-19,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0001166691-24-000019,2024-04-15,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-23-017250,2023-12-06,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-23-014572,2023-10-03,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-23-008707,2023-06-09,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-23-006065,2023-04-24,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-23-004120,2023-03-15,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-23-000208,2023-01-06,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-22-021872,2022-12-30,2022-02-14,2025-04-01
1166691,2024-02-14,1,1166691,0000950103-22-017696,2022-10-12,2022-02-14,2025-04-01
1166691,2024-10-04,1,1166691,0000950103-25-003639,2025-03-19,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0001166691-24-000019,2024-04-15,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-23-017250,2023-12-06,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-23-014572,2023-10-03,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-23-008707,2023-06-09,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-23-006065,2023-04-24,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-23-004120,2023-03-15,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-23-000208,2023-01-06,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-22-021872,2022-12-30,2022-10-05,2025-04-02
1166691,2024-10-04,1,1166691,0000950103-22-017696,2022-10-12,2022-10-05,2025-04-02
1180262,2022-02-01,0,1180262,0001157523-22-000997,2022-08-02,2020-02-02,2022-09-13
1180262,2022-02-01,0,1180262,0001157523-21-000581,2021-05-04,2020-02-02,2022-09-13
1180262,2022-02-01,0,1180262,0001193125-21-150054,2021-05-04,2020-02-02,2022-09-13
1180262,2022-02-01,0,1180262,0001193125-21-062102,2021-03-01,2020-02-02,2022-09-13
1180262,2022-02-01,0,1180262,0001193125-21-000193,2021-01-04,2020-02-02,2022-09-13
1180262,2022-02-01,0,1180262,0001157523-20-001457,2020-11-05,2020-02-02,2022-09-13
1180262,2022-02-01,0,1180262,0001157523-20-000216,2020-02-18,2020-02-02,2022-09-13
51434,2023-05-30,0,51434,0001193125-24-070875,2024-03-19,2021-05-30,2024-05-15
51434,2023-05-30,0,51434,0001193125-24-038571,2024-02-16,2021-05-30,2024-05-15
51434,2023-05-30,0,51434,0001193125-24-038566,2024-02-16,2021-05-30,2024-05-15
51434,2023-05-30,0,51434,0001193125-23-249022,2023-10-02,2021-05-30,2024-05-15
51434,2023-05-30,0,51434,0001193125-23-002536,2023-01-05,2021-05-30,2024-05-15
51434,2023-05-30,0,51434,0001193125-22-148419,2022-05-12,2021-05-30,2024-05-15
51434,2023-05-30,0,51434,0001193125-22-105647,2022-04-14,2021-05-30,2024-05-15
1283699,2014-01-02,1,1283699,0001193125-14-058782,2014-02-19,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001193125-13-448555,2013-11-20,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001283699-13-000134,2013-11-08,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001283699-13-000120,2013-10-25,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001193125-13-246944,2013-06-04,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001193125-13-193449,2013-05-02,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001283699-13-000011,2013-02-07,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001283699-12-000027,2012-10-03,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001283699-12-000010,2012-08-03,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001445305-12-001909,2012-05-31,2012-01-03,2014-07-01
1283699,2014-01-02,1,1283699,0001193125-12-056765,2012-02-14,2012-01-03,2014-07-01
1283699,2015-09-14,1,1283699,0001193125-16-470124,2016-02-19,2013-09-14,2016-03-29
1283699,2015-09-14,1,1283699,0001193125-15-063256,2015-02-26,2013-09-14,2016-03-29
1283699,2015-09-14,1,1283699,0001193125-15-052763,2015-02-18,2013-09-14,2016-03-29
1283699,2015-09-14,1,1283699,0001193125-14-058782,2014-02-19,2013-09-14,2016-03-29
1283699,2015-09-14,1,1283699,0001193125-13-448555,2013-11-20,2013-09-14,2016-03-29
1283699,2015-09-14,1,1283699,0001283699-13-000134,2013-11-08,2013-09-14,2016-03-29
1283699,2015-09-14,1,1283699,0001283699-13-000120,2013-10-25,2013-09-14,2016-03-29
1283699,2015-10-01,1,1283699,0001193125-16-470124,2016-02-19,2013-10-01,2016-03-29
1283699,2015-10-01,1,1283699,0001193125-15-063256,2015-02-26,2013-10-01,2016-03-29
1283699,2015-10-01,1,1283699,0001193125-15-052763,2015-02-18,2013-10-01,2016-03-29
1283699,2015-10-01,1,1283699,0001193125-14-058782,2014-02-19,2013-10-01,2016-03-29
1283699,2015-10-01,1,1283699,0001193125-13-448555,2013-11-20,2013-10-01,2016-03-29
1283699,2015-10-01,1,1283699,0001283699-13-000134,2013-11-08,2013-10-01,2016-03-29
1283699,2015-10-01,1,1283699,0001283699-13-000120,2013-10-25,2013-10-01,2016-03-29
1283699,2015-11-04,1,1283699,0001193125-16-470124,2016-02-19,2013-11-04,2016-05-02
1283699,2015-11-04,1,1283699,0001193125-15-063256,2015-02-26,2013-11-04,2016-05-02
1283699,2015-11-04,1,1283699,0001193125-15-052763,2015-02-18,2013-11-04,2016-05-02
1283699,2015-11-04,1,1283699,0001193125-14-058782,2014-02-19,2013-11-04,2016-05-02
1283699,2015-11-04,1,1283699,0001193125-13-448555,2013-11-20,2013-11-04,2016-05-02
1283699,2015-11-04,1,1283699,0001283699-13-000134,2013-11-08,2013-11-04,2016-05-02
1283699,2017-04-01,1,1283699,0001193125-17-099960,2017-03-28,2015-04-02,2017-12-06
1283699,2017-04-01,1,1283699,0001193125-17-056336,2017-02-24,2015-04-02,2017-12-06
1283699,2017-04-01,1,1283699,0001193125-16-628913,2016-06-22,2015-04-02,2017-12-06
1283699,2017-04-01,1,1283699,0001193125-16-470124,2016-02-19,2015-04-02,2017-12-06
1283699,2017-08-24,1,1283699,0001193125-18-051913,2018-02-21,2015-08-25,2018-03-13
1283699,2017-08-24,1,1283699,0001193125-17-377654,2017-12-22,2015-08-25,2018-03-13
1283699,2017-08-24,1,1283699,0001193125-17-099960,2017-03-28,2015-08-25,2018-03-13
1283699,2017-08-24,1,1283699,0001193125-17-056336,2017-02-24,2015-08-25,2018-03-13
1283699,2017-08-24,1,1283699,0001193125-16-628913,2016-06-22,2015-08-25,2018-03-13
1283699,2017-08-24,1,1283699,0001193125-16-470124,2016-02-19,2015-08-25,2018-03-13
1283699,2017-09-16,1,1283699,0001193125-18-051913,2018-02-21,2015-09-17,2018-03-31
1283699,2017-09-16,1,1283699,0001193125-17-377654,2017-12-22,2015-09-17,2018-03-31
1283699,2017-09-16,1,1283699,0001193125-17-099960,2017-03-28,2015-09-17,2018-03-31
1283699,2017-09-16,1,1283699,0001193125-17-056336,2017-02-24,2015-09-17,2018-03-31
1283699,2017-09-16,1,1283699,0001193125-16-628913,2016-06-22,2015-09-17,2018-03-31
1283699,2017-09-16,1,1283699,0001193125-16-470124,2016-02-19,2015-09-17,2018-03-31
1283699,2018-08-20,1,1283699,0001283699-18-000071,2018-12-04,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001283699-18-000063,2018-11-02,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001283699-18-000031,2018-06-14,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001104659-18-028086,2018-04-30,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001193125-18-051913,2018-02-21,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001193125-17-377654,2017-12-22,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001193125-17-099960,2017-03-28,2016-08-20,2019-02-19
1283699,2018-08-20,1,1283699,0001193125-17-056336,2017-02-24,2016-08-20,2019-02-19
1283699,2019-11-26,1,1283699,0001140361-20-014470,2020-06-22,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001140361-20-014081,2020-06-17,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-20-119230,2020-04-24,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-20-109354,2020-04-16,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-20-093622,2020-04-01,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001283699-20-000064,2020-03-25,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-20-071678,2020-03-12,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-20-041926,2020-02-19,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-19-294093,2019-11-18,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001283699-19-000066,2019-04-19,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001283699-19-000064,2019-03-29,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001283699-18-000071,2018-12-04,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001283699-18-000063,2018-11-02,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001283699-18-000031,2018-06-14,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001104659-18-028086,2018-04-30,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-18-051913,2018-02-21,2017-11-26,2020-08-29
1283699,2019-11-26,1,1283699,0001193125-17-377654,2017-12-22,2017-11-26,2020-08-29
1283699,2020-04-02,1,1283699,0001140361-20-014470,2020-06-22,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001140361-20-014081,2020-06-17,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001193125-20-119230,2020-04-24,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001193125-20-109354,2020-04-16,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001193125-20-093622,2020-04-01,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001283699-20-000064,2020-03-25,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001193125-20-071678,2020-03-12,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001193125-20-041926,2020-02-19,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001193125-19-294093,2019-11-18,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001283699-19-000066,2019-04-19,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001283699-19-000064,2019-03-29,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001283699-18-000071,2018-12-04,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001283699-18-000063,2018-11-02,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001283699-18-000031,2018-06-14,2018-04-03,2020-09-29
1283699,2020-04-02,1,1283699,0001104659-18-028086,2018-04-30,2018-04-03,2020-09-29
1283699,2020-04-15,1,1283699,0001140361-20-014470,2020-06-22,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001140361-20-014081,2020-06-17,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001193125-20-119230,2020-04-24,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001193125-20-109354,2020-04-16,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001193125-20-093622,2020-04-01,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001283699-20-000064,2020-03-25,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001193125-20-071678,2020-03-12,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001193125-20-041926,2020-02-19,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001193125-19-294093,2019-11-18,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001283699-19-000066,2019-04-19,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001283699-19-000064,2019-03-29,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001283699-18-000071,2018-12-04,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001283699-18-000063,2018-11-02,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001283699-18-000031,2018-06-14,2018-04-16,2020-10-12
1283699,2020-04-15,1,1283699,0001104659-18-028086,2018-04-30,2018-04-16,2020-10-12
1283699,2020-08-27,1,1283699,0001193125-21-113210,2021-04-12,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-21-076354,2021-03-10,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-20-291827,2020-11-12,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001140361-20-014470,2020-06-22,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001140361-20-014081,2020-06-17,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-20-119230,2020-04-24,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-20-109354,2020-04-16,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-20-093622,2020-04-01,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001283699-20-000064,2020-03-25,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-20-071678,2020-03-12,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-20-041926,2020-02-19,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001193125-19-294093,2019-11-18,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001283699-19-000066,2019-04-19,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001283699-19-000064,2019-03-29,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001283699-18-000071,2018-12-04,2018-08-28,2021-06-06
1283699,2020-08-27,1,1283699,0001283699-18-000063,2018-11-02,2018-08-28,2021-06-06
1283699,2020-08-31,1,1283699,0001193125-21-076354,2021-03-10,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-20-291827,2020-11-12,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001140361-20-014470,2020-06-22,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001140361-20-014081,2020-06-17,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-20-119230,2020-04-24,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-20-109354,2020-04-16,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-20-093622,2020-04-01,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001283699-20-000064,2020-03-25,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-20-071678,2020-03-12,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-20-041926,2020-02-19,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001193125-19-294093,2019-11-18,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001283699-19-000066,2019-04-19,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001283699-19-000064,2019-03-29,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001283699-18-000071,2018-12-04,2018-09-01,2021-04-07
1283699,2020-08-31,1,1283699,0001283699-18-000063,2018-11-02,2018-09-01,2021-04-07
1283699,2021-01-18,1,1283699,0001193125-21-198692,2021-06-24,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-21-113210,2021-04-12,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-21-076354,2021-03-10,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-20-291827,2020-11-12,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001140361-20-014470,2020-06-22,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001140361-20-014081,2020-06-17,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-20-119230,2020-04-24,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-20-109354,2020-04-16,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-20-093622,2020-04-01,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001283699-20-000064,2020-03-25,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-20-071678,2020-03-12,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-20-041926,2020-02-19,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001193125-19-294093,2019-11-18,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001283699-19-000066,2019-04-19,2019-01-19,2021-08-08
1283699,2021-01-18,1,1283699,0001283699-19-000064,2019-03-29,2019-01-19,2021-08-08
1283699,2021-02-12,1,1283699,0001193125-21-198692,2021-06-24,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-21-113210,2021-04-12,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-21-076354,2021-03-10,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-20-291827,2020-11-12,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001140361-20-014470,2020-06-22,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001140361-20-014081,2020-06-17,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-20-119230,2020-04-24,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-20-109354,2020-04-16,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-20-093622,2020-04-01,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001283699-20-000064,2020-03-25,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-20-071678,2020-03-12,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-20-041926,2020-02-19,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001193125-19-294093,2019-11-18,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001283699-19-000066,2019-04-19,2019-02-13,2021-09-12
1283699,2021-02-12,1,1283699,0001283699-19-000064,2019-03-29,2019-02-13,2021-09-12
1283699,2021-02-20,1,1283699,0001193125-21-275230,2021-09-16,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-21-198692,2021-06-24,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-21-113210,2021-04-12,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-21-076354,2021-03-10,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-20-291827,2020-11-12,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001140361-20-014470,2020-06-22,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001140361-20-014081,2020-06-17,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-20-119230,2020-04-24,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-20-109354,2020-04-16,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-20-093622,2020-04-01,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001283699-20-000064,2020-03-25,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-20-071678,2020-03-12,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-20-041926,2020-02-19,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001193125-19-294093,2019-11-18,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001283699-19-000066,2019-04-19,2019-02-21,2021-09-27
1283699,2021-02-20,1,1283699,0001283699-19-000064,2019-03-29,2019-02-21,2021-09-27
1283699,2021-03-01,1,1283699,0001193125-21-275230,2021-09-16,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-21-198692,2021-06-24,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-21-113210,2021-04-12,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-21-076354,2021-03-10,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-20-291827,2020-11-12,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001140361-20-014470,2020-06-22,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001140361-20-014081,2020-06-17,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-20-119230,2020-04-24,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-20-109354,2020-04-16,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-20-093622,2020-04-01,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001283699-20-000064,2020-03-25,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-20-071678,2020-03-12,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-20-041926,2020-02-19,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001193125-19-294093,2019-11-18,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001283699-19-000066,2019-04-19,2019-03-02,2022-02-12
1283699,2021-03-01,1,1283699,0001283699-19-000064,2019-03-29,2019-03-02,2022-02-12
1283699,2021-03-31,1,1283699,0001193125-21-275230,2021-09-16,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-21-198692,2021-06-24,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-21-113210,2021-04-12,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-21-076354,2021-03-10,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-20-291827,2020-11-12,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001140361-20-014470,2020-06-22,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001140361-20-014081,2020-06-17,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-20-119230,2020-04-24,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-20-109354,2020-04-16,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-20-093622,2020-04-01,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001283699-20-000064,2020-03-25,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-20-071678,2020-03-12,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-20-041926,2020-02-19,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001193125-19-294093,2019-11-18,2019-04-01,2021-09-27
1283699,2021-03-31,1,1283699,0001283699-19-000066,2019-04-19,2019-04-01,2021-09-27
1283699,2021-08-13,1,1283699,0001193125-21-275230,2021-09-16,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-21-198692,2021-06-24,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-21-113210,2021-04-12,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-21-076354,2021-03-10,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-20-291827,2020-11-12,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001140361-20-014470,2020-06-22,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001140361-20-014081,2020-06-17,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-20-119230,2020-04-24,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-20-109354,2020-04-16,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-20-093622,2020-04-01,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001283699-20-000064,2020-03-25,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-20-071678,2020-03-12,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-20-041926,2020-02-19,2019-08-14,2022-02-12
1283699,2021-08-13,1,1283699,0001193125-19-294093,2019-11-18,2019-08-14,2022-02-12
1283699,2021-08-17,1,1283699,0001193125-21-275230,2021-09-16,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-21-198692,2021-06-24,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-21-113210,2021-04-12,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-21-076354,2021-03-10,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-20-291827,2020-11-12,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001140361-20-014470,2020-06-22,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001140361-20-014081,2020-06-17,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-20-119230,2020-04-24,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-20-109354,2020-04-16,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-20-093622,2020-04-01,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001283699-20-000064,2020-03-25,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-20-071678,2020-03-12,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-20-041926,2020-02-19,2019-08-18,2022-02-15
1283699,2021-08-17,1,1283699,0001193125-19-294093,2019-11-18,2019-08-18,2022-02-15
1283699,2021-08-26,1,1283699,0001193125-21-275230,2021-09-16,2019-08-27,2022-02-22
1283699,2021-08-26,1,1283699,0001193125-21-198692,2021-06-24,2019-08-27,2022-02-22
1283699,2021-08-26,1,1283699,0001193125-21-113210,2021-04-12,2019-08-27,2022-02-22
1283699,2021-08-26,1,1283699,0001193125-21-076354,2021-03-10,2019-08-27,2022-02-22
1283699,2021-08-26,1,1283699,0001193125-20-291827,2020-11-12,2019-08-27,2022-02-22
