Threshold,Threshold_Days,N,N_Immediate,Pct_Immediate,Immediate_coef,Immediate_se,Immediate_t,Immediate_p,R_squared,Adj_R_squared,Sig
≤3 days,3,898,149,16.592427616926503,0.9339837576867138,0.8660679515772784,1.0784185651781104,0.2808470056079816,0.024223135452656974,0.016548485956217163,
≤5 days,5,898,151,16.815144766146993,0.8440343856496105,0.8598458666607697,0.9816112612455028,0.32629139747685587,0.02397155177952004,0.016294923535089323,
≤7 days,7,898,154,17.14922048997773,0.753592239253604,0.8463003617390993,0.8904548235156305,0.3732217158337867,0.023751769844625126,0.016073412978234503,
≤14 days,14,898,174,19.37639198218263,0.908892867289186,0.7768163041164784,1.1700229030631977,0.24199175215255464,0.02432558367413451,0.016651739950223177,
≤30 days,30,898,267,29.73273942093541,0.9558941085596991,0.6569019208311502,1.4551549907941308,0.14562635818266678,0.024990467628920765,0.01732185332937297,
≤60 days,60,898,410,45.657015590200444,0.6034586953893131,0.6502198503826739,0.9280840857660059,0.35336395401703147,0.023799938138475918,0.01612196012383471,
≤90 days,90,898,523,58.240534521158125,-0.5006971156920802,0.6040510106565912,-0.828898730171534,0.4071617139903696,0.023506554645792765,0.015826269120534975,
