permno,ticker,comnam,siccd,exchcd,shrcd,namedt,nameendt
10123,ACMI,ACKERLEY COMMUNICATIONS INC,4830,3,11,1988-04-21,1989-09-06
10123,AK,ACKERLEY COMMUNICATIONS INC,7312,2,11,1989-09-07,1997-02-20
10123,AK,ACKERLEY GROUP INC,7312,2,11,1997-02-21,1997-12-14
10123,AK,ACKERLEY GROUP INC,7312,1,11,1997-12-15,2002-06-14
10124,LERN,LEARNING TECHNOLOGY INC,7810,3,10,1986-03-19,1986-08-06
10124,,LEARNING TECHNOLOGY INC,7810,0,10,1986-08-07,1986-08-17
10124,LERN,LEARNING TECHNOLOGY INC,7810,3,10,1986-08-18,1987-12-07
10125,DIVY,DISCOVERY ASSOCIATES INC,7390,3,11,1986-03-20,1988-08-31
10125,LEOS,DISCOVERY ASSOCIATES INC,7390,3,11,1988-09-01,1988-09-27
10125,LEOS,LEOS INDUSTRIES INC,7390,3,11,1988-09-28,1988-10-02
10125,LEOS,LEOS INDUSTRIES INC,5730,3,11,1988-10-03,1989-12-05
10125,LI,LEOS INDUSTRIES INC,8721,2,11,1989-12-06,1991-08-30
10126,OVWV,ONE VALLEY BANCORP WEST VA INC,6710,3,11,1986-03-20,1996-05-01
10126,OVWV,ONE VALLEY BANCORP INC,6710,3,11,1996-05-02,1997-05-21
10126,OV,ONE VALLEY BANCORP INC,6022,1,11,1997-05-22,2000-07-06
10127,PBFI,PARIS BUSINESS FORMS INC,2750,3,11,1986-03-25,1999-06-30
10127,PBFI,PARIS BUSINESS FORMS INC,2760,3,11,1999-07-01,2002-04-17
10128,LAMN,LA MAN CORP,3560,3,11,1986-03-25,1986-04-15
10128,,LA MAN CORP,3560,0,11,1986-04-16,1986-04-21
10128,LAMN,LA MAN CORP,3560,3,11,1986-04-22,1986-05-07
10128,,LA MAN CORP,3560,0,11,1986-05-08,1994-01-06
10128,LAMN,LA MAN CORP,3560,3,11,1994-01-07,1998-11-02
10128,DTEK,DISPLAY TECHNOLOGIES INC,3560,3,11,1998-11-03,2001-02-23
10129,,ALL AMER CABLES INC,4820,1,10,1925-12-31,1927-04-01
10130,NFSL,NEWNAN FEDERAL S & L ASSN GA,6120,3,11,1986-03-25,1988-02-29
10130,NFSL,NEWNAN FEDERAL S & L ASSN GA,6030,3,11,1988-03-01,1990-01-15
10130,NFSL,NEWNAN SAVINGS BANK FSB,6030,3,11,1990-01-16,1996-08-01
10130,NFSL,NEWNAN SAVINGS BANK FSB,6020,3,11,1996-08-02,1996-08-22
10130,NFSL,NEWNAN HOLDINGS INC,6020,3,11,1996-08-23,1997-01-13
10130,FSTC,FIRST CITIZENS CORP,6020,3,11,1997-01-14,1999-06-30
10130,FSTC,FIRST CITIZENS CORP,6030,3,11,1999-07-01,1999-07-09
10131,SBTC,S B T CORP CT,6710,3,11,1986-03-26,1991-09-18
10132,NIBC,NATIONAL INDUSTRIAL BANCORP INC,6710,3,10,1986-03-26,1989-11-09
10133,TELQ,TELEQUEST INC,3660,3,11,1986-03-27,1989-07-23
10133,,TELEQUEST INC,3660,0,11,1989-07-24,1990-01-25
10133,TELQ,TELEQUEST INC,3660,3,11,1990-01-26,1990-10-18
10134,EGCB,EMPIRE GAS CORP NEW,5980,3,10,1986-04-01,1988-11-02
10135,FARK,FIRST FEDERAL SVGS ARKANSAS FA,6120,3,11,1986-04-01,1988-02-29
10135,FARK,FIRST FEDERAL SVGS ARKANSAS FA,6030,3,11,1988-03-01,1989-02-23
10136,CABL,COMMUNICATION CABLE INC,3660,3,11,1986-04-01,1996-03-07
10137,,AMERICAN WATER WORKS & ELEC INC,4910,1,11,1925-12-31,1948-01-15
10137,,WEST PENN ELECTRIC CO,4910,1,11,1948-01-16,1960-11-09
10137,,ALLEGHENY POWER SYSTEMS INC,4910,1,11,1960-11-10,1962-07-01
10137,AYP,ALLEGHENY POWER SYSTEMS INC,4911,1,11,1962-07-02,1968-01-01
10137,AYP,ALLEGHENY POWER SYSTEMS INC,4911,1,11,1968-01-02,1997-09-30
10137,AYE,ALLEGHENY ENERGY INC,4911,1,11,1997-10-01,2011-02-25
10138,TROW,T ROWE PRICE ASSOC INC,6210,3,11,1986-04-02,2000-12-28
10138,TROW,T ROWE PRICE GROUP INC,6211,3,11,2000-12-29,2024-12-31
10139,ADFC,ADMIRAL FINANCIAL CORP,6710,3,10,1988-06-21,1989-09-26
10140,SRCO,SEALRIGHT COMPANY INC,2650,3,11,1986-04-02,1998-06-30
10141,GNDR,GANDER MOUNTAIN INC,5960,3,11,1986-04-02,1996-07-17
10142,IMTC,IMTEC INC,3690,3,11,1986-04-03,1989-08-31
10142,IMTC,IMTEC INC,3570,3,11,1989-09-01,2000-04-03
10143,ONCS,ONCOGENE SCIENCE INC,2830,3,11,1986-04-03,1997-09-30
10143,OSIP,O S I PHARMACEUTICALS INC,2830,3,11,1997-10-01,2010-06-08
10144,NICE,NATIONAL INSTITUTE CAREERS INC,8240,3,10,1986-04-04,1988-09-28
10145,,ALLIED CHEMICAL & DYE CORP,2810,1,11,1925-12-31,1958-04-27
10145,,ALLIED CHEMICAL CORP,2810,1,11,1958-04-28,1962-07-01
10145,ACD,ALLIED CHEMICAL CORP,2812,1,11,1962-07-02,1968-01-01
10145,ACD,ALLIED CHEMICAL CORP,2812,1,11,1968-01-02,1981-04-27
10145,ALD,ALLIED CORP,1311,1,11,1981-04-28,1985-09-18
10145,ALD,ALLIED SIGNAL INC,1311,31,11,1985-09-19,1985-09-29
10145,ALD,ALLIED SIGNAL INC,1311,1,11,1985-09-30,1993-04-26
10145,ALD,ALLIED SIGNAL INC,3724,1,11,1993-04-27,1998-08-31
10145,ALD,ALLIED SIGNAL INC,3714,1,11,1998-09-01,1999-12-01
10145,HON,HONEYWELL INTERNATIONAL INC,3714,1,11,1999-12-02,2001-02-28
10145,HON,HONEYWELL INTERNATIONAL INC,3724,1,11,2001-03-01,2014-01-26
10145,HON,HONEYWELL INTERNATIONAL INC,3714,1,11,2014-01-27,2017-01-29
10145,HON,HONEYWELL INTERNATIONAL INC,5099,1,11,2017-01-30,2021-04-05
10145,HON,HONEYWELL INTERNATIONAL INC,3724,1,11,2021-04-06,2021-05-10
10145,HON,HONEYWELL INTERNATIONAL INC,3724,3,11,2021-05-11,2024-12-31
10146,APLI,APPLICATION ENGR CORP,0,3,10,1972-12-14,1982-08-16
10146,AECE,A E C INC,3559,3,10,1982-08-17,1986-03-31
10146,AECE,A E C INC,3580,3,10,1986-04-01,1988-04-26
10147,EMCS,E M C CORP MA,3570,3,11,1986-04-04,1988-03-21
10147,EMC,E M C CORP MA,3651,1,11,1988-03-22,1998-09-30
10147,EMC,E M C CORP MA,3572,1,11,1998-10-01,2016-09-06
10148,TRAD,TRADITIONAL INDUSTRIES INC,5940,3,11,1986-04-04,1986-04-17
10148,TRAD,TRADITIONAL INDUSTRIES INC,5940,3,11,1986-04-18,1991-04-22
10149,EBSI,EAGLE BANCSHARES INC,6710,3,11,1986-04-04,1999-06-30
10149,EBSI,EAGLE BANCSHARES INC,6030,3,11,1999-07-01,2002-07-19
10150,TLII,TRANS LEASING INTL INC,7390,3,11,1986-04-04,1989-07-02
10150,TLII,TRANS LEASING INTL INC,7350,3,11,1989-07-03,1997-12-18
10150,TLII,TLII LIQUIDATING CORP,7350,3,11,1997-12-19,1998-02-03
10151,GRV,ADVISORSHARES TRUST,6726,4,73,2010-07-09,2011-11-30
10151,AGLS,ADVISORSHARES TRUST,6726,4,73,2011-12-01,2015-08-07
10152,ADTI,ADVANCE DISPLAY TECHNOLOGIES INC,3660,3,10,1986-04-08,1990-05-24
10153,,ALLIS CHALMERS CORP,3520,1,10,1925-12-31,1962-07-01
10153,AH,ALLIS CHALMERS MFG CO,3511,1,10,1962-07-02,1968-01-01
10153,AH,ALLIS CHALMERS MFG CO,3511,1,10,1968-01-02,1971-05-11
10153,AH,ALLIS CHALMERS CORP,3511,1,10,1971-05-12,1988-12-02
10154,AELB,AMERICAN ELECTR LABS INC,0,3,11,1972-12-14,1976-09-30
10154,AELNA,A E L INDUSTRIES INC,3662,3,11,1976-10-01,1996-02-22
10155,ELGT,ELECTRIC & GAS TECHNOLOGY INC,3820,3,11,1986-04-08,1996-08-11
10155,,ELECTRIC & GAS TECHNOLOGY INC,3820,0,11,1996-08-12,1996-08-21
10155,ELGT,ELECTRIC & GAS TECHNOLOGY INC,3820,3,11,1996-08-22,2001-06-10
10155,ELGT,ELECTRIC & GAS TECHNOLOGY INC,3820,3,11,2001-06-11,2001-06-13
10156,JHSL,HANSON JOHN S & L INC,6120,3,11,1986-04-08,1986-08-27
10156,JHSL,HANSON JOHN SAVINGS BANK FSB,6120,3,11,1986-08-28,1986-11-30
10156,JHSL,HANSON JOHN SAVINGS BANK FSB,6030,3,11,1986-12-01,1987-03-31
10156,JHSL,HANSON JOHN SAVINGS BANK FSB,6020,3,11,1987-04-01,1990-10-31
10156,JHSL,HANSON JOHN BANCORP INC,6710,3,11,1990-11-01,1991-05-07
10157,NSBK,NORTH SIDE SAVINGS BANK BRONX,6020,3,11,1986-04-08,1996-12-31
10158,AMRC,AMERESCO INC,8742,1,11,2010-07-22,2011-06-16
10158,AMRC,AMERESCO INC,9611,1,11,2011-06-17,2019-09-08
10158,AMRC,AMERESCO INC,8711,1,11,2019-09-09,2022-11-08
10158,AMRC,AMERESCO INC,1731,1,11,2022-11-09,2024-12-31
10159,ICTX,INTERFERENCE CONTROL TECHS IND,7390,3,10,1986-04-09,1989-02-28
10159,ICTX,INTERFERENCE CONTROL TECHS IND,8730,3,10,1989-03-01,1990-06-26
10160,SAND,SANDSPORT DATA SERVICES INC,7370,3,11,1986-04-10,1987-07-29
10160,SAND,SANDATA INC,7370,3,11,1987-07-30,1992-05-05
10160,SANDV,SANDATA INC,7370,33,11,1992-05-06,1992-06-15
10160,SAND,SANDATA INC,7370,3,11,1992-06-16,2000-07-31
10160,SAND,SANDATA INC,7372,3,11,2000-08-01,2001-11-29
10160,SAND,SANDATA TECHNOLOGIES,7372,3,11,2001-11-30,2003-05-30
10161,,AMERICAN METAL LTD,3350,1,11,1925-12-31,1957-12-29
10161,,AMERICAN METAL CLIMAX INC,3350,1,11,1957-12-30,1962-07-01
10161,AMX,AMERICAN METAL CLIMAX INC,1011,1,11,1962-07-02,1968-01-01
10161,AMX,AMERICAN METAL CLIMAX INC,1011,1,11,1968-01-02,1974-06-27
10161,AMX,AMAX INC,1011,1,11,1974-06-28,1993-11-15
10162,AEST,A E S TECHNOLOGY SYSTEMS INC,3573,3,10,1973-01-12,1981-03-04
10163,XRIT,X RITE INC,3860,3,11,1986-04-10,2012-05-14
10164,CAAN,CAMBRIDGE ANALYTICAL ASSOC INC,7390,3,10,1986-04-10,1989-02-28
10164,CAAN,CAMBRIDGE ANALYTICAL ASSOC INC,4950,3,10,1989-03-01,1989-09-08
10165,LBNK,LAFAYETTE BANCORP INC,6710,3,10,1986-04-11,1988-02-09
10166,LLEC,LONG LAKE ENERGY CORP,4910,3,11,1986-04-11,1992-10-05
10167,EVIAA,ENCHANTED VILLAGE INC,5990,3,11,1986-04-11,1987-04-28
10167,EVAA,ENCHANTED VILLAGE INC,5990,3,11,1987-04-29,1987-06-12
10168,ARNX,ARNOX CORP,2890,3,10,1986-04-14,1989-04-21
10169,PADS,SPORTS MARKETING INC,3990,3,10,1986-04-14,1987-09-21
10170,RYFL,FAMILY STEAK HOUSES FL INC,5810,3,11,1986-04-14,1998-03-03
10170,RYFL,FAMILY STEAK HOUSES FL INC,5810,3,11,1998-03-04,2003-05-09
10171,CTWL,CHARTWELL GROUP LTD,3640,3,11,1986-04-14,1990-05-16
10172,GNTE,GRANITE COOP BK NORTH QUINCY MA,6030,3,11,1986-04-16,1987-03-31
10172,GNTE,GRANITE COOP BK NORTH QUINCY MA,6020,3,11,1987-04-01,1987-10-19
10172,,GRANITE COOP BK NORTH QUINCY MA,6020,0,11,1987-10-20,1987-11-09
10172,GNTE,GRANITE COOP BK NORTH QUINCY MA,6020,3,11,1987-11-10,1991-12-12
10173,SEAB,SEABOARD SAVINGS & L ASSN VA BCH,6120,3,11,1986-04-16,1988-02-29
10173,SEAB,SEABOARD SAVINGS & L ASSN VA BCH,6030,3,11,1988-03-01,1990-10-31
10173,SEAB,SEABOARD BANCORP INC,6710,3,11,1990-11-01,1996-02-01
10174,JNBK,JEFFERSON NATIONAL BANK NY,6020,3,11,1986-04-17,1993-02-26
10175,BARY,BARRYS JEWELERS INC,5940,3,11,1986-04-17,1992-06-30
10175,BARY,BARRYS JEWELERS INC,5940,3,11,1992-07-01,1994-11-15
10175,BARY,BARRYS JEWELERS INC,5940,3,11,1994-11-16,1997-07-11
10176,TECC,THERMAL EXPLORATION CO,4960,3,10,1986-04-18,1992-06-29
10177,SFNS,INVESTMENT RES & TECHNOLOGY INC,6210,3,14,1986-04-21,1986-06-04
10177,SFNS,SPEAR FINANCIAL SERVICES INC,6210,3,14,1986-06-05,1993-04-05
10177,JMCG,SPEAR FINANCIAL SERVICES INC,6210,3,14,1993-04-06,1993-06-17
10177,JMCG,J M C GROUP INC,6210,3,14,1993-06-18,1999-06-30
10177,JMCG,J M C GROUP INC,7380,3,14,1999-07-01,1999-08-31
10177,FEDM,FECHTOR DETWILER MITCHELL & CO,7380,3,11,1999-09-01,2001-03-26
10177,DMCO,DETWILER MITCHELL & CO,7389,3,11,2001-03-27,2003-07-02
10178,WPGI,WESTERN PUBLISHING GROUP INC,2730,3,11,1986-04-22,1996-05-08
10178,GBFE,GOLDEN BOOKS FAMILY ENT INC,2730,3,11,1996-05-09,1999-02-16
10179,RCSB,ROCHESTER COMMUNITY SVGS BK NY,6020,3,11,1986-04-22,1995-08-31
10179,RCSB,R C S B FINANCIAL INC,6036,3,11,1995-09-01,1997-10-03
10180,AKRN,AKORN INC,3840,3,11,1988-04-08,1988-08-31
10180,AKRN,AKORN INC,3850,3,11,1988-09-01,1989-10-31
10180,AKRN,AKORN INC,5120,3,11,1989-11-01,2000-02-29
10180,AKRN,AKORN INC,2830,3,11,2000-03-01,2002-06-24
10180,,AKORN INC,2830,0,11,2002-06-25,2004-11-23
10180,AKN,AKORN INC,2834,2,11,2004-11-24,2007-02-06
10180,AKRX,AKORN INC,2834,3,11,2007-02-07,2020-05-29
10181,MUNI,MUNICIPAL DEVELOPMENT CORP,6610,3,11,1986-04-22,1990-03-02
10182,TECD,TECH DATA CORP,5080,3,11,1986-04-23,1999-06-30
10182,TECD,TECH DATA CORP,5040,3,11,1999-07-01,2020-06-29
10183,ERCO,E R C INDUSTRIES INC,1380,3,10,1986-04-23,1986-10-28
10184,ALFE,ALFA INTERNATIONAL CORP,2250,3,10,1988-02-29,1992-04-21
10185,MRLL,MERRILL CORP,2750,3,11,1986-04-24,1999-11-23
10186,SWCC,SOUTHWEST CAPITAL CORP,6610,3,10,1986-04-24,1990-04-03
10187,HPLX,HEALTHPLEX INC,7390,3,10,1986-04-24,1989-02-28
10187,HPLX,HEALTHPLEX INC,8740,3,10,1989-03-01,1998-03-16
10188,,AMERICAN BOSCH MAGNETO CORP,3690,1,10,1925-12-31,1930-12-16
10188,,UNITED AMERICAN BOSCH CORP,3690,1,10,1930-12-17,1938-09-26
10188,,AMERICAN BOSCH CORP,3690,1,10,1938-09-27,1954-07-20
10188,,AMERICAN BOSCH ARMA CORP,3690,1,10,1954-07-21,1962-07-01
10188,AB,AMERICAN BOSCH ARMA CORP,3714,1,10,1962-07-02,1968-04-24
10188,AB,AMBAC INDUSTRIES INC,3714,1,10,1968-04-25,1978-07-14
10189,AFAP,A F A PROTECTIVE SYSTEMS INC,7393,3,10,1972-12-14,1988-02-09
10190,CLRX,COLOROCS CORP,3860,3,11,1986-04-25,1992-01-22
10191,TXEL,TEXCEL INTERNATIONAL INC,4950,3,10,1986-04-25,1989-02-27
10191,TXEL,TEXCEL INTERNATIONAL INC,4950,3,10,1989-02-28,1990-03-02
10192,MSCA,M S CARRIERS INC,4210,3,11,1986-04-25,2001-06-29
10193,RBCN,RUBICON CORP,7370,3,10,1986-04-28,1987-09-23
10193,,RUBICON CORP,7370,0,10,1987-09-24,1988-02-04
10193,RBCN,RUBICON CORP,7370,3,10,1988-02-05,1992-12-06
10193,OSPY,OSPREY HOLDING INC,7370,3,11,1992-12-07,1994-08-16
10194,SOMR,SOMERSET GROUP INC,3270,3,11,1986-04-28,1999-06-30
10194,SOMR,SOMERSET GROUP INC,7200,3,11,1999-07-01,2000-09-29
10195,CTEXB,C TEC CORP,4810,3,11,1986-04-28,1997-10-09
10195,CTCOB,COMMONWEALTH TELE ENTRPS INC,4813,3,11,1997-10-10,2003-09-03
10196,,AMERICAN & FGN PWR INC,4910,1,10,1925-12-31,1962-07-01
10196,AF,AMERICAN & FGN PWR INC,4910,1,10,1962-07-02,1967-12-29
10197,,A F C O A,3573,3,10,1972-12-14,1973-02-20
10198,DELA,DEL PAINT CORP,2850,3,10,1986-04-28,1991-10-18
10199,ARBR,ARBOR DRUGS INC,5910,3,11,1986-04-29,1998-03-31
10200,RGEN,REPLIGEN CORP,2860,3,11,1986-04-29,1989-08-31
10200,RGEN,REPLIGEN CORP,2830,3,11,1989-09-01,2024-12-31
10201,AT,ATLANTIC POWER CORP,4931,1,12,2010-07-23,2021-03-28
10201,AT,ATLANTIC POWER CORP,4911,1,12,2021-03-29,2021-05-14
10202,CWCC,CAPITAL WIRE & CABLE CORP,3350,3,10,1986-04-29,1988-08-23
10203,PSBN,PIONEER SAVINGS BANK INC NC,6020,3,11,1986-04-30,1988-12-28
10203,PSBN,PIONEER BANCORP INC,6020,3,11,1988-12-29,1993-09-23
10204,UNTL,UNITEL CORP,7990,3,10,1986-05-01,1987-05-06
10205,LSBX,LAWRENCE SAVINGS BANK,6030,3,11,1986-05-02,1987-03-31
10205,LSBX,LAWRENCE SAVINGS BANK,6020,3,11,1987-04-01,1988-01-07
10205,TREX,INTREX FINANCIAL SERVICES INC,6020,3,11,1988-01-08,1991-10-27
10205,LSBX,LAWRENCE SAVINGS BANK NEW,6020,3,11,1991-10-28,1999-06-30
10205,LSBX,LAWRENCE SAVINGS BANK NEW,6030,3,11,1999-07-01,2001-07-01
10205,LSBX,L S B CORP,6035,3,11,2001-07-02,2010-11-30
10206,ESPC,EDUCATION SYSTEMS & PUB CORP,2730,3,10,1986-05-02,1990-05-03
10207,FUND,AMERICAS ALL SEASON FUND INC,6720,3,14,1988-06-07,1995-05-17
10207,FUND,ALL SEASONS GLOBAL FUND INC,6720,3,14,1995-05-18,1995-05-31
10207,FUND,ALL SEASONS GLOBAL FUND INC,6726,3,14,1995-06-01,1996-11-06
10207,FUND,ROYCE GLOBAL TRUST INC,6720,3,14,1996-11-07,1999-05-09
10207,FUND,ROYCE FOCUS TRUST INC,6720,3,14,1999-05-10,2015-03-08
10207,FUND,SPROTT FOCUS TRUST INC,6726,3,14,2015-03-09,2024-12-31
10208,ISTC,INSTRUCTIVISION INC,7370,3,10,1986-05-05,1992-05-01
10209,,AMERICAN AGRIC CHEM CO,2870,1,10,1925-12-31,1962-07-01
10209,AHD,AMERICAN AGRIC CHEM CO,2870,1,10,1962-07-02,1963-10-21
10210,FSBG,FIRST FEDERAL SVGS BK GA WINDER,6020,3,11,1986-05-05,1991-11-01
10211,WCRP,WESTCORP,6710,3,11,1986-05-05,1988-01-24
10211,WES,WESTCORP,6211,2,11,1988-01-25,1988-04-10
10211,WES,WESTCORP INC,6211,2,11,1988-04-11,1993-06-16
10211,WES,WESTCORP INC,6036,1,11,1993-06-17,1999-01-31
10211,WES,WESTCORP INC,6035,1,11,1999-02-01,2006-02-28
10212,IFRA,INFRASONICS INC,3840,3,11,1986-05-06,1991-06-19
10212,IFRA,INFRASONICS INC,3840,3,11,1991-06-20,1996-06-27
10213,ATVC,AMERICAN TRAVELLERS CORP,6320,3,11,1986-05-06,1994-04-03
10213,ATVC,AMERICAN TRAVELLERS CORP,6310,3,11,1994-04-04,1996-12-17
10214,SIGN,PLASTI LINE INC,3070,3,11,1986-05-06,1998-01-29
10215,VVCO,UNITED STATES VIDEO VENDING CORP,3650,3,10,1986-05-07,1987-08-13
10216,BURN,TRILLING RESOURCES LTD,3560,3,11,1986-05-07,1987-11-11
10216,BURN,TRILLING MEDICAL TECHS INC,3560,3,11,1987-11-12,1988-02-22
10216,,TRILLING MEDICAL TECHS INC,3560,0,11,1988-02-23,1988-10-30
10216,BURN,TRILLING MEDICAL TECHS INC,3560,3,11,1988-10-31,1988-10-31
10216,BURN,TRILLING MEDICAL TECHS INC,3840,3,11,1988-11-01,1991-05-30
10216,BURN,WATER JEL TECHNOLOGIES INC,3840,3,11,1991-05-31,1994-11-27
10216,BURN,WATER JEL TECHNOLOGIES INC,3840,3,11,1994-11-28,1996-08-04
10216,XCED,WATER JEL TECHNOLOGIES INC,3840,3,11,1996-08-05,1998-02-23
10216,XCED,X CEED INC,3840,3,11,1998-02-24,1999-02-02
10216,XCED,XCEED INC,3840,3,11,1999-02-03,1999-05-02
10216,XCED,XCEED INC,8740,3,11,1999-05-03,2000-11-28
10216,XCED,WORLDWIDE XCEED GROUP INC,8742,3,11,2000-11-29,2001-03-20
10216,XCED,WORLDWIDE XCEED GROUP INC,8742,3,11,2001-03-21,2001-04-30
10217,,AMERICAN BANK NOTE CO,2750,1,10,1925-12-31,1962-07-01
10217,ABN,AMERICAN BANK NOTE CO,2752,1,10,1962-07-02,1968-01-01
10217,ABN,AMERICAN BANK NOTE CO,2752,1,10,1968-01-02,1970-01-16
10218,AFPC,AUTOMATIC FILM PROCESS,3693,3,10,1980-10-14,1982-11-28
10218,AFPC,A F P IMAGING CORP,3860,3,10,1982-11-29,1999-03-19
10219,TLSS,TELESIS SYSTEMS CORP,3570,3,10,1986-05-07,1987-05-11
10220,BWC,BABCOCK & WILCOX CO NEW,3569,1,11,2010-08-02,2011-06-16
10220,BWC,BABCOCK & WILCOX CO NEW,1731,1,11,2011-06-17,2015-06-30
10220,BWXT,B W X TECHNOLOGIES INC,3443,1,11,2015-07-01,2024-06-20
10220,BWXT,B W X TECHNOLOGIES INC,3511,1,11,2024-06-21,2024-12-31
10221,IMSR,IMAGE MANAGEMENT SYSTEMS INC,3570,3,10,1986-05-07,1988-06-03
10222,FTTR,FRETTER INC,5730,3,11,1986-05-07,1993-12-07
10222,FTTRV,FRETTER INC,5730,33,11,1993-12-08,1993-12-08
10222,FTTRV,FRETTER INC,5730,33,11,1993-12-09,1994-01-18
10222,FTTR,FRETTER INC,5730,3,11,1994-01-19,1996-02-26
10223,CIS,CAMELOT INFORMATION SYSTEMS INC,7371,1,31,2010-07-21,2014-03-27
10224,SHIP,REGENCY CRUISES INC,4410,3,11,1986-05-07,1993-05-25
10225,,AMERICAN TOB CO,2110,1,11,1925-12-31,1948-04-30
10225,,AMERICAN TOB CO,2110,1,11,1948-05-01,1962-07-01
10225,AT,AMERICAN TOB CO,2111,1,11,1962-07-02,1968-01-01
10225,AT,AMERICAN TOB CO,2111,1,11,1968-01-02,1969-06-30
10225,AMB,AMERICAN BRANDS INC,2111,1,11,1969-07-01,1997-06-01
10225,FO,FORTUNE BRANDS INC,2085,1,11,1997-06-02,2001-01-31
10225,FO,FORTUNE BRANDS INC,3432,1,11,2001-02-01,2011-10-03
10225,BEAM,BEAM INC,2082,1,11,2011-10-04,2012-07-16
10225,BEAM,BEAM INC,2085,1,11,2012-07-17,2014-01-07
10225,BEAM,BEAM INC,3433,1,11,2014-01-08,2014-04-30
10226,,A G C INDUSTRIES INC,2514,3,10,1972-12-14,1973-10-09
10227,KISC,KIMMINS INDUSTRIAL SERVICE CORP,1790,3,10,1986-05-07,1986-09-07
10227,KISC,KIMMINS CORP,1790,3,10,1986-09-08,1988-10-31
10228,IFND,INTERFUND CORP,6140,3,10,1986-05-07,1990-06-21
10229,NACS,NORTH AMERICAN COMMUNS CORP NEW,4830,3,10,1986-05-07,1988-03-01
10230,ANDB,ANDOVER SAVINGS BANK MASS,6020,3,11,1986-05-08,1987-11-01
10230,ANDB,ANDOVER BANCORP INC DEL,6020,3,11,1987-11-02,1999-06-30
10230,ANDB,ANDOVER BANCORP INC DEL,6030,3,11,1999-07-01,2001-10-31
10231,CBNH,COMMUNITY BANKSHARES INC NH,6710,3,11,1986-05-08,1997-08-29
10232,ESBK,ELMIRA SAVINGS BANK FSB NY,6020,3,11,1986-05-08,1996-09-02
10232,ESBK,ELMIRA SAVINGS BANK FSB NY,6030,3,11,1996-09-03,2012-06-04
10232,ESBK,ELMIRA SAVINGS BANK NY,6035,3,11,2012-06-05,2022-05-13
10233,,FAMOUS PLAYERS LASKY CORP,7810,1,10,1925-12-31,1927-03-31
10233,,PARAMOUNT FAMOUS LASKY CORP,7810,1,10,1927-04-01,1930-04-23
10233,,PARAMOUNT PUBLIX CORP,7810,1,10,1930-04-24,1935-08-27
10233,,PARAMOUNT PICTURES INC,7810,1,10,1935-08-28,1949-12-30
10233,,UNITED PARAMOUNT THEATRES INC,7810,1,10,1949-12-31,1953-02-08
10233,,AMERICAN BROADCASTING PARAMOUNT,4830,1,10,1953-02-09,1962-07-01
10233,ABP,AMERICAN BROADCASTING PARAMOUNT,4832,1,10,1962-07-02,1967-12-11
10233,ABC,AMERICAN BROADCASTING COS INC,4832,1,10,1967-12-12,1968-01-01
10233,ABC,AMERICAN BROADCASTING COS INC,4832,1,10,1968-01-02,1986-01-03
10234,AGMI,A G M INDUSTRIES INC,3469,3,10,1972-12-14,1973-06-21
10234,,A G M INDUSTRIES INC,3469,0,10,1973-06-22,1973-09-16
10234,AGMI,A G M INDUSTRIES INC,3469,3,10,1973-09-17,1974-03-03
10234,,A G M INDUSTRIES INC,3469,0,10,1974-03-04,1979-06-14
10234,AGMN,A G M INDUSTRIES INC,3469,3,10,1979-06-15,1983-07-28
10235,APAS,AMERICAN PASSAGE MRKTING CORP,5960,3,11,1986-05-08,1989-02-26
10235,FOTO,SEATTLE FILMWORKS INC,5960,3,11,1989-02-27,2000-01-31
10235,FOTO,PHOTOWORKS INC,5960,3,11,2000-02-01,2001-08-21
10236,WEBS,WEBSTER CLOTHES INC,5610,3,11,1986-05-08,1990-10-04
10237,SURG,INTERNATIONAL SURGICAL & PHRM CP,3840,3,10,1986-05-08,1988-09-14
10238,BVFS,BAY VIEW FED S & L ASSN CA,6120,3,11,1986-05-09,1988-02-29
10238,BVFS,BAY VIEW FED S & L ASSN CA,6030,3,11,1988-03-01,1989-07-31
10238,BVFS,BAY VIEW CAPITAL CORP,6030,3,11,1989-08-01,1997-04-30
10238,BVCC,BAY VIEW CAPITAL CORP,6030,3,11,1997-05-01,1999-03-31
10238,BVC,BAY VIEW CAPITAL CORP,6035,1,11,1999-04-01,2004-06-30
10238,BVC,BAY VIEW CAPITAL CORP,6035,1,11,2004-07-01,2006-04-30
10238,GLK,GREAT LAKES BANCORP INC NEW,6035,1,11,2006-05-01,2008-02-15
10239,BWINB,BALDWIN & LYONS INC,6330,3,11,1986-05-09,2018-07-31
10239,PTVCB,PROTECTIVE INSURANCE CORP,6331,3,11,2018-08-01,2021-05-28
10240,WOMN,WOMENS HEALTH CNTRS OF AMER INC,8060,3,10,1986-05-09,1988-05-13
10241,,AMERICAN CAN CO,3410,1,10,1925-12-31,1962-07-01
10241,AC,AMERICAN CAN CO,3411,1,10,1962-07-02,1968-01-01
10241,AC,AMERICAN CAN CO,3411,1,10,1968-01-02,1987-04-27
10241,PA,PRIMERICA CORP,3411,1,10,1987-04-28,1988-12-15
10242,TRFI,TRANS FINANCIAL BANCORP INC,6710,3,11,1986-05-12,1995-05-09
10242,TRFI,TRANS FINANCIAL INC,6710,3,11,1995-05-10,1998-08-21
10243,AFED,ATLANTIC FEDERAL SAVINGS BANK MD,6020,3,11,1986-05-12,1988-11-07
