Model,FCC Coefficient,FCC p-value,Info Env Coeff,Interaction,Interaction p-value,R-squared
FCC Only,1.5844958358309607,0.08277017169669414,,,,0.38955891119042874
FCC + Info Env,1.8027701353172796,0.04910407211993234,0.9180283866651051,,,0.3933426593479984
FCC × Info Env,1.7530071126141644,0.062380375286342854,1.0224356213350236,-0.3814169045307449,0.7480985060920293,0.3934835334326712
