total_specs,grid,nodes,median,min,max,positive,negative,ci_crosses_zero,significant_p05,sign_flips
193,192 realized-SD + 1 GARCH,"anchor{notif,breach} basis{trad,cal} L{21,31,42} gap{0,1,3,5} returns{log,simple} winsor{raw,1/99}",0.1774,0.0476,0.3253,193,0,193,0,0
