cik,breach_date,executive_change_30d,executive_change_90d,executive_change_180d,num_item5_02_filings_180d,days_to_first_item_5_02
789019,2017-07-05,0.0,1.0,1.0,2.0,76.0
789019,2022-03-01,0.0,0.0,0.0,0.0,
789019,2022-09-24,0.0,0.0,0.0,0.0,
789019,2019-12-05,0.0,0.0,1.0,1.0,99.0
1841666,2016-03-06,0.0,0.0,0.0,0.0,
19617,2021-04-12,0.0,1.0,1.0,2.0,36.0
19617,2022-10-22,0.0,1.0,1.0,2.0,87.0
19617,2022-10-23,0.0,1.0,1.0,2.0,86.0
19617,2021-07-16,1.0,1.0,1.0,3.0,4.0
68505,2012-02-07,1.0,1.0,1.0,2.0,20.0
68505,2011-03-01,1.0,1.0,1.0,2.0,16.0
68505,2009-02-17,0.0,1.0,1.0,3.0,34.0
68505,2009-01-01,1.0,1.0,1.0,5.0,20.0
5272,2023-02-02,1.0,1.0,1.0,3.0,25.0
5272,2023-02-06,1.0,1.0,1.0,3.0,21.0
1324404,2020-10-02,0.0,0.0,0.0,0.0,
1324404,2025-03-01,0.0,0.0,1.0,1.0,145.0
1166691,2012-08-24,1.0,1.0,1.0,1.0,21.0
1166691,2013-08-24,0.0,0.0,1.0,1.0,174.0
1166691,2013-10-15,0.0,0.0,1.0,1.0,122.0
1166691,2022-01-04,0.0,0.0,0.0,0.0,
1402057,2016-01-01,0.0,1.0,1.0,4.0,62.0
1402057,2018-11-30,1.0,1.0,1.0,2.0,20.0
1402057,2021-03-02,1.0,1.0,1.0,4.0,23.0
713676,2014-03-29,1.0,1.0,1.0,2.0,6.0
1034054,2022-04-27,0.0,1.0,1.0,1.0,51.0
1034054,2022-04-01,0.0,1.0,1.0,1.0,77.0
1932393,2023-03-29,0.0,1.0,1.0,1.0,41.0
924613,2013-07-22,0.0,0.0,0.0,0.0,
924613,2017-04-01,0.0,0.0,0.0,0.0,
924613,2017-05-17,0.0,0.0,0.0,0.0,
1133421,2016-04-18,0.0,0.0,0.0,0.0,
1324404,2023-10-11,1.0,1.0,1.0,2.0,6.0
1034054,2023-05-28,0.0,0.0,1.0,1.0,108.0
1034054,2023-05-28,0.0,0.0,1.0,1.0,108.0
1034054,2014-12-10,0.0,0.0,1.0,1.0,119.0
73309,2025-05-03,1.0,1.0,1.0,1.0,11.0
73309,2023-05-26,0.0,1.0,1.0,1.0,74.0
906163,2021-06-25,0.0,0.0,0.0,0.0,
5272,2024-01-01,0.0,1.0,1.0,3.0,31.0
1660134,2023-11-02,0.0,0.0,0.0,0.0,
1660134,2023-09-23,0.0,0.0,0.0,0.0,
1660134,2023-09-23,0.0,0.0,0.0,0.0,
1660134,2023-11-07,0.0,0.0,0.0,0.0,
713676,2024-02-20,1.0,1.0,1.0,2.0,0.0
713676,2024-02-29,0.0,1.0,1.0,1.0,85.0
777676,2013-07-10,0.0,0.0,0.0,0.0,
777676,2007-11-28,0.0,0.0,0.0,0.0,
777676,2007-12-03,0.0,0.0,0.0,0.0,
1034054,2023-10-30,0.0,1.0,1.0,2.0,53.0
75362,2018-01-22,1.0,1.0,1.0,2.0,25.0
70858,2024-07-25,0.0,0.0,0.0,0.0,
2041610,2023-01-01,0.0,0.0,0.0,0.0,
813828,2023-08-10,0.0,0.0,1.0,1.0,99.0
76334,2022-03-11,0.0,0.0,1.0,2.0,139.0
1590955,2023-05-28,0.0,0.0,1.0,1.0,177.0
1633917,2019-08-08,0.0,0.0,1.0,1.0,144.0
1633917,2022-12-06,0.0,1.0,1.0,5.0,34.0
1973266,2020-11-06,0.0,0.0,0.0,0.0,
927628,2021-04-12,1.0,1.0,1.0,1.0,25.0
77476,2021-02-24,0.0,0.0,1.0,1.0,162.0
200406,2023-03-27,1.0,1.0,1.0,2.0,7.0
200406,2023-03-01,0.0,1.0,1.0,2.0,33.0
78003,2006-12-01,1.0,1.0,1.0,3.0,20.0
713676,2014-12-10,0.0,1.0,1.0,3.0,72.0
1324404,2013-05-08,0.0,0.0,1.0,1.0,131.0
1034054,2019-12-11,1.0,1.0,1.0,1.0,5.0
70858,2023-12-02,0.0,0.0,1.0,1.0,146.0
70858,2018-12-07,0.0,0.0,1.0,1.0,138.0
1841666,2020-06-11,0.0,0.0,0.0,0.0,
872589,2010-06-18,0.0,0.0,1.0,1.0,150.0
1060391,2013-08-11,1.0,1.0,1.0,2.0,15.0
1060391,2013-08-26,1.0,1.0,1.0,3.0,0.0
1060391,2013-08-10,1.0,1.0,1.0,2.0,16.0
1060391,2019-02-02,0.0,1.0,1.0,1.0,88.0
1060391,2022-04-09,0.0,0.0,0.0,0.0,
1060391,2021-09-20,0.0,0.0,0.0,0.0,
1060391,2019-02-01,0.0,1.0,1.0,1.0,89.0
1043277,2023-12-06,1.0,1.0,1.0,3.0,15.0
1324404,2019-10-16,0.0,0.0,0.0,0.0,
1428439,2023-12-28,0.0,0.0,1.0,1.0,162.0
1428439,2023-12-01,0.0,0.0,0.0,0.0,
1428439,2024-02-29,0.0,0.0,1.0,1.0,99.0
1428439,2023-12-28,0.0,0.0,1.0,1.0,162.0
713676,2023-04-27,1.0,1.0,1.0,2.0,5.0
5272,2023-06-06,1.0,1.0,1.0,2.0,17.0
1108524,2008-02-07,1.0,1.0,1.0,2.0,29.0
1108524,2008-02-07,1.0,1.0,1.0,2.0,29.0
1156375,2024-11-07,1.0,1.0,1.0,1.0,0.0
1137789,2017-07-08,1.0,1.0,1.0,3.0,17.0
1137789,2016-02-29,0.0,0.0,1.0,3.0,119.0
1137789,2016-03-14,0.0,0.0,1.0,3.0,105.0
200406,2015-12-11,0.0,0.0,0.0,0.0,
1373715,2024-05-14,0.0,1.0,1.0,2.0,71.0
1034054,2021-10-26,0.0,0.0,1.0,1.0,154.0
1324404,2022-06-10,0.0,0.0,0.0,0.0,
1324404,2022-06-11,0.0,0.0,0.0,0.0,
912752,2021-06-23,0.0,0.0,0.0,0.0,
912752,2021-06-23,0.0,0.0,0.0,0.0,
912752,2021-12-16,0.0,0.0,1.0,1.0,175.0
912752,2020-05-01,0.0,0.0,0.0,0.0,
908937,2016-12-04,0.0,0.0,0.0,0.0,
908937,2016-10-31,0.0,0.0,0.0,0.0,
908937,2016-09-26,0.0,0.0,0.0,0.0,
908937,2016-10-31,0.0,0.0,0.0,0.0,
908937,2016-08-20,0.0,0.0,0.0,0.0,
908937,2016-02-01,1.0,1.0,1.0,1.0,21.0
908937,2016-04-05,0.0,0.0,0.0,0.0,
908937,2016-11-15,0.0,0.0,0.0,0.0,
908937,2012-03-19,0.0,0.0,0.0,0.0,
908937,2017-08-06,0.0,0.0,1.0,2.0,158.0
908937,2017-09-18,0.0,0.0,1.0,2.0,115.0
908937,2017-01-06,0.0,0.0,0.0,0.0,
908937,2016-10-04,0.0,0.0,0.0,0.0,
908937,2017-01-25,0.0,0.0,0.0,0.0,
908937,2016-12-19,0.0,0.0,0.0,0.0,
908937,2012-04-12,0.0,0.0,0.0,0.0,
1564408,2022-03-01,0.0,0.0,1.0,1.0,142.0
91440,2022-03-01,0.0,0.0,0.0,0.0,
91440,2022-03-03,0.0,0.0,0.0,0.0,
91440,2022-03-01,0.0,0.0,0.0,0.0,
1640147,2024-03-01,0.0,0.0,1.0,1.0,123.0
1640147,2024-04-14,0.0,1.0,1.0,1.0,79.0
313838,2009-05-13,0.0,0.0,0.0,0.0,
313838,2009-06-02,0.0,0.0,0.0,0.0,
313838,2010-05-01,0.0,0.0,0.0,0.0,
313838,2023-05-28,0.0,0.0,0.0,0.0,
313838,2023-10-03,0.0,0.0,0.0,0.0,
313838,2023-05-28,0.0,0.0,0.0,0.0,
313838,2023-05-28,0.0,0.0,0.0,0.0,
313838,2011-04-01,0.0,0.0,0.0,0.0,
313838,2011-05-05,0.0,0.0,0.0,0.0,
313838,2011-04-17,0.0,0.0,0.0,0.0,
313838,2011-04-16,0.0,0.0,0.0,0.0,
313838,2014-11-01,0.0,0.0,0.0,0.0,
313838,2014-11-24,0.0,0.0,0.0,0.0,
313838,2014-11-01,0.0,0.0,0.0,0.0,
313838,2011-06-02,0.0,0.0,0.0,0.0,
313838,2014-11-24,0.0,0.0,0.0,0.0,
1034054,2014-02-20,0.0,0.0,0.0,0.0,
5272,2016-09-13,0.0,0.0,1.0,2.0,174.0
92380,2018-03-01,0.0,0.0,0.0,0.0,
92380,2017-10-01,0.0,0.0,0.0,0.0,
92380,2024-02-01,0.0,1.0,1.0,3.0,90.0
1324404,2018-02-01,0.0,0.0,0.0,0.0,
1639920,2020-04-09,0.0,0.0,0.0,0.0,
1283699,2019-06-02,0.0,0.0,1.0,1.0,169.0
1283699,2019-06-08,0.0,0.0,1.0,1.0,163.0
1283699,2017-05-07,0.0,0.0,0.0,0.0,
1283699,2019-06-22,0.0,0.0,1.0,1.0,149.0
1283699,2020-04-02,1.0,1.0,1.0,4.0,14.0
1283699,2020-04-15,1.0,1.0,1.0,4.0,1.0
1283699,2019-06-08,0.0,0.0,1.0,1.0,163.0
1283699,2019-03-14,1.0,1.0,1.0,2.0,15.0
1283699,2017-05-01,0.0,0.0,0.0,0.0,
1283699,2015-08-17,0.0,0.0,0.0,0.0,
1283699,2018-03-02,0.0,1.0,1.0,2.0,59.0
1283699,2019-08-13,0.0,0.0,1.0,1.0,97.0
1283699,2019-05-09,0.0,0.0,0.0,0.0,
1283699,2012-08-01,1.0,1.0,1.0,2.0,2.0
1283699,2009-02-01,0.0,1.0,1.0,3.0,33.0
5272,2017-07-01,1.0,1.0,1.0,3.0,5.0
5272,2020-10-22,1.0,1.0,1.0,4.0,4.0
70858,2024-01-24,0.0,0.0,1.0,1.0,93.0
1034054,2006-05-01,0.0,0.0,0.0,0.0,
1034054,2019-05-01,0.0,0.0,0.0,0.0,
1034054,2023-07-09,0.0,1.0,1.0,2.0,66.0
1034054,2022-02-10,0.0,1.0,1.0,2.0,47.0
5272,2018-04-24,0.0,0.0,1.0,1.0,104.0
1932393,2022-12-15,1.0,1.0,1.0,5.0,20.0
1932393,2022-12-01,1.0,1.0,1.0,6.0,13.0
96021,2023-01-14,0.0,1.0,1.0,1.0,73.0
1932393,2023-06-03,0.0,0.0,0.0,0.0,
1113169,2023-05-29,0.0,1.0,1.0,2.0,66.0
1113169,2007-12-24,0.0,0.0,0.0,0.0,
1324404,2025-08-09,1.0,1.0,1.0,4.0,30.0
101829,2017-03-09,0.0,0.0,1.0,1.0,140.0
101829,2016-04-18,0.0,1.0,1.0,2.0,52.0
101829,2016-01-01,0.0,1.0,1.0,2.0,38.0
101829,2016-01-04,0.0,1.0,1.0,2.0,35.0
713676,2024-01-21,1.0,1.0,1.0,2.0,30.0
1324404,2024-08-07,0.0,0.0,1.0,1.0,152.0
12927,2016-11-21,1.0,1.0,1.0,1.0,0.0
27904,2024-09-06,0.0,0.0,1.0,2.0,98.0
1001250,2023-05-01,0.0,0.0,1.0,1.0,115.0
1001250,2023-05-30,0.0,1.0,1.0,1.0,86.0
1001250,2023-07-11,0.0,1.0,1.0,1.0,44.0
47111,2023-09-03,0.0,0.0,0.0,0.0,
354950,2014-02-10,1.0,1.0,1.0,1.0,18.0
1932393,2017-10-01,0.0,0.0,0.0,0.0,
91419,2010-04-05,0.0,0.0,1.0,1.0,137.0
1285785,2019-02-06,0.0,0.0,1.0,1.0,107.0
1744489,2008-07-29,0.0,0.0,0.0,0.0,
1755336,2016-08-10,,,,,
1755336,2006-12-01,,,,,
1755336,2017-07-20,,,,,
1755336,2015-01-28,,,,,
1755336,2015-02-19,,,,,
1283699,2017-04-01,0.0,0.0,0.0,0.0,
1283699,2021-02-20,1.0,1.0,1.0,3.0,18.0
1283699,2013-11-01,1.0,1.0,1.0,3.0,7.0
1283699,2023-02-24,1.0,1.0,1.0,4.0,14.0
1283699,2022-11-25,0.0,1.0,1.0,3.0,70.0
1283699,2012-08-28,0.0,1.0,1.0,2.0,36.0
1283699,2022-03-08,0.0,1.0,1.0,1.0,45.0
1283699,2012-05-08,1.0,1.0,1.0,3.0,23.0
1283699,2020-08-31,0.0,1.0,1.0,1.0,73.0
1283699,2009-10-08,0.0,0.0,1.0,1.0,151.0
1283699,2021-03-31,1.0,1.0,1.0,3.0,12.0
1283699,2021-01-18,0.0,1.0,1.0,3.0,51.0
1283699,2020-08-27,0.0,1.0,1.0,1.0,77.0
1283699,2021-01-18,0.0,1.0,1.0,3.0,51.0
1283699,2019-11-26,0.0,1.0,1.0,6.0,85.0
1283699,2023-04-28,0.0,1.0,1.0,4.0,54.0
1283699,2021-08-17,1.0,1.0,1.0,1.0,30.0
1283699,2021-08-26,1.0,1.0,1.0,1.0,21.0
1283699,2015-09-14,0.0,0.0,1.0,1.0,158.0
1283699,2022-11-25,0.0,1.0,1.0,3.0,70.0
1283699,2015-11-04,0.0,0.0,1.0,1.0,107.0
1283699,2019-11-26,0.0,1.0,1.0,6.0,85.0
1283699,2011-10-21,0.0,0.0,1.0,1.0,116.0
1283699,2018-08-20,0.0,1.0,1.0,2.0,74.0
1283699,2015-09-14,0.0,0.0,1.0,1.0,158.0
1283699,2015-10-01,0.0,0.0,1.0,1.0,141.0
1283699,2009-09-03,0.0,0.0,0.0,0.0,
1283699,2017-08-24,0.0,0.0,1.0,1.0,120.0
1283699,2015-09-14,0.0,0.0,1.0,1.0,158.0
1283699,2021-02-12,1.0,1.0,1.0,3.0,26.0
1283699,2009-10-05,0.0,0.0,1.0,1.0,154.0
1283699,2017-09-16,0.0,0.0,1.0,2.0,97.0
1283699,2013-11-26,0.0,1.0,1.0,1.0,85.0
1283699,2015-09-15,0.0,0.0,1.0,1.0,157.0
1283699,2023-02-01,1.0,1.0,1.0,6.0,2.0
1283699,2014-01-02,0.0,1.0,1.0,1.0,48.0
1283699,2021-08-13,0.0,1.0,1.0,1.0,34.0
1283699,2021-03-01,1.0,1.0,1.0,3.0,9.0
1283699,2023-02-01,1.0,1.0,1.0,6.0,2.0
27904,2024-03-04,0.0,1.0,1.0,3.0,53.0
70858,2022-04-29,0.0,0.0,1.0,1.0,138.0
1447669,2022-08-04,1.0,1.0,1.0,2.0,0.0
1447669,2024-04-01,1.0,1.0,1.0,2.0,0.0
1418091,2013-02-01,0.0,0.0,0.0,0.0,
860731,2020-09-21,0.0,0.0,0.0,0.0,
1543151,2014-05-13,0.0,0.0,0.0,0.0,
1543151,2015-03-04,0.0,0.0,0.0,0.0,
1543151,2018-12-06,0.0,0.0,1.0,1.0,169.0
1543151,2023-01-23,0.0,0.0,1.0,1.0,158.0
1543151,2016-10-01,0.0,0.0,0.0,0.0,
1543151,2018-08-30,0.0,0.0,0.0,0.0,
1543151,2016-11-01,0.0,0.0,0.0,0.0,
1543151,2016-06-16,0.0,0.0,0.0,0.0,
1543151,2017-11-01,0.0,0.0,0.0,0.0,
1543151,2014-05-13,0.0,0.0,0.0,0.0,
1543151,2016-10-13,0.0,0.0,0.0,0.0,
1543151,2023-01-23,0.0,0.0,1.0,1.0,158.0
1543151,2019-10-28,0.0,1.0,1.0,3.0,59.0
1543151,2023-03-31,0.0,0.0,1.0,2.0,91.0
1543151,2016-10-01,0.0,0.0,0.0,0.0,
1543151,2024-08-23,0.0,0.0,1.0,1.0,168.0
1543151,2017-12-18,0.0,0.0,0.0,0.0,
1543151,2017-11-28,0.0,0.0,0.0,0.0,
100517,2013-01-01,0.0,0.0,0.0,0.0,
927628,2025-01-07,0.0,1.0,1.0,4.0,31.0
823768,2021-01-21,0.0,1.0,1.0,2.0,39.0
927628,2021-11-16,0.0,1.0,1.0,1.0,83.0
732712,2023-05-11,0.0,0.0,0.0,0.0,
732712,2016-08-10,1.0,1.0,1.0,2.0,22.0
732712,2017-07-20,0.0,1.0,1.0,1.0,76.0
732712,2019-06-03,0.0,0.0,0.0,0.0,
732712,2014-02-26,0.0,0.0,0.0,0.0,
732712,2008-06-27,0.0,0.0,1.0,1.0,96.0
732712,2019-04-24,1.0,1.0,1.0,1.0,15.0
732712,2023-09-21,0.0,0.0,1.0,2.0,125.0
732712,2023-09-21,0.0,0.0,1.0,2.0,125.0
732712,2023-09-21,0.0,0.0,1.0,2.0,125.0
732712,2024-02-09,0.0,0.0,1.0,2.0,104.0
732712,2024-02-06,0.0,0.0,1.0,2.0,107.0
732712,2014-01-20,1.0,1.0,1.0,1.0,22.0
732712,2019-03-12,0.0,1.0,1.0,1.0,58.0
1124610,2015-08-19,0.0,1.0,1.0,4.0,55.0
1124610,2015-07-02,0.0,0.0,1.0,2.0,103.0
70858,2019-08-01,0.0,0.0,0.0,0.0,
1324404,2023-11-01,0.0,0.0,1.0,1.0,96.0
277135,2017-09-26,0.0,1.0,1.0,1.0,78.0
277135,2017-08-23,0.0,0.0,1.0,1.0,112.0
943452,2022-03-15,1.0,1.0,1.0,3.0,22.0
1324404,2018-02-28,0.0,0.0,0.0,0.0,
1755336,2015-11-15,,,,,
1755336,2020-08-05,,,,,
1755336,2020-04-25,,,,,
1755336,2020-09-09,,,,,
1755336,2020-04-01,,,,,
1755336,2022-08-04,,,,,
713676,2023-12-13,0.0,1.0,1.0,2.0,69.0
713676,2020-12-24,0.0,0.0,0.0,0.0,
79282,2024-03-19,1.0,1.0,1.0,2.0,23.0
1283699,2020-11-10,1.0,1.0,1.0,3.0,2.0
1034054,2018-12-18,0.0,0.0,0.0,0.0,
823768,2007-01-10,1.0,1.0,1.0,1.0,21.0
1034054,2023-01-19,0.0,1.0,1.0,2.0,33.0
1327811,2025-08-06,0.0,0.0,0.0,0.0,
1324404,2023-12-28,0.0,1.0,1.0,2.0,39.0
1324404,2023-12-01,0.0,1.0,1.0,1.0,66.0
101829,2023-12-10,1.0,1.0,1.0,2.0,4.0
1932393,2014-08-14,0.0,0.0,0.0,0.0,
1932393,2013-02-22,0.0,0.0,0.0,0.0,
1011006,2014-12-01,0.0,0.0,0.0,0.0,
1011006,2016-08-13,0.0,0.0,1.0,1.0,149.0
1011006,2014-12-01,0.0,0.0,0.0,0.0,
1011006,2013-08-01,0.0,0.0,1.0,1.0,167.0
1011006,2012-07-11,1.0,1.0,1.0,7.0,2.0
1011006,2013-08-01,0.0,0.0,1.0,1.0,167.0
1041061,2023-01-13,0.0,0.0,1.0,1.0,167.0
1713683,2025-08-08,0.0,0.0,0.0,0.0,
1713683,2018-09-01,0.0,1.0,1.0,1.0,39.0
